census_tract,GEOID,income_group_code,income_group,cra_level,nLoans1,nLoans100k,nLoans250k,nLoansToSmallest,nLoansTotal,nWorkingLoans,amtLoans1_adj,amtLoans100k_adj,amtLoans250k_adj,amtLoansToSmallest_adj,amtLoansTotal_adj,amtWorkingLoans_adj,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,nWorkingLoans_per_sbjob2015,amtWorkingLoans_per_sbjob2015_adj
2606.05,14000US24510260605,7,60% to 70% of MFI,moderate,988,49,73,413,1110,1110.0,17938195.137957536,8765772.008923147,41580717.90961885,13834132.198648164,68284685.05649953,68284685.05649953,12082.0,2622.0,6613.0,2847.0,2803.0,3641.0,5638.0,0.0,0.0,0.0,245.0,1379.0,707.0,693.0,3880.0,48.0,781.0,123.0,565.0,1.0,413.0,747.0,1270.0,148.0,539.0,543.0,0.0,7682.0,3937.0,37.0,306.0,3.0,117.0,11706.0,376.0,1235.0,2935.0,3008.0,2282.0,7481.0,4601.0,223.0,98.0,251.0,715.0,10795.0,816.0,690.0,1941.0,774.0,7861.0,1.3602941176470589,83682.21207904354
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2607.0,14000US24510260700,5,40% to 50% of MFI,low,414,12,20,171,446,446.0,6050308.440916703,1969128.7014674766,9563308.378487777,3904011.677350436,17582745.52087196,17582745.52087196,838.0,172.0,420.0,246.0,177.0,311.0,350.0,0.0,0.0,0.0,215.0,108.0,70.0,55.0,40.0,1.0,24.0,10.0,13.0,8.0,79.0,0.0,86.0,6.0,93.0,30.0,0.0,583.0,205.0,1.0,33.0,3.0,13.0,780.0,58.0,124.0,220.0,189.0,133.0,597.0,241.0,46.0,14.0,49.0,63.0,666.0,349.0,109.0,284.0,1.0,95.0,1.2779369627507164,50380.35965865891
2608.0,14000US24510260800,6,50% to 60% of MFI,moderate,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,5,40% to 50% of MFI,low,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,5,40% to 50% of MFI,low,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,5,40% to 50% of MFI,low,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,5,40% to 50% of MFI,low,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,5,40% to 50% of MFI,low,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2608.0,14000US24510260800,6,50% to 60% of MFI,moderate,273,13,5,123,291,247.0,4161013.3395262305,2724028.614511908,2689687.1278187577,2686301.999952122,9574729.081856895,9123770.71946296,578.0,120.0,282.0,176.0,183.0,191.0,204.0,0.0,0.0,0.0,134.0,54.0,9.0,184.0,0.0,0.0,35.0,8.0,9.0,0.0,0.0,79.0,11.0,0.0,43.0,12.0,0.0,438.0,99.0,2.0,31.0,0.0,8.0,531.0,47.0,73.0,142.0,118.0,125.0,312.0,266.0,44.0,16.0,20.0,122.0,376.0,152.0,102.0,260.0,0.0,64.0,1.625,60024.807364887885
2609.0,14000US24510260900,10,90% to 100% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,11,100% to 110% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,11,100% to 110% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,11,100% to 110% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,11,100% to 110% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,11,100% to 110% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2609.0,14000US24510260900,9,80% to 90% of MFI,middle,557,13,35,300,605,467.0,6209785.050355113,2752562.809250666,21452816.587247517,9770055.214212589,30415164.446853295,29141839.549236305,2416.0,529.0,1389.0,498.0,702.0,729.0,985.0,0.0,0.0,0.0,76.0,24.0,37.0,301.0,108.0,21.0,145.0,45.0,295.0,50.0,282.0,3.0,843.0,5.0,129.0,52.0,0.0,1362.0,911.0,9.0,96.0,2.0,36.0,2280.0,136.0,279.0,527.0,609.0,472.0,938.0,1478.0,55.0,102.0,75.0,235.0,1949.0,364.0,271.0,420.0,327.0,1034.0,1.282967032967033,80059.9987616382
2610.0,14000US24510261000,6,50% to 60% of MFI,moderate,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2610.0,14000US24510261000,5,40% to 50% of MFI,low,142,2,6,80,150,56.0,1457486.306958485,288378.6102703535,2908147.6537930504,2194910.86377232,4654012.571021888,3933183.561439246,216.0,64.0,110.0,42.0,80.0,91.0,45.0,0.0,0.0,0.0,40.0,0.0,3.0,85.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,56.0,11.0,0.0,134.0,64.0,3.0,12.0,0.0,3.0,193.0,23.0,38.0,38.0,38.0,38.0,119.0,97.0,11.0,7.0,12.0,25.0,161.0,67.0,45.0,3.0,1.0,100.0,0.835820895522388,58704.23226028725
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,13,> 120% of MFI,upper,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2611.0,14000US24510261100,6,50% to 60% of MFI,moderate,298,10,2,184,310,310.0,4248626.394488047,1704343.2270388254,783527.1635971889,4177278.246195396,6736496.785124061,6736496.785124061,255.0,61.0,134.0,60.0,75.0,97.0,83.0,0.0,0.0,0.0,53.0,13.0,18.0,4.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,2.0,38.0,0.0,75.0,21.0,0.0,217.0,28.0,2.0,3.0,0.0,5.0,239.0,16.0,23.0,72.0,56.0,43.0,139.0,116.0,54.0,42.0,14.0,63.0,82.0,248.0,0.0,1.0,0.0,6.0,1.25,27163.29348840347
2701.01,14000US24510270101,8,70% to 80% of MFI,moderate,68,0,2,42,70,31.0,690318.4869471729,0.0,964000.2532543181,1399783.0255970494,1654318.740201491,1334291.6901687498,33.0,7.0,18.0,8.0,8.0,15.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,21.0,9.0,0.0,3.0,0.0,0.0,32.0,1.0,8.0,6.0,8.0,4.0,17.0,16.0,7.0,1.0,10.0,0.0,15.0,29.0,0.0,0.0,0.0,4.0,1.0689655172413792,46010.05828168103
2701.01,14000US24510270101,8,70% to 80% of MFI,moderate,68,0,2,42,70,31.0,690318.4869471729,0.0,964000.2532543181,1399783.0255970494,1654318.740201491,1334291.6901687498,33.0,7.0,18.0,8.0,8.0,15.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,21.0,9.0,0.0,3.0,0.0,0.0,32.0,1.0,8.0,6.0,8.0,4.0,17.0,16.0,7.0,1.0,10.0,0.0,15.0,29.0,0.0,0.0,0.0,4.0,1.0689655172413792,46010.05828168103
2701.01,14000US24510270101,8,70% to 80% of MFI,moderate,68,0,2,42,70,31.0,690318.4869471729,0.0,964000.2532543181,1399783.0255970494,1654318.740201491,1334291.6901687498,33.0,7.0,18.0,8.0,8.0,15.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,21.0,9.0,0.0,3.0,0.0,0.0,32.0,1.0,8.0,6.0,8.0,4.0,17.0,16.0,7.0,1.0,10.0,0.0,15.0,29.0,0.0,0.0,0.0,4.0,1.0689655172413792,46010.05828168103
2701.01,14000US24510270101,8,70% to 80% of MFI,moderate,68,0,2,42,70,31.0,690318.4869471729,0.0,964000.2532543181,1399783.0255970494,1654318.740201491,1334291.6901687498,33.0,7.0,18.0,8.0,8.0,15.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,21.0,9.0,0.0,3.0,0.0,0.0,32.0,1.0,8.0,6.0,8.0,4.0,17.0,16.0,7.0,1.0,10.0,0.0,15.0,29.0,0.0,0.0,0.0,4.0,1.0689655172413792,46010.05828168103
