census_tract,GEOID,income_group_code,income_group,cra_level,nLoans1,nLoans100k,nLoans250k,nLoansToSmallest,nLoansTotal,nWorkingLoans,amtLoans1_adj,amtLoans100k_adj,amtLoans250k_adj,amtLoansToSmallest_adj,amtLoansTotal_adj,amtWorkingLoans_adj,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,nWorkingLoans_per_sbjob2015,amtWorkingLoans_per_sbjob2015_adj
702.0,14000US24510070200,5,40% to 50% of MFI,low,112,3,0,62,115,16.0,703680.2881488607,675443.8270633831,0.0,751735.5843896786,1379124.1152122437,816862.8727916605,85.0,16.0,55.0,14.0,23.0,37.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,41.0,0.0,8.0,3.0,0.0,32.0,44.0,0.0,8.0,0.0,1.0,83.0,2.0,11.0,28.0,17.0,13.0,54.0,31.0,10.0,3.0,1.0,16.0,55.0,36.0,42.0,0.0,1.0,6.0,0.4444444444444444,22690.635355323902
702.0,14000US24510070200,5,40% to 50% of MFI,low,112,3,0,62,115,16.0,703680.2881488607,675443.8270633831,0.0,751735.5843896786,1379124.1152122437,816862.8727916605,85.0,16.0,55.0,14.0,23.0,37.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,41.0,0.0,8.0,3.0,0.0,32.0,44.0,0.0,8.0,0.0,1.0,83.0,2.0,11.0,28.0,17.0,13.0,54.0,31.0,10.0,3.0,1.0,16.0,55.0,36.0,42.0,0.0,1.0,6.0,0.4444444444444444,22690.635355323902
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,3,20% to 30% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
703.0,14000US24510070300,4,30% to 40% of MFI,low,178,0,0,106,178,34.0,1680852.0485771475,0.0,0.0,986919.5818830158,1680852.0485771475,448837.92744783626,188.0,63.0,87.0,38.0,103.0,61.0,24.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,0.0,0.0,3.0,8.0,7.0,0.0,4.0,0.0,12.0,0.0,23.0,10.0,0.0,43.0,106.0,0.0,39.0,0.0,0.0,183.0,5.0,31.0,41.0,29.0,24.0,94.0,94.0,9.0,6.0,10.0,19.0,144.0,105.0,30.0,1.0,18.0,34.0,0.3238095238095238,4274.646928074631
704.0,14000US24510070400,4,30% to 40% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
704.0,14000US24510070400,3,20% to 30% of MFI,low,100,0,0,55,100,25.0,972349.4326078879,0.0,0.0,508738.2786574602,972349.4326078879,326110.0083594341,9477.0,1380.0,5667.0,2430.0,649.0,2245.0,6583.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,30.0,28.0,106.0,0.0,5.0,7902.0,1315.0,0.0,30.0,8.0,0.0,6418.0,1952.0,22.0,937.0,14.0,134.0,9158.0,319.0,535.0,1416.0,2221.0,3925.0,3451.0,6026.0,13.0,25.0,18.0,38.0,9383.0,77.0,37.0,61.0,6.0,9296.0,0.3246753246753247,4235.1949137588845
801.01,14000US24510080101,7,60% to 70% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.01,14000US24510080101,8,70% to 80% of MFI,moderate,151,0,4,75,155,21.0,1253476.7264027088,0.0,1675311.737026095,1587035.9362573847,2928788.463428804,1882940.9714521284,309.0,78.0,128.0,103.0,103.0,142.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,164.0,5.0,52.0,0.0,25.0,0.0,200.0,97.0,2.0,6.0,0.0,4.0,301.0,8.0,24.0,63.0,75.0,69.0,130.0,179.0,2.0,9.0,26.0,23.0,249.0,115.0,59.0,108.0,0.0,27.0,0.1826086956521739,16373.399751757637
801.02,14000US24510080102,6,50% to 60% of MFI,moderate,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,4,30% to 40% of MFI,low,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,4,30% to 40% of MFI,low,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,4,30% to 40% of MFI,low,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,4,30% to 40% of MFI,low,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,4,30% to 40% of MFI,low,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
801.02,14000US24510080102,6,50% to 60% of MFI,moderate,70,4,3,34,77,37.0,683500.8506620481,946996.9382171379,1625378.8265859662,539860.5840138266,3255876.6154651516,3062825.873702461,396.0,137.0,176.0,83.0,212.0,125.0,59.0,0.0,0.0,0.0,0.0,0.0,29.0,270.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,53.0,12.0,0.0,1.0,1.0,0.0,150.0,226.0,3.0,12.0,1.0,4.0,382.0,14.0,45.0,73.0,89.0,52.0,150.0,246.0,2.0,0.0,15.0,17.0,362.0,42.0,26.0,155.0,31.0,142.0,0.8809523809523809,72924.4255643443
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,5,40% to 50% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
802.0,14000US24510080200,3,20% to 30% of MFI,low,71,9,0,41,80,60.0,952543.2441979855,1709112.0944918813,0.0,1618346.6269975728,2661655.3386898674,2516120.2379142107,614.0,98.0,350.0,166.0,174.0,243.0,197.0,0.0,0.0,0.0,29.0,49.0,30.0,5.0,0.0,0.0,0.0,40.0,10.0,0.0,11.0,38.0,362.0,0.0,32.0,8.0,0.0,254.0,332.0,3.0,16.0,0.0,9.0,595.0,19.0,90.0,133.0,177.0,116.0,302.0,312.0,2.0,0.0,2.0,20.0,590.0,53.0,63.0,72.0,0.0,426.0,1.1320754716981132,47473.96675309831
803.01,14000US24510080301,5,40% to 50% of MFI,low,15,0,1,12,16,3.0,115694.17118229129,0.0,570980.3946715916,653599.5645876112,686674.5658538828,612117.6577597666,20.0,1.0,13.0,6.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,0.0,19.0,1.0,4.0,7.0,4.0,4.0,11.0,9.0,4.0,5.0,2.0,2.0,7.0,16.0,0.0,4.0,0.0,0.0,0.1875,38257.35360998541
803.01,14000US24510080301,5,40% to 50% of MFI,low,15,0,1,12,16,3.0,115694.17118229129,0.0,570980.3946715916,653599.5645876112,686674.5658538828,612117.6577597666,20.0,1.0,13.0,6.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,0.0,19.0,1.0,4.0,7.0,4.0,4.0,11.0,9.0,4.0,5.0,2.0,2.0,7.0,16.0,0.0,4.0,0.0,0.0,0.1875,38257.35360998541
803.01,14000US24510080301,5,40% to 50% of MFI,low,15,0,1,12,16,3.0,115694.17118229129,0.0,570980.3946715916,653599.5645876112,686674.5658538828,612117.6577597666,20.0,1.0,13.0,6.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,0.0,19.0,1.0,4.0,7.0,4.0,4.0,11.0,9.0,4.0,5.0,2.0,2.0,7.0,16.0,0.0,4.0,0.0,0.0,0.1875,38257.35360998541
