Workplace Census Block Code ,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,Year
245102008002016,14,3,8,3,5,6,3,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,14,0,1,3,2,5,12,2,0,2,0,9,3,12,0,0,0,2,2012
245102008003000,9,0,2,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,1,0,0,0,1,9,0,0,4,4,1,4,5,0,0,0,0,9,9,0,0,0,0,2012
245102008003001,317,40,205,72,52,149,116,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,313,0,1,0,0,126,175,1,10,0,5,305,12,28,68,98,83,119,198,0,1,0,0,316,0,0,0,304,13,2012
245102008003007,36,9,14,13,18,13,5,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,2,0,0,36,0,7,12,3,5,18,18,0,0,0,35,1,7,0,27,0,2,2012
245102008003009,8,0,6,2,5,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8,0,1,2,3,2,1,7,0,0,7,0,1,8,0,0,0,0,2012
245102008003010,10,4,4,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,10,0,1,2,3,0,5,5,0,0,0,0,10,10,0,0,0,0,2012
245102008003012,15,1,11,3,5,8,2,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,11,2,2,0,0,0,14,1,2,3,2,7,8,7,0,0,0,0,15,14,0,0,0,1,2012
245102101001007,410,119,211,80,181,163,66,0,0,0,0,0,0,0,0,9,0,6,2,0,374,0,1,0,18,0,0,297,68,4,26,0,15,270,140,61,80,89,61,255,155,0,356,9,26,19,46,2,355,1,6,2012
245102101001014,76,13,41,22,13,33,30,0,0,0,0,0,49,13,0,0,0,0,0,0,0,0,0,0,13,1,0,53,21,0,2,0,0,76,0,11,21,18,13,66,10,2,0,0,10,64,12,0,54,0,10,2012
245102101001016,68,14,50,4,20,23,25,0,0,0,0,0,0,0,0,0,0,18,0,1,48,0,0,0,0,1,0,58,8,1,0,1,0,63,5,11,10,16,17,53,15,0,16,0,0,52,17,0,51,0,0,2012
245102101001017,7,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,4,0,0,0,0,7,0,2,1,3,1,2,5,0,0,0,6,1,5,0,0,0,2,2012
245102101001018,5,0,3,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,1,2,3,2,0,0,0,0,5,0,0,0,0,5,2012
245102101001019,166,30,83,53,32,90,44,0,0,0,12,55,8,22,0,0,0,4,1,22,14,0,0,0,0,28,0,86,61,0,18,1,0,161,5,22,47,39,28,93,73,14,0,33,22,97,112,20,18,0,16,2012
245102101001020,2,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,2012
245102101001021,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2012
245102101001022,72,5,52,15,1,23,48,4,0,0,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,0,1,0,0,71,1,5,23,25,14,45,27,3,0,0,0,69,0,4,68,0,0,2012
245102101001023,82,19,47,16,5,59,18,0,0,0,0,0,3,0,0,0,0,0,0,0,77,0,1,0,0,1,0,62,14,0,5,0,1,62,20,13,16,20,14,56,26,0,0,0,0,82,0,0,74,0,8,2012
245102101001024,208,28,130,50,18,69,121,0,0,0,82,10,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,35,0,1,0,0,205,3,21,70,56,33,181,27,0,0,112,7,89,16,112,3,0,77,2012
245102101001026,9,0,7,2,2,5,2,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,9,0,0,3,2,4,6,3,9,0,0,0,0,9,0,0,0,0,2012
245102101001027,15,2,7,6,1,3,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,15,0,3,5,3,2,11,4,0,0,0,0,15,15,0,0,0,0,2012
245102101001028,56,7,35,14,11,30,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,26,29,0,1,0,0,55,1,10,12,16,11,15,41,0,0,0,5,51,4,0,0,0,52,2012
245102101001029,154,42,83,29,15,100,39,0,0,0,0,0,0,25,1,0,0,0,15,0,107,0,6,0,0,0,0,136,13,0,2,0,3,148,6,10,33,35,34,67,87,0,0,0,0,154,17,24,107,0,6,2012
245102101001031,71,13,42,16,21,38,12,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,6,20,0,48,23,0,0,0,0,68,3,3,17,24,14,53,18,0,0,0,8,63,30,39,0,0,2,2012
245102101001032,4,0,3,1,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,2,4,0,0,0,0,0,4,0,0,0,4,0,2012
245102101001034,43,11,20,12,4,24,15,0,0,0,0,30,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,1,0,0,42,1,8,12,8,4,35,8,31,0,0,0,12,8,30,0,0,5,2012
245102101001036,574,188,268,118,507,26,41,0,0,0,0,0,1,5,0,1,0,0,6,2,328,0,1,39,190,1,0,235,322,0,10,0,7,564,10,54,118,138,76,308,266,0,1,5,0,568,2,4,330,1,237,2012
245102101001043,12,4,6,2,4,5,3,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,1,0,1,0,0,11,1,2,4,0,2,7,5,0,0,0,0,12,0,0,2,0,10,2012
245102101001046,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2012
245102101001047,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2012
245102101001051,60,5,32,23,11,31,18,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,20,0,2,0,2,36,24,18,18,11,8,47,13,0,0,0,2,58,8,1,51,0,0,2012
245102101001053,120,18,89,13,7,12,101,0,0,0,0,0,0,1,0,0,0,0,1,0,117,0,1,0,0,0,0,12,106,0,1,0,1,115,5,21,30,38,13,77,43,0,1,1,2,116,1,0,117,0,2,2012
245102101001054,29,5,20,4,5,16,8,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,29,0,4,11,8,1,22,7,0,0,0,0,29,0,28,1,0,0,2012
245102101001056,31,10,15,6,4,17,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,31,0,1,9,9,2,23,8,0,0,0,0,31,0,30,0,0,1,2012
245102101001057,27,2,22,3,0,0,27,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,1,0,0,26,1,0,7,9,9,22,5,0,0,0,0,27,0,0,1,0,26,2012
245102101001062,54,22,26,6,14,27,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,0,49,3,0,0,0,2,52,2,3,10,10,9,8,46,0,0,0,53,1,0,53,0,0,1,2012
245102101001063,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2012
245102101001066,88,31,48,9,11,67,10,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,0,0,0,1,80,8,17,22,11,7,73,15,0,1,0,87,0,0,0,87,0,1,2012
245102101001069,7,0,4,3,0,2,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,5,2,0,1,3,3,5,2,1,0,0,0,6,7,0,0,0,0,2012
245102101001070,7,4,3,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,7,0,0,0,1,2,3,4,0,3,0,0,4,3,0,0,0,4,2012
245102101001071,25,4,15,6,8,12,5,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,0,0,0,24,1,3,6,9,3,18,7,5,0,0,4,16,9,16,0,0,0,2012
245102101001072,13,1,6,6,1,6,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,13,0,2,3,2,5,8,5,0,0,0,0,13,13,0,0,0,0,2012
245102101001078,29,2,20,7,3,13,13,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,11,0,0,0,0,23,6,0,0,0,0,28,1,3,7,11,6,12,17,0,0,0,0,29,15,12,0,0,2,2012
245102101001082,79,5,58,16,5,5,69,0,0,0,0,0,0,17,1,0,0,0,0,0,60,0,0,0,0,1,0,55,21,0,3,0,0,79,0,9,20,27,18,72,7,0,0,0,8,71,8,0,0,0,71,2012
245102101002002,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,0,2012
245102101002003,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2012
245102101002005,4,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,1,1,0,1,0,4,0,0,0,3,1,3,0,0,1,0,2012
245102101002007,32,6,20,6,3,14,15,0,0,0,0,0,0,0,0,0,24,0,4,0,2,0,0,0,2,0,0,22,9,1,0,0,0,30,2,3,4,8,11,14,18,3,0,0,4,25,9,23,0,0,0,2012
245102101002008,6,2,4,0,1,4,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,1,1,2,0,6,0,0,5,1,0,0,6,0,0,0,0,2012
245102101002011,84,13,59,12,67,14,3,0,0,0,0,0,2,15,0,0,0,0,0,0,0,67,0,0,0,0,0,19,9,0,54,0,2,84,0,12,10,15,34,23,61,0,0,0,2,82,8,54,0,1,21,2012
245102101002012,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,2012
245102101002017,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2012
245102101002018,6,0,4,2,1,3,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,0,6,0,3,3,0,0,3,3,0,0,0,2,4,6,0,0,0,0,2012
245102101002021,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2012
245102101002022,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2012
245102101002023,54,15,30,9,2,15,37,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,15,0,1,0,0,52,2,3,18,11,7,50,4,0,0,0,0,54,2,0,0,0,52,2012
245102101002024,121,24,63,34,15,50,56,0,0,0,85,2,18,13,0,0,0,0,1,0,0,0,0,0,2,0,0,90,23,1,3,0,4,120,1,14,29,33,21,101,20,1,0,0,2,118,4,1,88,0,28,2012
245102101002031,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2012
245102102001000,42,9,25,8,1,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,18,19,0,4,0,1,39,3,3,7,12,11,13,29,0,0,0,1,41,19,0,23,0,0,2012
245102102001001,4,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,4,0,1,1,2,0,2,2,0,0,0,4,0,4,0,0,0,0,2012
245102102001006,20,1,12,7,5,6,9,0,0,0,0,11,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,14,3,0,3,0,0,20,0,3,6,3,7,12,8,0,3,0,6,11,19,0,0,0,1,2012
245102102001012,13,0,2,11,2,7,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,6,1,5,1,7,6,0,0,0,0,13,13,0,0,0,0,2012
245102102001015,19,2,14,3,0,8,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,17,2,4,5,7,1,16,3,0,0,0,18,1,17,0,2,0,0,2012
245102102001016,29,5,19,5,5,9,15,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,29,0,6,7,4,7,27,2,0,0,0,0,29,0,28,0,0,1,2012
245102102001017,6,0,5,1,3,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,5,1,0,2,3,1,3,3,0,2,0,0,4,6,0,0,0,0,2012
245102102001029,24,2,19,3,7,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,9,13,1,0,0,1,23,1,2,11,5,4,7,17,0,1,0,23,0,0,22,0,0,2,2012
245102102001032,1001,196,627,178,103,423,475,0,0,0,0,0,2,52,1,88,467,0,78,1,267,4,21,6,12,2,0,572,368,2,50,0,9,964,37,78,183,274,270,369,632,0,9,7,20,965,34,17,24,6,920,2012
245102102001035,8,0,7,1,2,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,7,1,2,2,2,2,8,0,0,0,0,0,8,8,0,0,0,0,2012
245102102001037,155,35,87,33,34,88,33,0,0,0,0,39,68,2,13,0,14,0,19,0,0,0,0,0,0,0,0,77,72,0,6,0,0,147,8,15,38,48,19,93,62,39,0,0,0,116,30,36,79,0,10,2012
245102102001038,22,12,10,0,14,6,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,5,16,0,1,0,0,22,0,2,3,5,0,13,9,0,0,0,6,16,5,17,0,0,0,2012
245102102001039,316,34,140,142,15,14,287,0,0,0,0,254,0,0,0,0,0,0,3,31,1,0,0,0,0,27,0,195,104,1,12,0,4,310,6,28,104,88,62,265,51,0,0,0,0,316,11,0,0,0,305,2012
245102102001040,134,20,84,30,50,47,37,0,0,0,5,20,13,0,3,0,0,1,1,0,79,0,3,0,1,8,0,115,16,1,2,0,0,85,49,35,31,27,21,110,24,0,0,0,11,123,33,89,7,0,5,2012
245102102001043,118,23,62,33,10,49,59,0,0,0,3,55,0,16,0,1,0,31,0,0,12,0,0,0,0,0,0,77,41,0,0,0,0,110,8,14,34,29,18,107,11,0,0,0,0,118,0,67,0,1,50,2012
245102102001044,134,17,69,48,4,72,58,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,34,1,5,0,1,130,4,13,42,43,19,112,22,1,0,0,0,133,7,1,0,0,126,2012
245102102001047,23,3,16,4,12,9,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,11,0,0,18,5,6,5,3,6,18,5,0,1,0,21,1,1,21,0,0,1,2012
245102102001048,72,8,35,29,7,29,36,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,16,0,1,0,0,68,4,13,13,21,17,54,18,0,0,0,26,46,25,22,0,25,0,2012
245102102001049,57,10,32,15,3,19,35,0,0,0,0,5,33,17,2,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,0,0,57,0,4,12,20,11,41,16,2,0,0,3,52,15,38,2,1,1,2012
245102102001050,6,1,3,2,2,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,5,1,1,2,2,0,3,3,0,6,0,0,0,6,0,0,0,0,2012
245102102001051,91,11,61,19,17,20,54,0,0,0,0,0,0,13,0,0,0,0,0,0,74,0,0,2,0,2,0,56,21,0,14,0,0,86,5,10,19,25,26,68,23,0,0,2,0,89,14,0,0,0,77,2012
245102102001055,63,14,38,11,3,30,30,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,19,0,0,0,0,53,10,8,22,11,8,56,7,0,0,0,13,50,6,0,13,4,40,2012
245102102002000,56,18,25,13,19,19,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,42,1,0,0,40,9,0,7,0,0,54,2,5,9,9,15,26,30,0,1,0,0,55,12,42,0,1,1,2012
245102102002004,55,10,29,16,30,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,19,34,0,2,0,0,55,0,3,16,17,9,17,38,0,0,0,0,55,0,0,0,1,54,2012
245102102002005,98,38,50,10,32,48,18,0,0,0,0,0,0,15,0,16,0,16,0,0,0,0,38,0,12,1,0,33,57,0,8,0,0,90,8,13,13,17,17,45,53,3,9,15,8,63,44,0,16,0,38,2012
245102102002013,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,2,2012
245102102002019,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,0,0,2012
245102102002024,3,1,0,2,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,1,0,0,3,0,0,3,0,0,0,3,0,0,0,0,2012
245102102002025,2,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,1,0,0,0,2,0,2,0,0,0,0,2012
245102201001000,49,15,21,13,12,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,2,0,26,22,0,1,0,0,44,5,7,6,12,9,31,18,0,0,0,20,29,0,23,0,0,26,2012
245102201001001,439,137,244,58,64,275,100,0,0,0,0,0,0,10,6,0,1,21,1,1,2,0,4,0,393,0,0,175,227,1,25,0,11,407,32,61,76,76,89,213,226,0,7,0,1,431,7,1,1,2,428,2012
245102201001002,41,18,17,6,20,8,13,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,24,0,0,37,1,1,2,0,0,39,2,2,4,8,9,21,20,0,27,0,0,14,35,0,0,0,6,2012
245102201001004,4,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,4,0,1,2,1,0,3,1,0,0,0,0,4,4,0,0,0,0,2012
245102201001005,13,7,5,1,8,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,0,13,0,0,0,4,2,3,10,0,0,0,8,5,12,0,0,0,1,2012
245102201001011,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2012
245102201001013,23,11,12,0,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,20,3,0,0,0,0,21,2,2,4,4,2,14,9,0,7,0,0,16,23,0,0,0,0,2012
245102201001017,2694,679,1329,686,1076,672,946,0,0,0,0,0,56,0,0,248,595,0,93,5,216,4,24,758,695,0,0,1607,992,4,54,2,35,2613,81,254,561,618,582,1403,1291,25,56,65,28,2520,57,24,100,13,2500,2012
245102201001020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2012
245102201001021,15,2,9,4,4,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,15,0,3,5,2,3,12,3,0,0,0,0,15,15,0,0,0,0,2012
245102201001024,9,2,5,2,4,2,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,9,0,1,2,1,3,5,4,0,0,0,6,3,7,0,0,0,2,2012
245102201001028,7,0,7,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,2,0,0,0,0,7,0,1,1,2,3,5,2,0,0,7,0,0,6,0,0,0,1,2012
245102201002000,147,31,94,22,20,77,50,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,141,0,0,61,76,0,10,0,0,141,6,16,36,37,27,79,68,0,0,0,1,146,0,0,3,0,144,2012
245102201002001,671,179,376,116,91,242,338,0,0,0,0,0,0,0,0,8,427,3,45,1,3,0,2,2,180,0,0,470,149,1,41,1,9,652,19,52,101,157,182,249,422,1,0,3,0,667,19,8,0,4,640,2012
245102201002002,262,71,141,50,82,133,47,0,0,0,8,0,0,2,0,0,0,2,2,0,27,0,6,0,215,0,0,115,129,1,12,0,5,250,12,28,64,56,43,149,113,0,16,2,2,242,18,1,194,1,48,2012
245102201002013,216,54,116,46,28,123,65,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,202,0,0,101,95,2,16,0,2,202,14,36,43,41,42,115,101,0,1,0,0,215,1,0,1,0,214,2012
245102201002017,18,3,8,7,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,10,0,0,0,0,15,3,4,5,3,3,12,6,0,0,0,0,18,0,0,0,1,17,2012
245102201002018,13,2,8,3,2,2,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,6,7,0,0,0,0,13,0,1,1,6,3,8,5,0,0,0,0,13,0,0,0,0,13,2012
245102201002020,213,31,143,39,2,51,160,0,0,0,0,0,0,0,0,1,156,2,49,0,0,1,3,0,1,0,0,140,55,0,15,0,3,209,4,18,37,49,78,144,69,1,38,0,1,173,15,38,1,0,159,2012
245102201002024,3,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,0,2,1,2,0,0,1,0,2012
245102201002028,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2012
245102201002029,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2012
245102201002033,261,64,137,60,50,71,140,0,0,0,67,0,9,5,0,11,83,21,26,0,0,1,32,0,0,6,0,231,23,0,6,0,1,254,7,11,55,51,80,140,121,18,4,4,9,226,108,90,58,0,5,2012
245102201002035,57,7,23,27,19,21,17,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,45,0,0,3,0,31,25,0,1,0,0,55,2,9,17,11,13,21,36,16,0,0,0,41,16,29,3,0,9,2012
245102201002038,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2012
245102201003000,171,62,85,24,30,59,82,0,0,0,0,5,2,17,0,4,6,2,10,0,48,0,0,0,68,9,0,105,52,1,12,0,1,151,20,19,25,28,37,110,61,5,3,6,17,140,26,20,41,0,84,2012
245102201003001,258,111,126,21,100,133,25,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,231,22,0,143,99,0,10,0,6,242,16,29,44,42,32,145,113,0,0,1,53,204,0,52,1,0,205,2012
