census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,CSA2010,income_group,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,nLoans_per_job,amtLoans_per_job,total_population,total_households,pct_white,pct_black,pct_hispanic,pct_female_hoh,pct_unemployed,pct_in_poverty,pct_owner_occupied,mfi,mfi_white,mfi_black,median_home_value,median_home_year_built
401.0,2015,9,437,6528000,23,4041000,30,15479000,241,5018000,490,26048000,24,510,040100,24510040100,401.0,Census Tract 401,G5020,S,1191059,1430,+39.2902247,-076.6145813,"POLYGON ((-76.62263799999999 39.294812, -76.62203599999999 39.294837, -76.621994 39.294839, -76.621977 39.294838, -76.62194199999999 39.294836, -76.621285 39.294861, -76.621258 39.294866, -76.621004 39.294876, -76.620424 39.294915, -76.61981899999999 39.294931, -76.61906599999999 39.294968, -76.61832199999999 39.294978, -76.616933 39.295049, -76.615549 39.295092, -76.61502399999999 39.295127, -76.615003 39.29513, -76.614688 39.295131, -76.61451199999999 39.295138, -76.614417 39.295125, -76.614345 39.295215, -76.61434299999999 39.29515, -76.614341 39.295109, -76.61424 39.295064, -76.614177 39.295031, -76.61415599999999 39.29502, -76.613877 39.294784, -76.613742 39.294685, -76.613686 39.294496, -76.613468 39.29451299999999, -76.61327 39.294495, -76.61268699999999 39.294495, -76.612302 39.294506, -76.611667 39.2945, -76.61125199999999 39.294523, -76.611007 39.294532, -76.610974 39.294402, -76.61093699999999 39.294259, -76.610913 39.294176, -76.610873 39.29407, -76.61086899999999 39.294056, -76.61083499999999 39.29396699999999, -76.61072899999999 39.293737, -76.610715 39.293717, -76.610541 39.293472, -76.61037899999999 39.293301, -76.610332 39.293263, -76.610218 39.293169, -76.61009799999999 39.293074, -76.609972 39.292984, -76.60983999999999 39.292904, -76.60965399999999 39.292804, -76.60932099999999 39.292638, -76.609087 39.292518, -76.608874 39.292403, -76.60883199999999 39.292372, -76.60866899999999 39.292264, -76.60821899999999 39.291974, -76.607905 39.291759, -76.607646 39.291541, -76.607446 39.29136, -76.60726099999999 39.291182, -76.606995 39.29093, -76.606737 39.290685, -76.60605099999999 39.289899, -76.60614699999999 39.289874, -76.605784 39.289399, -76.60566799999999 39.289233, -76.60558999999999 39.289127, -76.605527 39.289029, -76.605503 39.288988, -76.605462 39.288917, -76.605408 39.288811, -76.605301 39.288591, -76.60510699999999 39.288194, -76.605525 39.288076, -76.605419 39.287767, -76.60513899999999 39.286851, -76.605535 39.286828, -76.606258 39.286793, -76.606855 39.286779, -76.607798 39.286737, -76.60876499999999 39.28669, -76.608856 39.286684, -76.60933 39.286681, -76.610022 39.286662, -76.610722 39.286652, -76.611138 39.286628, -76.611732 39.286596, -76.612128 39.286603, -76.61344699999999 39.286556, -76.61359499999999 39.28655, -76.614896 39.286513, -76.61521999999999 39.286497, -76.61618199999999 39.286452, -76.61692499999999 39.286402, -76.61755099999999 39.286378, -76.619197 39.286321, -76.619332 39.286316, -76.61936899999999 39.28631499999999, -76.620113 39.286285, -76.620755 39.286261, -76.622129 39.286257, -76.62219399999999 39.28691, -76.622198 39.286983, -76.622213 39.287127, -76.622224 39.287231, -76.622248 39.287457, -76.622265 39.287822, -76.622287 39.288116, -76.62232 39.288608, -76.622332 39.288995, -76.62232999999999 39.289245, -76.62232999999999 39.289278, -76.62234699999999 39.289596, -76.622365 39.29037, -76.622399 39.290932, -76.62241 39.291079, -76.622424 39.291227, -76.62244099999999 39.291428, -76.622489 39.29211, -76.622539 39.292822, -76.62257099999999 39.293837, -76.622618 39.294336, -76.62263799999999 39.294812))",Downtown/Seton Hill,80% to 90% of MFI,45865,9382,26824,9659,6052,11131,28682,1,0,2947,1386,39,452,1148,440,342,5512,1016,8912,563,4119,610,13749,450,2685,1494,0,28744,13668,116,2713,35,589,44248,1617,3345,7827,10867,14444,20050,25815,452,585,544,1822,42462,3396,2325,5131,2413,32600,0.010683527744467458,567.9276136487517,4007,2321,0.5497878712253557,0.14075368105814826,0.06887946094334914,0.014648858250753988,0.02320938357873721,0.25106064387322186,0.08401551055579491,85625,98500,95197,270500,1973
402.0,2015,5,44,558000,0,0,2,680000,17,175000,46,1238000,24,510,040200,24510040200,402.0,Census Tract 402,G5020,S,435698,0,+39.2903223,-076.6250565,"POLYGON ((-76.628062 39.287786, -76.62804899999999 39.28789, -76.62803099999999 39.288011, -76.62799199999999 39.288201, -76.627965 39.288345, -76.62776599999999 39.288974, -76.62762699999999 39.289523, -76.62750299999999 39.290128, -76.627477 39.29046, -76.62746299999999 39.290809, -76.62747899999999 39.291241, -76.62754099999999 39.291858, -76.627645 39.29272, -76.627708 39.293273, -76.627719 39.29357299999999, -76.62772 39.29358999999999, -76.62772699999999 39.293817, -76.62772799999999 39.293864, -76.62770999999999 39.294319, -76.627707 39.294381, -76.62768799999999 39.29463, -76.62724899999999 39.294635, -76.625726 39.294679, -76.625073 39.294708, -76.624792 39.294708, -76.624222 39.29473, -76.62395099999999 39.294753, -76.62263799999999 39.294812, -76.622618 39.294336, -76.62257099999999 39.293837, -76.622539 39.292822, -76.622489 39.29211, -76.62244099999999 39.291428, -76.622424 39.291227, -76.62241 39.291079, -76.622399 39.290932, -76.622365 39.29037, -76.62234699999999 39.289596, -76.62232999999999 39.289278, -76.62232999999999 39.289245, -76.622332 39.288995, -76.62232 39.288608, -76.622287 39.288116, -76.622265 39.287822, -76.622248 39.287457, -76.622224 39.287231, -76.622213 39.287127, -76.622198 39.286983, -76.62219399999999 39.28691, -76.622129 39.286257, -76.622635 39.286238, -76.62330299999999 39.286212, -76.623548 39.286203, -76.62469299999999 39.286158, -76.62588099999999 39.286115, -76.625929 39.286115, -76.627329 39.286066, -76.627539 39.286057, -76.627623 39.286197, -76.627741 39.286418, -76.62782299999999 39.286565, -76.627859 39.286657, -76.62792 39.286806, -76.62797599999999 39.286985, -76.62802099999999 39.287165, -76.628047 39.28732, -76.628055 39.287438, -76.62806499999999 39.287625, -76.628062 39.287786))",Downtown/Seton Hill,40% to 50% of MFI,2419,355,1487,577,237,671,1511,0,0,0,21,50,1,56,0,0,193,17,71,0,70,43,1669,0,134,94,0,1394,827,7,155,3,33,2340,79,166,433,652,813,990,1429,9,10,5,102,2293,228,236,427,236,1292,0.019016122364613478,511.7817279867714,865,234,0.44739884393063584,0.3317919075144509,0.03352601156069364,0.0,0.0,0.09364161849710982,0.0,.,.,.,.,1939
601.0,2015,6,13,43000,0,0,0,0,8,31000,13,43000,24,510,060100,24510060100,601.0,Census Tract 601,G5020,S,238719,0,+39.2946533,-076.5751514,"POLYGON ((-76.577955 39.296911, -76.577236 39.296943, -76.576532 39.296968, -76.57580399999999 39.296994, -76.57549 39.297004, -76.57508399999999 39.297026, -76.574372 39.297048, -76.57368199999999 39.297084, -76.572987 39.297106, -76.572597 39.297115, -76.572587 39.296338, -76.57257899999999 39.295644, -76.572565 39.294777, -76.57252199999999 39.294187, -76.572468 39.293504, -76.57243699999999 39.292938, -76.57238 39.292381, -76.572632 39.292366, -76.573353 39.292335, -76.57407599999999 39.292312, -76.574798 39.292283, -76.575508 39.292257, -76.57617399999999 39.292232, -76.576887 39.292206, -76.577623 39.292178, -76.577696 39.293327, -76.577783 39.294582, -76.577787 39.294906, -76.577843 39.295806, -76.57795 39.296865, -76.577955 39.296911))",Patterson Park North & East,50% to 60% of MFI,85,17,42,26,33,35,17,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,10,0,51,10,0,47,33,2,1,1,1,77,8,7,27,19,15,43,42,3,21,1,1,59,23,12,2,48,0,0.15294117647058825,505.88235294117646,2948,993,0.32530529172320216,0.4816824966078697,0.1889416553595658,0.2487411883182276,0.035617367706919936,0.3548168249660787,0.5246727089627392,34375,.,30729,199400,1939
602.0,2015,5,32,284000,0,0,2,1042000,13,190000,34,1326000,24,510,060200,24510060200,602.0,Census Tract 602,G5020,S,257736,0,+39.2944298,-076.5806137,"POLYGON ((-76.583585 39.296687, -76.582882 39.29672, -76.58216899999999 39.296752, -76.58144 39.296769, -76.580754 39.29679, -76.58004099999999 39.296817, -76.579329 39.296852, -76.578653 39.296879, -76.577955 39.296911, -76.57795 39.296865, -76.577843 39.295806, -76.577787 39.294906, -76.577783 39.294582, -76.577696 39.293327, -76.577623 39.292178, -76.57827499999999 39.29215, -76.57908399999999 39.292124, -76.57972699999999 39.292099, -76.58044799999999 39.292067, -76.581137 39.292048, -76.581886 39.292012, -76.582599 39.291984, -76.583325 39.291956, -76.583377 39.293085, -76.583456 39.29436099999999, -76.583522 39.295556, -76.583523 39.295578, -76.583575 39.296519, -76.583585 39.296687))",Patterson Park North & East,40% to 50% of MFI,204,42,120,42,118,59,27,0,0,0,3,0,0,22,0,0,4,0,24,0,0,132,3,0,9,7,0,109,80,3,7,1,4,178,26,20,43,56,43,70,134,7,8,26,55,108,51,52,96,0,5,0.16666666666666666,6500.0,3075,1084,0.5173983739837399,0.4211382113821138,0.12878048780487805,0.0996309963099631,0.05853658536585366,0.20585365853658533,0.5092250922509225,67679,101563,35242,197100,1939
603.0,2015,7,20,100000,0,0,0,0,12,57000,20,100000,24,510,060300,24510060300,603.0,Census Tract 603,G5020,S,187107,0,+39.2942438,-076.5855106,"POLYGON ((-76.58772999999999 39.296519, -76.58710499999999 39.296544, -76.586529 39.29656, -76.585752 39.296601, -76.585026 39.296636, -76.58429699999999 39.296663, -76.583585 39.296687, -76.583575 39.296519, -76.583523 39.295578, -76.583522 39.295556, -76.583456 39.29436099999999, -76.583377 39.293085, -76.583325 39.291956, -76.583983 39.291925, -76.584722 39.291891, -76.58514599999999 39.291878, -76.585821 39.291855, -76.58625499999999 39.291853, -76.586517 39.291845, -76.58684 39.291832, -76.587414 39.291813, -76.587445 39.292168, -76.587463 39.292415, -76.587504 39.292887, -76.587518 39.293291, -76.58752799999999 39.293432, -76.58758399999999 39.294208, -76.58764599999999 39.295406, -76.58770799999999 39.296233, -76.58772999999999 39.296519))",Patterson Park North & East,60% to 70% of MFI,170,52,97,21,42,86,42,0,0,0,45,2,0,14,0,0,0,0,2,0,0,0,73,0,7,27,0,84,65,2,18,0,1,158,12,25,39,31,23,85,85,40,0,4,56,70,60,79,1,29,1,0.11764705882352941,588.2352941176471,1931,763,0.4583117555670637,0.4370792335577421,0.122216468151217,0.19003931847968544,0.04194717762817193,0.22061108234075608,0.4823066841415466,53571,83594,30938,219600,1939
604.0,2015,8,12,97000,0,0,0,0,7,68000,12,97000,24,510,060400,24510060400,604.0,Census Tract 604,G5020,S,430134,0,+39.2950986,-076.5909176,"POLYGON ((-76.594408 39.298373, -76.594106 39.298383, -76.593946 39.298388, -76.592378 39.298465, -76.591539 39.298518, -76.590874 39.298524, -76.59023499999999 39.298556, -76.589601 39.29858, -76.58909299999999 39.298599, -76.588713 39.298613, -76.587869 39.298647, -76.58778 39.297525, -76.58772999999999 39.296519, -76.58770799999999 39.296233, -76.58764599999999 39.295406, -76.58758399999999 39.294208, -76.58752799999999 39.293432, -76.587518 39.293291, -76.587504 39.292887, -76.587463 39.292415, -76.587445 39.292168, -76.587414 39.291813, -76.58823 39.291789, -76.589201 39.291747, -76.589843 39.291713, -76.590468 39.29167899999999, -76.591112 39.291648, -76.59177699999999 39.291616, -76.592771 39.291579, -76.59327999999999 39.29156, -76.59394399999999 39.291542, -76.593992 39.292072, -76.59402899999999 39.292632, -76.594072 39.293287, -76.594117 39.293968, -76.59415299999999 39.294685, -76.594179 39.295143, -76.594184 39.295274, -76.594185 39.295292, -76.59419199999999 39.295326, -76.594312 39.296293, -76.594363 39.297298, -76.594408 39.298373))",Oldtown/Middle East,70% to 80% of MFI,13598,3102,7699,2797,1163,4498,7937,0,0,0,20,0,30,7,0,12,56,13,6,0,825,2784,9704,3,132,6,0,7430,4935,41,1003,17,172,13155,443,967,2231,3472,3826,3716,9882,6,33,20,148,13391,87,39,290,6,13176,0.0008824827180467715,7.1334019708780705,1433,729,0.2979762735519889,0.6475924633635729,0.016050244242847175,0.14814814814814814,0.02651779483600837,0.17725052337752967,0.24417009602194786,57398,87917,56097,190400,1959
701.0,2015,5,6,36000,0,0,0,0,2,11000,6,36000,24,510,070100,24510070100,701.0,Census Tract 701,G5020,S,290634,0,+39.2998323,-076.5754298,"POLYGON ((-76.578278 39.302549, -76.57688 39.302593, -76.576538 39.302599, -76.576205 39.302609, -76.57279299999999 39.302721, -76.57278699999999 39.302254, -76.572794 39.30187799999999, -76.57279 39.301351, -76.57277999999999 39.300721, -76.57278699999999 39.300308, -76.572791 39.29964, -76.572789 39.299234, -76.572661 39.299237, -76.572631 39.298123, -76.572597 39.297115, -76.572987 39.297106, -76.57368199999999 39.297084, -76.574372 39.297048, -76.57508399999999 39.297026, -76.57549 39.297004, -76.57580399999999 39.296994, -76.576532 39.296968, -76.577236 39.296943, -76.577955 39.296911, -76.57801499999999 39.29794, -76.578085 39.299029, -76.578149 39.300085, -76.578211 39.301131, -76.57825 39.301989, -76.578278 39.302549))",Madison/East End,40% to 50% of MFI,93,9,54,30,6,73,14,0,0,0,3,74,0,6,0,0,0,0,0,0,0,0,0,0,2,8,0,66,9,0,16,0,2,83,10,18,27,19,20,46,47,0,0,4,0,89,19,0,74,0,0,0.06451612903225806,387.0967741935484,2889,793,0.0512287988923503,0.9072343371408792,0.10972654897888542,0.4754098360655738,0.07268951194184839,0.3876773970231914,0.3669609079445145,43125,49044,42796,63400,1939
702.0,2015,5,19,74000,1,173000,0,0,9,223000,20,247000,24,510,070200,24510070200,702.0,Census Tract 702,G5020,S,311144,0,+39.2996608,-076.5810142,"POLYGON ((-76.585358 39.302297, -76.585224 39.302293, -76.58510299999999 39.302287, -76.584784 39.302288, -76.583901 39.302313, -76.583085 39.302344, -76.582555 39.302365, -76.582098 39.302388, -76.58165099999999 39.302407, -76.58112199999999 39.302431, -76.57970399999999 39.302482, -76.578278 39.302549, -76.57825 39.301989, -76.578211 39.301131, -76.578149 39.300085, -76.578085 39.299029, -76.57801499999999 39.29794, -76.577955 39.296911, -76.578653 39.296879, -76.579329 39.296852, -76.58004099999999 39.296817, -76.580754 39.29679, -76.58144 39.296769, -76.58216899999999 39.296752, -76.582882 39.29672, -76.583585 39.296687, -76.583631 39.297206, -76.58366599999999 39.297686, -76.583682 39.298179, -76.583721 39.298807, -76.58376 39.299334, -76.583788 39.299858, -76.583861 39.300929, -76.58390299999999 39.301807, -76.58458399999999 39.301782, -76.58458299999999 39.301843, -76.584588 39.301881, -76.58461199999999 39.301899, -76.58465 39.301918, -76.584846 39.301923, -76.585354 39.301897, -76.58535599999999 39.302109, -76.585358 39.302297))",Madison/East End,40% to 50% of MFI,85,16,55,14,23,37,25,0,0,0,6,0,0,5,0,0,6,10,6,0,0,0,41,0,8,3,0,32,44,0,8,0,1,83,2,11,28,17,13,54,31,10,3,1,16,55,36,42,0,1,6,0.23529411764705882,2905.8823529411766,2817,1001,0.008164714235001775,0.980120695775648,0.04508342208022719,0.4625374625374625,0.12779552715654952,0.4359247426340078,0.2717282717282717,24850,.,24400,73700,1939
703.0,2015,3,30,201000,0,0,0,0,20,125000,30,201000,24,510,070300,24510070300,703.0,Census Tract 703,G5020,S,228689,0,+39.2994991,-076.5859396,"POLYGON ((-76.58813499999999 39.303218, -76.58788799999999 39.303065, -76.58768499999999 39.302954, -76.58748299999999 39.30285, -76.58731299999999 39.302769, -76.58711099999999 39.302686, -76.586917 39.302613, -76.586519 39.302495, -76.586348 39.302453, -76.586192 39.302416, -76.585998 39.302377, -76.58579899999999 39.302343, -76.585651 39.302323, -76.585521 39.302309, -76.585358 39.302297, -76.58535599999999 39.302109, -76.585354 39.301897, -76.584846 39.301923, -76.58465 39.301918, -76.58461199999999 39.301899, -76.584588 39.301881, -76.58458299999999 39.301843, -76.58458399999999 39.301782, -76.58390299999999 39.301807, -76.583861 39.300929, -76.583788 39.299858, -76.58376 39.299334, -76.583721 39.298807, -76.583682 39.298179, -76.58366599999999 39.297686, -76.583631 39.297206, -76.583585 39.296687, -76.58429699999999 39.296663, -76.585026 39.296636, -76.585752 39.296601, -76.586529 39.29656, -76.58710499999999 39.296544, -76.58772999999999 39.296519, -76.58778 39.297525, -76.587869 39.298647, -76.587936 39.299699, -76.587998 39.300757, -76.58807899999999 39.302138, -76.588095 39.302451, -76.58813499999999 39.303218))",Madison/East End,20% to 30% of MFI,188,63,87,38,103,61,24,0,0,0,4,2,2,113,0,0,3,8,7,0,4,0,12,0,23,10,0,43,106,0,39,0,0,183,5,31,41,29,24,94,94,9,6,10,19,144,105,30,1,18,34,0.1595744680851064,1069.1489361702127,885,317,0.11751412429378533,0.7796610169491526,0.1638418079096045,0.1892744479495268,0.03954802259887006,0.39661016949152544,0.4069400630914827,28553,.,27961,107100,1939
704.0,2015,3,15,153000,0,0,0,0,8,99000,15,153000,24,510,070400,24510070400,704.0,Census Tract 704,G5020,S,326987,0,+39.3002032,-076.5928470,"POLYGON ((-76.59782899999999 39.301744, -76.597325 39.301773, -76.596442 39.301823, -76.594658 39.301881, -76.59436699999999 39.301892, -76.594351 39.301893, -76.59349899999999 39.301927, -76.59246399999999 39.301967, -76.59178799999999 39.302001, -76.591138 39.302027, -76.590479 39.302054, -76.589817 39.30207499999999, -76.588921 39.302109, -76.58834999999999 39.302129, -76.58807899999999 39.302138, -76.587998 39.300757, -76.587936 39.299699, -76.587869 39.298647, -76.588713 39.298613, -76.58909299999999 39.298599, -76.589601 39.29858, -76.59023499999999 39.298556, -76.590874 39.298524, -76.591539 39.298518, -76.592378 39.298465, -76.593946 39.298388, -76.594106 39.298383, -76.594408 39.298373, -76.59447399999999 39.298392, -76.59451 39.2984, -76.59458699999999 39.298402, -76.59483399999999 39.298391, -76.594931 39.298385, -76.59518199999999 39.298371, -76.59567699999999 39.29835, -76.596279 39.298317, -76.596453 39.298307, -76.59759699999999 39.298251, -76.59765999999999 39.299058, -76.59768099999999 39.299337, -76.59773899999999 39.300402, -76.59779399999999 39.301229, -76.597796 39.301264, -76.59782899999999 39.301744))",Oldtown/Middle East,20% to 30% of MFI,9477,1380,5667,2430,649,2245,6583,0,0,0,0,0,0,49,0,4,30,28,106,0,5,7902,1315,0,30,8,0,6418,1952,22,937,14,134,9158,319,535,1416,2221,3925,3451,6026,13,25,18,38,9383,77,37,61,6,9296,0.0015827793605571383,16.144349477682812,1495,725,0.06488294314381271,0.8568561872909699,0.01471571906354515,0.1986206896551724,0.06889632107023412,0.4461538461538462,0.07448275862068965,36534,.,35909,51400,1978
801.01,2015,8,27,207000,0,0,1,300000,13,130000,28,507000,24,510,080101,24510080101,801.01,Census Tract 801.01,G5020,S,2323952,1899,+39.3228490,-076.5790240,"POLYGON ((-76.59443899999999 39.317618, -76.594206 39.317866, -76.593874 39.318174, -76.593361 39.31865, -76.593034 39.318985, -76.592821 39.319178, -76.592405 39.319577, -76.592252 39.319731, -76.591819 39.32012599999999, -76.591683 39.32026, -76.591105 39.320798, -76.59065799999999 39.321239, -76.589978 39.321861, -76.58984099999999 39.321966, -76.589614 39.322136, -76.58941299999999 39.322279, -76.589344 39.32232, -76.589282 39.322361, -76.58864899999999 39.322757, -76.588534 39.32283, -76.58820899999999 39.323064, -76.587897 39.323254, -76.587621 39.323442, -76.58747 39.323564, -76.58733599999999 39.32370299999999, -76.587234 39.32383, -76.587205 39.323864, -76.58704399999999 39.324055, -76.586991 39.32411099999999, -76.58664899999999 39.324519, -76.586108 39.325137, -76.58545599999999 39.325961, -76.584576 39.327047, -76.58444399999999 39.327236, -76.584338 39.327382, -76.584216 39.32753, -76.58395399999999 39.327819, -76.58387399999999 39.327913, -76.58381199999999 39.32796, -76.58376299999999 39.327998, -76.583702 39.328021, -76.58328 39.328392, -76.58321699999999 39.328447, -76.582745 39.328863, -76.582494 39.329089, -76.582442 39.329136, -76.58234999999999 39.32921899999999, -76.582335 39.329234, -76.582009 39.329531, -76.58179199999999 39.329725, -76.58140999999999 39.330058, -76.581092 39.330332, -76.581047 39.330374, -76.580827 39.330558, -76.580636 39.33071, -76.580422 39.330856, -76.580342 39.330907, -76.579939 39.331151, -76.579595 39.33136, -76.579515 39.331409, -76.578992 39.331762, -76.578948 39.331792, -76.578441 39.332181, -76.57810499999999 39.332461, -76.57788499999999 39.332649, -76.577303 39.333155, -76.57687199999999 39.333554, -76.57654699999999 39.333861, -76.576517 39.333856, -76.57576 39.33365, -76.57566799999999 39.33363, -76.575574 39.3336, -76.575497 39.333632, -76.57543799999999 39.33364, -76.575385 39.33364, -76.575316 39.333634, -76.575256 39.33361, -76.57518399999999 39.333555, -76.575097 39.333468, -76.575035 39.333346, -76.575011 39.333265, -76.575011 39.333192, -76.575019 39.333135, -76.57504399999999 39.333065, -76.57508199999999 39.333006, -76.575124 39.332952, -76.57523999999999 39.332882, -76.57530199999999 39.332522, -76.575311 39.332414, -76.57531299999999 39.332296, -76.57530199999999 39.33222, -76.575267 39.332128, -76.575238 39.332081, -76.575194 39.332035, -76.57512899999999 39.331965, -76.575058 39.331911, -76.574827 39.331765, -76.57454899999999 39.331605, -76.574257 39.331449, -76.57394499999999 39.331305, -76.572132 39.330559, -76.57088 39.330086, -76.570447 39.329873, -76.570256 39.329783, -76.57015299999999 39.32971999999999, -76.570087 39.329684, -76.569998 39.32961, -76.56992799999999 39.32954, -76.569827 39.329412, -76.569739 39.329259, -76.569636 39.328953, -76.56962399999999 39.3288, -76.569625 39.328652, -76.56964499999999 39.328499, -76.56969699999999 39.32838599999999, -76.56977999999999 39.328283, -76.570013 39.328077, -76.57029399999999 39.327831, -76.57048999999999 39.327671, -76.57071599999999 39.32744, -76.570741 39.32738, -76.57077099999999 39.32721, -76.570769 39.327159, -76.57076599999999 39.327116, -76.570734 39.326991, -76.570702 39.326915, -76.570667 39.326873, -76.570612 39.32683, -76.570419 39.326721, -76.570216 39.326639, -76.570117 39.326628, -76.569959 39.326641, -76.569827 39.326666, -76.569734 39.326706, -76.569591 39.326797, -76.569526 39.326847, -76.569064 39.327138, -76.568692 39.327304, -76.56849 39.327378, -76.56837299999999 39.327399, -76.568236 39.327416, -76.56814899999999 39.327405, -76.568021 39.327362, -76.567892 39.327273, -76.56778899999999 39.327138, -76.56772599999999 39.327009, -76.56767099999999 39.326794, -76.567623 39.326611, -76.567543 39.326406, -76.568405 39.325727, -76.569029 39.325214, -76.569447 39.32488, -76.56963399999999 39.32472, -76.56980299999999 39.324577, -76.570127 39.324304, -76.570172 39.324266, -76.57018099999999 39.324258, -76.57041699999999 39.32407, -76.57069799999999 39.323844, -76.57096199999999 39.32364, -76.571286 39.323389, -76.572225 39.322737, -76.57226 39.322712, -76.57254999999999 39.322498, -76.572694 39.322392, -76.57285399999999 39.322277, -76.573193 39.322024, -76.573267 39.321968, -76.573673 39.321665, -76.573745 39.32161199999999, -76.574337 39.321089, -76.574591 39.320865, -76.57475599999999 39.320716, -76.57527899999999 39.320251, -76.575301 39.320232, -76.575886 39.319727, -76.576936 39.318814, -76.57744 39.318376, -76.577626 39.318214, -76.577674 39.318173, -76.57844899999999 39.317496, -76.57887099999999 39.317108, -76.579587 39.316497, -76.57962999999999 39.316458, -76.58025099999999 39.315897, -76.580286 39.31586799999999, -76.580372 39.315794, -76.58094 39.315312, -76.58174699999999 39.314611, -76.581813 39.314553, -76.581873 39.314553, -76.58194899999999 39.314557, -76.582049 39.314561, -76.58218599999999 39.314569, -76.582385 39.314584, -76.582787 39.314631, -76.583057 39.31465499999999, -76.58332999999999 39.314685, -76.58375599999999 39.314742, -76.584389 39.31482099999999, -76.58457299999999 39.314847, -76.584816 39.314884, -76.58506199999999 39.314926, -76.585572 39.315027, -76.585859 39.31509, -76.58618 39.315172, -76.586507 39.31525, -76.586668 39.31529, -76.586972 39.315371, -76.587192 39.315432, -76.587605 39.31555, -76.58802399999999 39.315668, -76.588336 39.315755, -76.58875999999999 39.315865, -76.589066 39.315935, -76.58924399999999 39.315972, -76.58988099999999 39.316123, -76.590958 39.316347, -76.592044 39.316579, -76.59486699999999 39.317238, -76.59443899999999 39.317618))",Belair-Edison,70% to 80% of MFI,309,78,128,103,103,142,64,0,0,0,0,9,0,33,0,0,1,13,7,0,0,164,5,52,0,25,0,200,97,2,6,0,4,301,8,24,63,75,69,130,179,2,9,26,23,249,115,59,108,0,27,0.09061488673139159,1640.7766990291261,3993,1302,0.28199348860505885,0.6654144753318307,0.01252191334835963,0.3594470046082949,0.042574505384422735,0.1555221637866266,0.6121351766513057,61522,96705,58199,154300,1939
