tract,total_population,total_households,pct_white,pct_black,pct_hispanic,pct_female_hoh,pct_unemployed,pct_in_poverty,pct_owner_occupied,mfi,mfi_white,mfi_black,median_home_value,median_home_year_built
2201.0,4308,2208,0.7172701949860725,0.15204271123491178,0.06267409470752089,0.03306159420289855,0.017409470752089137,0.122330547818013,0.36820652173913043,134545,135000,.,468800,1981
2301.0,1822,773,0.6026344676180022,0.3518111964873765,0.03951701427003293,0.12419146183699871,0.027991218441273325,0.150384193194292,0.36351875808538164,48400,.,48350,320600,1939
2302.0,2166,999,0.7977839335180056,0.13342566943674977,0.048938134810710986,0.04604604604604605,0.004155124653739612,0.07710064635272391,0.5025025025025025,120526,121875,.,264700,1939
2303.0,1306,632,0.9111791730474732,0.043644716692189896,0.032924961715160794,0.028481012658227847,0.006891271056661562,0.07580398162327719,0.5063291139240507,147500,147750,.,276600,1939
2401.0,3091,1459,0.9230022646392753,0.030734390164995146,0.03299902944031058,0.04866346812885538,0.021999352960207053,0.04723390488515044,0.726525017135024,150091,151083,.,299100,1939
2402.0,3218,1605,0.8275326289620882,0.08079552517091361,0.03387197016780609,0.03489096573208723,0.017712865133623367,0.044748290863890615,0.626791277258567,180694,188036,87813,367300,1989
2403.0,2075,1033,0.8679518072289156,0.027951807228915663,0.07566265060240963,0.017424975798644726,0.013012048192771084,0.06843373493975903,0.4617618586640852,180694,177411,.,356900,1939
2404.0,2877,1175,0.9294403892944039,0.005908932916232186,0.05005213764337852,0.04425531914893617,0.009732360097323601,0.02015988877302746,0.6119148936170212,108361,109417,.,312500,1939
2501.01,4354,1586,0.11874138723013321,0.8112080845199816,0.002756086357372531,0.3530895334174023,0.033991731740927886,0.20555810748736794,0.5964691046658259,62756,106681,59194,134700,1956
2501.02,3250,1249,0.025846153846153845,0.9578461538461538,0.005538461538461538,0.4243394715772618,0.07107692307692308,0.1443076923076923,0.5076060848678943,53718,41964,53861,115900,1955
2501.03,3417,1569,0.6078431372549019,0.29792215393620136,0.0752121744220076,0.13894200127469725,0.030728709394205442,0.1855428738659643,0.4933078393881453,68971,82448,65972,144200,1956
2502.03,1938,697,0.1475748194014448,0.7750257997936016,0.07481940144478844,0.3127690100430416,0.019091847265221878,0.21001031991744065,0.2783357245337159,43824,.,45167,87700,1948
2502.04,4037,1468,0.07233093881595244,0.9254396829328709,0.050532573693336635,0.5129427792915532,0.04557839980183304,0.5957394104533069,0.06743869209809264,15281,.,15153,129900,1951
2502.05,4397,1533,0.35774391630657265,0.546281555606095,0.08574027746190585,0.3150684931506849,0.07232203775301342,0.19627018421651127,0.38551859099804303,40707,60050,33636,105500,1956
2502.06,2021,819,0.7798119742701632,0.13211281543790204,0.10687778327560614,0.10134310134310134,0.0677882236516576,0.1400296882731321,0.8058608058608059,72159,71364,.,109900,1939
2502.07,2093,836,0.06880076445293837,0.8905876731963689,0.05733397037744864,0.30741626794258375,0.04395604395604396,0.22312470138557094,0.17105263157894737,40417,84000,36635,75400,1956
2503.01,2348,819,0.12095400340715502,0.879045996592845,0.054088586030664396,0.5494505494505495,0.07453151618398637,0.33986371379897784,0.4554334554334554,30750,.,30387,96300,1956
2503.03,2224,878,0.5732913669064749,0.24415467625899281,0.11151079136690648,0.21867881548974943,0.05845323741007194,0.29901079136690645,0.5398633257403189,44464,45893,21250,88200,1944
2504.01,3497,1156,0.5487560766371176,0.28910494709751217,0.160995138690306,0.20588235294117646,0.06720045753503003,0.27566485559050613,0.4610726643598616,39601,41382,34676,112300,1939
2504.02,4232,1532,0.29607750472589794,0.5111058601134215,0.15406427221172023,0.24086161879895562,0.06947069943289225,0.2710302457466919,0.3387728459530026,46875,66563,40833,87700,1944
2505.0,5171,1761,0.47727712241345965,0.3763295300715529,0.13691742409591956,0.22373651334469052,0.05724231289885902,0.3134790175981435,0.3321976149914821,44219,43203,51351,104700,1939
2506.0,0,0,,,,,,,,.,.,.,.,.
2601.01,4725,1860,0.29164021164021164,0.6543915343915344,0.07005291005291005,0.22204301075268817,0.0455026455026455,0.13142857142857142,0.6086021505376344,65815,62241,63690,152300,1953
2601.02,4742,1673,0.1159848165331084,0.8477435681147195,0.043863348797975536,0.22773460848774657,0.03795866722901729,0.09468578658793758,0.840406455469217,63244,105769,60978,124900,1954
2602.01,5259,2252,0.13386575394561703,0.8077581289218483,0.011218862901692337,0.14520426287744229,0.027952082144894468,0.17322684921087658,0.27486678507992895,46042,94400,39375,142200,1961
2602.02,5785,2337,0.04840103716508211,0.8634399308556612,0.02990492653414002,0.29311082584510056,0.05566119273984443,0.18807260155574762,0.40522036799315364,40917,.,42083,101300,1957
2602.03,3041,1058,0.03978954291351529,0.9470568891811904,0.003946070371588293,0.3752362948960302,0.05787569878329497,0.23248931272607695,0.4839319470699433,48214,27188,48571,129100,1958
2603.01,4649,1585,0.06366960636696063,0.8887932888793288,0.001505700150570015,0.4391167192429022,0.057216605721660575,0.2796300279630028,0.5987381703470032,46929,.,48125,103800,1945
2603.02,6557,2457,0.07061156016470947,0.9095622998322404,0.02424889431142291,0.4424094424094424,0.08189720908952265,0.3005947842000915,0.5726495726495726,34848,56905,32396,107700,1952
2603.03,947,399,0.293558606124604,0.6494192185850053,0.06863780359028511,0.2781954887218045,0.06230200633579725,0.3938753959873284,0.2781954887218045,27417,25125,28313,46800,2002
2604.01,3533,1284,0.6560996320407586,0.1341636003396547,0.38380979337673365,0.2616822429906542,0.05462779507500708,0.2618171525615624,0.5381619937694704,34878,40511,.,36300,1947
2604.02,2999,1134,0.03567855951983995,0.9099699899966656,0.0,0.25925925925925924,0.06302100700233411,0.20006668889629878,0.26455026455026454,50993,.,50966,131100,1971
2604.03,1840,695,0.06684782608695652,0.9157608695652174,0.0,0.39136690647482014,0.08423913043478261,0.3157608695652174,0.260431654676259,32917,.,31481,126500,1967
2604.04,2277,618,0.3759332454984629,0.31181379007465965,0.3513394817742644,0.2750809061488673,0.02678963548528766,0.29907773386034253,0.3818770226537217,35650,36842,21650,77500,1939
2605.01,5785,1914,0.6473638720829732,0.10423509075194469,0.31581676750216076,0.16039707419017765,0.024719101123595506,0.09887640449438202,0.5632183908045977,61250,66130,.,114300,1951
2606.04,1435,490,0.1289198606271777,0.7066202090592334,0.1059233449477352,0.5755102040816327,0.07177700348432056,0.47247386759581883,0.3020408163265306,20081,43839,12955,88300,1955
2606.05,4606,1740,0.6135475466782457,0.1678245766391663,0.3026487190620929,0.13045977011494253,0.032783326096396004,0.3178462874511507,0.5160919540229885,38750,40486,67266,110400,1954
2607.0,2691,872,0.6421404682274248,0.023411371237458192,0.431438127090301,0.12844036697247707,0.020066889632107024,0.20995912300260125,0.6112385321100917,57554,72750,.,171400,1939
2608.0,2704,1053,0.7085798816568047,0.22485207100591717,0.3886834319526627,0.08452041785375118,0.034023668639053255,0.21227810650887574,0.39316239316239315,47695,44716,.,139000,1939
2609.0,3110,1488,0.8636655948553055,0.07652733118971061,0.06141479099678457,0.03225806451612903,0.01929260450160772,0.0594855305466238,0.4543010752688172,108750,116250,.,258500,1939
2610.0,3077,1008,0.6753331166720832,0.27786805329866754,0.2378940526486838,0.07539682539682539,0.026324341891452715,0.2918427039324017,0.6061507936507936,56364,88352,.,188900,1939
2611.0,1813,886,0.8891340319911748,0.07004964147821291,0.024269167126309985,0.019187358916478554,0.03916161059018202,0.08935466078323222,0.7336343115124153,150357,137639,204375,341000,1939
2701.01,1568,598,0.42028061224489793,0.5044642857142857,0.04272959183673469,0.18896321070234115,0.051658163265306124,0.2181122448979592,0.7474916387959866,66250,103750,.,181900,1939
2701.02,3953,1357,0.2924361244624336,0.6276245889198078,0.01264862130027827,0.28371407516580693,0.06020743738932456,0.0935997976220592,0.819454679439941,72095,80375,72692,152400,1939
2702.0,1772,696,0.5022573363431151,0.4153498871331828,0.034988713318284424,0.15804597701149425,0.07279909706546275,0.1010158013544018,0.6781609195402298,79250,78500,81250,205500,1939
2703.01,3089,1157,0.36678536743282614,0.5911298154742635,0.05406280349627711,0.06482281763180639,0.041113629006150856,0.09614762058918744,0.8184961106309421,82740,97371,67059,188000,1939
2703.02,1837,657,0.4964616222101252,0.46162221012520416,0.06967882416984214,0.1430745814307458,0.05933587370713119,0.13119216113228088,0.7184170471841704,90577,94000,73750,168100,1939
2704.01,6211,2216,0.2447270970858155,0.6868459185316375,0.02221864434068588,0.3046028880866426,0.020769602318467237,0.12638866527129286,0.8136281588447654,75489,66641,78639,140900,1952
2704.02,3396,1146,0.36012956419316844,0.5795053003533569,0.017962308598351,0.16753926701570682,0.03769140164899882,0.07597173144876325,0.8359511343804538,86759,110417,79510,180900,1943
2705.01,3994,1646,0.5393089634451678,0.42063094641962945,0.052829243865798695,0.1166464155528554,0.022033049574361543,0.07661492238357537,0.8055893074119077,85982,85357,89318,168500,1953
2705.02,4259,1796,0.3662831650622212,0.5825311105893403,0.006574313219065508,0.15367483296213807,0.06339516318384597,0.13125146748062927,0.6976614699331849,82368,96719,80526,173100,1943
2706.0,4882,1831,0.38160589922163046,0.5948381810733306,0.007988529291274069,0.1774986346258875,0.04178615321589513,0.1632527652601393,0.8017476788640088,75000,76250,73472,168600,1939
