respondentID,activity_year,loan_type,action_taken_type,state,county,msa,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest,institution_name,agency,amtLoans_adj,amtLoansToSmallest_adj
7468,2008,4,1,11.0,1.0,47894.0,3,,1,65000,0,0,,FDIC,65000,0
7551,2008,4,1,11.0,1.0,47894.0,3,,1,280000,0,0,,FDIC,280000,0
7745,2004,4,1,11.0,1.0,47894.0,1,,1,122000,0,0,,OCC,122000,0
7745,2006,4,1,11.0,1.0,47894.0,1,,2,223000,0,0,,OCC,223000,0
7745,2017,4,1,11.0,1.0,47894.0,1,,1,23000,1,23000,,OCC,23000,23000
7938,2010,4,1,11.0,1.0,47894.0,4,,1,250000,1,250000,,OTS,250000,250000
7939,2005,4,1,11.0,1.0,47894.0,4,,1,700000,0,0,,OTS,700000,0
8039,2005,4,1,11.0,1.0,47894.0,4,,1,113000,1,113000,,OTS,113000,113000
8145,2004,4,1,11.0,1.0,47894.0,4,,36,7048000,14,1076000,,OTS,7048000,1076000
8145,2005,4,1,11.0,1.0,47894.0,4,,33,7589000,13,2778000,,OTS,7589000,2778000
8145,2006,4,1,11.0,1.0,47894.0,4,,62,14507000,25,1914000,,OTS,14507000,1914000
8145,2007,4,1,11.0,1.0,47894.0,4,,71,17112000,27,2918000,,OTS,17112000,2918000
8145,2008,4,1,11.0,1.0,47894.0,4,,124,23244000,59,3948000,,OTS,23244000,3948000
8145,2009,4,1,11.0,1.0,47894.0,4,,36,4399000,25,1808000,,OTS,4399000,1808000
8475,2004,4,1,11.0,1.0,47894.0,4,,3,365000,3,365000,,OTS,365000,365000
8475,2005,4,1,11.0,1.0,47894.0,4,,2,208000,2,208000,,OTS,208000,208000
8475,2006,4,1,11.0,1.0,47894.0,4,,1,57000,1,57000,,OTS,57000,57000
8551,2004,4,1,11.0,1.0,47894.0,4,,1,199000,0,0,,OTS,199000,0
8551,2006,4,1,11.0,1.0,47894.0,4,,86,442000,2,15000,,OTS,442000,15000
8551,2007,4,1,11.0,1.0,47894.0,4,,99,2451000,96,2440000,,OTS,2451000,2440000
8663,2004,4,1,11.0,1.0,47894.0,3,,1,227000,1,227000,,FDIC,227000,227000
8663,2005,4,1,11.0,1.0,47894.0,3,,1,227000,1,227000,,FDIC,227000,227000
