rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,institution_name,agency,loan_to,action_taken,income_group,inflation_factor,amtLoans1_adjusted,amtLoans100k_adjusted,amtLoans250k_adjusted,amtLoansToSmallest_adjusted,amtLoansAff_adjusted
11184,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,22,945000,1,104000,0,0,12,493000,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,945000.0,104000.0,0.0,493000.0,0.0
11185,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,16,665000,1,127000,0,0,9,472000,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,665000.0,127000.0,0.0,472000.0,0.0
11186,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,13,385000,4,833000,0,0,12,320000,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,385000.0,833000.0,0.0,320000.0,0.0
11187,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,9,370000,1,126000,0,0,8,381000,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,370000.0,126000.0,0.0,381000.0,0.0
11188,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
11189,1,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,2,53000,0,0,0,0,2,53000,0,0,"WELLS FARGO BANK, N.A. (CA)",OCC,Business,Origination,Tract not Known (NA),1.0,53000.0,0.0,0.0,53000.0,0.0
29782,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,9,252000,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,252000.0,0.0,0.0,0.0,0.0
29783,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,5,138000,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,138000.0,0.0,0.0,0.0,0.0
29784,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,5,107000,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,107000.0,0.0,0.0,0.0,0.0
29785,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,2,54000,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,54000.0,0.0,0.0,0.0,0.0
29786,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
29787,8,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,JPMorgan Chase Bank NA (OH),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
48454,24,1,2016,4,1,29,510,41180,174.0,N,N,S,101,198,2382000,6,1011000,4,2825000,120,2918000,0,0,US BANK NA (WI),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,2382000.0,1011000.0,2825000.0,2918000.0,0.0
48455,24,1,2016,4,1,29,510,41180,174.0,N,N,S,102,302,3643000,4,855000,4,1981000,199,3216000,0,0,US BANK NA (WI),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,3643000.0,855000.0,1981000.0,3216000.0,0.0
48456,24,1,2016,4,1,29,510,41180,174.0,N,N,S,103,237,2698000,5,731000,1,500000,158,1567000,0,0,US BANK NA (WI),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,2698000.0,731000.0,500000.0,1567000.0,0.0
48457,24,1,2016,4,1,29,510,41180,174.0,N,N,S,104,113,1131000,0,0,0,0,78,770000,0,0,US BANK NA (WI),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,1131000.0,0.0,0.0,770000.0,0.0
48458,24,1,2016,4,1,29,510,41180,174.0,N,N,S,105,7,86000,0,0,0,0,4,64000,0,0,US BANK NA (WI),OCC,Business,Origination,Income Not Known (0),1.0,86000.0,0.0,0.0,64000.0,0.0
48459,24,1,2016,4,1,29,510,41180,174.0,N,N,S,106,1,25000,0,0,0,0,1,25000,0,0,US BANK NA (WI),OCC,Business,Origination,Tract not Known (NA),1.0,25000.0,0.0,0.0,25000.0,0.0
69259,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,4,37000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,37000.0,0.0,0.0,0.0,0.0
69260,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,4,24000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,24000.0,0.0,0.0,0.0,0.0
69261,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
69262,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,3,30000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,30000.0,0.0,0.0,0.0,0.0
69263,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,1,50000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Income Not Known (0),1.0,50000.0,0.0,0.0,0.0,0.0
69264,209,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
83926,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,101,60,947000,5,875000,7,3625000,43,1122000,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,947000.0,875000.0,3625000.0,1122000.0,0.0
83927,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,102,88,1268000,2,450000,6,2650000,58,489000,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,1268000.0,450000.0,2650000.0,489000.0,0.0
83928,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,103,41,658000,2,350000,4,2064000,31,658000,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,658000.0,350000.0,2064000.0,658000.0,0.0
83929,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,104,25,775000,1,200000,2,848000,15,268000,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,775000.0,200000.0,848000.0,268000.0,0.0
83930,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,105,2,115000,0,0,0,0,1,15000,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Income Not Known (0),1.0,115000.0,0.0,0.0,15000.0,0.0
83931,1316,1,2016,4,1,29,510,41180,48.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,PNC BANK N.A. (PA),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
101036,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,108,651000,0,0,0,0,79,417000,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,651000.0,0.0,0.0,417000.0,0.0
101037,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,121,727000,0,0,0,0,81,469000,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,727000.0,0.0,0.0,469000.0,0.0
101038,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,123,755000,0,0,0,0,93,598000,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,755000.0,0.0,0.0,598000.0,0.0
101039,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,52,348000,0,0,0,0,39,261000,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,348000.0,0.0,0.0,261000.0,0.0
101040,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,10,39000,0,0,0,0,1,1000,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Income Not Known (0),1.0,39000.0,0.0,0.0,1000.0,0.0
101041,1461,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,"CITIBANK, N.A. (NY)",OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
113170,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,1,5000,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,5000.0,0.0,0.0,0.0,0.0
113171,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
113172,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
113173,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
113174,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
113175,1467,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
138584,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,0.0,0.0,0.0,0.0,0.0
138585,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,1,30000,0,0,0,0,1,30000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,30000.0,0.0,0.0,30000.0,0.0
138586,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
138587,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
138588,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
138589,10045,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
152834,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,101,93,976000,3,410000,4,2300000,55,826000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,976000.0,410000.0,2300000.0,826000.0,0.0
152835,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,102,147,1575000,2,450000,4,1649000,92,907000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,1575000.0,450000.0,1649000.0,907000.0,0.0
152836,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,103,166,2120000,2,350000,1,578000,95,1465000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,2120000.0,350000.0,578000.0,1465000.0,0.0
152837,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,104,88,1083000,1,195000,2,1500000,48,717000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,1083000.0,195000.0,1500000.0,717000.0,0.0
152838,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,105,1,7000,1,250000,0,0,1,7000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Income Not Known (0),1.0,7000.0,250000.0,0.0,7000.0,0.0
152839,13044,1,2016,4,1,29,510,41180,1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
165177,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,0,0,1,218000,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,0.0,218000.0,0.0,0.0,0.0
165178,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
165179,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
165180,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
165181,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
165182,13679,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
174829,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,12,73000,0,0,0,0,3,17000,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,73000.0,0.0,0.0,17000.0,0.0
174830,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,11,84000,0,0,0,0,3,25000,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,84000.0,0.0,0.0,25000.0,0.0
174831,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,12,110000,0,0,0,0,1,3000,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,110000.0,0.0,0.0,3000.0,0.0
174832,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,7,46000,0,0,0,0,0,0,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,46000.0,0.0,0.0,0.0,0.0
174833,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,1,25000,0,0,0,0,0,0,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Income Not Known (0),1.0,25000.0,0.0,0.0,0.0,0.0
174834,13688,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,"Capital One, N.A. (VA)",OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
194223,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,101,2,91000,1,244000,1,600000,2,91000,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,91000.0,244000.0,600000.0,91000.0,0.0
194224,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,102,19,625000,1,249000,1,475000,8,408000,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,625000.0,249000.0,475000.0,408000.0,0.0
194225,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,103,12,200000,3,511000,2,1500000,10,80000,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,200000.0,511000.0,1500000.0,80000.0,0.0
194226,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,104,1,50000,0,0,0,0,1,50000,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,50000.0,0.0,0.0,50000.0,0.0
194227,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
194228,14583,1,2016,4,1,29,510,41180,6.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,"BMO Harris Bank, N.A. (IL)",OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
215400,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,1,314000,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,0.0,0.0,314000.0,0.0,0.0
215401,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
215402,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
215403,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,1,55000,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,55000.0,0.0,0.0,0.0,0.0
215404,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
215405,15576,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
245086,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,85,1162000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,1162000.0,0.0,0.0,0.0,0.0
245087,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,97,1218000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,1218000.0,0.0,0.0,0.0,0.0
245088,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,140,1635000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,1635000.0,0.0,0.0,0.0,0.0
245089,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,96,1116000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,1116000.0,0.0,0.0,0.0,0.0
245090,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,2,19000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Income Not Known (0),1.0,19000.0,0.0,0.0,0.0,0.0
245091,23160,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,8,56000,0,0,0,0,0,0,0,0,"Chase Bank USA, NA (DE)",OCC,Business,Origination,Tract not Known (NA),1.0,56000.0,0.0,0.0,0.0,0.0
267788,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,36,527000,1,151000,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,527000.0,151000.0,0.0,0.0,0.0
267789,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,47,407000,4,523000,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,407000.0,523000.0,0.0,0.0,0.0
267790,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,28,200000,2,368000,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,200000.0,368000.0,0.0,0.0,0.0
267791,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,8,35000,1,106000,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,35000.0,106000.0,0.0,0.0,0.0
267792,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,1,78000,1,199000,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Income Not Known (0),1.0,78000.0,199000.0,0.0,0.0,0.0
267793,23248,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,TEXAS CAPITAL BANK (TX),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
280436,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,4,112000,0,0,0,0,1,42000,0,0,TCF National Bank (SD),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,112000.0,0.0,0.0,42000.0,0.0
280437,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,1,284000,1,284000,0,0,TCF National Bank (SD),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,0.0,0.0,284000.0,284000.0,0.0
280438,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,1,58000,0,0,0,0,0,0,0,0,TCF National Bank (SD),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,58000.0,0.0,0.0,0.0,0.0
280439,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,TCF National Bank (SD),OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
280440,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,TCF National Bank (SD),OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
280441,23253,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,TCF National Bank (SD),OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
287903,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,0.0,0.0,0.0,0.0,0.0
287904,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,1,69000,0,0,2,727000,3,796000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,69000.0,0.0,727000.0,796000.0,0.0
287905,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
287906,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
287907,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
287908,23695,1,2016,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
290622,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,101,20,915000,5,921000,13,6990000,1,650000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,915000.0,921000.0,6990000.0,650000.0,0.0
290623,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,102,5,232000,2,375000,5,2900000,2,69000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,232000.0,375000.0,2900000.0,69000.0,0.0
290624,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,103,2,75000,3,575000,1,500000,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,75000.0,575000.0,500000.0,0.0,0.0
290625,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,104,0,0,0,0,1,1000000,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,1000000.0,0.0,0.0
290626,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,105,0,0,0,0,1,750000,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,750000.0,0.0,0.0
290627,23920,1,2016,4,1,29,510,41180,22.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.0,0.0,0.0,0.0,0.0,0.0
300105,24522,1,2016,4,1,29,510,41180,-1.0,N,N,S,101,1,70000,0,0,2,780000,0,0,0,0,"HSBC BANK, NA (VA)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.0,70000.0,0.0,780000.0,0.0,0.0
300106,24522,1,2016,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,"HSBC BANK, NA (VA)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
300107,24522,1,2016,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,"HSBC BANK, NA (VA)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
300108,24522,1,2016,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,"HSBC BANK, NA (VA)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.0,0.0,0.0,0.0,0.0,0.0
300109,24522,1,2016,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,"HSBC BANK, NA (VA)",OCC,Business,Origination,Income Not Known (0),1.0,0.0,0.0,0.0,0.0,0.0
