rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,institution_name,agency,loan_to,action_taken,income_group,inflation_factor,amtLoans1_adjusted,amtLoans100k_adjusted,amtLoans250k_adjusted,amtLoansToSmallest_adjusted,amtLoansAff_adjusted
1189613,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,7,82,788000,0,0,0,0,24,273000,0,0,Unknown,OCC,Business,Origination,60% to 70% of MFI,1.196,942448.0,0.0,0.0,326508.0,0.0
1189614,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,8,96,691000,0,0,0,0,29,258000,0,0,Unknown,OCC,Business,Origination,70% to 80% of MFI,1.196,826436.0,0.0,0.0,308568.0,0.0
1189615,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,9,55,355000,0,0,0,0,18,229000,0,0,Unknown,OCC,Business,Origination,80% to 90% of MFI,1.196,424580.0,0.0,0.0,273884.0,0.0
1189616,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,10,18,139000,0,0,0,0,6,59000,0,0,Unknown,OCC,Business,Origination,90% to 100% of MFI,1.196,166244.0,0.0,0.0,70564.0,0.0
1189617,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,11,10,82000,0,0,0,0,4,44000,0,0,Unknown,OCC,Business,Origination,100% to 110% of MFI,1.196,98072.0,0.0,0.0,52624.0,0.0
1189618,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,12,15,50000,0,0,0,0,2,14000,0,0,Unknown,OCC,Business,Origination,110% to 120% of MFI,1.196,59800.0,0.0,0.0,16744.0,0.0
1189619,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,13,42,275000,0,0,0,0,17,184000,0,0,Unknown,OCC,Business,Origination,> 120% of MFI,1.196,328900.0,0.0,0.0,220064.0,0.0
1189620,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1189621,24095,1,2006,4,1,24,510,12580,-1.0,N,N,L,15,7,13000,0,0,0,0,1,5000,0,0,Unknown,OCC,Business,Origination,Tract not Known (reported as NA),1.196,15548.0,0.0,0.0,5980.0,0.0
1268258,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1268259,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268260,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268261,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,30% to 40% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268262,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,40% to 50% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268263,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,50% to 60% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268264,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268265,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,70% to 80% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268266,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,9,2,146000,2,284000,4,1793000,8,2223000,0,0,TD Bank N.A. (DE),OCC,Business,Origination,80% to 90% of MFI,1.196,174616.0,339664.0,2144428.0,2658708.0,0.0
1268267,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268268,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268269,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268270,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1268271,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1268272,24096,1,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,TD Bank N.A. (DE),OCC,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1385436,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1385437,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385438,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,1,350000,0,0,0,0,Unknown,FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,418600.0,0.0,0.0
1385439,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,30% to 40% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385440,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,40% to 50% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385441,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,1,1000,0,0,0,0,1,1000,0,0,Unknown,FRS,Business,Origination,50% to 60% of MFI,1.196,1196.0,0.0,0.0,1196.0,0.0
1385442,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385443,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,70% to 80% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385444,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,80% to 90% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385445,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385446,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385447,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385448,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1385449,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1385450,83311,2,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1406366,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1406367,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406368,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406369,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,30% to 40% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406370,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,1,50000,0,0,1,350000,0,0,0,0,Unknown,FRS,Business,Origination,40% to 50% of MFI,1.196,59800.0,0.0,418600.0,0.0,0.0
1406371,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,50% to 60% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406372,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406373,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,70% to 80% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406374,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,80% to 90% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406375,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406376,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406377,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406378,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1406379,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1406380,189419,2,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1471855,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1471856,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471857,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471858,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,1,100000,0,0,0,0,1,100000,0,0,UNITED BANK VA (VA),FRS,Business,Origination,30% to 40% of MFI,1.196,119600.0,0.0,0.0,119600.0,0.0
1471859,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,40% to 50% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471860,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,50% to 60% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471861,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471862,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,70% to 80% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471863,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,80% to 90% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471864,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471865,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471866,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471867,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1471868,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1471869,365325,2,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,UNITED BANK VA (VA),FRS,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1482035,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,M&T BANK (NY),FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1482036,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,M&T BANK (NY),FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1482037,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,3,0,0,3,500000,2,950000,1,150000,0,0,M&T BANK (NY),FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,598000.0,1136200.0,179400.0,0.0
1482038,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,4,9,572000,3,450000,2,934000,4,749000,2,934000,M&T BANK (NY),FRS,Business,Origination,30% to 40% of MFI,1.196,684112.0,538200.0,1117064.0,895804.0,1117064.0
1482039,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,5,14,790000,9,1770000,11,5185000,7,625000,0,0,M&T BANK (NY),FRS,Business,Origination,40% to 50% of MFI,1.196,944840.0,2116920.0,6201260.0,747500.0,0.0
1482040,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,6,21,1554000,11,1804000,11,4620000,10,1146000,4,1555000,M&T BANK (NY),FRS,Business,Origination,50% to 60% of MFI,1.196,1858584.0,2157584.0,5525520.0,1370616.0,1859780.0
1482041,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,7,28,1542000,6,1235000,10,5971000,19,1964000,2,588000,M&T BANK (NY),FRS,Business,Origination,60% to 70% of MFI,1.196,1844232.0,1477060.0,7141316.0,2348944.0,703248.0
1482042,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,8,30,1518000,14,2504000,11,6910000,22,1323000,3,536000,M&T BANK (NY),FRS,Business,Origination,70% to 80% of MFI,1.196,1815528.0,2994784.0,8264360.0,1582308.0,641056.0
1482043,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,9,13,700000,9,1610000,5,2988000,9,555000,2,598000,M&T BANK (NY),FRS,Business,Origination,80% to 90% of MFI,1.196,837200.0,1925560.0,3573648.0,663780.0,715208.0
1482044,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,10,1,50000,1,150000,2,700000,0,0,0,0,M&T BANK (NY),FRS,Business,Origination,90% to 100% of MFI,1.196,59800.0,179400.0,837200.0,0.0,0.0
1482045,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,11,1,25000,0,0,1,400000,1,25000,1,400000,M&T BANK (NY),FRS,Business,Origination,100% to 110% of MFI,1.196,29900.0,0.0,478400.0,29900.0,478400.0
1482046,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,12,4,125000,0,0,2,1031000,3,105000,1,450000,M&T BANK (NY),FRS,Business,Origination,110% to 120% of MFI,1.196,149500.0,0.0,1233076.0,125580.0,538200.0
1482047,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,13,13,633000,1,200000,5,2350000,4,135000,1,500000,M&T BANK (NY),FRS,Business,Origination,> 120% of MFI,1.196,757068.0,239200.0,2810600.0,161460.0,598000.0
1482048,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,M&T BANK (NY),FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1482049,501105,2,2006,4,1,24,510,12580,51.0,N,N,L,15,2,125000,1,250000,1,500000,2,125000,1,500000,M&T BANK (NY),FRS,Business,Origination,Tract not Known (reported as NA),1.196,149500.0,299000.0,598000.0,149500.0,598000.0
1493579,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1493580,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493581,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493582,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,30% to 40% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493583,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,2,361000,0,0,2,361000,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,40% to 50% of MFI,1.196,0.0,431756.0,0.0,431756.0,0.0
1493584,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,1,210000,0,0,1,210000,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,50% to 60% of MFI,1.196,0.0,251160.0,0.0,251160.0,0.0
1493585,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,2,708000,1,408000,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,846768.0,487968.0,0.0
1493586,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,8,1,19000,1,250000,1,279000,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,70% to 80% of MFI,1.196,22724.0,299000.0,333684.0,0.0,0.0
1493587,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,9,0,0,1,203000,0,0,1,203000,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,80% to 90% of MFI,1.196,0.0,242788.0,0.0,242788.0,0.0
1493588,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,1,550000,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,657800.0,0.0,0.0
1493589,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493590,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493591,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1493592,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1493593,506922,2,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,Sandy Spring Bank (MD),FRS,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1503777,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1503778,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503779,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503780,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,30% to 40% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503781,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,0,0,1,394000,1,394000,0,0,Unknown,FRS,Business,Origination,40% to 50% of MFI,1.196,0.0,0.0,471224.0,471224.0,0.0
1503782,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,50% to 60% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503783,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503784,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,70% to 80% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503785,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,80% to 90% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503786,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,90% to 100% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503787,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,100% to 110% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503788,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,110% to 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503789,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,> 120% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1503790,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,MFI not known (income percentage = 0),1.196,0.0,0.0,0.0,0.0,0.0
1503791,543253,2,2006,4,1,24,510,12580,-1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,Tract not Known (reported as NA),1.196,0.0,0.0,0.0,0.0,0.0
1520262,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,< 10% of Median Family Income (MFI),1.196,0.0,0.0,0.0,0.0,0.0
1520263,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,10% to 20% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1520264,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,20% to 30% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1520265,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,4,0,0,1,150000,0,0,1,150000,0,0,Unknown,FRS,Business,Origination,30% to 40% of MFI,1.196,0.0,179400.0,0.0,179400.0,0.0
1520266,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,5,0,0,1,110000,0,0,1,110000,0,0,Unknown,FRS,Business,Origination,40% to 50% of MFI,1.196,0.0,131560.0,0.0,131560.0,0.0
1520267,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,Unknown,FRS,Business,Origination,50% to 60% of MFI,1.196,0.0,0.0,0.0,0.0,0.0
1520268,657365,2,2006,4,1,24,510,12580,-1.0,N,N,L,7,0,0,0,0,1,300000,0,0,0,0,Unknown,FRS,Business,Origination,60% to 70% of MFI,1.196,0.0,0.0,358800.0,0.0,0.0
