rownumber,respondentID,agency_code,activity_year,state,county,msa,census_tract,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group,loan_indicator
1654919,9846,3,2009,24,510,12580.0,702.0,6.0,N,N,L,5,N
1654920,9846,3,2009,24,510,12580.0,803.01,6.0,N,N,L,5,N
1654921,9846,3,2009,24,510,12580.0,805.0,6.0,N,N,L,5,N
1654922,9846,3,2009,24,510,12580.0,806.0,6.0,N,N,L,5,N
1654923,9846,3,2009,24,510,12580.0,905.0,6.0,N,N,L,5,N
1654924,9846,3,2009,24,510,12580.0,907.0,6.0,N,N,L,5,N
1654925,9846,3,2009,24,510,12580.0,1001.0,6.0,N,N,L,5,N
1654926,9846,3,2009,24,510,12580.0,1207.0,6.0,N,N,L,5,N
1654927,9846,3,2009,24,510,12580.0,1302.0,6.0,N,N,L,5,N
1654928,9846,3,2009,24,510,12580.0,1304.0,6.0,N,N,L,5,N
1654929,9846,3,2009,24,510,12580.0,1403.0,6.0,N,N,L,5,N
1654930,9846,3,2009,24,510,12580.0,1502.0,6.0,N,N,L,5,N
1654931,9846,3,2009,24,510,12580.0,1504.0,6.0,N,N,L,5,N
1654932,9846,3,2009,24,510,12580.0,1506.0,6.0,N,N,L,5,N
1654933,9846,3,2009,24,510,12580.0,1512.0,6.0,N,N,L,5,N
1654934,9846,3,2009,24,510,12580.0,1602.0,6.0,N,N,L,5,N
1654935,9846,3,2009,24,510,12580.0,1605.0,6.0,N,N,L,5,N
1654936,9846,3,2009,24,510,12580.0,1606.0,6.0,N,N,L,5,N
1654937,9846,3,2009,24,510,12580.0,1803.0,6.0,N,N,L,5,N
1654938,9846,3,2009,24,510,12580.0,2005.0,6.0,N,N,L,5,N
1654939,9846,3,2009,24,510,12580.0,2101.0,6.0,N,N,L,5,Y
1654940,9846,3,2009,24,510,12580.0,2102.0,6.0,N,N,L,5,Y
1654941,9846,3,2009,24,510,12580.0,2503.01,6.0,N,N,L,5,N
1654942,9846,3,2009,24,510,12580.0,2505.0,6.0,N,N,L,5,N
1654943,9846,3,2009,24,510,12580.0,2604.02,6.0,N,N,L,5,Y
1654944,9846,3,2009,24,510,12580.0,2607.0,6.0,N,N,L,5,Y
1654945,9846,3,2009,24,510,12580.0,2610.0,6.0,N,N,L,5,N
1654946,9846,3,2009,24,510,12580.0,2716.0,6.0,N,N,L,5,N
1654947,9846,3,2009,24,510,12580.0,2718.01,6.0,N,N,L,5,N
1654948,9846,3,2009,24,510,12580.0,2718.02,6.0,N,N,L,5,N
1654949,9846,3,2009,24,510,12580.0,2803.01,6.0,N,N,L,5,N
1654950,9846,3,2009,24,510,12580.0,601.0,6.0,N,N,L,6,N
1654951,9846,3,2009,24,510,12580.0,801.02,6.0,N,N,L,6,N
1654952,9846,3,2009,24,510,12580.0,803.02,6.0,N,N,L,6,N
1654953,9846,3,2009,24,510,12580.0,906.0,6.0,N,N,L,6,N
1654954,9846,3,2009,24,510,12580.0,908.0,6.0,N,N,L,6,Y
1654955,9846,3,2009,24,510,12580.0,1004.0,6.0,N,N,L,6,N
1654956,9846,3,2009,24,510,12580.0,1203.0,6.0,N,N,L,6,Y
1654957,9846,3,2009,24,510,12580.0,1308.04,6.0,N,N,L,6,N
1654958,9846,3,2009,24,510,12580.0,1503.0,6.0,N,N,L,6,N
1654959,9846,3,2009,24,510,12580.0,1505.0,6.0,N,N,L,6,N
1654960,9846,3,2009,24,510,12580.0,1508.0,6.0,N,N,L,6,N
1654961,9846,3,2009,24,510,12580.0,1510.0,6.0,N,N,L,6,N
1654962,9846,3,2009,24,510,12580.0,1607.0,6.0,N,N,L,6,N
1654963,9846,3,2009,24,510,12580.0,1608.02,6.0,N,N,L,6,N
1654964,9846,3,2009,24,510,12580.0,1902.0,6.0,N,N,L,6,N
1654965,9846,3,2009,24,510,12580.0,2001.0,6.0,N,N,L,6,N
1654966,9846,3,2009,24,510,12580.0,2002.0,6.0,N,N,L,6,N
1654967,9846,3,2009,24,510,12580.0,2006.0,6.0,N,N,L,6,N
1654968,9846,3,2009,24,510,12580.0,2007.01,6.0,N,N,L,6,N
1654969,9846,3,2009,24,510,12580.0,2008.0,6.0,N,N,L,6,N
1654970,9846,3,2009,24,510,12580.0,2303.0,6.0,N,N,L,6,Y
1654971,9846,3,2009,24,510,12580.0,2602.02,6.0,N,N,L,6,N
1654972,9846,3,2009,24,510,12580.0,2604.01,6.0,N,N,L,6,Y
1654973,9846,3,2009,24,510,12580.0,2604.04,6.0,N,N,L,6,Y
1654974,9846,3,2009,24,510,12580.0,2608.0,6.0,N,N,L,6,N
1654975,9846,3,2009,24,510,12580.0,2611.0,6.0,N,N,L,6,N
1654976,9846,3,2009,24,510,12580.0,2707.02,6.0,N,N,L,6,N
1654977,9846,3,2009,24,510,12580.0,2710.01,6.0,N,N,L,6,N
1654978,9846,3,2009,24,510,12580.0,2717.0,6.0,N,N,L,6,N
1654979,9846,3,2009,24,510,12580.0,2803.02,6.0,N,N,L,6,N
1654980,9846,3,2009,24,510,12580.0,102.0,6.0,N,N,L,7,N
1654981,9846,3,2009,24,510,12580.0,103.0,6.0,N,N,L,7,N
1654982,9846,3,2009,24,510,12580.0,105.0,6.0,N,N,L,7,N
1654983,9846,3,2009,24,510,12580.0,201.0,6.0,N,N,L,7,N
1654984,9846,3,2009,24,510,12580.0,901.0,6.0,N,N,L,7,N
1654985,9846,3,2009,24,510,12580.0,903.0,6.0,N,N,L,7,N
1654986,9846,3,2009,24,510,12580.0,1206.0,6.0,N,N,L,7,Y
1654987,9846,3,2009,24,510,12580.0,1308.06,6.0,N,N,L,7,Y
1654988,9846,3,2009,24,510,12580.0,1507.01,6.0,N,N,L,7,N
1654989,9846,3,2009,24,510,12580.0,1509.0,6.0,N,N,L,7,N
1654990,9846,3,2009,24,510,12580.0,1608.01,6.0,N,N,L,7,N
1654991,9846,3,2009,24,510,12580.0,1802.0,6.0,N,N,L,7,N
1654992,9846,3,2009,24,510,12580.0,2007.02,6.0,N,N,L,7,N
1654993,9846,3,2009,24,510,12580.0,2301.0,6.0,N,N,L,7,Y
1654994,9846,3,2009,24,510,12580.0,2501.01,6.0,N,N,L,7,N
1654995,9846,3,2009,24,510,12580.0,2501.02,6.0,N,N,L,7,N
1654996,9846,3,2009,24,510,12580.0,2502.05,6.0,N,N,L,7,N
1654997,9846,3,2009,24,510,12580.0,2503.03,6.0,N,N,L,7,Y
1654998,9846,3,2009,24,510,12580.0,2504.01,6.0,N,N,L,7,N
1654999,9846,3,2009,24,510,12580.0,2506.0,6.0,N,N,L,7,N
1655000,9846,3,2009,24,510,12580.0,2602.01,6.0,N,N,L,7,N
1655001,9846,3,2009,24,510,12580.0,2603.01,6.0,N,N,L,7,N
1655002,9846,3,2009,24,510,12580.0,2603.02,6.0,N,N,L,7,N
1655003,9846,3,2009,24,510,12580.0,2604.03,6.0,N,N,L,7,N
1655004,9846,3,2009,24,510,12580.0,2605.01,6.0,N,N,L,7,N
1655005,9846,3,2009,24,510,12580.0,2606.05,6.0,N,N,L,7,N
1655006,9846,3,2009,24,510,12580.0,2708.05,6.0,N,N,L,7,N
1655007,9846,3,2009,24,510,12580.0,2709.01,6.0,N,N,L,7,N
1655008,9846,3,2009,24,510,12580.0,2710.02,6.0,N,N,L,7,N
1655009,9846,3,2009,24,510,12580.0,2720.01,6.0,N,N,L,7,N
1655010,9846,3,2009,24,510,12580.0,2801.01,6.0,N,N,L,7,Y
1655011,9846,3,2009,24,510,12580.0,2801.02,6.0,N,N,L,7,N
1655012,9846,3,2009,24,510,12580.0,104.0,6.0,N,N,L,8,N
1655013,9846,3,2009,24,510,12580.0,202.0,6.0,N,N,L,8,N
1655014,9846,3,2009,24,510,12580.0,401.0,6.0,N,N,L,8,Y
1655015,9846,3,2009,24,510,12580.0,402.0,6.0,N,N,L,8,N
1655016,9846,3,2009,24,510,12580.0,801.01,6.0,N,N,L,8,N
1655017,9846,3,2009,24,510,12580.0,1202.0,6.0,N,N,L,8,N
1655018,9846,3,2009,24,510,12580.0,1306.0,6.0,N,N,L,8,Y
1655019,9846,3,2009,24,510,12580.0,1308.03,6.0,N,N,L,8,N
1655020,9846,3,2009,24,510,12580.0,1507.02,6.0,N,N,L,8,N
1655021,9846,3,2009,24,510,12580.0,1511.0,6.0,N,N,L,8,N
1655022,9846,3,2009,24,510,12580.0,2404.0,6.0,N,N,L,8,N
1655023,9846,3,2009,24,510,12580.0,2501.03,6.0,N,N,L,8,N
1655024,9846,3,2009,24,510,12580.0,2502.06,6.0,N,N,L,8,Y
1655025,9846,3,2009,24,510,12580.0,2601.01,6.0,N,N,L,8,N
1655026,9846,3,2009,24,510,12580.0,2602.03,6.0,N,N,L,8,N
1655027,9846,3,2009,24,510,12580.0,2704.01,6.0,N,N,L,8,N
1655028,9846,3,2009,24,510,12580.0,2708.01,6.0,N,N,L,8,N
1655029,9846,3,2009,24,510,12580.0,2708.02,6.0,N,N,L,8,N
1655030,9846,3,2009,24,510,12580.0,2708.03,6.0,N,N,L,8,N
1655031,9846,3,2009,24,510,12580.0,2708.04,6.0,N,N,L,8,N
1655032,9846,3,2009,24,510,12580.0,2719.0,6.0,N,N,L,8,N
1655033,9846,3,2009,24,510,12580.0,2802.0,6.0,N,N,L,8,Y
1655034,9846,3,2009,24,510,12580.0,2804.02,6.0,N,N,L,8,N
1655035,9846,3,2009,24,510,12580.0,2804.03,6.0,N,N,L,8,Y
1655036,9846,3,2009,24,510,12580.0,302.0,6.0,N,N,L,9,Y
1655037,9846,3,2009,24,510,12580.0,1101.0,6.0,N,N,L,9,Y
1655038,9846,3,2009,24,510,12580.0,1102.0,6.0,N,N,L,9,N
1655039,9846,3,2009,24,510,12580.0,1307.0,6.0,N,N,L,9,Y
1655040,9846,3,2009,24,510,12580.0,2302.0,6.0,N,N,L,9,Y
1655041,9846,3,2009,24,510,12580.0,2401.0,6.0,N,N,L,9,Y
1655042,9846,3,2009,24,510,12580.0,2601.02,6.0,N,N,L,9,N
1655043,9846,3,2009,24,510,12580.0,2609.0,6.0,N,N,L,9,N
1655044,9846,3,2009,24,510,12580.0,2701.01,6.0,N,N,L,9,N
1655045,9846,3,2009,24,510,12580.0,2701.02,6.0,N,N,L,9,N
1655046,9846,3,2009,24,510,12580.0,2702.0,6.0,N,N,L,9,N
1655047,9846,3,2009,24,510,12580.0,2703.02,6.0,N,N,L,9,N
1655048,9846,3,2009,24,510,12580.0,2704.02,6.0,N,N,L,9,N
1655049,9846,3,2009,24,510,12580.0,2705.01,6.0,N,N,L,9,N
1655050,9846,3,2009,24,510,12580.0,2707.03,6.0,N,N,L,9,N
1655051,9846,3,2009,24,510,12580.0,2709.02,6.0,N,N,L,9,N
1655052,9846,3,2009,24,510,12580.0,2720.02,6.0,N,N,L,9,N
1655053,9846,3,2009,24,510,12580.0,101.0,6.0,N,N,L,10,Y
1655054,9846,3,2009,24,510,12580.0,1401.0,6.0,N,N,L,10,Y
1655055,9846,3,2009,24,510,12580.0,2703.01,6.0,N,N,L,10,N
1655056,9846,3,2009,24,510,12580.0,2705.02,6.0,N,N,L,10,N
1655057,9846,3,2009,24,510,12580.0,2706.0,6.0,N,N,L,10,N
1655058,9846,3,2009,24,510,12580.0,2709.03,6.0,N,N,L,10,N
1655059,9846,3,2009,24,510,12580.0,902.0,6.0,N,N,L,11,N
1655060,9846,3,2009,24,510,12580.0,2403.0,6.0,N,N,L,11,N
1655061,9846,3,2009,24,510,12580.0,2711.01,6.0,N,N,L,11,N
1655062,9846,3,2009,24,510,12580.0,2720.03,6.0,N,N,L,11,N
1655063,9846,3,2009,24,510,12580.0,203.0,6.0,N,N,L,12,Y
1655064,9846,3,2009,24,510,12580.0,2804.01,6.0,N,N,L,12,N
1655065,9846,3,2009,24,510,12580.0,1201.0,6.0,N,N,L,13,Y
1655066,9846,3,2009,24,510,12580.0,1308.05,6.0,N,N,L,13,N
1655067,9846,3,2009,24,510,12580.0,2201.0,6.0,N,N,L,13,Y
1655068,9846,3,2009,24,510,12580.0,2402.0,6.0,N,N,L,13,Y
1655069,9846,3,2009,24,510,12580.0,2711.02,6.0,N,N,L,13,N
1655070,9846,3,2009,24,510,12580.0,2712.0,6.0,N,N,L,13,Y
1655071,9846,3,2009,24,510,12580.0,2713.0,6.0,N,N,L,13,Y
1655072,9846,3,2009,24,510,12580.0,2714.0,6.0,N,N,L,13,N
1655073,9846,3,2009,24,510,12580.0,2715.01,6.0,N,N,L,13,N
1655074,9846,3,2009,24,510,12580.0,2715.03,6.0,N,N,L,13,N
1655075,9846,3,2009,24,510,12580.0,1003.0,6.0,N,N,L,14,N
1685215,11063,3,2009,24,510,12580.0,2101.0,,N,N,L,5,Y
1685216,11063,3,2009,24,510,12580.0,1203.0,,N,N,L,6,Y
1685217,11063,3,2009,24,510,12580.0,2704.02,,N,N,L,9,Y
1692815,11578,3,2009,24,510,12580.0,2003.0,,N,N,L,4,Y
1710753,12433,3,2009,24,510,12580.0,501.0,1.0,N,N,L,2,N
1710754,12433,3,2009,24,510,12580.0,2606.04,1.0,N,N,L,2,N
1710755,12433,3,2009,24,510,12580.0,605.0,1.0,N,N,L,3,N
1710756,12433,3,2009,24,510,12580.0,704.0,1.0,N,N,L,3,N
1710757,12433,3,2009,24,510,12580.0,802.0,1.0,N,N,L,3,N
1710758,12433,3,2009,24,510,12580.0,808.0,1.0,N,N,L,3,N
1710759,12433,3,2009,24,510,12580.0,904.0,1.0,N,N,L,3,N
1710760,12433,3,2009,24,510,12580.0,1402.0,1.0,N,N,L,3,N
1710761,12433,3,2009,24,510,12580.0,1702.0,1.0,N,N,L,3,N
1710762,12433,3,2009,24,510,12580.0,1801.0,1.0,N,N,L,3,N
1710763,12433,3,2009,24,510,12580.0,2502.04,1.0,N,N,L,3,N
1710764,12433,3,2009,24,510,12580.0,2503.02,1.0,N,N,L,3,N
1710765,12433,3,2009,24,510,12580.0,2603.03,1.0,N,N,L,3,N
1710766,12433,3,2009,24,510,12580.0,301.0,1.0,N,N,L,4,N
1710767,12433,3,2009,24,510,12580.0,603.0,1.0,N,N,L,4,N
1710768,12433,3,2009,24,510,12580.0,703.0,1.0,N,N,L,4,N
1710769,12433,3,2009,24,510,12580.0,804.0,1.0,N,N,L,4,N
1710770,12433,3,2009,24,510,12580.0,807.0,1.0,N,N,L,4,N
1710771,12433,3,2009,24,510,12580.0,909.0,1.0,N,N,L,4,N
1710772,12433,3,2009,24,510,12580.0,1002.0,1.0,N,N,L,4,N
1710773,12433,3,2009,24,510,12580.0,1204.0,1.0,N,N,L,4,N
1710774,12433,3,2009,24,510,12580.0,1205.0,1.0,N,N,L,4,N
1710775,12433,3,2009,24,510,12580.0,1301.0,1.0,N,N,L,4,N
1710776,12433,3,2009,24,510,12580.0,1303.0,1.0,N,N,L,4,N
1710777,12433,3,2009,24,510,12580.0,1501.0,1.0,N,N,L,4,N
1710778,12433,3,2009,24,510,12580.0,1513.0,1.0,N,N,L,4,N
1710779,12433,3,2009,24,510,12580.0,1601.0,1.0,N,N,L,4,N
1710780,12433,3,2009,24,510,12580.0,1603.0,1.0,N,N,L,4,N
1710781,12433,3,2009,24,510,12580.0,1604.0,1.0,N,N,L,4,N
1710782,12433,3,2009,24,510,12580.0,1701.0,1.0,N,N,L,4,N
1710783,12433,3,2009,24,510,12580.0,1703.0,1.0,N,N,L,4,N
1710784,12433,3,2009,24,510,12580.0,1901.0,1.0,N,N,L,4,N
1710785,12433,3,2009,24,510,12580.0,1903.0,1.0,N,N,L,4,N
1710786,12433,3,2009,24,510,12580.0,2003.0,1.0,N,N,L,4,Y
1710787,12433,3,2009,24,510,12580.0,2004.0,1.0,N,N,L,4,N
1710788,12433,3,2009,24,510,12580.0,2502.03,1.0,N,N,L,4,N
1710789,12433,3,2009,24,510,12580.0,2502.07,1.0,N,N,L,4,N
1710790,12433,3,2009,24,510,12580.0,2504.02,1.0,N,N,L,4,N
1710791,12433,3,2009,24,510,12580.0,2707.01,1.0,N,N,L,4,N
1710792,12433,3,2009,24,510,12580.0,2804.04,1.0,N,N,L,4,N
1710793,12433,3,2009,24,510,12580.0,602.0,1.0,N,N,L,5,N
1710794,12433,3,2009,24,510,12580.0,604.0,1.0,N,N,L,5,N
1710795,12433,3,2009,24,510,12580.0,701.0,1.0,N,N,L,5,N
1710796,12433,3,2009,24,510,12580.0,702.0,1.0,N,N,L,5,N
1710797,12433,3,2009,24,510,12580.0,803.01,1.0,N,N,L,5,N
1710798,12433,3,2009,24,510,12580.0,805.0,1.0,N,N,L,5,N
1710799,12433,3,2009,24,510,12580.0,806.0,1.0,N,N,L,5,N
1710800,12433,3,2009,24,510,12580.0,905.0,1.0,N,N,L,5,N
1710801,12433,3,2009,24,510,12580.0,907.0,1.0,N,N,L,5,N
1710802,12433,3,2009,24,510,12580.0,1001.0,1.0,N,N,L,5,N
1710803,12433,3,2009,24,510,12580.0,1207.0,1.0,N,N,L,5,N
1710804,12433,3,2009,24,510,12580.0,1302.0,1.0,N,N,L,5,N
1710805,12433,3,2009,24,510,12580.0,1304.0,1.0,N,N,L,5,N
1710806,12433,3,2009,24,510,12580.0,1403.0,1.0,N,N,L,5,N
1710807,12433,3,2009,24,510,12580.0,1502.0,1.0,N,N,L,5,N
1710808,12433,3,2009,24,510,12580.0,1504.0,1.0,N,N,L,5,N
1710809,12433,3,2009,24,510,12580.0,1506.0,1.0,N,N,L,5,N
1710810,12433,3,2009,24,510,12580.0,1512.0,1.0,N,N,L,5,N
1710811,12433,3,2009,24,510,12580.0,1602.0,1.0,N,N,L,5,N
1710812,12433,3,2009,24,510,12580.0,1605.0,1.0,N,N,L,5,N
1710813,12433,3,2009,24,510,12580.0,1606.0,1.0,N,N,L,5,N
1710814,12433,3,2009,24,510,12580.0,1803.0,1.0,N,N,L,5,N
1710815,12433,3,2009,24,510,12580.0,2005.0,1.0,N,N,L,5,N
1710816,12433,3,2009,24,510,12580.0,2101.0,1.0,N,N,L,5,N
1710817,12433,3,2009,24,510,12580.0,2102.0,1.0,N,N,L,5,N
1710818,12433,3,2009,24,510,12580.0,2503.01,1.0,N,N,L,5,N
1710819,12433,3,2009,24,510,12580.0,2505.0,1.0,N,N,L,5,N
1710820,12433,3,2009,24,510,12580.0,2604.02,1.0,N,N,L,5,N
1710821,12433,3,2009,24,510,12580.0,2607.0,1.0,N,N,L,5,N
1710822,12433,3,2009,24,510,12580.0,2610.0,1.0,N,N,L,5,N
1710823,12433,3,2009,24,510,12580.0,2716.0,1.0,N,N,L,5,N
1710824,12433,3,2009,24,510,12580.0,2718.01,1.0,N,N,L,5,N
1710825,12433,3,2009,24,510,12580.0,2718.02,1.0,N,N,L,5,N
1710826,12433,3,2009,24,510,12580.0,2803.01,1.0,N,N,L,5,N
1710827,12433,3,2009,24,510,12580.0,601.0,1.0,N,N,L,6,N
1710828,12433,3,2009,24,510,12580.0,801.02,1.0,N,N,L,6,N
1710829,12433,3,2009,24,510,12580.0,803.02,1.0,N,N,L,6,N
1710830,12433,3,2009,24,510,12580.0,906.0,1.0,N,N,L,6,N
1710831,12433,3,2009,24,510,12580.0,908.0,1.0,N,N,L,6,N
1710832,12433,3,2009,24,510,12580.0,1004.0,1.0,N,N,L,6,N
1710833,12433,3,2009,24,510,12580.0,1203.0,1.0,N,N,L,6,N
1710834,12433,3,2009,24,510,12580.0,1308.04,1.0,N,N,L,6,N
1710835,12433,3,2009,24,510,12580.0,1503.0,1.0,N,N,L,6,N
1710836,12433,3,2009,24,510,12580.0,1505.0,1.0,N,N,L,6,N
1710837,12433,3,2009,24,510,12580.0,1508.0,1.0,N,N,L,6,N
1710838,12433,3,2009,24,510,12580.0,1510.0,1.0,N,N,L,6,N
1710839,12433,3,2009,24,510,12580.0,1607.0,1.0,N,N,L,6,N
1710840,12433,3,2009,24,510,12580.0,1608.02,1.0,N,N,L,6,N
1710841,12433,3,2009,24,510,12580.0,1902.0,1.0,N,N,L,6,N
1710842,12433,3,2009,24,510,12580.0,2001.0,1.0,N,N,L,6,N
1710843,12433,3,2009,24,510,12580.0,2002.0,1.0,N,N,L,6,N
1710844,12433,3,2009,24,510,12580.0,2006.0,1.0,N,N,L,6,Y
1710845,12433,3,2009,24,510,12580.0,2007.01,1.0,N,N,L,6,N
1710846,12433,3,2009,24,510,12580.0,2008.0,1.0,N,N,L,6,N
1710847,12433,3,2009,24,510,12580.0,2303.0,1.0,N,N,L,6,N
1710848,12433,3,2009,24,510,12580.0,2602.02,1.0,N,N,L,6,N
1710849,12433,3,2009,24,510,12580.0,2604.01,1.0,N,N,L,6,N
1710850,12433,3,2009,24,510,12580.0,2604.04,1.0,N,N,L,6,N
1710851,12433,3,2009,24,510,12580.0,2608.0,1.0,N,N,L,6,N
1710852,12433,3,2009,24,510,12580.0,2611.0,1.0,N,N,L,6,N
1710853,12433,3,2009,24,510,12580.0,2707.02,1.0,N,N,L,6,N
1710854,12433,3,2009,24,510,12580.0,2710.01,1.0,N,N,L,6,N
1710855,12433,3,2009,24,510,12580.0,2717.0,1.0,N,N,L,6,N
1710856,12433,3,2009,24,510,12580.0,2803.02,1.0,N,N,L,6,N
1710857,12433,3,2009,24,510,12580.0,102.0,1.0,N,N,L,7,N
1710858,12433,3,2009,24,510,12580.0,103.0,1.0,N,N,L,7,N
1710859,12433,3,2009,24,510,12580.0,105.0,1.0,N,N,L,7,N
1710860,12433,3,2009,24,510,12580.0,201.0,1.0,N,N,L,7,N
1710861,12433,3,2009,24,510,12580.0,901.0,1.0,N,N,L,7,N
1710862,12433,3,2009,24,510,12580.0,903.0,1.0,N,N,L,7,N
1710863,12433,3,2009,24,510,12580.0,1206.0,1.0,N,N,L,7,N
1710864,12433,3,2009,24,510,12580.0,1308.06,1.0,N,N,L,7,N
1710865,12433,3,2009,24,510,12580.0,1507.01,1.0,N,N,L,7,N
1710866,12433,3,2009,24,510,12580.0,1509.0,1.0,N,N,L,7,N
1710867,12433,3,2009,24,510,12580.0,1608.01,1.0,N,N,L,7,N
1710868,12433,3,2009,24,510,12580.0,1802.0,1.0,N,N,L,7,N
1710869,12433,3,2009,24,510,12580.0,2007.02,1.0,N,N,L,7,N
1710870,12433,3,2009,24,510,12580.0,2301.0,1.0,N,N,L,7,N
1710871,12433,3,2009,24,510,12580.0,2501.01,1.0,N,N,L,7,N
1710872,12433,3,2009,24,510,12580.0,2501.02,1.0,N,N,L,7,N
1710873,12433,3,2009,24,510,12580.0,2502.05,1.0,N,N,L,7,N
1710874,12433,3,2009,24,510,12580.0,2503.03,1.0,N,N,L,7,N
1710875,12433,3,2009,24,510,12580.0,2504.01,1.0,N,N,L,7,N
1710876,12433,3,2009,24,510,12580.0,2506.0,1.0,N,N,L,7,N
1710877,12433,3,2009,24,510,12580.0,2602.01,1.0,N,N,L,7,N
1710878,12433,3,2009,24,510,12580.0,2603.01,1.0,N,N,L,7,N
1710879,12433,3,2009,24,510,12580.0,2603.02,1.0,N,N,L,7,N
1710880,12433,3,2009,24,510,12580.0,2604.03,1.0,N,N,L,7,N
1710881,12433,3,2009,24,510,12580.0,2605.01,1.0,N,N,L,7,N
1710882,12433,3,2009,24,510,12580.0,2606.05,1.0,N,N,L,7,N
1710883,12433,3,2009,24,510,12580.0,2708.05,1.0,N,N,L,7,N
1710884,12433,3,2009,24,510,12580.0,2709.01,1.0,N,N,L,7,N
1710885,12433,3,2009,24,510,12580.0,2710.02,1.0,N,N,L,7,N
1710886,12433,3,2009,24,510,12580.0,2720.01,1.0,N,N,L,7,Y
1710887,12433,3,2009,24,510,12580.0,2801.01,1.0,N,N,L,7,N
1710888,12433,3,2009,24,510,12580.0,2801.02,1.0,N,N,L,7,N
1710889,12433,3,2009,24,510,12580.0,104.0,1.0,N,N,L,8,N
1710890,12433,3,2009,24,510,12580.0,202.0,1.0,N,N,L,8,N
1710891,12433,3,2009,24,510,12580.0,401.0,1.0,N,N,L,8,Y
1710892,12433,3,2009,24,510,12580.0,402.0,1.0,N,N,L,8,N
1710893,12433,3,2009,24,510,12580.0,801.01,1.0,N,N,L,8,Y
1710894,12433,3,2009,24,510,12580.0,1202.0,1.0,N,N,L,8,N
1710895,12433,3,2009,24,510,12580.0,1306.0,1.0,N,N,L,8,N
1710896,12433,3,2009,24,510,12580.0,1308.03,1.0,N,N,L,8,N
1710897,12433,3,2009,24,510,12580.0,1507.02,1.0,N,N,L,8,N
1710898,12433,3,2009,24,510,12580.0,1511.0,1.0,N,N,L,8,N
1710899,12433,3,2009,24,510,12580.0,2404.0,1.0,N,N,L,8,N
1710900,12433,3,2009,24,510,12580.0,2501.03,1.0,N,N,L,8,Y
1710901,12433,3,2009,24,510,12580.0,2502.06,1.0,N,N,L,8,N
1710902,12433,3,2009,24,510,12580.0,2601.01,1.0,N,N,L,8,Y
1710903,12433,3,2009,24,510,12580.0,2602.03,1.0,N,N,L,8,N
1710904,12433,3,2009,24,510,12580.0,2704.01,1.0,N,N,L,8,N
1710905,12433,3,2009,24,510,12580.0,2708.01,1.0,N,N,L,8,N
1710906,12433,3,2009,24,510,12580.0,2708.02,1.0,N,N,L,8,N
1710907,12433,3,2009,24,510,12580.0,2708.03,1.0,N,N,L,8,N
1710908,12433,3,2009,24,510,12580.0,2708.04,1.0,N,N,L,8,N
1710909,12433,3,2009,24,510,12580.0,2719.0,1.0,N,N,L,8,N
1710910,12433,3,2009,24,510,12580.0,2802.0,1.0,N,N,L,8,N
1710911,12433,3,2009,24,510,12580.0,2804.02,1.0,N,N,L,8,N
1710912,12433,3,2009,24,510,12580.0,2804.03,1.0,N,N,L,8,N
1710913,12433,3,2009,24,510,12580.0,302.0,1.0,N,N,L,9,N
1710914,12433,3,2009,24,510,12580.0,1101.0,1.0,N,N,L,9,N
1710915,12433,3,2009,24,510,12580.0,1102.0,1.0,N,N,L,9,N
1710916,12433,3,2009,24,510,12580.0,1307.0,1.0,N,N,L,9,N
1710917,12433,3,2009,24,510,12580.0,2302.0,1.0,N,N,L,9,N
1710918,12433,3,2009,24,510,12580.0,2401.0,1.0,N,N,L,9,N
1710919,12433,3,2009,24,510,12580.0,2601.02,1.0,N,N,L,9,N
1710920,12433,3,2009,24,510,12580.0,2609.0,1.0,N,N,L,9,N
1710921,12433,3,2009,24,510,12580.0,2701.01,1.0,N,N,L,9,N
1710922,12433,3,2009,24,510,12580.0,2701.02,1.0,N,N,L,9,N
1710923,12433,3,2009,24,510,12580.0,2702.0,1.0,N,N,L,9,N
1710924,12433,3,2009,24,510,12580.0,2703.02,1.0,N,N,L,9,N
1710925,12433,3,2009,24,510,12580.0,2704.02,1.0,N,N,L,9,N
1710926,12433,3,2009,24,510,12580.0,2705.01,1.0,N,N,L,9,N
1710927,12433,3,2009,24,510,12580.0,2707.03,1.0,N,N,L,9,N
1710928,12433,3,2009,24,510,12580.0,2709.02,1.0,N,N,L,9,N
1710929,12433,3,2009,24,510,12580.0,2720.02,1.0,N,N,L,9,N
1710930,12433,3,2009,24,510,12580.0,101.0,1.0,N,N,L,10,N
1710931,12433,3,2009,24,510,12580.0,1401.0,1.0,N,N,L,10,N
1710932,12433,3,2009,24,510,12580.0,2703.01,1.0,N,N,L,10,N
1710933,12433,3,2009,24,510,12580.0,2705.02,1.0,N,N,L,10,N
1710934,12433,3,2009,24,510,12580.0,2706.0,1.0,N,N,L,10,N
1710935,12433,3,2009,24,510,12580.0,2709.03,1.0,N,N,L,10,N
1710936,12433,3,2009,24,510,12580.0,902.0,1.0,N,N,L,11,N
1710937,12433,3,2009,24,510,12580.0,2403.0,1.0,N,N,L,11,N
1710938,12433,3,2009,24,510,12580.0,2711.01,1.0,N,N,L,11,N
1710939,12433,3,2009,24,510,12580.0,2720.03,1.0,N,N,L,11,N
1710940,12433,3,2009,24,510,12580.0,203.0,1.0,N,N,L,12,N
