rownumber,respondentID,agency_code,activity_year,state,county,msa,census_tract,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group,loan_indicator
610422,13044,1,2015,24,510,12580.0,1202.02,1.0,N,N,L,8,Y
610423,13044,1,2015,24,510,12580.0,1203.0,1.0,N,N,L,8,Y
610424,13044,1,2015,24,510,12580.0,1205.0,1.0,N,N,L,8,Y
610425,13044,1,2015,24,510,12580.0,1306.0,1.0,N,N,L,8,Y
610426,13044,1,2015,24,510,12580.0,2501.01,1.0,N,N,L,8,Y
610427,13044,1,2015,24,510,12580.0,2701.01,1.0,N,N,L,8,Y
610428,13044,1,2015,24,510,12580.0,2701.02,1.0,N,N,L,8,Y
610429,13044,1,2015,24,510,12580.0,2703.01,1.0,N,N,L,8,Y
610430,13044,1,2015,24,510,12580.0,2703.02,1.0,N,N,L,8,N
610431,13044,1,2015,24,510,12580.0,2704.01,1.0,N,N,L,8,Y
610432,13044,1,2015,24,510,12580.0,2704.02,1.0,N,N,L,8,Y
610433,13044,1,2015,24,510,12580.0,2705.01,1.0,N,N,L,8,Y
610434,13044,1,2015,24,510,12580.0,2708.01,1.0,N,N,L,8,Y
610435,13044,1,2015,24,510,12580.0,2708.03,1.0,N,N,L,8,Y
610436,13044,1,2015,24,510,12580.0,2708.05,1.0,N,N,L,8,Y
610437,13044,1,2015,24,510,12580.0,2709.03,1.0,N,N,L,8,Y
610438,13044,1,2015,24,510,12580.0,2719.0,1.0,N,N,L,8,Y
610439,13044,1,2015,24,510,12580.0,2802.0,1.0,N,N,L,8,Y
610440,13044,1,2015,24,510,12580.0,2804.01,1.0,N,N,L,8,Y
610441,13044,1,2015,24,510,12580.0,2804.03,1.0,N,N,L,8,Y
610442,13044,1,2015,24,510,12580.0,102.0,1.0,N,N,L,9,Y
610443,13044,1,2015,24,510,12580.0,401.0,1.0,N,N,L,9,Y
610444,13044,1,2015,24,510,12580.0,902.0,1.0,N,N,L,9,Y
610445,13044,1,2015,24,510,12580.0,903.0,1.0,N,N,L,9,Y
610446,13044,1,2015,24,510,12580.0,1308.04,1.0,N,N,L,9,Y
610447,13044,1,2015,24,510,12580.0,2404.0,1.0,N,N,L,9,Y
610448,13044,1,2015,24,510,12580.0,2702.0,1.0,N,N,L,9,N
610449,13044,1,2015,24,510,12580.0,2707.03,1.0,N,N,L,9,Y
610450,13044,1,2015,24,510,12580.0,2708.04,1.0,N,N,L,9,N
610451,13044,1,2015,24,510,12580.0,101.0,1.0,N,N,L,10,Y
610452,13044,1,2015,24,510,12580.0,201.0,1.0,N,N,L,10,Y
610453,13044,1,2015,24,510,12580.0,1307.0,1.0,N,N,L,10,Y
610454,13044,1,2015,24,510,12580.0,1308.06,1.0,N,N,L,10,Y
610455,13044,1,2015,24,510,12580.0,2705.02,1.0,N,N,L,10,Y
610456,13044,1,2015,24,510,12580.0,2706.0,1.0,N,N,L,10,Y
610457,13044,1,2015,24,510,12580.0,2720.03,1.0,N,N,L,10,Y
610458,13044,1,2015,24,510,12580.0,1102.0,1.0,N,N,L,11,Y
610459,13044,1,2015,24,510,12580.0,2401.0,1.0,N,N,L,11,Y
610460,13044,1,2015,24,510,12580.0,2609.0,1.0,N,N,L,11,Y
610461,13044,1,2015,24,510,12580.0,203.0,1.0,N,N,L,12,Y
610462,13044,1,2015,24,510,12580.0,1308.05,1.0,N,N,L,12,N
610463,13044,1,2015,24,510,12580.0,103.0,1.0,N,N,L,13,Y
610464,13044,1,2015,24,510,12580.0,104.0,1.0,N,N,L,13,Y
610465,13044,1,2015,24,510,12580.0,105.0,1.0,N,N,L,13,Y
610466,13044,1,2015,24,510,12580.0,1201.0,1.0,N,N,L,13,Y
610467,13044,1,2015,24,510,12580.0,1202.01,1.0,N,N,L,13,Y
610468,13044,1,2015,24,510,12580.0,1401.0,1.0,N,N,L,13,Y
610469,13044,1,2015,24,510,12580.0,2201.0,1.0,N,N,L,13,Y
610470,13044,1,2015,24,510,12580.0,2302.0,1.0,N,N,L,13,Y
610471,13044,1,2015,24,510,12580.0,2402.0,1.0,N,N,L,13,Y
610472,13044,1,2015,24,510,12580.0,2403.0,1.0,N,N,L,13,Y
610473,13044,1,2015,24,510,12580.0,2611.0,1.0,N,N,L,13,Y
610474,13044,1,2015,24,510,12580.0,2711.02,1.0,N,N,L,13,Y
610475,13044,1,2015,24,510,12580.0,2712.0,1.0,N,N,L,13,Y
610476,13044,1,2015,24,510,12580.0,2713.0,1.0,N,N,L,13,Y
610477,13044,1,2015,24,510,12580.0,2714.0,1.0,N,N,L,13,Y
610478,13044,1,2015,24,510,12580.0,2715.01,1.0,N,N,L,13,Y
610479,13044,1,2015,24,510,12580.0,2715.03,1.0,N,N,L,13,Y
610480,13044,1,2015,24,510,12580.0,1003.0,1.0,N,N,L,14,N
610481,13044,1,2015,24,510,12580.0,2506.0,1.0,N,N,L,14,Y
720363,13688,1,2015,24,510,12580.0,1702.0,25.0,N,N,L,1,N
720364,13688,1,2015,24,510,12580.0,1402.0,25.0,N,N,L,2,N
720365,13688,1,2015,24,510,12580.0,2502.04,25.0,N,N,L,2,N
720366,13688,1,2015,24,510,12580.0,2805.0,25.0,N,N,L,2,N
720367,13688,1,2015,24,510,12580.0,301.0,25.0,N,N,L,3,N
720368,13688,1,2015,24,510,12580.0,703.0,25.0,N,N,L,3,N
720369,13688,1,2015,24,510,12580.0,704.0,25.0,N,N,L,3,N
720370,13688,1,2015,24,510,12580.0,808.0,25.0,N,N,L,3,N
720371,13688,1,2015,24,510,12580.0,904.0,25.0,N,N,L,3,N
720372,13688,1,2015,24,510,12580.0,909.0,25.0,N,N,L,3,N
720373,13688,1,2015,24,510,12580.0,1002.0,25.0,N,N,L,3,N
720374,13688,1,2015,24,510,12580.0,1701.0,25.0,N,N,L,3,N
720375,13688,1,2015,24,510,12580.0,1703.0,25.0,N,N,L,3,N
720376,13688,1,2015,24,510,12580.0,1801.0,25.0,N,N,L,3,N
720377,13688,1,2015,24,510,12580.0,1901.0,25.0,N,N,L,3,N
720378,13688,1,2015,24,510,12580.0,2003.0,25.0,N,N,L,3,N
720379,13688,1,2015,24,510,12580.0,2606.04,25.0,N,N,L,3,N
720380,13688,1,2015,24,510,12580.0,801.02,25.0,N,N,L,4,N
720381,13688,1,2015,24,510,12580.0,803.02,25.0,N,N,L,4,N
720382,13688,1,2015,24,510,12580.0,804.0,25.0,N,N,L,4,N
720383,13688,1,2015,24,510,12580.0,807.0,25.0,N,N,L,4,N
720384,13688,1,2015,24,510,12580.0,907.0,25.0,N,N,L,4,N
720385,13688,1,2015,24,510,12580.0,1001.0,25.0,N,N,L,4,N
720386,13688,1,2015,24,510,12580.0,1204.0,25.0,N,N,L,4,N
720387,13688,1,2015,24,510,12580.0,1302.0,25.0,N,N,L,4,N
720388,13688,1,2015,24,510,12580.0,1501.0,25.0,N,N,L,4,N
720389,13688,1,2015,24,510,12580.0,1502.0,25.0,N,N,L,4,N
720390,13688,1,2015,24,510,12580.0,1512.0,25.0,N,N,L,4,N
720391,13688,1,2015,24,510,12580.0,1601.0,25.0,N,N,L,4,N
720392,13688,1,2015,24,510,12580.0,1602.0,25.0,N,N,L,4,N
720393,13688,1,2015,24,510,12580.0,1603.0,25.0,N,N,L,4,N
720394,13688,1,2015,24,510,12580.0,1604.0,25.0,N,N,L,4,N
720395,13688,1,2015,24,510,12580.0,1605.0,25.0,N,N,L,4,N
720396,13688,1,2015,24,510,12580.0,1607.0,25.0,N,N,L,4,N
720397,13688,1,2015,24,510,12580.0,1802.0,25.0,N,N,L,4,N
720398,13688,1,2015,24,510,12580.0,1903.0,25.0,N,N,L,4,N
720399,13688,1,2015,24,510,12580.0,2004.0,25.0,N,N,L,4,N
720400,13688,1,2015,24,510,12580.0,2005.0,25.0,N,N,L,4,N
720401,13688,1,2015,24,510,12580.0,2006.0,25.0,N,N,L,4,N
720402,13688,1,2015,24,510,12580.0,2502.07,25.0,N,N,L,4,N
720403,13688,1,2015,24,510,12580.0,2503.01,25.0,N,N,L,4,N
720404,13688,1,2015,24,510,12580.0,2504.02,25.0,N,N,L,4,N
720405,13688,1,2015,24,510,12580.0,2505.0,25.0,N,N,L,4,N
720406,13688,1,2015,24,510,12580.0,2707.01,25.0,N,N,L,4,N
720407,13688,1,2015,24,510,12580.0,2720.06,25.0,N,N,L,4,N
720408,13688,1,2015,24,510,12580.0,402.0,25.0,N,N,L,5,N
720409,13688,1,2015,24,510,12580.0,602.0,25.0,N,N,L,5,N
720410,13688,1,2015,24,510,12580.0,701.0,25.0,N,N,L,5,N
720411,13688,1,2015,24,510,12580.0,702.0,25.0,N,N,L,5,N
720412,13688,1,2015,24,510,12580.0,802.0,25.0,N,N,L,5,N
720413,13688,1,2015,24,510,12580.0,803.01,25.0,N,N,L,5,N
720414,13688,1,2015,24,510,12580.0,805.0,25.0,N,N,L,5,N
720415,13688,1,2015,24,510,12580.0,806.0,25.0,N,N,L,5,N
720416,13688,1,2015,24,510,12580.0,905.0,25.0,N,N,L,5,N
720417,13688,1,2015,24,510,12580.0,908.0,25.0,N,N,L,5,N
720418,13688,1,2015,24,510,12580.0,1206.0,25.0,N,N,L,5,N
720419,13688,1,2015,24,510,12580.0,1301.0,25.0,N,N,L,5,N
720420,13688,1,2015,24,510,12580.0,1303.0,25.0,N,N,L,5,Y
720421,13688,1,2015,24,510,12580.0,1304.0,25.0,N,N,L,5,N
720422,13688,1,2015,24,510,12580.0,1403.0,25.0,N,N,L,5,N
720423,13688,1,2015,24,510,12580.0,1503.0,25.0,N,N,L,5,N
720424,13688,1,2015,24,510,12580.0,1504.0,25.0,N,N,L,5,N
720425,13688,1,2015,24,510,12580.0,1505.0,25.0,N,N,L,5,N
720426,13688,1,2015,24,510,12580.0,1508.0,25.0,N,N,L,5,N
720427,13688,1,2015,24,510,12580.0,1510.0,25.0,N,N,L,5,N
720428,13688,1,2015,24,510,12580.0,1513.0,25.0,N,N,L,5,N
720429,13688,1,2015,24,510,12580.0,1608.02,25.0,N,N,L,5,N
720430,13688,1,2015,24,510,12580.0,1803.0,25.0,N,N,L,5,N
720431,13688,1,2015,24,510,12580.0,1902.0,25.0,N,N,L,5,N
720432,13688,1,2015,24,510,12580.0,2001.0,25.0,N,N,L,5,N
720433,13688,1,2015,24,510,12580.0,2101.0,25.0,N,N,L,5,Y
720434,13688,1,2015,24,510,12580.0,2303.0,25.0,N,N,L,5,N
720435,13688,1,2015,24,510,12580.0,2501.02,25.0,N,N,L,5,N
720436,13688,1,2015,24,510,12580.0,2502.03,25.0,N,N,L,5,N
720437,13688,1,2015,24,510,12580.0,2502.05,25.0,N,N,L,5,N
720438,13688,1,2015,24,510,12580.0,2504.01,25.0,N,N,L,5,N
720439,13688,1,2015,24,510,12580.0,2602.02,25.0,N,N,L,5,N
720440,13688,1,2015,24,510,12580.0,2602.03,25.0,N,N,L,5,N
720441,13688,1,2015,24,510,12580.0,2603.03,25.0,N,N,L,5,N
720442,13688,1,2015,24,510,12580.0,2604.03,25.0,N,N,L,5,N
720443,13688,1,2015,24,510,12580.0,2607.0,25.0,N,N,L,5,N
720444,13688,1,2015,24,510,12580.0,2608.0,25.0,N,N,L,5,N
720445,13688,1,2015,24,510,12580.0,2610.0,25.0,N,N,L,5,N
720446,13688,1,2015,24,510,12580.0,2710.01,25.0,N,N,L,5,N
720447,13688,1,2015,24,510,12580.0,2718.01,25.0,N,N,L,5,N
720448,13688,1,2015,24,510,12580.0,2718.02,25.0,N,N,L,5,N
720449,13688,1,2015,24,510,12580.0,2801.02,25.0,N,N,L,5,Y
720450,13688,1,2015,24,510,12580.0,302.0,25.0,N,N,L,6,N
720451,13688,1,2015,24,510,12580.0,601.0,25.0,N,N,L,6,N
720452,13688,1,2015,24,510,12580.0,901.0,25.0,N,N,L,6,N
720453,13688,1,2015,24,510,12580.0,906.0,25.0,N,N,L,6,Y
720454,13688,1,2015,24,510,12580.0,1207.0,25.0,N,N,L,6,Y
720455,13688,1,2015,24,510,12580.0,1506.0,25.0,N,N,L,6,N
720456,13688,1,2015,24,510,12580.0,1509.0,25.0,N,N,L,6,Y
720457,13688,1,2015,24,510,12580.0,1606.0,25.0,N,N,L,6,N
720458,13688,1,2015,24,510,12580.0,2002.0,25.0,N,N,L,6,N
720459,13688,1,2015,24,510,12580.0,2007.01,25.0,N,N,L,6,N
720460,13688,1,2015,24,510,12580.0,2007.02,25.0,N,N,L,6,N
720461,13688,1,2015,24,510,12580.0,2008.0,25.0,N,N,L,6,N
720462,13688,1,2015,24,510,12580.0,2102.0,25.0,N,N,L,6,N
720463,13688,1,2015,24,510,12580.0,2301.0,25.0,N,N,L,6,Y
720464,13688,1,2015,24,510,12580.0,2503.03,25.0,N,N,L,6,N
720465,13688,1,2015,24,510,12580.0,2601.01,25.0,N,N,L,6,N
720466,13688,1,2015,24,510,12580.0,2602.01,25.0,N,N,L,6,N
720467,13688,1,2015,24,510,12580.0,2603.01,25.0,N,N,L,6,N
720468,13688,1,2015,24,510,12580.0,2603.02,25.0,N,N,L,6,N
720469,13688,1,2015,24,510,12580.0,2604.01,25.0,N,N,L,6,N
720470,13688,1,2015,24,510,12580.0,2604.02,25.0,N,N,L,6,N
720471,13688,1,2015,24,510,12580.0,2604.04,25.0,N,N,L,6,N
720472,13688,1,2015,24,510,12580.0,2605.01,25.0,N,N,L,6,Y
720473,13688,1,2015,24,510,12580.0,2606.05,25.0,N,N,L,6,Y
720474,13688,1,2015,24,510,12580.0,2707.02,25.0,N,N,L,6,N
720475,13688,1,2015,24,510,12580.0,2710.02,25.0,N,N,L,6,N
720476,13688,1,2015,24,510,12580.0,2716.0,25.0,N,N,L,6,Y
720477,13688,1,2015,24,510,12580.0,2717.0,25.0,N,N,L,6,N
720478,13688,1,2015,24,510,12580.0,2720.07,25.0,N,N,L,6,N
720479,13688,1,2015,24,510,12580.0,2803.01,25.0,N,N,L,6,N
720480,13688,1,2015,24,510,12580.0,2803.02,25.0,N,N,L,6,N
720481,13688,1,2015,24,510,12580.0,2804.04,25.0,N,N,L,6,N
720482,13688,1,2015,24,510,12580.0,202.0,25.0,N,N,L,7,N
720483,13688,1,2015,24,510,12580.0,603.0,25.0,N,N,L,7,N
720484,13688,1,2015,24,510,12580.0,1101.0,25.0,N,N,L,7,Y
720485,13688,1,2015,24,510,12580.0,1308.03,25.0,N,N,L,7,Y
720486,13688,1,2015,24,510,12580.0,1507.01,25.0,N,N,L,7,N
720487,13688,1,2015,24,510,12580.0,1507.02,25.0,N,N,L,7,N
720488,13688,1,2015,24,510,12580.0,1511.0,25.0,N,N,L,7,N
720489,13688,1,2015,24,510,12580.0,1608.01,25.0,N,N,L,7,N
720490,13688,1,2015,24,510,12580.0,2501.03,25.0,N,N,L,7,N
720491,13688,1,2015,24,510,12580.0,2502.06,25.0,N,N,L,7,N
720492,13688,1,2015,24,510,12580.0,2601.02,25.0,N,N,L,7,N
720493,13688,1,2015,24,510,12580.0,2708.02,25.0,N,N,L,7,N
720494,13688,1,2015,24,510,12580.0,2709.01,25.0,N,N,L,7,N
720495,13688,1,2015,24,510,12580.0,2709.02,25.0,N,N,L,7,N
720496,13688,1,2015,24,510,12580.0,2711.01,25.0,N,N,L,7,N
720497,13688,1,2015,24,510,12580.0,2720.04,25.0,N,N,L,7,N
720498,13688,1,2015,24,510,12580.0,2720.05,25.0,N,N,L,7,N
720499,13688,1,2015,24,510,12580.0,2801.01,25.0,N,N,L,7,Y
720500,13688,1,2015,24,510,12580.0,2804.02,25.0,N,N,L,7,N
720501,13688,1,2015,24,510,12580.0,604.0,25.0,N,N,L,8,N
720502,13688,1,2015,24,510,12580.0,801.01,25.0,N,N,L,8,N
720503,13688,1,2015,24,510,12580.0,1202.02,25.0,N,N,L,8,N
720504,13688,1,2015,24,510,12580.0,1203.0,25.0,N,N,L,8,N
720505,13688,1,2015,24,510,12580.0,1205.0,25.0,N,N,L,8,N
720506,13688,1,2015,24,510,12580.0,1306.0,25.0,N,N,L,8,Y
720507,13688,1,2015,24,510,12580.0,2501.01,25.0,N,N,L,8,N
720508,13688,1,2015,24,510,12580.0,2701.01,25.0,N,N,L,8,N
720509,13688,1,2015,24,510,12580.0,2701.02,25.0,N,N,L,8,N
720510,13688,1,2015,24,510,12580.0,2703.01,25.0,N,N,L,8,N
720511,13688,1,2015,24,510,12580.0,2703.02,25.0,N,N,L,8,N
720512,13688,1,2015,24,510,12580.0,2704.01,25.0,N,N,L,8,N
720513,13688,1,2015,24,510,12580.0,2704.02,25.0,N,N,L,8,N
720514,13688,1,2015,24,510,12580.0,2705.01,25.0,N,N,L,8,N
720515,13688,1,2015,24,510,12580.0,2708.01,25.0,N,N,L,8,N
720516,13688,1,2015,24,510,12580.0,2708.03,25.0,N,N,L,8,N
720517,13688,1,2015,24,510,12580.0,2708.05,25.0,N,N,L,8,N
720518,13688,1,2015,24,510,12580.0,2709.03,25.0,N,N,L,8,N
720519,13688,1,2015,24,510,12580.0,2719.0,25.0,N,N,L,8,N
720520,13688,1,2015,24,510,12580.0,2802.0,25.0,N,N,L,8,N
720521,13688,1,2015,24,510,12580.0,2804.01,25.0,N,N,L,8,N
720522,13688,1,2015,24,510,12580.0,2804.03,25.0,N,N,L,8,N
720523,13688,1,2015,24,510,12580.0,102.0,25.0,N,N,L,9,N
720524,13688,1,2015,24,510,12580.0,401.0,25.0,N,N,L,9,Y
720525,13688,1,2015,24,510,12580.0,902.0,25.0,N,N,L,9,N
720526,13688,1,2015,24,510,12580.0,903.0,25.0,N,N,L,9,N
720527,13688,1,2015,24,510,12580.0,1308.04,25.0,N,N,L,9,N
720528,13688,1,2015,24,510,12580.0,2404.0,25.0,N,N,L,9,N
720529,13688,1,2015,24,510,12580.0,2702.0,25.0,N,N,L,9,N
720530,13688,1,2015,24,510,12580.0,2707.03,25.0,N,N,L,9,N
720531,13688,1,2015,24,510,12580.0,2708.04,25.0,N,N,L,9,N
720532,13688,1,2015,24,510,12580.0,101.0,25.0,N,N,L,10,N
720533,13688,1,2015,24,510,12580.0,201.0,25.0,N,N,L,10,N
720534,13688,1,2015,24,510,12580.0,1307.0,25.0,N,N,L,10,N
720535,13688,1,2015,24,510,12580.0,1308.06,25.0,N,N,L,10,N
720536,13688,1,2015,24,510,12580.0,2705.02,25.0,N,N,L,10,N
720537,13688,1,2015,24,510,12580.0,2706.0,25.0,N,N,L,10,N
720538,13688,1,2015,24,510,12580.0,2720.03,25.0,N,N,L,10,N
720539,13688,1,2015,24,510,12580.0,1102.0,25.0,N,N,L,11,Y
720540,13688,1,2015,24,510,12580.0,2401.0,25.0,N,N,L,11,N
720541,13688,1,2015,24,510,12580.0,2609.0,25.0,N,N,L,11,Y
720542,13688,1,2015,24,510,12580.0,203.0,25.0,N,N,L,12,N
720543,13688,1,2015,24,510,12580.0,1308.05,25.0,N,N,L,12,N
720544,13688,1,2015,24,510,12580.0,103.0,25.0,N,N,L,13,N
720545,13688,1,2015,24,510,12580.0,104.0,25.0,N,N,L,13,N
720546,13688,1,2015,24,510,12580.0,105.0,25.0,N,N,L,13,N
720547,13688,1,2015,24,510,12580.0,1201.0,25.0,N,N,L,13,N
720548,13688,1,2015,24,510,12580.0,1202.01,25.0,N,N,L,13,N
720549,13688,1,2015,24,510,12580.0,1401.0,25.0,N,N,L,13,N
720550,13688,1,2015,24,510,12580.0,2201.0,25.0,N,N,L,13,N
720551,13688,1,2015,24,510,12580.0,2302.0,25.0,N,N,L,13,N
720552,13688,1,2015,24,510,12580.0,2402.0,25.0,N,N,L,13,N
720553,13688,1,2015,24,510,12580.0,2403.0,25.0,N,N,L,13,N
720554,13688,1,2015,24,510,12580.0,2611.0,25.0,N,N,L,13,N
720555,13688,1,2015,24,510,12580.0,2711.02,25.0,N,N,L,13,N
720556,13688,1,2015,24,510,12580.0,2712.0,25.0,N,N,L,13,Y
720557,13688,1,2015,24,510,12580.0,2713.0,25.0,N,N,L,13,N
720558,13688,1,2015,24,510,12580.0,2714.0,25.0,N,N,L,13,N
720559,13688,1,2015,24,510,12580.0,2715.01,25.0,N,N,L,13,Y
720560,13688,1,2015,24,510,12580.0,2715.03,25.0,N,N,L,13,N
720561,13688,1,2015,24,510,12580.0,1003.0,25.0,N,N,L,14,N
720562,13688,1,2015,24,510,12580.0,2506.0,25.0,N,N,L,14,N
840459,15576,1,2015,24,510,12580.0,2505.0,,N,N,L,4,Y
840460,15576,1,2015,24,510,12580.0,1206.0,,N,N,L,5,Y
840461,15576,1,2015,24,510,12580.0,1504.0,,N,N,L,5,Y
840462,15576,1,2015,24,510,12580.0,2502.05,,N,N,L,5,Y
840463,15576,1,2015,24,510,12580.0,2602.03,,N,N,L,5,Y
840464,15576,1,2015,24,510,12580.0,2603.03,,N,N,L,5,Y
840465,15576,1,2015,24,510,12580.0,2801.02,,N,N,L,5,Y
840466,15576,1,2015,24,510,12580.0,2604.04,,N,N,L,6,Y
840467,15576,1,2015,24,510,12580.0,2606.05,,N,N,L,6,Y
840468,15576,1,2015,24,510,12580.0,2502.06,,N,N,L,7,Y
840469,15576,1,2015,24,510,12580.0,2703.01,,N,N,L,8,Y
840470,15576,1,2015,24,510,12580.0,2804.01,,N,N,L,8,Y
840471,15576,1,2015,24,510,12580.0,2705.02,,N,N,L,10,Y
840472,15576,1,2015,24,510,12580.0,1401.0,,N,N,L,13,Y
840473,15576,1,2015,24,510,12580.0,2715.03,,N,N,L,13,Y
854000,15790,1,2015,24,510,12580.0,2102.0,,N,N,L,6,Y
881314,16892,1,2015,24,510,12580.0,1702.0,76.0,N,N,L,1,N
881315,16892,1,2015,24,510,12580.0,1402.0,76.0,N,N,L,2,N
881316,16892,1,2015,24,510,12580.0,2502.04,76.0,N,N,L,2,N
881317,16892,1,2015,24,510,12580.0,2805.0,76.0,N,N,L,2,N
881318,16892,1,2015,24,510,12580.0,301.0,76.0,N,N,L,3,N
881319,16892,1,2015,24,510,12580.0,703.0,76.0,N,N,L,3,N
881320,16892,1,2015,24,510,12580.0,704.0,76.0,N,N,L,3,N
881321,16892,1,2015,24,510,12580.0,808.0,76.0,N,N,L,3,N
881322,16892,1,2015,24,510,12580.0,904.0,76.0,N,N,L,3,N
881323,16892,1,2015,24,510,12580.0,909.0,76.0,N,N,L,3,N
881324,16892,1,2015,24,510,12580.0,1002.0,76.0,N,N,L,3,N
881325,16892,1,2015,24,510,12580.0,1701.0,76.0,N,N,L,3,N
881326,16892,1,2015,24,510,12580.0,1703.0,76.0,N,N,L,3,N
881327,16892,1,2015,24,510,12580.0,1801.0,76.0,N,N,L,3,N
881328,16892,1,2015,24,510,12580.0,1901.0,76.0,N,N,L,3,N
881329,16892,1,2015,24,510,12580.0,2003.0,76.0,N,N,L,3,N
881330,16892,1,2015,24,510,12580.0,2606.04,76.0,N,N,L,3,N
881331,16892,1,2015,24,510,12580.0,801.02,76.0,N,N,L,4,N
881332,16892,1,2015,24,510,12580.0,803.02,76.0,N,N,L,4,N
881333,16892,1,2015,24,510,12580.0,804.0,76.0,N,N,L,4,N
881334,16892,1,2015,24,510,12580.0,807.0,76.0,N,N,L,4,N
881335,16892,1,2015,24,510,12580.0,907.0,76.0,N,N,L,4,N
881336,16892,1,2015,24,510,12580.0,1001.0,76.0,N,N,L,4,N
881337,16892,1,2015,24,510,12580.0,1204.0,76.0,N,N,L,4,N
881338,16892,1,2015,24,510,12580.0,1302.0,76.0,N,N,L,4,N
881339,16892,1,2015,24,510,12580.0,1501.0,76.0,N,N,L,4,N
881340,16892,1,2015,24,510,12580.0,1502.0,76.0,N,N,L,4,N
881341,16892,1,2015,24,510,12580.0,1512.0,76.0,N,N,L,4,N
881342,16892,1,2015,24,510,12580.0,1601.0,76.0,N,N,L,4,N
881343,16892,1,2015,24,510,12580.0,1602.0,76.0,N,N,L,4,N
881344,16892,1,2015,24,510,12580.0,1603.0,76.0,N,N,L,4,N
881345,16892,1,2015,24,510,12580.0,1604.0,76.0,N,N,L,4,N
881346,16892,1,2015,24,510,12580.0,1605.0,76.0,N,N,L,4,N
881347,16892,1,2015,24,510,12580.0,1607.0,76.0,N,N,L,4,N
881348,16892,1,2015,24,510,12580.0,1802.0,76.0,N,N,L,4,N
881349,16892,1,2015,24,510,12580.0,1903.0,76.0,N,N,L,4,N
881350,16892,1,2015,24,510,12580.0,2004.0,76.0,N,N,L,4,N
881351,16892,1,2015,24,510,12580.0,2005.0,76.0,N,N,L,4,N
881352,16892,1,2015,24,510,12580.0,2006.0,76.0,N,N,L,4,N
881353,16892,1,2015,24,510,12580.0,2502.07,76.0,N,N,L,4,N
881354,16892,1,2015,24,510,12580.0,2503.01,76.0,N,N,L,4,N
881355,16892,1,2015,24,510,12580.0,2504.02,76.0,N,N,L,4,N
881356,16892,1,2015,24,510,12580.0,2505.0,76.0,N,N,L,4,N
881357,16892,1,2015,24,510,12580.0,2707.01,76.0,N,N,L,4,N
881358,16892,1,2015,24,510,12580.0,2720.06,76.0,N,N,L,4,N
881359,16892,1,2015,24,510,12580.0,402.0,76.0,N,N,L,5,N
881360,16892,1,2015,24,510,12580.0,602.0,76.0,N,N,L,5,N
881361,16892,1,2015,24,510,12580.0,701.0,76.0,N,N,L,5,N
881362,16892,1,2015,24,510,12580.0,702.0,76.0,N,N,L,5,N
881363,16892,1,2015,24,510,12580.0,802.0,76.0,N,N,L,5,N
881364,16892,1,2015,24,510,12580.0,803.01,76.0,N,N,L,5,N
881365,16892,1,2015,24,510,12580.0,805.0,76.0,N,N,L,5,N
881366,16892,1,2015,24,510,12580.0,806.0,76.0,N,N,L,5,N
881367,16892,1,2015,24,510,12580.0,905.0,76.0,N,N,L,5,N
881368,16892,1,2015,24,510,12580.0,908.0,76.0,N,N,L,5,N
881369,16892,1,2015,24,510,12580.0,1206.0,76.0,N,N,L,5,N
881370,16892,1,2015,24,510,12580.0,1301.0,76.0,N,N,L,5,N
881371,16892,1,2015,24,510,12580.0,1303.0,76.0,N,N,L,5,N
881372,16892,1,2015,24,510,12580.0,1304.0,76.0,N,N,L,5,N
881373,16892,1,2015,24,510,12580.0,1403.0,76.0,N,N,L,5,N
881374,16892,1,2015,24,510,12580.0,1503.0,76.0,N,N,L,5,N
881375,16892,1,2015,24,510,12580.0,1504.0,76.0,N,N,L,5,N
881376,16892,1,2015,24,510,12580.0,1505.0,76.0,N,N,L,5,N
881377,16892,1,2015,24,510,12580.0,1508.0,76.0,N,N,L,5,N
881378,16892,1,2015,24,510,12580.0,1510.0,76.0,N,N,L,5,N
881379,16892,1,2015,24,510,12580.0,1513.0,76.0,N,N,L,5,N
881380,16892,1,2015,24,510,12580.0,1608.02,76.0,N,N,L,5,N
881381,16892,1,2015,24,510,12580.0,1803.0,76.0,N,N,L,5,N
881382,16892,1,2015,24,510,12580.0,1902.0,76.0,N,N,L,5,N
881383,16892,1,2015,24,510,12580.0,2001.0,76.0,N,N,L,5,N
881384,16892,1,2015,24,510,12580.0,2101.0,76.0,N,N,L,5,N
881385,16892,1,2015,24,510,12580.0,2303.0,76.0,N,N,L,5,N
881386,16892,1,2015,24,510,12580.0,2501.02,76.0,N,N,L,5,N
881387,16892,1,2015,24,510,12580.0,2502.03,76.0,N,N,L,5,N
881388,16892,1,2015,24,510,12580.0,2502.05,76.0,N,N,L,5,N
881389,16892,1,2015,24,510,12580.0,2504.01,76.0,N,N,L,5,N
881390,16892,1,2015,24,510,12580.0,2602.02,76.0,N,N,L,5,N
881391,16892,1,2015,24,510,12580.0,2602.03,76.0,N,N,L,5,N
881392,16892,1,2015,24,510,12580.0,2603.03,76.0,N,N,L,5,N
881393,16892,1,2015,24,510,12580.0,2604.03,76.0,N,N,L,5,N
881394,16892,1,2015,24,510,12580.0,2607.0,76.0,N,N,L,5,N
