rownumber,activity_year,loan_type,action_taken_type,state,county,msa,census_tract,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest
15379,2009,4,1,24,510,12580.0,1402.0,N,L,3,6,18000,0,0,0,0,3,10000
15380,2009,4,1,24,510,12580.0,1702.0,N,L,3,3,10000,0,0,0,0,0,0
15381,2009,4,1,24,510,12580.0,1801.0,N,L,3,5,11000,1,150000,0,0,0,0
15382,2009,4,1,24,510,12580.0,2502.04,N,L,3,1,1000,0,0,0,0,1,1000
15383,2009,4,1,24,510,12580.0,2503.02,N,L,3,3,26000,1,200000,0,0,0,0
15384,2009,4,1,24,510,12580.0,2603.03,N,L,3,9,170000,2,400000,2,901000,4,157000
15386,2009,4,1,24,510,12580.0,301.0,N,L,4,30,432000,2,450000,4,1410000,14,1309000
15387,2009,4,1,24,510,12580.0,603.0,N,L,4,10,159000,0,0,0,0,5,152000
15388,2009,4,1,24,510,12580.0,703.0,N,L,4,7,40000,1,120000,0,0,3,145000
15389,2009,4,1,24,510,12580.0,804.0,N,L,4,2,101000,0,0,0,0,0,0
15390,2009,4,1,24,510,12580.0,807.0,N,L,4,6,53000,0,0,0,0,4,49000
15391,2009,4,1,24,510,12580.0,909.0,N,L,4,4,38000,0,0,0,0,3,33000
15392,2009,4,1,24,510,12580.0,1002.0,N,L,4,2,1000,0,0,0,0,0,0
15393,2009,4,1,24,510,12580.0,1204.0,N,L,4,11,70000,0,0,0,0,7,26000
15394,2009,4,1,24,510,12580.0,1205.0,N,L,4,24,434000,2,385000,2,965000,7,895000
15395,2009,4,1,24,510,12580.0,1301.0,N,L,4,4,24000,0,0,0,0,1,8000
15396,2009,4,1,24,510,12580.0,1303.0,N,L,4,8,62000,1,165000,0,0,1,25000
15397,2009,4,1,24,510,12580.0,1501.0,N,L,4,1,3000,0,0,0,0,1,3000
15398,2009,4,1,24,510,12580.0,1513.0,N,L,4,9,68000,4,725000,1,500000,3,203000
15399,2009,4,1,24,510,12580.0,1601.0,N,L,4,4,2000,0,0,0,0,0,0
15400,2009,4,1,24,510,12580.0,1603.0,N,L,4,3,6000,0,0,0,0,1,1000
15401,2009,4,1,24,510,12580.0,1604.0,N,L,4,5,86000,0,0,0,0,4,82000
15402,2009,4,1,24,510,12580.0,1701.0,N,L,4,36,411000,2,241000,0,0,7,267000
15403,2009,4,1,24,510,12580.0,1703.0,N,L,4,2,11000,0,0,0,0,1,2000
15404,2009,4,1,24,510,12580.0,1901.0,N,L,4,9,41000,1,200000,1,1000000,4,37000
15405,2009,4,1,24,510,12580.0,1903.0,N,L,4,8,59000,0,0,0,0,7,58000
15406,2009,4,1,24,510,12580.0,2003.0,N,L,4,14,169000,1,191000,0,0,6,240000
15407,2009,4,1,24,510,12580.0,2004.0,N,L,4,3,6000,1,182000,1,430000,4,618000
15408,2009,4,1,24,510,12580.0,2502.03,N,L,4,10,119000,0,0,1,1000000,1,50000
15409,2009,4,1,24,510,12580.0,2502.07,N,L,4,11,79000,1,250000,2,1150000,3,41000
15410,2009,4,1,24,510,12580.0,2504.02,N,L,4,1,1000,0,0,0,0,1,1000
15411,2009,4,1,24,510,12580.0,2707.01,N,L,4,1,1000,0,0,0,0,0,0
15412,2009,4,1,24,510,12580.0,2804.04,N,L,4,1,2000,0,0,0,0,1,2000
15414,2009,4,1,24,510,12580.0,602.0,N,L,5,14,85000,0,0,0,0,3,18000
15415,2009,4,1,24,510,12580.0,604.0,N,L,5,10,46000,0,0,0,0,1,4000
15416,2009,4,1,24,510,12580.0,701.0,N,L,5,1,6000,0,0,0,0,0,0
15417,2009,4,1,24,510,12580.0,702.0,N,L,5,9,35000,0,0,0,0,1,3000
15418,2009,4,1,24,510,12580.0,803.01,N,L,5,2,3000,2,320000,0,0,2,320000
15419,2009,4,1,24,510,12580.0,805.0,N,L,5,1,25000,0,0,0,0,1,25000
15420,2009,4,1,24,510,12580.0,806.0,N,L,5,2,7000,0,0,0,0,1,5000
15421,2009,4,1,24,510,12580.0,905.0,N,L,5,8,91000,0,0,5,1980000,8,1750000
15422,2009,4,1,24,510,12580.0,907.0,N,L,5,5,48000,0,0,0,0,1,11000
15423,2009,4,1,24,510,12580.0,1001.0,N,L,5,12,155000,0,0,0,0,1,3000
15424,2009,4,1,24,510,12580.0,1207.0,N,L,5,37,672000,3,577000,2,1650000,7,313000
15425,2009,4,1,24,510,12580.0,1302.0,N,L,5,11,75000,0,0,0,0,5,62000
15426,2009,4,1,24,510,12580.0,1304.0,N,L,5,9,16000,0,0,0,0,1,5000
15427,2009,4,1,24,510,12580.0,1403.0,N,L,5,11,94000,0,0,0,0,2,60000
15428,2009,4,1,24,510,12580.0,1502.0,N,L,5,5,24000,0,0,1,400000,3,407000
15429,2009,4,1,24,510,12580.0,1504.0,N,L,5,8,83000,3,495000,0,0,3,15000
15430,2009,4,1,24,510,12580.0,1506.0,N,L,5,6,40000,1,150000,0,0,3,31000
15431,2009,4,1,24,510,12580.0,1512.0,N,L,5,4,16000,0,0,0,0,1,14000
15432,2009,4,1,24,510,12580.0,1602.0,N,L,5,1,2000,0,0,0,0,0,0
15433,2009,4,1,24,510,12580.0,1605.0,N,L,5,11,185000,0,0,1,265000,7,409000
15434,2009,4,1,24,510,12580.0,1606.0,N,L,5,10,23000,0,0,0,0,2,6000
15435,2009,4,1,24,510,12580.0,1803.0,N,L,5,14,195000,0,0,0,0,2,4000
15436,2009,4,1,24,510,12580.0,2005.0,N,L,5,8,93000,1,125000,1,500000,4,192000
15437,2009,4,1,24,510,12580.0,2101.0,N,L,5,54,524000,3,650000,3,1175000,15,472000
15438,2009,4,1,24,510,12580.0,2102.0,N,L,5,34,475000,4,802000,3,2000000,7,165000
15439,2009,4,1,24,510,12580.0,2503.01,N,L,5,5,107000,2,462000,2,1101000,0,0
15440,2009,4,1,24,510,12580.0,2505.0,N,L,5,43,527000,7,1162000,4,1304000,15,1060000
15441,2009,4,1,24,510,12580.0,2604.02,N,L,5,19,266000,0,0,5,2275000,5,824000
15442,2009,4,1,24,510,12580.0,2607.0,N,L,5,31,465000,1,126000,1,310000,13,260000
15443,2009,4,1,24,510,12580.0,2610.0,N,L,5,14,151000,0,0,0,0,6,102000
15444,2009,4,1,24,510,12580.0,2716.0,N,L,5,10,95000,0,0,3,1700000,5,33000
15445,2009,4,1,24,510,12580.0,2718.01,N,L,5,16,252000,1,200000,0,0,4,99000
15446,2009,4,1,24,510,12580.0,2718.02,N,L,5,11,27000,0,0,0,0,3,13000
15447,2009,4,1,24,510,12580.0,2803.01,N,L,5,12,103000,0,0,0,0,3,21000
15449,2009,4,1,24,510,12580.0,601.0,N,L,6,5,17000,0,0,0,0,2,14000
15450,2009,4,1,24,510,12580.0,801.02,N,L,6,6,40000,0,0,1,800000,3,3000
15451,2009,4,1,24,510,12580.0,803.02,N,L,6,3,17000,0,0,0,0,0,0
15452,2009,4,1,24,510,12580.0,906.0,N,L,6,5,29000,0,0,0,0,1,1000
15453,2009,4,1,24,510,12580.0,908.0,N,L,6,24,558000,6,1036000,4,2123000,4,242000
15454,2009,4,1,24,510,12580.0,1004.0,N,L,6,3,7000,0,0,3,1020000,0,0
15455,2009,4,1,24,510,12580.0,1203.0,N,L,6,27,427000,0,0,2,945000,11,673000
15456,2009,4,1,24,510,12580.0,1308.04,N,L,6,43,671000,2,300000,2,800000,7,153000
15457,2009,4,1,24,510,12580.0,1503.0,N,L,6,2,5000,0,0,0,0,0,0
15458,2009,4,1,24,510,12580.0,1505.0,N,L,6,9,97000,0,0,0,0,1,41000
15459,2009,4,1,24,510,12580.0,1508.0,N,L,6,19,157000,2,300000,1,325000,8,433000
15460,2009,4,1,24,510,12580.0,1510.0,N,L,6,8,55000,0,0,1,700000,2,705000
15461,2009,4,1,24,510,12580.0,1607.0,N,L,6,6,21000,1,109000,0,0,2,117000
15462,2009,4,1,24,510,12580.0,1608.02,N,L,6,4,7000,0,0,0,0,0,0
15463,2009,4,1,24,510,12580.0,1902.0,N,L,6,5,30000,0,0,0,0,1,30000
15464,2009,4,1,24,510,12580.0,2001.0,N,L,6,0,0,0,0,0,0,0,0
15465,2009,4,1,24,510,12580.0,2002.0,N,L,6,7,111000,1,250000,0,0,0,0
15466,2009,4,1,24,510,12580.0,2006.0,N,L,6,15,246000,3,363000,4,2400000,1,10000
15467,2009,4,1,24,510,12580.0,2007.01,N,L,6,3,17000,0,0,0,0,0,0
15468,2009,4,1,24,510,12580.0,2008.0,N,L,6,8,22000,0,0,0,0,2,11000
15469,2009,4,1,24,510,12580.0,2303.0,N,L,6,7,129000,0,0,1,750000,2,50000
15470,2009,4,1,24,510,12580.0,2602.02,N,L,6,7,23000,0,0,0,0,1,10000
15471,2009,4,1,24,510,12580.0,2604.01,N,L,6,7,21000,0,0,1,275000,4,15000
15472,2009,4,1,24,510,12580.0,2604.04,N,L,6,38,677000,4,604000,13,6174000,14,1058000
15473,2009,4,1,24,510,12580.0,2608.0,N,L,6,21,128000,0,0,0,0,6,38000
15474,2009,4,1,24,510,12580.0,2611.0,N,L,6,38,225000,1,230000,0,0,15,378000
15475,2009,4,1,24,510,12580.0,2707.02,N,L,6,12,153000,1,150000,1,550000,5,39000
15476,2009,4,1,24,510,12580.0,2710.01,N,L,6,3,31000,1,130000,0,0,4,161000
15477,2009,4,1,24,510,12580.0,2717.0,N,L,6,27,273000,1,150000,1,305000,10,571000
15478,2009,4,1,24,510,12580.0,2803.02,N,L,6,10,60000,0,0,0,0,1,3000
15480,2009,4,1,24,510,12580.0,102.0,N,L,7,20,136000,1,175000,0,0,6,221000
15481,2009,4,1,24,510,12580.0,103.0,N,L,7,17,139000,0,0,0,0,6,60000
15482,2009,4,1,24,510,12580.0,105.0,N,L,7,13,175000,0,0,0,0,7,132000
15483,2009,4,1,24,510,12580.0,201.0,N,L,7,13,91000,0,0,0,0,6,69000
15484,2009,4,1,24,510,12580.0,901.0,N,L,7,13,49000,0,0,0,0,3,3000
15485,2009,4,1,24,510,12580.0,903.0,N,L,7,11,240000,0,0,0,0,5,104000
15486,2009,4,1,24,510,12580.0,1206.0,N,L,7,71,898000,7,1300000,3,1264000,22,1692000
15487,2009,4,1,24,510,12580.0,1308.06,N,L,7,46,521000,4,725000,1,300000,14,905000
15488,2009,4,1,24,510,12580.0,1507.01,N,L,7,1,15000,0,0,0,0,1,15000
15489,2009,4,1,24,510,12580.0,1509.0,N,L,7,2,13000,0,0,0,0,1,11000
15490,2009,4,1,24,510,12580.0,1608.01,N,L,7,7,9000,0,0,0,0,1,8000
15491,2009,4,1,24,510,12580.0,1802.0,N,L,7,5,18000,0,0,0,0,1,11000
15492,2009,4,1,24,510,12580.0,2007.02,N,L,7,4,3000,0,0,1,490000,2,491000
15493,2009,4,1,24,510,12580.0,2301.0,N,L,7,35,438000,5,802000,2,1479000,11,283000
15494,2009,4,1,24,510,12580.0,2501.01,N,L,7,11,29000,0,0,0,0,4,13000
15495,2009,4,1,24,510,12580.0,2501.02,N,L,7,4,11000,0,0,0,0,1,5000
15496,2009,4,1,24,510,12580.0,2502.05,N,L,7,32,708000,3,516000,5,3800000,10,84000
15497,2009,4,1,24,510,12580.0,2503.03,N,L,7,11,185000,1,189000,3,1750000,1,50000
15498,2009,4,1,24,510,12580.0,2504.01,N,L,7,25,283000,1,132000,0,0,12,170000
15499,2009,4,1,24,510,12580.0,2506.0,N,L,7,22,153000,3,505000,4,2450000,4,679000
15500,2009,4,1,24,510,12580.0,2602.01,N,L,7,21,104000,1,109000,0,0,9,152000
15501,2009,4,1,24,510,12580.0,2603.01,N,L,7,6,14000,1,102000,0,0,2,107000
15502,2009,4,1,24,510,12580.0,2603.02,N,L,7,4,16000,0,0,0,0,2,10000
15503,2009,4,1,24,510,12580.0,2604.03,N,L,7,11,179000,1,125000,0,0,2,60000
15504,2009,4,1,24,510,12580.0,2605.01,N,L,7,54,487000,3,457000,0,0,14,489000
15505,2009,4,1,24,510,12580.0,2606.05,N,L,7,87,1380000,8,1517000,6,3275000,30,1271000
15506,2009,4,1,24,510,12580.0,2708.05,N,L,7,23,208000,0,0,1,1000000,8,150000
15507,2009,4,1,24,510,12580.0,2709.01,N,L,7,4,25000,0,0,0,0,3,22000
15508,2009,4,1,24,510,12580.0,2710.02,N,L,7,16,85000,0,0,0,0,6,40000
15509,2009,4,1,24,510,12580.0,2720.01,N,L,7,46,392000,2,350000,1,475000,16,164000
15510,2009,4,1,24,510,12580.0,2801.01,N,L,7,56,758000,7,1300000,5,2250000,21,1131000
15511,2009,4,1,24,510,12580.0,2801.02,N,L,7,21,139000,1,200000,1,500000,5,7000
15513,2009,4,1,24,510,12580.0,104.0,N,L,8,79,766000,1,250000,6,2831000,20,2155000
15514,2009,4,1,24,510,12580.0,202.0,N,L,8,32,333000,0,0,0,0,11,243000
15515,2009,4,1,24,510,12580.0,401.0,N,L,8,329,4530000,38,7072000,40,21856000,102,7812000
15516,2009,4,1,24,510,12580.0,402.0,N,L,8,13,248000,1,250000,1,800000,4,73000
15517,2009,4,1,24,510,12580.0,801.01,N,L,8,19,115000,1,200000,0,0,7,248000
15518,2009,4,1,24,510,12580.0,1202.0,N,L,8,62,592000,4,554000,0,0,22,532000
15519,2009,4,1,24,510,12580.0,1306.0,N,L,8,58,568000,4,520000,7,4062000,26,742000
15520,2009,4,1,24,510,12580.0,1308.03,N,L,8,16,107000,0,0,0,0,6,46000
15521,2009,4,1,24,510,12580.0,1507.02,N,L,8,2,7000,0,0,0,0,1,6000
15522,2009,4,1,24,510,12580.0,1511.0,N,L,8,15,42000,2,265000,0,0,7,144000
15523,2009,4,1,24,510,12580.0,2404.0,N,L,8,40,274000,2,254000,2,959000,11,564000
15524,2009,4,1,24,510,12580.0,2501.03,N,L,8,49,769000,3,560000,9,5366000,16,1413000
15525,2009,4,1,24,510,12580.0,2502.06,N,L,8,43,677000,10,1912000,9,6219000,16,2078000
15526,2009,4,1,24,510,12580.0,2601.01,N,L,8,28,199000,2,289000,0,0,11,397000
15527,2009,4,1,24,510,12580.0,2602.03,N,L,8,1,1000,0,0,0,0,0,0
15528,2009,4,1,24,510,12580.0,2704.01,N,L,8,19,262000,2,344000,4,2313000,9,272000
15529,2009,4,1,24,510,12580.0,2708.01,N,L,8,11,56000,0,0,0,0,3,37000
15530,2009,4,1,24,510,12580.0,2708.02,N,L,8,4,27000,0,0,0,0,1,12000
15531,2009,4,1,24,510,12580.0,2708.03,N,L,8,24,237000,0,0,2,1100000,9,687000
15532,2009,4,1,24,510,12580.0,2708.04,N,L,8,15,88000,0,0,0,0,8,69000
15533,2009,4,1,24,510,12580.0,2719.0,N,L,8,30,357000,4,740000,2,1584000,10,593000
15534,2009,4,1,24,510,12580.0,2802.0,N,L,8,13,89000,1,200000,0,0,3,208000
15535,2009,4,1,24,510,12580.0,2804.02,N,L,8,3,10000,0,0,0,0,2,10000
15536,2009,4,1,24,510,12580.0,2804.03,N,L,8,24,236000,0,0,0,0,6,159000
15538,2009,4,1,24,510,12580.0,302.0,N,L,9,47,552000,1,250000,6,4299000,15,1269000
15539,2009,4,1,24,510,12580.0,1101.0,N,L,9,57,747000,0,0,4,1555000,18,1324000
15540,2009,4,1,24,510,12580.0,1102.0,N,L,9,126,2160000,10,1961000,6,3726000,45,3534000
15541,2009,4,1,24,510,12580.0,1307.0,N,L,9,51,930000,5,782000,3,980000,28,1114000
15542,2009,4,1,24,510,12580.0,2302.0,N,L,9,47,556000,2,392000,3,1152000,16,672000
15543,2009,4,1,24,510,12580.0,2401.0,N,L,9,38,400000,1,200000,1,500000,13,410000
15544,2009,4,1,24,510,12580.0,2601.02,N,L,9,11,79000,0,0,0,0,5,61000
15545,2009,4,1,24,510,12580.0,2609.0,N,L,9,36,515000,3,574000,3,1929000,18,841000
15546,2009,4,1,24,510,12580.0,2701.01,N,L,9,8,40000,0,0,0,0,4,20000
15547,2009,4,1,24,510,12580.0,2701.02,N,L,9,11,62000,0,0,0,0,1,15000
15548,2009,4,1,24,510,12580.0,2702.0,N,L,9,13,256000,3,518000,1,575000,4,783000
15549,2009,4,1,24,510,12580.0,2703.02,N,L,9,18,105000,0,0,1,400000,5,41000
15550,2009,4,1,24,510,12580.0,2704.02,N,L,9,15,111000,0,0,0,0,4,27000
15551,2009,4,1,24,510,12580.0,2705.01,N,L,9,21,203000,1,166000,0,0,7,112000
15552,2009,4,1,24,510,12580.0,2707.03,N,L,9,15,95000,0,0,0,0,5,55000
15553,2009,4,1,24,510,12580.0,2709.02,N,L,9,7,40000,0,0,0,0,1,20000
15554,2009,4,1,24,510,12580.0,2720.02,N,L,9,65,414000,2,375000,1,330000,15,502000
15556,2009,4,1,24,510,12580.0,101.0,N,L,10,42,561000,2,337000,7,4245000,21,1725000
15557,2009,4,1,24,510,12580.0,1401.0,N,L,10,34,363000,2,380000,1,600000,11,915000
15558,2009,4,1,24,510,12580.0,2703.01,N,L,10,17,303000,1,150000,0,0,10,275000
15559,2009,4,1,24,510,12580.0,2705.02,N,L,10,25,527000,3,650000,0,0,13,411000
15560,2009,4,1,24,510,12580.0,2706.0,N,L,10,24,266000,1,146000,2,1000000,11,304000
15561,2009,4,1,24,510,12580.0,2709.03,N,L,10,18,105000,0,0,0,0,6,23000
15563,2009,4,1,24,510,12580.0,902.0,N,L,11,15,70000,0,0,0,0,3,23000
15564,2009,4,1,24,510,12580.0,2403.0,N,L,11,22,101000,0,0,1,385000,9,424000
15565,2009,4,1,24,510,12580.0,2711.01,N,L,11,14,84000,0,0,1,400000,3,31000
15566,2009,4,1,24,510,12580.0,2720.03,N,L,11,81,546000,0,0,0,0,30,314000
15568,2009,4,1,24,510,12580.0,203.0,N,L,12,86,848000,5,1035000,2,1634000,20,1621000
15569,2009,4,1,24,510,12580.0,2804.01,N,L,12,21,91000,0,0,0,0,6,80000
15571,2009,4,1,24,510,12580.0,1201.0,N,L,13,34,460000,3,431000,2,752000,11,386000
15572,2009,4,1,24,510,12580.0,1308.05,N,L,13,9,62000,0,0,0,0,4,23000
15573,2009,4,1,24,510,12580.0,2201.0,N,L,13,69,905000,5,884000,7,4610000,21,1376000
15574,2009,4,1,24,510,12580.0,2402.0,N,L,13,47,483000,1,154000,4,2350000,13,1110000
15575,2009,4,1,24,510,12580.0,2711.02,N,L,13,19,214000,1,250000,3,2355000,3,68000
15576,2009,4,1,24,510,12580.0,2712.0,N,L,13,91,940000,5,1020000,5,2651000,29,999000
15577,2009,4,1,24,510,12580.0,2713.0,N,L,13,59,746000,5,974000,3,2250000,18,1763000
15578,2009,4,1,24,510,12580.0,2714.0,N,L,13,75,950000,1,250000,3,1485000,17,1881000
15579,2009,4,1,24,510,12580.0,2715.01,N,L,13,93,1127000,4,876000,2,1500000,29,775000
15580,2009,4,1,24,510,12580.0,2715.03,N,L,13,34,247000,1,250000,2,910000,8,554000
15582,2009,4,1,24,510,12580.0,1003.0,N,L,14,1,7000,0,0,0,0,0,0
16508,2009,4,6,24,510,12580.0,501.0,N,L,2,16,133000,0,0,0,0,0,0
16509,2009,4,6,24,510,12580.0,2606.04,N,L,2,2,7000,0,0,0,0,0,0
16511,2009,4,6,24,510,12580.0,605.0,N,L,3,1,8000,0,0,0,0,0,0
16512,2009,4,6,24,510,12580.0,704.0,N,L,3,0,0,0,0,0,0,0,0
16513,2009,4,6,24,510,12580.0,802.0,N,L,3,7,57000,0,0,0,0,0,0
16514,2009,4,6,24,510,12580.0,808.0,N,L,3,8,56000,0,0,0,0,0,0
16515,2009,4,6,24,510,12580.0,904.0,N,L,3,9,106000,0,0,0,0,0,0
16516,2009,4,6,24,510,12580.0,1402.0,N,L,3,5,25000,0,0,0,0,0,0
16517,2009,4,6,24,510,12580.0,1702.0,N,L,3,3,23000,0,0,0,0,0,0
16518,2009,4,6,24,510,12580.0,1801.0,N,L,3,7,43000,0,0,0,0,0,0
16519,2009,4,6,24,510,12580.0,2502.04,N,L,3,0,0,0,0,0,0,0,0
16520,2009,4,6,24,510,12580.0,2503.02,N,L,3,6,58000,0,0,0,0,0,0
16521,2009,4,6,24,510,12580.0,2603.03,N,L,3,8,271000,0,0,0,0,0,0
16523,2009,4,6,24,510,12580.0,301.0,N,L,4,8,39000,0,0,0,0,0,0
16524,2009,4,6,24,510,12580.0,603.0,N,L,4,5,58000,0,0,0,0,0,0
16525,2009,4,6,24,510,12580.0,703.0,N,L,4,6,66000,0,0,0,0,0,0
16526,2009,4,6,24,510,12580.0,804.0,N,L,4,5,20000,0,0,0,0,0,0
16527,2009,4,6,24,510,12580.0,807.0,N,L,4,7,86000,0,0,0,0,0,0
16528,2009,4,6,24,510,12580.0,909.0,N,L,4,3,5000,0,0,0,0,0,0
16529,2009,4,6,24,510,12580.0,1002.0,N,L,4,3,14000,0,0,0,0,0,0
16530,2009,4,6,24,510,12580.0,1204.0,N,L,4,5,38000,0,0,0,0,0,0
16531,2009,4,6,24,510,12580.0,1205.0,N,L,4,16,160000,0,0,0,0,0,0
16532,2009,4,6,24,510,12580.0,1301.0,N,L,4,0,0,0,0,0,0,0,0
16533,2009,4,6,24,510,12580.0,1303.0,N,L,4,12,131000,0,0,0,0,0,0
16534,2009,4,6,24,510,12580.0,1501.0,N,L,4,2,6000,0,0,0,0,0,0
16535,2009,4,6,24,510,12580.0,1513.0,N,L,4,10,30000,0,0,0,0,0,0
16536,2009,4,6,24,510,12580.0,1601.0,N,L,4,6,40000,0,0,0,0,0,0
16537,2009,4,6,24,510,12580.0,1603.0,N,L,4,4,28000,0,0,0,0,0,0
16538,2009,4,6,24,510,12580.0,1604.0,N,L,4,5,20000,0,0,0,0,0,0
16539,2009,4,6,24,510,12580.0,1701.0,N,L,4,10,56000,0,0,0,0,0,0
16540,2009,4,6,24,510,12580.0,1703.0,N,L,4,4,25000,0,0,0,0,0,0
16541,2009,4,6,24,510,12580.0,1901.0,N,L,4,7,107000,0,0,0,0,0,0
16542,2009,4,6,24,510,12580.0,1903.0,N,L,4,8,58000,0,0,0,0,0,0
16543,2009,4,6,24,510,12580.0,2003.0,N,L,4,9,92000,0,0,0,0,0,0
16544,2009,4,6,24,510,12580.0,2004.0,N,L,4,3,8000,0,0,0,0,0,0
16545,2009,4,6,24,510,12580.0,2502.03,N,L,4,4,20000,0,0,0,0,0,0
16546,2009,4,6,24,510,12580.0,2502.07,N,L,4,15,172000,0,0,0,0,0,0
16547,2009,4,6,24,510,12580.0,2504.02,N,L,4,1,2000,0,0,0,0,0,0
16548,2009,4,6,24,510,12580.0,2707.01,N,L,4,4,61000,0,0,0,0,0,0
16549,2009,4,6,24,510,12580.0,2804.04,N,L,4,2,8000,0,0,0,0,0,0
16551,2009,4,6,24,510,12580.0,602.0,N,L,5,7,21000,0,0,0,0,0,0
16552,2009,4,6,24,510,12580.0,604.0,N,L,5,6,29000,0,0,0,0,0,0
16553,2009,4,6,24,510,12580.0,701.0,N,L,5,9,96000,0,0,0,0,0,0
16554,2009,4,6,24,510,12580.0,702.0,N,L,5,2,2000,0,0,0,0,0,0
16555,2009,4,6,24,510,12580.0,803.01,N,L,5,8,17000,0,0,0,0,0,0
16556,2009,4,6,24,510,12580.0,805.0,N,L,5,0,0,0,0,0,0,0,0
16557,2009,4,6,24,510,12580.0,806.0,N,L,5,6,47000,0,0,0,0,0,0
16558,2009,4,6,24,510,12580.0,905.0,N,L,5,8,119000,0,0,0,0,0,0
16559,2009,4,6,24,510,12580.0,907.0,N,L,5,3,16000,0,0,0,0,0,0
16560,2009,4,6,24,510,12580.0,1001.0,N,L,5,5,49000,0,0,0,0,0,0
16561,2009,4,6,24,510,12580.0,1207.0,N,L,5,9,79000,0,0,0,0,0,0
16562,2009,4,6,24,510,12580.0,1302.0,N,L,5,9,94000,0,0,0,0,0,0
16563,2009,4,6,24,510,12580.0,1304.0,N,L,5,8,67000,0,0,0,0,0,0
16564,2009,4,6,24,510,12580.0,1403.0,N,L,5,9,61000,0,0,0,0,0,0
16565,2009,4,6,24,510,12580.0,1502.0,N,L,5,4,15000,0,0,0,0,0,0
16566,2009,4,6,24,510,12580.0,1504.0,N,L,5,9,39000,0,0,0,0,0,0
16567,2009,4,6,24,510,12580.0,1506.0,N,L,5,6,86000,0,0,0,0,0,0
16568,2009,4,6,24,510,12580.0,1512.0,N,L,5,2,21000,0,0,0,0,0,0
16569,2009,4,6,24,510,12580.0,1602.0,N,L,5,1,1000,0,0,0,0,0,0
16570,2009,4,6,24,510,12580.0,1605.0,N,L,5,5,22000,0,0,0,0,0,0
16571,2009,4,6,24,510,12580.0,1606.0,N,L,5,12,81000,0,0,0,0,0,0
16572,2009,4,6,24,510,12580.0,1803.0,N,L,5,7,26000,0,0,0,0,0,0
16573,2009,4,6,24,510,12580.0,2005.0,N,L,5,1,1000,0,0,0,0,0,0
16574,2009,4,6,24,510,12580.0,2101.0,N,L,5,15,70000,0,0,0,0,0,0
16575,2009,4,6,24,510,12580.0,2102.0,N,L,5,14,110000,0,0,0,0,0,0
16576,2009,4,6,24,510,12580.0,2503.01,N,L,5,7,38000,0,0,0,0,0,0
16577,2009,4,6,24,510,12580.0,2505.0,N,L,5,16,83000,0,0,0,0,0,0
16578,2009,4,6,24,510,12580.0,2604.02,N,L,5,16,166000,0,0,0,0,0,0
16579,2009,4,6,24,510,12580.0,2607.0,N,L,5,12,83000,0,0,0,0,0,0
16580,2009,4,6,24,510,12580.0,2610.0,N,L,5,3,20000,0,0,0,0,0,0
16581,2009,4,6,24,510,12580.0,2716.0,N,L,5,6,146000,0,0,0,0,0,0
16582,2009,4,6,24,510,12580.0,2718.01,N,L,5,15,176000,0,0,0,0,0,0
16583,2009,4,6,24,510,12580.0,2718.02,N,L,5,4,15000,0,0,0,0,0,0
16584,2009,4,6,24,510,12580.0,2803.01,N,L,5,6,41000,0,0,0,0,0,0
16586,2009,4,6,24,510,12580.0,601.0,N,L,6,1,3000,0,0,0,0,0,0
16587,2009,4,6,24,510,12580.0,801.02,N,L,6,3,14000,0,0,0,0,0,0
16588,2009,4,6,24,510,12580.0,803.02,N,L,6,3,18000,0,0,0,0,0,0
16589,2009,4,6,24,510,12580.0,906.0,N,L,6,1,3000,0,0,0,0,0,0
16590,2009,4,6,24,510,12580.0,908.0,N,L,6,19,116000,0,0,0,0,0,0
16591,2009,4,6,24,510,12580.0,1004.0,N,L,6,5,18000,0,0,0,0,0,0
16592,2009,4,6,24,510,12580.0,1203.0,N,L,6,7,38000,1,159000,0,0,1,159000
16593,2009,4,6,24,510,12580.0,1308.04,N,L,6,21,174000,0,0,0,0,0,0
16594,2009,4,6,24,510,12580.0,1503.0,N,L,6,1,10000,0,0,0,0,0,0
16595,2009,4,6,24,510,12580.0,1505.0,N,L,6,6,37000,0,0,0,0,0,0
16596,2009,4,6,24,510,12580.0,1508.0,N,L,6,15,90000,0,0,0,0,0,0
16597,2009,4,6,24,510,12580.0,1510.0,N,L,6,11,46000,0,0,0,0,0,0
16598,2009,4,6,24,510,12580.0,1607.0,N,L,6,4,11000,0,0,0,0,0,0
16599,2009,4,6,24,510,12580.0,1608.02,N,L,6,4,26000,0,0,0,0,0,0
16600,2009,4,6,24,510,12580.0,1902.0,N,L,6,3,6000,0,0,0,0,0,0
16601,2009,4,6,24,510,12580.0,2001.0,N,L,6,3,17000,0,0,0,0,0,0
16602,2009,4,6,24,510,12580.0,2002.0,N,L,6,4,10000,0,0,0,0,0,0
16603,2009,4,6,24,510,12580.0,2006.0,N,L,6,8,42000,0,0,0,0,0,0
16604,2009,4,6,24,510,12580.0,2007.01,N,L,6,4,21000,0,0,0,0,0,0
16605,2009,4,6,24,510,12580.0,2008.0,N,L,6,4,24000,0,0,0,0,0,0
