rownumber,activity_year,loan_type,action_taken_type,state,county,msa,census_tract,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest
20491,2014,4,6,24,510,12580.0,203.0,N,L,12,3,63000,0,0,0,0,0,0
20492,2014,4,6,24,510,12580.0,1308.05,N,L,12,0,0,0,0,0,0,0,0
20494,2014,4,6,24,510,12580.0,103.0,N,L,13,0,0,0,0,0,0,0,0
20495,2014,4,6,24,510,12580.0,104.0,N,L,13,1,42000,0,0,0,0,0,0
20496,2014,4,6,24,510,12580.0,105.0,N,L,13,0,0,0,0,0,0,0,0
20497,2014,4,6,24,510,12580.0,1201.0,N,L,13,0,0,0,0,0,0,0,0
20498,2014,4,6,24,510,12580.0,1202.01,N,L,13,0,0,0,0,0,0,0,0
20499,2014,4,6,24,510,12580.0,1401.0,N,L,13,0,0,0,0,0,0,0,0
20500,2014,4,6,24,510,12580.0,2201.0,N,L,13,1,55000,0,0,0,0,0,0
20501,2014,4,6,24,510,12580.0,2302.0,N,L,13,0,0,0,0,1,693000,1,693000
20502,2014,4,6,24,510,12580.0,2402.0,N,L,13,0,0,0,0,0,0,0,0
20503,2014,4,6,24,510,12580.0,2403.0,N,L,13,0,0,0,0,0,0,0,0
20504,2014,4,6,24,510,12580.0,2611.0,N,L,13,0,0,0,0,0,0,0,0
20505,2014,4,6,24,510,12580.0,2711.02,N,L,13,1,34000,0,0,0,0,0,0
20506,2014,4,6,24,510,12580.0,2712.0,N,L,13,0,0,0,0,0,0,0,0
20507,2014,4,6,24,510,12580.0,2713.0,N,L,13,0,0,0,0,0,0,0,0
20508,2014,4,6,24,510,12580.0,2714.0,N,L,13,0,0,0,0,0,0,0,0
20509,2014,4,6,24,510,12580.0,2715.01,N,L,13,1,27000,0,0,0,0,0,0
20510,2014,4,6,24,510,12580.0,2715.03,N,L,13,0,0,0,0,0,0,0,0
20512,2014,4,6,24,510,12580.0,2506.0,N,L,14,7,227000,0,0,0,0,0,0
20693,2014,5,1,24,510,12580.0,2005.0,N,L,4,1,10000,0,0,0,0,1,10000
20695,2014,5,1,24,510,12580.0,1306.0,N,L,8,1,6000,0,0,0,0,0,0
20696,2014,5,1,24,510,12580.0,2703.01,N,L,8,1,2000,0,0,0,0,0,0
20698,2014,5,1,24,510,12580.0,2708.04,N,L,9,1,1000,0,0,0,0,1,1000
20890,2014,5,6,24,510,12580.0,2005.0,N,L,4,0,0,0,0,0,0,0,0
20892,2014,5,6,24,510,12580.0,1306.0,N,L,8,0,0,0,0,0,0,0,0
20893,2014,5,6,24,510,12580.0,2703.01,N,L,8,0,0,0,0,0,0,0,0
20895,2014,5,6,24,510,12580.0,2708.04,N,L,9,0,0,0,0,0,0,0,0
16811,2013,4,1,24,510,12580.0,1702.0,N,L,1,1,1000,0,0,0,0,0,0
16813,2013,4,1,24,510,12580.0,1402.0,N,L,2,11,36000,0,0,0,0,9,34000
16814,2013,4,1,24,510,12580.0,2502.04,N,L,2,1,1000,0,0,0,0,1,1000
16815,2013,4,1,24,510,12580.0,2805.0,N,L,2,12,30000,1,231000,0,0,4,240000
16817,2013,4,1,24,510,12580.0,301.0,N,L,3,34,283000,2,347000,1,936000,17,302000
16818,2013,4,1,24,510,12580.0,703.0,N,L,3,28,250000,0,0,0,0,16,156000
16819,2013,4,1,24,510,12580.0,704.0,N,L,3,8,35000,0,0,0,0,5,24000
16820,2013,4,1,24,510,12580.0,808.0,N,L,3,10,171000,0,0,0,0,2,70000
16821,2013,4,1,24,510,12580.0,904.0,N,L,3,20,134000,0,0,3,2050000,9,75000
16822,2013,4,1,24,510,12580.0,909.0,N,L,3,7,97000,0,0,0,0,2,7000
16823,2013,4,1,24,510,12580.0,1002.0,N,L,3,7,123000,1,250000,0,0,1,10000
16824,2013,4,1,24,510,12580.0,1701.0,N,L,3,19,265000,0,0,0,0,8,46000
16825,2013,4,1,24,510,12580.0,1703.0,N,L,3,2,30000,0,0,0,0,2,30000
16826,2013,4,1,24,510,12580.0,1801.0,N,L,3,5,63000,0,0,0,0,4,62000
16827,2013,4,1,24,510,12580.0,1901.0,N,L,3,8,130000,0,0,0,0,5,43000
16828,2013,4,1,24,510,12580.0,2003.0,N,L,3,14,41000,0,0,0,0,8,25000
16829,2013,4,1,24,510,12580.0,2606.04,N,L,3,2,7000,0,0,0,0,2,7000
16831,2013,4,1,24,510,12580.0,801.02,N,L,4,5,27000,2,456000,1,400000,4,224000
16832,2013,4,1,24,510,12580.0,803.02,N,L,4,4,10000,0,0,0,0,1,8000
16833,2013,4,1,24,510,12580.0,804.0,N,L,4,1,25000,0,0,0,0,0,0
16834,2013,4,1,24,510,12580.0,807.0,N,L,4,1,3000,1,140000,0,0,0,0
16835,2013,4,1,24,510,12580.0,907.0,N,L,4,10,88000,0,0,0,0,5,79000
16836,2013,4,1,24,510,12580.0,1001.0,N,L,4,14,76000,1,175000,0,0,6,16000
16837,2013,4,1,24,510,12580.0,1204.0,N,L,4,15,169000,0,0,0,0,8,82000
16838,2013,4,1,24,510,12580.0,1302.0,N,L,4,8,70000,0,0,0,0,6,68000
16839,2013,4,1,24,510,12580.0,1501.0,N,L,4,5,17000,0,0,0,0,3,15000
16840,2013,4,1,24,510,12580.0,1502.0,N,L,4,13,105000,0,0,0,0,10,100000
16841,2013,4,1,24,510,12580.0,1512.0,N,L,4,9,24000,0,0,0,0,7,20000
16842,2013,4,1,24,510,12580.0,1601.0,N,L,4,9,31000,0,0,0,0,7,22000
16843,2013,4,1,24,510,12580.0,1602.0,N,L,4,7,34000,0,0,0,0,7,34000
16844,2013,4,1,24,510,12580.0,1603.0,N,L,4,15,220000,0,0,0,0,8,146000
16845,2013,4,1,24,510,12580.0,1604.0,N,L,4,4,33000,0,0,0,0,3,9000
16846,2013,4,1,24,510,12580.0,1605.0,N,L,4,17,200000,1,105000,0,0,7,248000
16847,2013,4,1,24,510,12580.0,1607.0,N,L,4,28,173000,0,0,1,500000,14,571000
16848,2013,4,1,24,510,12580.0,1802.0,N,L,4,2,4000,0,0,0,0,1,3000
16849,2013,4,1,24,510,12580.0,1903.0,N,L,4,8,13000,0,0,1,456000,4,7000
16850,2013,4,1,24,510,12580.0,2004.0,N,L,4,9,79000,1,103000,1,500000,4,605000
16851,2013,4,1,24,510,12580.0,2005.0,N,L,4,18,250000,1,230000,3,1695000,11,1958000
16852,2013,4,1,24,510,12580.0,2006.0,N,L,4,21,369000,1,200000,1,400000,8,92000
16853,2013,4,1,24,510,12580.0,2502.07,N,L,4,5,8000,0,0,0,0,2,4000
16854,2013,4,1,24,510,12580.0,2503.01,N,L,4,19,198000,1,130000,2,1250000,11,136000
16855,2013,4,1,24,510,12580.0,2504.02,N,L,4,14,84000,2,347000,0,0,10,394000
16856,2013,4,1,24,510,12580.0,2505.0,N,L,4,69,1340000,2,454000,8,3778000,18,474000
16857,2013,4,1,24,510,12580.0,2707.01,N,L,4,4,10000,0,0,0,0,2,9000
16858,2013,4,1,24,510,12580.0,2720.06,N,L,4,121,1241000,2,225000,0,0,63,884000
16860,2013,4,1,24,510,12580.0,402.0,N,L,5,27,339000,0,0,1,770000,11,93000
16861,2013,4,1,24,510,12580.0,602.0,N,L,5,16,102000,0,0,0,0,9,87000
16862,2013,4,1,24,510,12580.0,701.0,N,L,5,3,18000,0,0,1,424000,3,18000
16863,2013,4,1,24,510,12580.0,702.0,N,L,5,10,78000,0,0,0,0,3,53000
16864,2013,4,1,24,510,12580.0,802.0,N,L,5,8,120000,1,159000,0,0,5,244000
16865,2013,4,1,24,510,12580.0,805.0,N,L,5,7,87000,1,246000,0,0,6,311000
16866,2013,4,1,24,510,12580.0,806.0,N,L,5,7,34000,1,161000,0,0,1,20000
16867,2013,4,1,24,510,12580.0,905.0,N,L,5,11,81000,0,0,0,0,4,18000
16868,2013,4,1,24,510,12580.0,908.0,N,L,5,45,650000,2,450000,3,1030000,17,529000
16869,2013,4,1,24,510,12580.0,1206.0,N,L,5,60,975000,3,684000,4,1972000,36,2477000
16870,2013,4,1,24,510,12580.0,1301.0,N,L,5,8,26000,0,0,0,0,6,24000
16871,2013,4,1,24,510,12580.0,1303.0,N,L,5,29,454000,1,250000,1,508000,14,158000
16872,2013,4,1,24,510,12580.0,1304.0,N,L,5,12,49000,0,0,0,0,7,39000
16873,2013,4,1,24,510,12580.0,1403.0,N,L,5,18,88000,0,0,0,0,8,67000
16874,2013,4,1,24,510,12580.0,1503.0,N,L,5,12,37000,0,0,0,0,8,12000
16875,2013,4,1,24,510,12580.0,1504.0,N,L,5,25,130000,2,375000,0,0,6,39000
16876,2013,4,1,24,510,12580.0,1505.0,N,L,5,14,241000,0,0,0,0,3,119000
16877,2013,4,1,24,510,12580.0,1508.0,N,L,5,34,496000,0,0,0,0,21,116000
16878,2013,4,1,24,510,12580.0,1510.0,N,L,5,23,66000,0,0,0,0,18,52000
16879,2013,4,1,24,510,12580.0,1513.0,N,L,5,18,271000,2,295000,1,500000,7,324000
16880,2013,4,1,24,510,12580.0,1608.02,N,L,5,2,61000,0,0,0,0,1,50000
16881,2013,4,1,24,510,12580.0,1803.0,N,L,5,20,194000,0,0,1,350000,11,81000
16882,2013,4,1,24,510,12580.0,1902.0,N,L,5,15,139000,0,0,0,0,11,28000
16883,2013,4,1,24,510,12580.0,2001.0,N,L,5,5,46000,0,0,0,0,4,45000
16884,2013,4,1,24,510,12580.0,2101.0,N,L,5,52,822000,3,600000,7,2678000,28,1139000
16885,2013,4,1,24,510,12580.0,2303.0,N,L,5,17,293000,1,150000,0,0,10,209000
16886,2013,4,1,24,510,12580.0,2501.02,N,L,5,3,21000,1,225000,0,0,0,0
16887,2013,4,1,24,510,12580.0,2502.03,N,L,5,11,137000,0,0,1,1000000,4,64000
16888,2013,4,1,24,510,12580.0,2502.05,N,L,5,44,442000,2,375000,5,3850000,14,147000
16889,2013,4,1,24,510,12580.0,2504.01,N,L,5,33,261000,1,150000,3,1765000,15,733000
16890,2013,4,1,24,510,12580.0,2602.02,N,L,5,12,79000,0,0,0,0,8,66000
16891,2013,4,1,24,510,12580.0,2602.03,N,L,5,4,35000,0,0,0,0,3,30000
16892,2013,4,1,24,510,12580.0,2603.03,N,L,5,15,442000,0,0,7,3520000,3,144000
16893,2013,4,1,24,510,12580.0,2604.03,N,L,5,11,330000,1,125000,2,999000,2,76000
16894,2013,4,1,24,510,12580.0,2607.0,N,L,5,52,772000,1,177000,3,1097000,23,469000
16895,2013,4,1,24,510,12580.0,2608.0,N,L,5,44,897000,1,225000,2,1200000,19,321000
16896,2013,4,1,24,510,12580.0,2610.0,N,L,5,15,116000,0,0,0,0,12,102000
16897,2013,4,1,24,510,12580.0,2710.01,N,L,5,6,107000,0,0,0,0,4,71000
16898,2013,4,1,24,510,12580.0,2718.01,N,L,5,11,78000,0,0,0,0,5,38000
16899,2013,4,1,24,510,12580.0,2718.02,N,L,5,11,104000,0,0,0,0,5,27000
16900,2013,4,1,24,510,12580.0,2801.02,N,L,5,56,449000,3,700000,3,911000,27,390000
16902,2013,4,1,24,510,12580.0,302.0,N,L,6,88,1468000,5,728000,7,3452000,34,516000
16903,2013,4,1,24,510,12580.0,601.0,N,L,6,6,20000,0,0,0,0,4,17000
16904,2013,4,1,24,510,12580.0,901.0,N,L,6,11,28000,0,0,0,0,7,23000
16905,2013,4,1,24,510,12580.0,906.0,N,L,6,6,119000,0,0,0,0,4,18000
16906,2013,4,1,24,510,12580.0,1207.0,N,L,6,42,679000,3,650000,2,850000,14,115000
16907,2013,4,1,24,510,12580.0,1506.0,N,L,6,5,223000,0,0,0,0,2,75000
16908,2013,4,1,24,510,12580.0,1509.0,N,L,6,5,8000,0,0,1,281000,5,286000
16909,2013,4,1,24,510,12580.0,1606.0,N,L,6,12,199000,1,217000,1,300000,4,52000
16910,2013,4,1,24,510,12580.0,2002.0,N,L,6,6,69000,1,200000,0,0,1,4000
16911,2013,4,1,24,510,12580.0,2007.01,N,L,6,8,129000,0,0,0,0,4,94000
16912,2013,4,1,24,510,12580.0,2008.0,N,L,6,13,232000,0,0,2,1400000,5,65000
16913,2013,4,1,24,510,12580.0,2102.0,N,L,6,46,706000,2,450000,4,2015000,17,575000
16914,2013,4,1,24,510,12580.0,2301.0,N,L,6,43,456000,2,252000,4,1959000,23,871000
16915,2013,4,1,24,510,12580.0,2503.03,N,L,6,16,234000,0,0,5,3308000,5,45000
16916,2013,4,1,24,510,12580.0,2601.01,N,L,6,32,248000,1,104000,0,0,19,258000
16917,2013,4,1,24,510,12580.0,2602.01,N,L,6,16,181000,1,150000,0,0,9,74000
16918,2013,4,1,24,510,12580.0,2603.01,N,L,6,3,12000,2,227000,1,563000,4,114000
16919,2013,4,1,24,510,12580.0,2603.02,N,L,6,7,93000,0,0,0,0,3,8000
16920,2013,4,1,24,510,12580.0,2604.01,N,L,6,8,68000,0,0,2,775000,2,43000
16921,2013,4,1,24,510,12580.0,2604.02,N,L,6,23,427000,0,0,3,1544000,12,121000
16922,2013,4,1,24,510,12580.0,2604.04,N,L,6,73,1346000,7,1246000,3,1477000,22,619000
16923,2013,4,1,24,510,12580.0,2605.01,N,L,6,49,594000,3,650000,3,2150000,27,190000
16924,2013,4,1,24,510,12580.0,2606.05,N,L,6,106,2025000,8,1230000,9,5030000,30,890000
16925,2013,4,1,24,510,12580.0,2707.02,N,L,6,19,281000,0,0,0,0,12,212000
16926,2013,4,1,24,510,12580.0,2710.02,N,L,6,19,123000,1,245000,0,0,8,294000
16927,2013,4,1,24,510,12580.0,2716.0,N,L,6,9,185000,1,191000,0,0,4,218000
16928,2013,4,1,24,510,12580.0,2717.0,N,L,6,26,248000,1,250000,0,0,23,447000
16929,2013,4,1,24,510,12580.0,2720.07,N,L,6,88,713000,2,420000,1,750000,58,632000
16930,2013,4,1,24,510,12580.0,2803.01,N,L,6,23,259000,0,0,0,0,15,191000
16931,2013,4,1,24,510,12580.0,2803.02,N,L,6,6,62000,0,0,0,0,2,28000
16932,2013,4,1,24,510,12580.0,2804.04,N,L,6,3,5000,0,0,0,0,1,3000
16934,2013,4,1,24,510,12580.0,202.0,N,L,7,27,151000,1,150000,0,0,17,251000
16935,2013,4,1,24,510,12580.0,603.0,N,L,7,20,252000,1,152000,1,440000,18,810000
16936,2013,4,1,24,510,12580.0,1101.0,N,L,7,72,1134000,3,530000,4,2210000,44,1807000
16937,2013,4,1,24,510,12580.0,1308.03,N,L,7,25,275000,1,250000,1,350000,12,78000
16938,2013,4,1,24,510,12580.0,1507.01,N,L,7,6,54000,0,0,0,0,2,1000
16939,2013,4,1,24,510,12580.0,1507.02,N,L,7,1,1000,0,0,0,0,1,1000
16940,2013,4,1,24,510,12580.0,1511.0,N,L,7,24,216000,1,216000,1,406000,17,765000
16941,2013,4,1,24,510,12580.0,1608.01,N,L,7,10,37000,0,0,0,0,7,34000
16942,2013,4,1,24,510,12580.0,2501.03,N,L,7,52,983000,1,200000,5,3348000,24,1771000
16943,2013,4,1,24,510,12580.0,2502.06,N,L,7,77,1233000,4,828000,12,5416000,19,158000
16944,2013,4,1,24,510,12580.0,2601.02,N,L,7,20,272000,0,0,0,0,15,227000
16945,2013,4,1,24,510,12580.0,2708.02,N,L,7,10,64000,0,0,1,832000,8,53000
16946,2013,4,1,24,510,12580.0,2709.01,N,L,7,3,27000,1,250000,0,0,3,27000
16947,2013,4,1,24,510,12580.0,2709.02,N,L,7,9,87000,0,0,0,0,8,79000
16948,2013,4,1,24,510,12580.0,2711.01,N,L,7,10,49000,0,0,0,0,3,23000
16949,2013,4,1,24,510,12580.0,2720.04,N,L,7,133,1043000,1,125000,1,455000,65,545000
16950,2013,4,1,24,510,12580.0,2720.05,N,L,7,85,714000,2,243000,0,0,50,396000
16951,2013,4,1,24,510,12580.0,2801.01,N,L,7,97,1783000,7,1278000,3,1599000,42,971000
16952,2013,4,1,24,510,12580.0,2804.02,N,L,7,6,13000,0,0,0,0,2,9000
16954,2013,4,1,24,510,12580.0,604.0,N,L,8,10,58000,0,0,0,0,4,29000
16955,2013,4,1,24,510,12580.0,801.01,N,L,8,19,75000,0,0,1,496000,9,523000
16956,2013,4,1,24,510,12580.0,1202.02,N,L,8,38,735000,1,183000,0,0,20,315000
16957,2013,4,1,24,510,12580.0,1203.0,N,L,8,31,201000,0,0,0,0,18,110000
16958,2013,4,1,24,510,12580.0,1205.0,N,L,8,36,603000,1,250000,0,0,24,410000
16959,2013,4,1,24,510,12580.0,1306.0,N,L,8,106,1532000,2,393000,2,875000,54,1386000
16960,2013,4,1,24,510,12580.0,2501.01,N,L,8,10,42000,0,0,0,0,9,36000
16961,2013,4,1,24,510,12580.0,2701.01,N,L,8,8,84000,0,0,0,0,5,41000
16962,2013,4,1,24,510,12580.0,2701.02,N,L,8,16,94000,1,136000,0,0,11,175000
16963,2013,4,1,24,510,12580.0,2703.01,N,L,8,28,258000,0,0,0,0,20,222000
16964,2013,4,1,24,510,12580.0,2703.02,N,L,8,8,176000,0,0,3,979000,5,414000
16965,2013,4,1,24,510,12580.0,2704.01,N,L,8,33,160000,2,322000,2,1000000,23,399000
16966,2013,4,1,24,510,12580.0,2704.02,N,L,8,23,262000,1,125000,0,0,9,117000
16967,2013,4,1,24,510,12580.0,2705.01,N,L,8,27,361000,1,249000,0,0,19,467000
16968,2013,4,1,24,510,12580.0,2708.01,N,L,8,25,96000,0,0,0,0,17,58000
16969,2013,4,1,24,510,12580.0,2708.03,N,L,8,21,321000,0,0,1,300000,16,303000
16970,2013,4,1,24,510,12580.0,2708.05,N,L,8,19,327000,1,203000,1,500000,12,464000
16971,2013,4,1,24,510,12580.0,2709.03,N,L,8,20,149000,0,0,0,0,8,68000
16972,2013,4,1,24,510,12580.0,2719.0,N,L,8,39,439000,3,570000,3,1125000,25,528000
16973,2013,4,1,24,510,12580.0,2802.0,N,L,8,25,245000,0,0,1,350000,17,470000
16974,2013,4,1,24,510,12580.0,2804.01,N,L,8,23,80000,0,0,0,0,16,54000
16975,2013,4,1,24,510,12580.0,2804.03,N,L,8,28,142000,0,0,0,0,17,80000
16977,2013,4,1,24,510,12580.0,102.0,N,L,9,42,330000,0,0,1,251000,33,481000
16978,2013,4,1,24,510,12580.0,401.0,N,L,9,371,5443000,24,4282000,28,17140000,180,5939000
16979,2013,4,1,24,510,12580.0,902.0,N,L,9,22,263000,0,0,0,0,15,244000
16980,2013,4,1,24,510,12580.0,903.0,N,L,9,16,255000,0,0,1,530000,10,614000
16981,2013,4,1,24,510,12580.0,1308.04,N,L,9,43,843000,0,0,0,0,17,298000
16982,2013,4,1,24,510,12580.0,2404.0,N,L,9,64,784000,1,225000,1,550000,35,278000
16983,2013,4,1,24,510,12580.0,2702.0,N,L,9,24,314000,1,200000,0,0,9,128000
16984,2013,4,1,24,510,12580.0,2707.03,N,L,9,34,459000,1,236000,0,0,21,498000
16985,2013,4,1,24,510,12580.0,2708.04,N,L,9,15,186000,0,0,0,0,11,166000
16987,2013,4,1,24,510,12580.0,101.0,N,L,10,55,651000,1,200000,1,325000,28,272000
16988,2013,4,1,24,510,12580.0,201.0,N,L,10,25,221000,0,0,0,0,9,52000
16989,2013,4,1,24,510,12580.0,1307.0,N,L,10,60,847000,6,1056000,3,1299000,32,1089000
16990,2013,4,1,24,510,12580.0,1308.06,N,L,10,59,579000,3,615000,2,1393000,30,1158000
16991,2013,4,1,24,510,12580.0,2705.02,N,L,10,36,404000,1,250000,0,0,23,284000
16992,2013,4,1,24,510,12580.0,2706.0,N,L,10,23,139000,1,175000,0,0,15,267000
16993,2013,4,1,24,510,12580.0,2720.03,N,L,10,145,1454000,0,0,0,0,91,911000
16995,2013,4,1,24,510,12580.0,1102.0,N,L,11,140,1776000,9,1554000,9,4653000,58,3246000
16996,2013,4,1,24,510,12580.0,2401.0,N,L,11,63,1041000,4,739000,2,548000,37,813000
16997,2013,4,1,24,510,12580.0,2609.0,N,L,11,75,813000,1,160000,5,2664000,41,1425000
16999,2013,4,1,24,510,12580.0,203.0,N,L,12,110,1298000,6,1087000,7,3223000,63,1989000
17000,2013,4,1,24,510,12580.0,1308.05,N,L,12,16,251000,1,200000,0,0,10,58000
17002,2013,4,1,24,510,12580.0,103.0,N,L,13,20,143000,0,0,1,325000,9,371000
17003,2013,4,1,24,510,12580.0,104.0,N,L,13,99,1393000,8,1772000,4,1968000,59,1470000
17004,2013,4,1,24,510,12580.0,105.0,N,L,13,21,356000,0,0,0,0,14,103000
17005,2013,4,1,24,510,12580.0,1201.0,N,L,13,60,685000,1,110000,0,0,26,260000
17006,2013,4,1,24,510,12580.0,1202.01,N,L,13,14,63000,0,0,1,350000,11,403000
17007,2013,4,1,24,510,12580.0,1401.0,N,L,13,41,496000,0,0,0,0,28,259000
17008,2013,4,1,24,510,12580.0,2201.0,N,L,13,85,1516000,2,400000,10,5593000,39,1916000
17009,2013,4,1,24,510,12580.0,2302.0,N,L,13,56,672000,3,387000,4,2863000,31,1496000
17010,2013,4,1,24,510,12580.0,2402.0,N,L,13,54,816000,1,250000,3,2065000,33,1235000
17011,2013,4,1,24,510,12580.0,2403.0,N,L,13,30,232000,0,0,0,0,19,99000
17012,2013,4,1,24,510,12580.0,2611.0,N,L,13,39,556000,2,335000,1,300000,23,585000
17013,2013,4,1,24,510,12580.0,2711.02,N,L,13,15,335000,0,0,0,0,12,222000
17014,2013,4,1,24,510,12580.0,2712.0,N,L,13,84,1004000,4,729000,5,3306000,48,1260000
17015,2013,4,1,24,510,12580.0,2713.0,N,L,13,54,903000,1,199000,2,555000,27,589000
17016,2013,4,1,24,510,12580.0,2714.0,N,L,13,81,912000,2,402000,2,1020000,52,1733000
17017,2013,4,1,24,510,12580.0,2715.01,N,L,13,107,1667000,1,169000,4,1750000,69,900000
17018,2013,4,1,24,510,12580.0,2715.03,N,L,13,26,507000,0,0,0,0,11,148000
17020,2013,4,1,24,510,12580.0,2506.0,N,L,14,27,463000,3,555000,3,1461000,3,139000
18022,2013,4,6,24,510,12580.0,1702.0,N,L,1,0,0,0,0,0,0,0,0
18024,2013,4,6,24,510,12580.0,1402.0,N,L,2,0,0,0,0,0,0,0,0
18025,2013,4,6,24,510,12580.0,2502.04,N,L,2,0,0,0,0,0,0,0,0
18026,2013,4,6,24,510,12580.0,2805.0,N,L,2,0,0,0,0,0,0,0,0
18028,2013,4,6,24,510,12580.0,301.0,N,L,3,0,0,0,0,0,0,0,0
18029,2013,4,6,24,510,12580.0,703.0,N,L,3,0,0,0,0,0,0,0,0
18030,2013,4,6,24,510,12580.0,704.0,N,L,3,0,0,0,0,0,0,0,0
18031,2013,4,6,24,510,12580.0,808.0,N,L,3,0,0,0,0,0,0,0,0
18032,2013,4,6,24,510,12580.0,904.0,N,L,3,1,30000,0,0,0,0,0,0
18033,2013,4,6,24,510,12580.0,909.0,N,L,3,0,0,0,0,0,0,0,0
18034,2013,4,6,24,510,12580.0,1002.0,N,L,3,0,0,0,0,0,0,0,0
18035,2013,4,6,24,510,12580.0,1701.0,N,L,3,0,0,0,0,0,0,0,0
18036,2013,4,6,24,510,12580.0,1703.0,N,L,3,0,0,0,0,0,0,0,0
18037,2013,4,6,24,510,12580.0,1801.0,N,L,3,0,0,0,0,0,0,0,0
18038,2013,4,6,24,510,12580.0,1901.0,N,L,3,0,0,0,0,0,0,0,0
18039,2013,4,6,24,510,12580.0,2003.0,N,L,3,0,0,0,0,0,0,0,0
18040,2013,4,6,24,510,12580.0,2606.04,N,L,3,0,0,0,0,0,0,0,0
18042,2013,4,6,24,510,12580.0,801.02,N,L,4,0,0,0,0,0,0,0,0
18043,2013,4,6,24,510,12580.0,803.02,N,L,4,0,0,0,0,0,0,0,0
18044,2013,4,6,24,510,12580.0,804.0,N,L,4,0,0,0,0,0,0,0,0
18045,2013,4,6,24,510,12580.0,807.0,N,L,4,0,0,0,0,0,0,0,0
18046,2013,4,6,24,510,12580.0,907.0,N,L,4,0,0,0,0,0,0,0,0
18047,2013,4,6,24,510,12580.0,1001.0,N,L,4,0,0,0,0,0,0,0,0
18048,2013,4,6,24,510,12580.0,1204.0,N,L,4,0,0,0,0,0,0,0,0
18049,2013,4,6,24,510,12580.0,1302.0,N,L,4,0,0,0,0,0,0,0,0
18050,2013,4,6,24,510,12580.0,1501.0,N,L,4,1,11000,0,0,0,0,0,0
18051,2013,4,6,24,510,12580.0,1502.0,N,L,4,0,0,0,0,0,0,0,0
18052,2013,4,6,24,510,12580.0,1512.0,N,L,4,0,0,0,0,0,0,0,0
18053,2013,4,6,24,510,12580.0,1601.0,N,L,4,0,0,0,0,0,0,0,0
18054,2013,4,6,24,510,12580.0,1602.0,N,L,4,0,0,0,0,0,0,0,0
18055,2013,4,6,24,510,12580.0,1603.0,N,L,4,1,1000,0,0,0,0,0,0
18056,2013,4,6,24,510,12580.0,1604.0,N,L,4,0,0,0,0,0,0,0,0
18057,2013,4,6,24,510,12580.0,1605.0,N,L,4,0,0,0,0,0,0,0,0
18058,2013,4,6,24,510,12580.0,1607.0,N,L,4,0,0,0,0,0,0,0,0
18059,2013,4,6,24,510,12580.0,1802.0,N,L,4,0,0,0,0,0,0,0,0
18060,2013,4,6,24,510,12580.0,1903.0,N,L,4,0,0,0,0,0,0,0,0
18061,2013,4,6,24,510,12580.0,2004.0,N,L,4,1,19000,0,0,0,0,0,0
18062,2013,4,6,24,510,12580.0,2005.0,N,L,4,0,0,0,0,0,0,0,0
18063,2013,4,6,24,510,12580.0,2006.0,N,L,4,0,0,0,0,0,0,0,0
18064,2013,4,6,24,510,12580.0,2502.07,N,L,4,0,0,0,0,0,0,0,0
18065,2013,4,6,24,510,12580.0,2503.01,N,L,4,0,0,0,0,0,0,0,0
18066,2013,4,6,24,510,12580.0,2504.02,N,L,4,0,0,0,0,0,0,0,0
18067,2013,4,6,24,510,12580.0,2505.0,N,L,4,4,94000,0,0,0,0,0,0
18068,2013,4,6,24,510,12580.0,2707.01,N,L,4,0,0,0,0,0,0,0,0
18069,2013,4,6,24,510,12580.0,2720.06,N,L,4,0,0,0,0,0,0,0,0
18071,2013,4,6,24,510,12580.0,402.0,N,L,5,0,0,0,0,0,0,0,0
18072,2013,4,6,24,510,12580.0,602.0,N,L,5,0,0,0,0,0,0,0,0
18073,2013,4,6,24,510,12580.0,701.0,N,L,5,1,37000,0,0,0,0,0,0
18074,2013,4,6,24,510,12580.0,702.0,N,L,5,0,0,0,0,0,0,0,0
18075,2013,4,6,24,510,12580.0,802.0,N,L,5,0,0,0,0,0,0,0,0
18076,2013,4,6,24,510,12580.0,805.0,N,L,5,0,0,0,0,0,0,0,0
18077,2013,4,6,24,510,12580.0,806.0,N,L,5,0,0,0,0,0,0,0,0
18078,2013,4,6,24,510,12580.0,905.0,N,L,5,0,0,0,0,0,0,0,0
18079,2013,4,6,24,510,12580.0,908.0,N,L,5,1,17000,0,0,0,0,0,0
18080,2013,4,6,24,510,12580.0,1206.0,N,L,5,1,10000,0,0,0,0,0,0
18081,2013,4,6,24,510,12580.0,1301.0,N,L,5,0,0,0,0,0,0,0,0
18082,2013,4,6,24,510,12580.0,1303.0,N,L,5,0,0,0,0,0,0,0,0
18083,2013,4,6,24,510,12580.0,1304.0,N,L,5,0,0,0,0,0,0,0,0
18084,2013,4,6,24,510,12580.0,1403.0,N,L,5,0,0,0,0,0,0,0,0
18085,2013,4,6,24,510,12580.0,1503.0,N,L,5,0,0,0,0,0,0,0,0
18086,2013,4,6,24,510,12580.0,1504.0,N,L,5,0,0,0,0,0,0,0,0
18087,2013,4,6,24,510,12580.0,1505.0,N,L,5,0,0,0,0,0,0,0,0
18088,2013,4,6,24,510,12580.0,1508.0,N,L,5,0,0,0,0,0,0,0,0
