rownumber,activity_year,loan_type,action_taken_type,state,county,msa,respondentID,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest
18120,2008,4,1,24.0,510.0,12580.0,34733,3,,1,600000,1,600000
18121,2008,4,1,24.0,510.0,12580.0,26849,3,,1,70000,1,70000
18122,2008,4,1,24.0,510.0,12580.0,12433,3,,17,3591000,10,2742000
18123,2008,4,1,24.0,510.0,12580.0,23160,1,,1667,13110000,12,40000
18124,2008,4,1,24.0,510.0,12580.0,8145,4,,13,2008000,7,605000
18125,2008,4,1,24.0,510.0,12580.0,35575,3,,213,4308000,0,0
18126,2008,4,1,24.0,510.0,12580.0,16971,1,,1544,6811000,774,3553000
18127,2008,4,1,24.0,510.0,12580.0,1461,1,,12,1510000,3,110000
18128,2008,4,1,24.0,510.0,12580.0,60143,2,,3,810000,0,0
18129,2008,4,1,24.0,510.0,12580.0,18112,1,,1,3000,0,0
18130,2008,4,1,24.0,510.0,12580.0,17094,1,,1,384000,1,384000
18131,2008,4,1,24.0,510.0,12580.0,21699,1,,1,382000,1,382000
18132,2008,4,1,24.0,510.0,12580.0,5649,3,,192,1447000,182,1356000
18133,2008,4,1,24.0,510.0,12580.0,22381,1,,1537,10280000,754,6663000
18134,2008,4,1,24.0,510.0,12580.0,209,1,,17,47000,9,23000
18135,2008,4,1,24.0,510.0,12580.0,336,1,,1,350000,0,0
18136,2008,4,1,24.0,510.0,12580.0,4857,3,,2,31000,2,31000
18137,2008,4,1,24.0,510.0,12580.0,7551,3,,1,500000,1,500000
18138,2008,4,1,24.0,510.0,12580.0,33778,3,,508,1991000,108,295000
18139,2008,4,1,24.0,510.0,12580.0,15044,4,,30,838000,1,10000
18140,2008,4,1,24.0,510.0,12580.0,657365,2,,1,170000,1,170000
18141,2008,4,1,24.0,510.0,12580.0,24522,1,,2,525000,1,25000
18142,2008,4,1,24.0,510.0,12580.0,8,1,,22,700000,0,0
18143,2008,4,1,24.0,510.0,12580.0,31263,3,,15,4372000,11,3892000
18144,2008,4,1,24.0,510.0,12580.0,2630,4,,12,253000,9,193000
18145,2008,4,1,24.0,510.0,12580.0,983448,2,,4,2000000,3,1000000
18146,2008,4,1,24.0,510.0,12580.0,501105,2,,188,36108000,58,5050000
18147,2008,4,1,24.0,510.0,12580.0,27374,3,,1,128000,0,0
18148,2008,4,1,24.0,510.0,12580.0,1398580,2,,1,773000,1,773000
18149,2008,4,1,24.0,510.0,12580.0,2137,1,,1,950000,1,950000
18150,2008,4,1,24.0,510.0,12580.0,8083,4,,1,500000,0,0
18151,2008,4,1,24.0,510.0,12580.0,28178,3,,33,6878000,29,5638000
18152,2008,4,1,24.0,510.0,12580.0,83311,2,,52,1199000,35,500000
18153,2008,4,1,24.0,510.0,12580.0,1316,1,,186,54759000,82,18912000
18154,2008,4,1,24.0,510.0,12580.0,15951,3,,60,17838000,15,1355000
18155,2008,4,1,24.0,510.0,12580.0,7714,3,,1,58000,0,0
18156,2008,4,1,24.0,510.0,12580.0,233031,2,,1,110000,0,0
18157,2008,4,1,24.0,510.0,12580.0,23296,3,,1,576000,1,576000
18158,2008,4,1,24.0,510.0,12580.0,506922,2,,10,2892000,4,985000
18159,2008,4,1,24.0,510.0,12580.0,802866,2,,1,800000,0,0
18160,2008,4,1,24.0,510.0,12580.0,4410,4,,1,100000,1,100000
18161,2008,4,1,24.0,510.0,12580.0,14640,4,,8,105000,8,105000
18162,2008,4,1,24.0,510.0,12580.0,15576,1,,2,48000,1,28000
18163,2008,4,1,24.0,510.0,12580.0,675332,2,,196,24243000,112,10453000
18164,2008,4,1,24.0,510.0,12580.0,682611,2,,64,11711000,27,3727000
18165,2008,4,1,24.0,510.0,12580.0,24096,1,,3,380000,2,345000
18166,2008,4,1,24.0,510.0,12580.0,16820,3,,2,601000,1,170000
18167,2008,4,1,24.0,510.0,12580.0,27244,3,,18,4618000,7,988000
18168,2008,4,1,24.0,510.0,12580.0,693224,2,,1,135000,1,135000
18169,2008,4,1,24.0,510.0,12580.0,23446,1,,90,1019000,51,632000
18170,2008,4,1,24.0,510.0,12580.0,1,1,,288,51381000,136,7804000
18171,2008,4,1,24.0,510.0,12580.0,1741,1,,249,9350000,191,6565000
18172,2008,4,1,24.0,510.0,12580.0,272218,2,,3,74000,3,74000
18173,2008,4,1,24.0,510.0,12580.0,12090,4,,7,3747000,3,1240000
18174,2008,4,1,24.0,510.0,12580.0,23301,3,,4,1463000,3,663000
18175,2008,4,1,24.0,510.0,12580.0,7938,4,,1,350000,1,350000
18900,2008,4,6,24.0,510.0,12580.0,15648,4,,12,69000,0,0
18901,2008,4,6,24.0,510.0,12580.0,23543,1,,4,872000,4,872000
18902,2008,4,6,24.0,510.0,12580.0,23160,1,,164,942000,71,421000
18903,2008,4,6,24.0,510.0,12580.0,33778,3,,48,3201000,0,0
18904,2008,4,6,24.0,510.0,12580.0,8,1,,3,2123000,3,2123000
18905,2008,4,6,24.0,510.0,12580.0,24634,1,,6,1111000,5,1004000
18906,2008,4,6,24.0,510.0,12580.0,23446,1,,7,148000,0,0
19222,2008,5,1,24.0,510.0,12580.0,24828,1,,18,76000,13,26000
19223,2008,5,1,24.0,510.0,12580.0,23160,1,,11,97000,0,0
19224,2008,5,1,24.0,510.0,12580.0,22381,1,,1,6000,0,0
19225,2008,5,1,24.0,510.0,12580.0,14163,1,,1,100000,1,100000
19472,2008,5,6,24.0,510.0,12580.0,33778,3,,1,37000,0,0
18359,2007,4,1,24.0,510.0,12580.0,31286,3,,53,16065000,34,9644000
18360,2007,4,1,24.0,510.0,12580.0,33535,3,,516,4521000,516,4521000
18361,2007,4,1,24.0,510.0,12580.0,15648,4,,4710,28134000,527,6281000
18362,2007,4,1,24.0,510.0,12580.0,18432,1,,1,580000,1,580000
18363,2007,4,1,24.0,510.0,12580.0,13044,1,,179,34350000,45,3275000
18364,2007,4,1,24.0,510.0,12580.0,3514,3,,2,553000,0,0
18365,2007,4,1,24.0,510.0,12580.0,34780,3,,53,726000,20,220000
18366,2007,4,1,24.0,510.0,12580.0,42,1,,2,134000,0,0
18367,2007,4,1,24.0,510.0,12580.0,9846,3,,105,21991000,42,8916000
18368,2007,4,1,24.0,510.0,12580.0,17777,4,,3,380000,3,380000
18369,2007,4,1,24.0,510.0,12580.0,13181,4,,1223,5032000,510,2408000
18370,2007,4,1,24.0,510.0,12580.0,34733,3,,2,1885000,2,1885000
18371,2007,4,1,24.0,510.0,12580.0,26849,3,,1,84000,1,84000
18372,2007,4,1,24.0,510.0,12580.0,12433,3,,12,1752000,5,747000
18373,2007,4,1,24.0,510.0,12580.0,26610,3,,2,650000,2,650000
18374,2007,4,1,24.0,510.0,12580.0,23160,1,,1979,15188000,0,0
18375,2007,4,1,24.0,510.0,12580.0,8145,4,,21,4304000,8,555000
18376,2007,4,1,24.0,510.0,12580.0,35575,3,,249,6934000,0,0
18377,2007,4,1,24.0,510.0,12580.0,16971,1,,2791,12909000,1633,8012000
18378,2007,4,1,24.0,510.0,12580.0,1461,1,,10,1132000,8,402000
18379,2007,4,1,24.0,510.0,12580.0,57282,3,,3,75000,3,75000
18380,2007,4,1,24.0,510.0,12580.0,12984,3,,1,329000,0,0
18381,2007,4,1,24.0,510.0,12580.0,5649,3,,101,846000,85,689000
18382,2007,4,1,24.0,510.0,12580.0,22381,1,,2403,24649000,1397,17123000
18383,2007,4,1,24.0,510.0,12580.0,209,1,,39,217000,0,0
18384,2007,4,1,24.0,510.0,12580.0,26665,3,,1,75000,1,75000
18385,2007,4,1,24.0,510.0,12580.0,336,1,,3,1259000,0,0
18386,2007,4,1,24.0,510.0,12580.0,4857,3,,4,40000,4,40000
18387,2007,4,1,24.0,510.0,12580.0,11063,3,,5,1098000,0,0
18388,2007,4,1,24.0,510.0,12580.0,33778,3,,711,4186000,53,222000
18389,2007,4,1,24.0,510.0,12580.0,15044,4,,6,13000,1,5000
18390,2007,4,1,24.0,510.0,12580.0,24489,1,,1,17000,0,0
18391,2007,4,1,24.0,510.0,12580.0,657365,2,,6,1810000,6,1810000
18392,2007,4,1,24.0,510.0,12580.0,24522,1,,2,510000,0,0
18393,2007,4,1,24.0,510.0,12580.0,8,1,,30,1031000,0,0
18394,2007,4,1,24.0,510.0,12580.0,31263,3,,27,7123000,15,3875000
18395,2007,4,1,24.0,510.0,12580.0,14362,1,,1,75000,0,0
18396,2007,4,1,24.0,510.0,12580.0,6069,4,,2,886000,2,886000
18397,2007,4,1,24.0,510.0,12580.0,2630,4,,2,105000,0,0
18398,2007,4,1,24.0,510.0,12580.0,983448,2,,1,500000,0,0
18399,2007,4,1,24.0,510.0,12580.0,501105,2,,230,54189000,68,7494000
18400,2007,4,1,24.0,510.0,12580.0,27374,3,,1,42000,0,0
18401,2007,4,1,24.0,510.0,12580.0,8083,4,,1,300000,0,0
18402,2007,4,1,24.0,510.0,12580.0,32749,3,,5,34000,3,14000
18403,2007,4,1,24.0,510.0,12580.0,28178,3,,12,3655000,11,3565000
18404,2007,4,1,24.0,510.0,12580.0,83311,2,,13,230000,10,167000
18405,2007,4,1,24.0,510.0,12580.0,1316,1,,216,55318000,96,18295000
18406,2007,4,1,24.0,510.0,12580.0,15951,3,,56,16635000,19,3225000
18407,2007,4,1,24.0,510.0,12580.0,7714,3,,1,49000,0,0
18408,2007,4,1,24.0,510.0,12580.0,506922,2,,18,3156000,8,935000
18409,2007,4,1,24.0,510.0,12580.0,576710,2,,1,100000,1,100000
18410,2007,4,1,24.0,510.0,12580.0,14640,4,,1,35000,1,35000
18411,2007,4,1,24.0,510.0,12580.0,15576,1,,3,138000,0,0
18412,2007,4,1,24.0,510.0,12580.0,675332,2,,260,23254000,159,10137000
18413,2007,4,1,24.0,510.0,12580.0,818625,2,,68,14711000,30,4772000
18414,2007,4,1,24.0,510.0,12580.0,682611,2,,1,50000,1,50000
18415,2007,4,1,24.0,510.0,12580.0,24096,1,,3,1458000,3,1458000
18416,2007,4,1,24.0,510.0,12580.0,16820,3,,3,724000,0,0
18417,2007,4,1,24.0,510.0,12580.0,27244,3,,18,4390000,4,622000
18418,2007,4,1,24.0,510.0,12580.0,23446,1,,59,555000,35,279000
18419,2007,4,1,24.0,510.0,12580.0,1,1,,362,59267000,189,13154000
18420,2007,4,1,24.0,510.0,12580.0,8551,4,,146,2682000,144,2677000
18421,2007,4,1,24.0,510.0,12580.0,1741,1,,337,12362000,263,9193000
18422,2007,4,1,24.0,510.0,12580.0,272218,2,,2,15000,0,0
18423,2007,4,1,24.0,510.0,12580.0,23301,3,,1,565000,1,565000
18424,2007,4,1,24.0,510.0,12580.0,7938,4,,1,200000,1,200000
18425,2007,4,1,24.0,510.0,12580.0,4341,1,,2,414000,2,414000
19135,2007,4,6,24.0,510.0,12580.0,18112,1,,2,8000,0,0
19136,2007,4,6,24.0,510.0,12580.0,24634,1,,1,96000,1,96000
19137,2007,4,6,24.0,510.0,12580.0,17114,1,,1,96000,0,0
19138,2007,4,6,24.0,510.0,12580.0,57053,3,,1,608000,0,0
19139,2007,4,6,24.0,510.0,12580.0,1741,1,,4,160000,0,0
19444,2007,5,1,24.0,510.0,12580.0,13044,1,,1,20000,1,20000
19445,2007,5,1,24.0,510.0,12580.0,13181,4,,29,85000,22,75000
19446,2007,5,1,24.0,510.0,12580.0,23160,1,,2,27000,0,0
19447,2007,5,1,24.0,510.0,12580.0,14163,1,,1,100000,1,100000
18013,2006,4,1,24.0,510.0,12580.0,31286,3,,46,12374000,31,8469000
18014,2006,4,1,24.0,510.0,12580.0,33535,3,,511,5150000,511,5150000
18015,2006,4,1,24.0,510.0,12580.0,15648,4,,5775,19691000,597,4889000
18016,2006,4,1,24.0,510.0,12580.0,809324,2,,1,300000,1,300000
18017,2006,4,1,24.0,510.0,12580.0,23695,1,,1,82000,0,0
18018,2006,4,1,24.0,510.0,12580.0,13044,1,,228,38894000,72,6343000
18019,2006,4,1,24.0,510.0,12580.0,22106,1,,1619,19107000,792,12743000
18020,2006,4,1,24.0,510.0,12580.0,12986,3,,2,127000,1,100000
18021,2006,4,1,24.0,510.0,12580.0,31203,3,,1,20000,1,20000
18022,2006,4,1,24.0,510.0,12580.0,34780,3,,50,940000,9,125000
18023,2006,4,1,24.0,510.0,12580.0,22584,3,,3,1550000,0,0
18024,2006,4,1,24.0,510.0,12580.0,9846,3,,96,25188000,41,7767000
18025,2006,4,1,24.0,510.0,12580.0,11578,3,,2,550000,1,200000
18026,2006,4,1,24.0,510.0,12580.0,13181,4,,891,4191000,342,1805000
18027,2006,4,1,24.0,510.0,12580.0,12433,3,,14,2022000,8,1117000
18028,2006,4,1,24.0,510.0,12580.0,23160,1,,1320,10387000,0,0
18029,2006,4,1,24.0,510.0,12580.0,8145,4,,7,1653000,0,0
18030,2006,4,1,24.0,510.0,12580.0,16971,1,,2265,10864000,1406,7137000
18031,2006,4,1,24.0,510.0,12580.0,1461,1,,2,40000,2,40000
18032,2006,4,1,24.0,510.0,12580.0,57282,3,,2,72000,1,49000
18033,2006,4,1,24.0,510.0,12580.0,17484,3,,1,206000,1,206000
18034,2006,4,1,24.0,510.0,12580.0,12984,3,,3,244000,1,40000
18035,2006,4,1,24.0,510.0,12580.0,5649,3,,44,406000,42,388000
18036,2006,4,1,24.0,510.0,12580.0,2652092,2,,1,75000,0,0
18037,2006,4,1,24.0,510.0,12580.0,12054,3,,2,1441000,0,0
18038,2006,4,1,24.0,510.0,12580.0,802129,2,,1,250000,0,0
18039,2006,4,1,24.0,510.0,12580.0,22381,1,,620,6460000,263,3899000
18040,2006,4,1,24.0,510.0,12580.0,209,1,,7,33000,1,5000
18041,2006,4,1,24.0,510.0,12580.0,336,1,,5,1062000,2,35000
18042,2006,4,1,24.0,510.0,12580.0,4857,3,,1,375000,1,375000
18043,2006,4,1,24.0,510.0,12580.0,11063,3,,1,79000,1,79000
18044,2006,4,1,24.0,510.0,12580.0,14579,1,,1,132000,1,132000
18045,2006,4,1,24.0,510.0,12580.0,33778,3,,531,2001000,73,203000
18046,2006,4,1,24.0,510.0,12580.0,15044,4,,79,144000,3,25000
18047,2006,4,1,24.0,510.0,12580.0,657365,2,,5,960000,4,660000
18048,2006,4,1,24.0,510.0,12580.0,8,1,,33,1447000,1,25000
18049,2006,4,1,24.0,510.0,12580.0,31263,3,,18,4842000,12,2997000
18050,2006,4,1,24.0,510.0,12580.0,501105,2,,257,50646000,82,6902000
18051,2006,4,1,24.0,510.0,12580.0,24095,1,,429,3152000,128,1341000
18052,2006,4,1,24.0,510.0,12580.0,20347,3,,184,53257000,66,12346000
18053,2006,4,1,24.0,510.0,12580.0,13779,3,,5,568000,0,0
18054,2006,4,1,24.0,510.0,12580.0,18933,3,,3,275000,1,15000
18055,2006,4,1,24.0,510.0,12580.0,1398580,2,,1,400000,1,400000
18056,2006,4,1,24.0,510.0,12580.0,786,1,,1,77000,0,0
18057,2006,4,1,24.0,510.0,12580.0,8083,4,,1,200000,0,0
18058,2006,4,1,24.0,510.0,12580.0,15985,3,,11,3007000,1,24000
18059,2006,4,1,24.0,510.0,12580.0,28178,3,,1,21000,0,0
18060,2006,4,1,24.0,510.0,12580.0,83311,2,,2,351000,1,1000
18061,2006,4,1,24.0,510.0,12580.0,1316,1,,14,2965000,6,1080000
18062,2006,4,1,24.0,510.0,12580.0,15951,3,,73,23186000,22,4521000
18063,2006,4,1,24.0,510.0,12580.0,18962,3,,1,630000,1,630000
18064,2006,4,1,24.0,510.0,12580.0,506922,2,,10,2580000,5,1182000
18065,2006,4,1,24.0,510.0,12580.0,802866,2,,1,1000000,0,0
18066,2006,4,1,24.0,510.0,12580.0,14640,4,,2,41000,2,41000
18067,2006,4,1,24.0,510.0,12580.0,15576,1,,4,167000,3,138000
18068,2006,4,1,24.0,510.0,12580.0,675332,2,,254,25438000,151,9934000
18069,2006,4,1,24.0,510.0,12580.0,818625,2,,57,12462000,27,5780000
18070,2006,4,1,24.0,510.0,12580.0,189419,2,,2,400000,0,0
18071,2006,4,1,24.0,510.0,12580.0,543253,2,,1,394000,1,394000
18072,2006,4,1,24.0,510.0,12580.0,24096,1,,8,2223000,8,2223000
18073,2006,4,1,24.0,510.0,12580.0,34341,3,,1,206000,1,206000
18074,2006,4,1,24.0,510.0,12580.0,16820,3,,9,701000,1,25000
18075,2006,4,1,24.0,510.0,12580.0,4364,1,,8,1522000,2,455000
18076,2006,4,1,24.0,510.0,12580.0,27244,3,,19,4521000,3,500000
18077,2006,4,1,24.0,510.0,12580.0,365325,2,,1,100000,1,100000
18078,2006,4,1,24.0,510.0,12580.0,23446,1,,38,322000,30,252000
18079,2006,4,1,24.0,510.0,12580.0,1,1,,326,61808000,134,14679000
18080,2006,4,1,24.0,510.0,12580.0,8551,4,,96,476000,0,0
18081,2006,4,1,24.0,510.0,12580.0,2597,1,,1,100000,0,0
18082,2006,4,1,24.0,510.0,12580.0,1741,1,,355,11655000,267,8220000
18083,2006,4,1,24.0,510.0,12580.0,23301,3,,1,358000,1,358000
18084,2006,4,1,24.0,510.0,12580.0,4341,1,,4,2055000,3,1538000
18788,2006,4,6,24.0,510.0,12580.0,18112,1,,1,1000,0,0
18789,2006,4,6,24.0,510.0,12580.0,15985,3,,1,825000,0,0
18790,2006,4,6,24.0,510.0,12580.0,57053,3,,2,658000,0,0
19105,2006,5,1,24.0,510.0,12580.0,22106,1,,2,47000,1,40000
19106,2006,5,1,24.0,510.0,12580.0,9846,3,,2,304000,1,79000
19107,2006,5,1,24.0,510.0,12580.0,13181,4,,14,67000,9,49000
19108,2006,5,1,24.0,510.0,12580.0,22381,1,,1,20000,1,20000
19109,2006,5,1,24.0,510.0,12580.0,14163,1,,1,101000,1,101000
19110,2006,5,1,24.0,510.0,12580.0,24,1,,2,383000,2,383000
17649,2005,4,1,24.0,510.0,12580.0,31286,3,,47,14090000,35,9915000
17650,2005,4,1,24.0,510.0,12580.0,33535,3,,393,3426000,393,3426000
17651,2005,4,1,24.0,510.0,12580.0,27471,3,,1,10000,0,0
17652,2005,4,1,24.0,510.0,12580.0,17123,3,,1,125000,1,125000
17653,2005,4,1,24.0,510.0,12580.0,18432,1,,1,525000,1,525000
17654,2005,4,1,24.0,510.0,12580.0,5915,3,,23,253000,0,0
17655,2005,4,1,24.0,510.0,12580.0,13044,1,,305,49903000,121,11712000
17656,2005,4,1,24.0,510.0,12580.0,22106,1,,1167,11797000,589,7156000
17657,2005,4,1,24.0,510.0,12580.0,821120,2,,1,46000,0,0
17658,2005,4,1,24.0,510.0,12580.0,34780,3,,25,490000,11,181000
17659,2005,4,1,24.0,510.0,12580.0,22584,3,,3,1100000,0,0
17660,2005,4,1,24.0,510.0,12580.0,9846,3,,108,24085000,37,5497000
17661,2005,4,1,24.0,510.0,12580.0,11578,3,,1,200000,1,200000
17662,2005,4,1,24.0,510.0,12580.0,13181,4,,1193,5074000,553,2678000
17663,2005,4,1,24.0,510.0,12580.0,12433,3,,25,3336000,17,1606000
17664,2005,4,1,24.0,510.0,12580.0,23160,1,,670,4946000,4,41000
17665,2005,4,1,24.0,510.0,12580.0,8145,4,,4,1225000,0,0
17666,2005,4,1,24.0,510.0,12580.0,24281,1,,1970,8911000,705,4209000
17667,2005,4,1,24.0,510.0,12580.0,1235,4,,11,1090000,1,25000
17668,2005,4,1,24.0,510.0,12580.0,57282,3,,3,203000,1,25000
17669,2005,4,1,24.0,510.0,12580.0,60143,2,,1,1000000,0,0
17670,2005,4,1,24.0,510.0,12580.0,17094,1,,1,50000,0,0
17671,2005,4,1,24.0,510.0,12580.0,12984,3,,9,817000,1,242000
17672,2005,4,1,24.0,510.0,12580.0,12054,3,,1,250000,0,0
17673,2005,4,1,24.0,510.0,12580.0,802129,2,,1,27000,0,0
17674,2005,4,1,24.0,510.0,12580.0,723112,2,,1,800000,0,0
17675,2005,4,1,24.0,510.0,12580.0,209,1,,8,49000,2,6000
17676,2005,4,1,24.0,510.0,12580.0,336,1,,6,855000,4,310000
17677,2005,4,1,24.0,510.0,12580.0,11063,3,,3,119000,2,94000
17678,2005,4,1,24.0,510.0,12580.0,33778,3,,784,2944000,86,348000
17679,2005,4,1,24.0,510.0,12580.0,15044,4,,125,168000,0,0
17680,2005,4,1,24.0,510.0,12580.0,657365,2,,1,250000,1,250000
17681,2005,4,1,24.0,510.0,12580.0,8,1,,2,90000,2,90000
17682,2005,4,1,24.0,510.0,12580.0,14362,1,,1,607000,1,607000
17683,2005,4,1,24.0,510.0,12580.0,501105,2,,266,45697000,96,6814000
17684,2005,4,1,24.0,510.0,12580.0,24095,1,,1418,11957000,704,5523000
17685,2005,4,1,24.0,510.0,12580.0,20347,3,,181,51677000,61,15599000
17686,2005,4,1,24.0,510.0,12580.0,13779,3,,7,157000,2,34000
17687,2005,4,1,24.0,510.0,12580.0,11652,3,,1,780000,0,0
17688,2005,4,1,24.0,510.0,12580.0,18933,3,,1,30000,1,30000
17689,2005,4,1,24.0,510.0,12580.0,27374,3,,1,40000,0,0
17690,2005,4,1,24.0,510.0,12580.0,1398580,2,,3,1700000,3,1700000
17691,2005,4,1,24.0,510.0,12580.0,23019,1,,1,35000,1,35000
17692,2005,4,1,24.0,510.0,12580.0,8083,4,,1,1000000,0,0
17693,2005,4,1,24.0,510.0,12580.0,15985,3,,1,825000,0,0
17694,2005,4,1,24.0,510.0,12580.0,679,3,,1,350000,0,0
17695,2005,4,1,24.0,510.0,12580.0,1316,1,,5,2904000,2,889000
17696,2005,4,1,24.0,510.0,12580.0,15951,3,,72,20843000,21,2515000
17697,2005,4,1,24.0,510.0,12580.0,506922,2,,17,4526000,10,2480000
17698,2005,4,1,24.0,510.0,12580.0,802866,2,,1,125000,0,0
17699,2005,4,1,24.0,510.0,12580.0,4410,4,,2,750000,2,750000
17700,2005,4,1,24.0,510.0,12580.0,32158,3,,1,80000,1,80000
17701,2005,4,1,24.0,510.0,12580.0,675332,2,,212,17682000,128,6294000
17702,2005,4,1,24.0,510.0,12580.0,818625,2,,49,7991000,28,3743000
17703,2005,4,1,24.0,510.0,12580.0,682611,2,,1,25000,0,0
17704,2005,4,1,24.0,510.0,12580.0,543253,2,,1,396000,1,396000
17705,2005,4,1,24.0,510.0,12580.0,16820,3,,8,2308000,4,1325000
17706,2005,4,1,24.0,510.0,12580.0,4364,1,,12,2299000,9,1794000
17707,2005,4,1,24.0,510.0,12580.0,27244,3,,18,3860000,5,1496000
17708,2005,4,1,24.0,510.0,12580.0,23446,1,,31,226000,23,150000
17709,2005,4,1,24.0,510.0,12580.0,24,1,,1,512000,0,0
17710,2005,4,1,24.0,510.0,12580.0,1,1,,252,48729000,92,12807000
17711,2005,4,1,24.0,510.0,12580.0,1741,1,,307,10096000,237,7327000
17712,2005,4,1,24.0,510.0,12580.0,12884,3,,1,10000,1,10000
17713,2005,4,1,24.0,510.0,12580.0,24920,3,,1,220000,1,220000
17714,2005,4,1,24.0,510.0,12580.0,4341,1,,1,423000,1,423000
18420,2005,4,6,24.0,510.0,12580.0,8,1,,21,670000,0,0
18421,2005,4,6,24.0,510.0,12580.0,57053,3,,1,207000,0,0
18422,2005,4,6,24.0,510.0,12580.0,4410,4,,4,706000,0,0
18738,2005,5,1,24.0,510.0,12580.0,22106,1,,2,11000,0,0
18739,2005,5,1,24.0,510.0,12580.0,9846,3,,1,105000,1,105000
18740,2005,5,1,24.0,510.0,12580.0,13181,4,,17,60000,16,58000
18741,2005,5,1,24.0,510.0,12580.0,23160,1,,1,5000,0,0
18742,2005,5,1,24.0,510.0,12580.0,1,1,,2,275000,0,0
19018,2004,4,1,24.0,510.0,12580.0,31286,3,,44,13382000,25,6251000
19019,2004,4,1,24.0,510.0,12580.0,33535,3,,283,2221000,0,0
19020,2004,4,1,24.0,510.0,12580.0,27471,3,,263,2000000,200,1233000
19021,2004,4,1,24.0,510.0,12580.0,245333,2,,2,50000,2,50000
19022,2004,4,1,24.0,510.0,12580.0,5915,3,,28,125000,0,0
19023,2004,4,1,24.0,510.0,12580.0,13044,1,,256,41577000,118,9887000
19024,2004,4,1,24.0,510.0,12580.0,22106,1,,577,6856000,373,3925000
19025,2004,4,1,24.0,510.0,12580.0,3514,3,,1,254000,0,0
19026,2004,4,1,24.0,510.0,12580.0,34780,3,,32,957000,3,35000
19027,2004,4,1,24.0,510.0,12580.0,22584,3,,2,350000,1,250000
19028,2004,4,1,24.0,510.0,12580.0,9846,3,,99,21706000,36,6227000
19029,2004,4,1,24.0,510.0,12580.0,5874,3,,1,14000,1,14000
19030,2004,4,1,24.0,510.0,12580.0,13181,4,,1897,5017000,219,478000
19031,2004,4,1,24.0,510.0,12580.0,12433,3,,41,7690000,23,2911000
19032,2004,4,1,24.0,510.0,12580.0,23160,1,,407,3914000,32,315000
19033,2004,4,1,24.0,510.0,12580.0,8145,4,,5,2075000,0,0
19034,2004,4,1,24.0,510.0,12580.0,24281,1,,1797,8556000,515,2530000
19035,2004,4,1,24.0,510.0,12580.0,1235,4,,8,339000,2,36000
19036,2004,4,1,24.0,510.0,12580.0,1461,1,,1,35000,1,35000
19037,2004,4,1,24.0,510.0,12580.0,7796,3,,1,200000,0,0
19038,2004,4,1,24.0,510.0,12580.0,60143,2,,3,1390000,2,890000
19039,2004,4,1,24.0,510.0,12580.0,20500,1,,1,10000,0,0
19040,2004,4,1,24.0,510.0,12580.0,33583,3,,1,550000,1,550000
19041,2004,4,1,24.0,510.0,12580.0,12984,3,,9,790000,1,34000
19042,2004,4,1,24.0,510.0,12580.0,12054,3,,2,325000,0,0
19043,2004,4,1,24.0,510.0,12580.0,802129,2,,2,188000,1,150000
19044,2004,4,1,24.0,510.0,12580.0,723112,2,,4,1550000,3,550000
19045,2004,4,1,24.0,510.0,12580.0,209,1,,13,67000,3,11000
19046,2004,4,1,24.0,510.0,12580.0,26665,3,,1,250000,1,250000
19047,2004,4,1,24.0,510.0,12580.0,336,1,,4,160000,1,50000
19048,2004,4,1,24.0,510.0,12580.0,200,1,,94,1088000,19,441000
19049,2004,4,1,24.0,510.0,12580.0,33778,3,,643,2334000,51,206000
19050,2004,4,1,24.0,510.0,12580.0,8,1,,3,165000,3,165000
19051,2004,4,1,24.0,510.0,12580.0,31263,3,,21,3497000,12,1850000
19052,2004,4,1,24.0,510.0,12580.0,22859,1,,6,35000,2,7000
19053,2004,4,1,24.0,510.0,12580.0,9243,3,,1,750000,0,0
19054,2004,4,1,24.0,510.0,12580.0,501105,2,,324,54767000,132,9948000
19055,2004,4,1,24.0,510.0,12580.0,23430,1,,1,50000,1,50000
19056,2004,4,1,24.0,510.0,12580.0,24095,1,,1494,8621000,634,3149000
19057,2004,4,1,24.0,510.0,12580.0,6301,1,,1,55000,0,0
19058,2004,4,1,24.0,510.0,12580.0,20347,3,,197,57726000,86,15981000
19059,2004,4,1,24.0,510.0,12580.0,13779,3,,15,2407000,7,1707000
19060,2004,4,1,24.0,510.0,12580.0,11652,3,,1,1000000,0,0
19061,2004,4,1,24.0,510.0,12580.0,21415,3,,3,1875000,1,375000
19062,2004,4,1,24.0,510.0,12580.0,21669,1,,4,1708000,4,1708000
19063,2004,4,1,24.0,510.0,12580.0,10660,1,,1,117000,1,117000
19064,2004,4,1,24.0,510.0,12580.0,8475,4,,1,122000,1,122000
19065,2004,4,1,24.0,510.0,12580.0,13879,3,,2,395000,2,395000
19066,2004,4,1,24.0,510.0,12580.0,1316,1,,1,250000,0,0
19067,2004,4,1,24.0,510.0,12580.0,15951,3,,85,18046000,31,3211000
19068,2004,4,1,24.0,510.0,12580.0,19333,3,,1,411000,0,0
19069,2004,4,1,24.0,510.0,12580.0,506922,2,,8,1896000,2,307000
19070,2004,4,1,24.0,510.0,12580.0,675332,2,,206,19952000,140,9307000
19071,2004,4,1,24.0,510.0,12580.0,29973,3,,42,6379000,25,3879000
