rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,nLoans,amtLoans
8511,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
8512,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,2,2,70000,0,0,0,0,2,70000,0,0,2,70000
8513,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,3,14,277000,0,0,0,0,13,252000,0,0,14,277000
8514,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,4,44,1513000,2,247000,1,578000,31,1481000,0,0,47,2338000
8515,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,5,51,1511000,2,261000,1,750000,37,969000,0,0,54,2522000
8516,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,6,93,2728000,2,255000,2,1500000,67,1780000,0,0,97,4483000
8517,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,7,42,817000,2,304000,1,300000,36,874000,0,0,45,1421000
8518,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,8,27,898000,0,0,0,0,23,715000,0,0,27,898000
8519,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,9,70,2188000,0,0,3,1450000,46,1346000,0,0,73,3638000
8520,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,10,25,762000,1,200000,0,0,22,609000,0,0,26,962000
8521,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,11,34,1054000,1,129000,0,0,24,812000,0,0,35,1183000
8522,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,12,10,267000,0,0,0,0,7,164000,0,0,10,267000
8523,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,13,89,3461000,0,0,1,797000,63,2414000,0,0,90,4258000
8524,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,14,3,96000,0,0,1,500000,1,15000,0,0,4,596000
8525,1,1,2017,4,1,24,510,12580.0,171.0,N,N,L,15,5,246000,0,0,0,0,3,179000,0,0,5,246000
27249,8,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
27250,8,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
27251,8,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
27252,8,1,2017,4,1,24,510,12580.0,,N,N,L,4,1,27000,1,148000,0,0,0,0,0,0,2,175000
27253,8,1,2017,4,1,24,510,12580.0,,N,N,L,5,3,116000,0,0,0,0,0,0,0,0,3,116000
27254,8,1,2017,4,1,24,510,12580.0,,N,N,L,6,4,117000,0,0,0,0,0,0,0,0,4,117000
27255,8,1,2017,4,1,24,510,12580.0,,N,N,L,7,1,24000,0,0,0,0,0,0,0,0,1,24000
27256,8,1,2017,4,1,24,510,12580.0,,N,N,L,8,1,29000,1,133000,0,0,0,0,0,0,2,162000
27257,8,1,2017,4,1,24,510,12580.0,,N,N,L,9,2,28000,0,0,0,0,0,0,0,0,2,28000
27258,8,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
27259,8,1,2017,4,1,24,510,12580.0,,N,N,L,11,1,46000,0,0,0,0,0,0,0,0,1,46000
27260,8,1,2017,4,1,24,510,12580.0,,N,N,L,12,1,25000,0,0,0,0,0,0,0,0,1,25000
27261,8,1,2017,4,1,24,510,12580.0,,N,N,L,13,1,24000,0,0,0,0,0,0,0,0,1,24000
27262,8,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
27263,8,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
45105,24,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
45106,24,1,2017,4,1,24,510,12580.0,,N,N,L,2,1,5000,0,0,0,0,0,0,0,0,1,5000
45107,24,1,2017,4,1,24,510,12580.0,,N,N,L,3,7,62000,0,0,0,0,6,50000,0,0,7,62000
45108,24,1,2017,4,1,24,510,12580.0,,N,N,L,4,28,326000,0,0,0,0,23,234000,0,0,28,326000
45109,24,1,2017,4,1,24,510,12580.0,,N,N,L,5,20,134000,0,0,0,0,12,74000,0,0,20,134000
45110,24,1,2017,4,1,24,510,12580.0,,N,N,L,6,52,408000,0,0,0,0,37,263000,0,0,52,408000
45111,24,1,2017,4,1,24,510,12580.0,,N,N,L,7,27,230000,0,0,0,0,20,126000,0,0,27,230000
45112,24,1,2017,4,1,24,510,12580.0,,N,N,L,8,20,170000,0,0,0,0,18,163000,0,0,20,170000
45113,24,1,2017,4,1,24,510,12580.0,,N,N,L,9,53,374000,0,0,0,0,43,289000,0,0,53,374000
45114,24,1,2017,4,1,24,510,12580.0,,N,N,L,10,24,258000,1,250000,0,0,20,159000,0,0,25,508000
45115,24,1,2017,4,1,24,510,12580.0,,N,N,L,11,19,208000,0,0,0,0,14,114000,0,0,19,208000
45116,24,1,2017,4,1,24,510,12580.0,,N,N,L,12,7,54000,0,0,0,0,6,44000,0,0,7,54000
45117,24,1,2017,4,1,24,510,12580.0,,N,N,L,13,57,412000,1,200000,0,0,40,255000,0,0,58,612000
45118,24,1,2017,4,1,24,510,12580.0,,N,N,L,14,7,70000,0,0,0,0,4,58000,0,0,7,70000
45119,24,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
64283,209,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
64284,209,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
64285,209,1,2017,4,1,24,510,12580.0,,N,N,L,3,1,11000,0,0,0,0,0,0,0,0,1,11000
64286,209,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
64287,209,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
64288,209,1,2017,4,1,24,510,12580.0,,N,N,L,6,2,70000,0,0,0,0,0,0,0,0,2,70000
64289,209,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
64290,209,1,2017,4,1,24,510,12580.0,,N,N,L,8,1,7000,0,0,0,0,0,0,0,0,1,7000
64291,209,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
64292,209,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
64293,209,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
64294,209,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
64295,209,1,2017,4,1,24,510,12580.0,,N,N,L,13,1,10000,0,0,0,0,0,0,0,0,1,10000
64296,209,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
64297,209,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
73184,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
73185,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
73186,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,3,0,0,1,200000,0,0,1,200000,0,0,1,200000
73187,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,4,3,170000,0,0,0,0,2,145000,0,0,3,170000
73188,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,5,4,119000,5,881000,4,2085000,7,1285000,0,0,13,3085000
73189,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,6,3,165000,3,582000,2,609000,3,582000,0,0,8,1356000
73190,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,7,1,45000,0,0,0,0,1,45000,0,0,1,45000
73191,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
73192,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,9,2,134000,3,610000,1,500000,3,344000,0,0,6,1244000
73193,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,10,0,0,1,161000,1,750000,0,0,0,0,2,911000
73194,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,11,1,25000,1,181000,0,0,1,181000,0,0,2,206000
73195,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
73196,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,13,0,0,1,200000,0,0,0,0,0,0,1,200000
73197,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
73198,249,1,2017,4,1,24,510,12580.0,1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
81025,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
81026,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,2,8,89000,0,0,0,0,3,51000,0,0,8,89000
81027,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,3,14,188000,0,0,3,1380000,8,42000,0,0,17,1568000
81028,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,4,42,506000,4,825000,7,3550000,30,1725000,0,0,53,4881000
81029,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,5,40,524000,6,1038000,4,2050000,26,239000,0,0,50,3612000
81030,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,6,91,1671000,7,1200000,5,2350000,52,765000,0,0,103,5221000
81031,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,7,69,1191000,5,859000,0,0,50,916000,0,0,74,2050000
81032,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,8,14,165000,1,250000,1,349000,9,438000,0,0,16,764000
81033,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,9,59,1200000,8,1606000,6,3327000,37,780000,0,0,73,6133000
81034,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,10,27,637000,1,200000,2,1250000,20,327000,0,0,30,2087000
81035,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,11,41,1134000,2,375000,3,2000000,23,1452000,0,0,46,3509000
81036,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,12,9,145000,0,0,0,0,8,133000,0,0,9,145000
81037,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,13,107,2966000,3,552000,6,3300000,61,1583000,0,0,116,6818000
81038,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,14,7,117000,0,0,0,0,3,3000,0,0,7,117000
81039,1316,1,2017,4,1,24,510,12580.0,10.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
96648,1461,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
96649,1461,1,2017,4,1,24,510,12580.0,,N,N,L,2,6,25000,0,0,0,0,0,0,0,0,6,25000
96650,1461,1,2017,4,1,24,510,12580.0,,N,N,L,3,16,84000,0,0,0,0,13,47000,0,0,16,84000
96651,1461,1,2017,4,1,24,510,12580.0,,N,N,L,4,69,296000,0,0,0,0,49,174000,0,0,69,296000
96652,1461,1,2017,4,1,24,510,12580.0,,N,N,L,5,89,521000,0,0,0,0,69,347000,0,0,89,521000
96653,1461,1,2017,4,1,24,510,12580.0,,N,N,L,6,101,411000,0,0,0,0,85,326000,0,0,101,411000
96654,1461,1,2017,4,1,24,510,12580.0,,N,N,L,7,44,215000,0,0,0,0,31,159000,0,0,44,215000
96655,1461,1,2017,4,1,24,510,12580.0,,N,N,L,8,65,329000,0,0,0,0,61,319000,0,0,65,329000
96656,1461,1,2017,4,1,24,510,12580.0,,N,N,L,9,70,515000,0,0,0,0,49,328000,0,0,70,515000
96657,1461,1,2017,4,1,24,510,12580.0,,N,N,L,10,43,149000,0,0,0,0,34,105000,0,0,43,149000
96658,1461,1,2017,4,1,24,510,12580.0,,N,N,L,11,28,274000,0,0,0,0,26,248000,0,0,28,274000
96659,1461,1,2017,4,1,24,510,12580.0,,N,N,L,12,6,43000,0,0,0,0,6,43000,0,0,6,43000
96660,1461,1,2017,4,1,24,510,12580.0,,N,N,L,13,52,257000,0,0,0,0,38,204000,0,0,52,257000
96661,1461,1,2017,4,1,24,510,12580.0,,N,N,L,14,4,30000,0,0,0,0,4,30000,0,0,4,30000
96662,1461,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
134508,8846,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
134509,8846,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
134510,8846,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,1,800000,0,0,0,0,1,800000
134511,8846,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
134512,8846,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
134513,8846,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
134514,8846,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
134515,8846,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
134516,8846,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
134517,8846,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
134518,8846,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
134519,8846,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
134520,8846,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
134521,8846,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
134522,8846,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
148508,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
148509,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,2,8,117000,0,0,0,0,5,58000,0,0,8,117000
148510,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,3,36,317000,0,0,0,0,23,205000,0,0,36,317000
148511,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,4,102,1383000,1,200000,4,2394000,59,617000,0,0,107,3977000
148512,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,5,115,1274000,5,902000,2,975000,69,670000,0,0,122,3151000
148513,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,6,185,1756000,2,400000,2,1400000,97,1051000,0,0,189,3556000
148514,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,7,83,924000,1,250000,0,0,49,517000,0,0,84,1174000
148515,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,8,58,809000,0,0,0,0,34,400000,0,0,58,809000
148516,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,9,138,2380000,4,850000,8,5380000,69,1456000,0,0,150,8610000
148517,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,10,71,1331000,1,150000,1,1000000,39,579000,0,0,73,2481000
148518,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,11,52,724000,0,0,2,1048000,33,1028000,0,0,54,1772000
148519,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,12,24,309000,0,0,0,0,16,177000,0,0,24,309000
148520,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,13,197,2752000,4,687000,3,2125000,107,1886000,0,0,204,5564000
148521,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,14,12,102000,0,0,0,0,11,97000,0,0,12,102000
148522,13044,1,2017,4,1,24,510,12580.0,1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
163501,13679,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
163502,13679,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
163503,13679,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
163504,13679,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
163505,13679,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
163506,13679,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
163507,13679,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
163508,13679,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
163509,13679,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
163510,13679,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
163511,13679,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,1,175000,0,0,0,0,0,0,1,175000
163512,13679,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
163513,13679,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
163514,13679,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
163515,13679,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
171073,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
171074,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
171075,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
171076,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,4,1,1000,0,0,0,0,0,0,0,0,1,1000
171077,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,5,0,0,0,0,1,500000,0,0,0,0,1,500000
171078,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,6,1,8000,0,0,0,0,1,8000,0,0,1,8000
171079,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,7,2,42000,0,0,0,0,2,42000,0,0,2,42000
171080,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,8,1,8000,0,0,0,0,1,8000,0,0,1,8000
171081,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,9,1,40000,0,0,1,500000,1,40000,0,0,2,540000
171082,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
171083,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
171084,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
171085,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,13,1,15000,0,0,0,0,1,15000,0,0,1,15000
171086,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
171087,13688,1,2017,4,1,24,510,12580.0,29.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
188693,14583,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
188694,14583,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
188695,14583,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
188696,14583,1,2017,4,1,24,510,12580.0,,N,N,L,4,2,129000,1,122000,0,0,0,0,0,0,3,251000
188697,14583,1,2017,4,1,24,510,12580.0,,N,N,L,5,6,283000,0,0,0,0,0,0,0,0,6,283000
188698,14583,1,2017,4,1,24,510,12580.0,,N,N,L,6,2,134000,1,212000,0,0,0,0,0,0,3,346000
188699,14583,1,2017,4,1,24,510,12580.0,,N,N,L,7,2,69000,1,247000,0,0,0,0,0,0,3,316000
188700,14583,1,2017,4,1,24,510,12580.0,,N,N,L,8,4,68000,0,0,0,0,0,0,0,0,4,68000
188701,14583,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
188702,14583,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
188703,14583,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
188704,14583,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
188705,14583,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
188706,14583,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
188707,14583,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
201192,14761,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
201193,14761,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
201194,14761,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
201195,14761,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
201196,14761,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
201197,14761,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
201198,14761,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
201199,14761,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
201200,14761,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
201201,14761,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
201202,14761,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
201203,14761,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
201204,14761,1,2017,4,1,24,510,12580.0,,N,N,L,13,1,13000,0,0,0,0,0,0,0,0,1,13000
201205,14761,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
201206,14761,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
212471,15576,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
212472,15576,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
212473,15576,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
212474,15576,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,1,189000,0,0,0,0,0,0,1,189000
212475,15576,1,2017,4,1,24,510,12580.0,,N,N,L,5,2,99000,0,0,0,0,0,0,0,0,2,99000
212476,15576,1,2017,4,1,24,510,12580.0,,N,N,L,6,1,28000,0,0,0,0,0,0,0,0,1,28000
212477,15576,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
212478,15576,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
212479,15576,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,1,350000,1,350000,0,0,1,350000
212480,15576,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
212481,15576,1,2017,4,1,24,510,12580.0,,N,N,L,11,1,37000,0,0,0,0,0,0,0,0,1,37000
212482,15576,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
212483,15576,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,1,150000,0,0,0,0,0,0,1,150000
212484,15576,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
212485,15576,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
222134,15790,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
222135,15790,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
222136,15790,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
222137,15790,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
222138,15790,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
222139,15790,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,1,350000,1,350000,0,0,1,350000
222140,15790,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
222141,15790,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
222142,15790,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
222143,15790,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
222144,15790,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
222145,15790,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
222146,15790,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
222147,15790,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
222148,15790,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
225663,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
225664,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
225665,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
225666,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
225667,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
225668,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,6,1,3000,0,0,0,0,1,3000,0,0,1,3000
