rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,nLoans,amtLoans
1852171,16820,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
1852172,16820,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
1852173,16820,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,1,200000,0,0,0,0,0,0,1,200000
1852174,16820,3,2007,4,1,24,510,12580.0,,N,N,L,8,1,24000,0,0,1,500000,0,0,0,0,2,524000
1852175,16820,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
1852176,16820,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
1852177,16820,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
1852178,16820,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
1852179,16820,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
1852180,16820,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
1852181,16820,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
1994662,23301,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
1994663,23301,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
1994664,23301,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
1994665,23301,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
1994666,23301,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
1994667,23301,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,1,565000,1,565000,0,0,1,565000
1994668,23301,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
1994669,23301,3,2007,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
1994670,23301,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
1994671,23301,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
1994672,23301,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
1994673,23301,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
1994674,23301,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
1994675,23301,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
1994676,23301,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2048334,26610,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2048335,26610,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2048336,26610,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2048337,26610,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2048338,26610,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,1,480000,1,480000,0,0,1,480000
2048339,26610,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2048340,26610,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2048341,26610,3,2007,4,1,24,510,12580.0,,N,N,L,8,0,0,1,170000,0,0,1,170000,0,0,1,170000
2048342,26610,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2048343,26610,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2048344,26610,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2048345,26610,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2048346,26610,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2048347,26610,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2048348,26610,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2056218,26665,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2056219,26665,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2056220,26665,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2056221,26665,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2056222,26665,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2056223,26665,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2056224,26665,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2056225,26665,3,2007,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
2056226,26665,3,2007,4,1,24,510,12580.0,,N,N,L,9,1,75000,0,0,0,0,1,75000,0,0,1,75000
2056227,26665,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2056228,26665,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2056229,26665,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2056230,26665,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2056231,26665,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2056232,26665,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2060374,26849,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2060375,26849,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2060376,26849,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2060377,26849,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2060378,26849,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2060379,26849,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2060380,26849,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2060381,26849,3,2007,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
2060382,26849,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2060383,26849,3,2007,4,1,24,510,12580.0,,N,N,L,10,1,84000,0,0,0,0,1,84000,0,0,1,84000
2060384,26849,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2060385,26849,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2060386,26849,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2060387,26849,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2060388,26849,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2080235,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2080236,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2080237,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2080238,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2080239,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,5,1,15000,0,0,1,500000,1,15000,0,0,2,515000
2080240,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,6,1,50000,0,0,1,350000,0,0,0,0,2,400000
2080241,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,7,3,300000,4,800000,1,500000,1,100000,0,0,8,1600000
2080242,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,8,1,100000,2,310000,1,357000,2,507000,0,0,4,767000
2080243,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2080244,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2080245,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2080246,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2080247,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,13,0,0,1,108000,1,1000000,0,0,0,0,2,1108000
2080248,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2080249,27244,3,2007,4,1,24,510,12580.0,,Y,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2084483,27374,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2084484,27374,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2084485,27374,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2084486,27374,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2084487,27374,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2084488,27374,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2084489,27374,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2084490,27374,3,2007,4,1,24,510,12580.0,,N,N,L,8,1,42000,0,0,0,0,0,0,0,0,1,42000
2084491,27374,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2084492,27374,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2084493,27374,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2084494,27374,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2084495,27374,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2084496,27374,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2084497,27374,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2100156,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2100157,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2100158,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2100159,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,4,0,0,0,0,3,1598000,3,1598000,0,0,3,1598000
2100160,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,5,1,90000,1,153000,0,0,1,153000,0,0,2,243000
2100161,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2100162,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,7,1,76000,3,485000,1,253000,5,814000,0,0,5,814000
2100163,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,8,0,0,1,131000,0,0,1,131000,0,0,1,131000
2100164,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2100165,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,10,0,0,0,0,1,869000,1,869000,0,0,1,869000
2100166,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2100167,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2100168,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2100169,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2100170,28178,3,2007,4,1,24,510,12580.0,19.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2126488,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2126489,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2126490,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2126491,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,4,0,0,0,0,2,815000,0,0,0,0,2,815000
2126492,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,5,0,0,0,0,1,776000,1,776000,0,0,1,776000
2126493,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,6,1,53000,0,0,0,0,1,53000,0,0,1,53000
2126494,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,7,0,0,1,110000,0,0,1,110000,0,0,1,110000
2126495,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,8,2,120000,4,725000,4,1815000,5,1440000,0,0,10,2660000
2126496,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,9,4,140000,3,543000,3,1566000,6,1416000,0,0,10,2249000
2126497,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,10,1,80000,0,0,0,0,1,80000,0,0,1,80000
2126498,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2126499,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,12,0,0,0,0,1,380000,0,0,0,0,1,380000
2126500,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2126501,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2126502,31263,3,2007,4,1,24,510,12580.0,1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2127290,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2127291,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2127292,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,3,1,100000,0,0,0,0,0,0,0,0,1,100000
2127293,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,4,3,276000,1,199000,1,775000,4,475000,0,0,5,1250000
2127294,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,5,0,0,3,472000,1,279000,3,526000,0,0,4,751000
2127295,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,6,1,69000,1,121000,3,1678000,4,1278000,0,0,5,1868000
2127296,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,7,3,248000,2,400000,6,3349000,5,1746000,0,0,11,3997000
2127297,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,8,2,150000,4,597000,7,3164000,9,2231000,0,0,13,3911000
2127298,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,9,5,469000,1,150000,4,2584000,6,2453000,0,0,10,3203000
2127299,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,10,1,50000,0,0,0,0,0,0,0,0,1,50000
2127300,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2127301,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,12,0,0,1,198000,0,0,1,198000,0,0,1,198000
2127302,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,13,0,0,0,0,2,737000,2,737000,0,0,2,737000
2127303,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2127304,31286,3,2007,4,1,24,510,12580.0,1.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2160763,32749,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2160764,32749,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2160765,32749,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2160766,32749,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2160767,32749,3,2007,4,1,24,510,12580.0,,N,N,L,5,1,7000,0,0,0,0,1,7000,1,7000,1,7000
2160768,32749,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2160769,32749,3,2007,4,1,24,510,12580.0,,N,N,L,7,1,16000,0,0,0,0,0,0,1,16000,1,16000
2160770,32749,3,2007,4,1,24,510,12580.0,,N,N,L,8,3,11000,0,0,0,0,2,7000,3,11000,3,11000
2160771,32749,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2160772,32749,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2160773,32749,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2160774,32749,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2160775,32749,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2160776,32749,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2160777,32749,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2198162,33535,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2198163,33535,3,2007,4,1,24,510,12580.0,,N,N,L,2,7,51000,0,0,0,0,7,51000,0,0,7,51000
2198164,33535,3,2007,4,1,24,510,12580.0,,N,N,L,3,4,12000,0,0,0,0,4,12000,0,0,4,12000
2198165,33535,3,2007,4,1,24,510,12580.0,,N,N,L,4,27,212000,0,0,0,0,27,212000,0,0,27,212000
2198166,33535,3,2007,4,1,24,510,12580.0,,N,N,L,5,42,399000,0,0,0,0,42,399000,0,0,42,399000
2198167,33535,3,2007,4,1,24,510,12580.0,,N,N,L,6,47,383000,0,0,0,0,47,383000,0,0,47,383000
2198168,33535,3,2007,4,1,24,510,12580.0,,N,N,L,7,90,872000,0,0,0,0,90,872000,0,0,90,872000
2198169,33535,3,2007,4,1,24,510,12580.0,,N,N,L,8,114,944000,0,0,0,0,114,944000,0,0,114,944000
2198170,33535,3,2007,4,1,24,510,12580.0,,N,N,L,9,77,701000,0,0,0,0,77,701000,0,0,77,701000
2198171,33535,3,2007,4,1,24,510,12580.0,,N,N,L,10,19,164000,0,0,0,0,19,164000,0,0,19,164000
2198172,33535,3,2007,4,1,24,510,12580.0,,N,N,L,11,12,125000,0,0,0,0,12,125000,0,0,12,125000
2198173,33535,3,2007,4,1,24,510,12580.0,,N,N,L,12,17,121000,0,0,0,0,17,121000,0,0,17,121000
2198174,33535,3,2007,4,1,24,510,12580.0,,N,N,L,13,60,537000,0,0,0,0,60,537000,0,0,60,537000
2198175,33535,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2198176,33535,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2287905,33778,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2287906,33778,3,2007,4,1,24,510,12580.0,,N,N,L,2,5,11000,0,0,0,0,1,7000,0,0,5,11000
2287907,33778,3,2007,4,1,24,510,12580.0,,N,N,L,3,27,322000,0,0,0,0,0,0,0,0,27,322000
2287908,33778,3,2007,4,1,24,510,12580.0,,N,N,L,4,75,446000,0,0,0,0,6,44000,0,0,75,446000
2287909,33778,3,2007,4,1,24,510,12580.0,,N,N,L,5,120,762000,0,0,0,0,10,61000,0,0,120,762000
2287910,33778,3,2007,4,1,24,510,12580.0,,N,N,L,6,79,244000,0,0,0,0,3,10000,0,0,79,244000
2287911,33778,3,2007,4,1,24,510,12580.0,,N,N,L,7,107,640000,0,0,0,0,13,30000,0,0,107,640000
2287912,33778,3,2007,4,1,24,510,12580.0,,N,N,L,8,126,724000,0,0,0,0,7,29000,0,0,126,724000
2287913,33778,3,2007,4,1,24,510,12580.0,,N,N,L,9,85,433000,0,0,0,0,9,33000,0,0,85,433000
2287914,33778,3,2007,4,1,24,510,12580.0,,N,N,L,10,20,93000,0,0,0,0,3,5000,0,0,20,93000
2287915,33778,3,2007,4,1,24,510,12580.0,,N,N,L,11,15,88000,0,0,0,0,0,0,0,0,15,88000
2287916,33778,3,2007,4,1,24,510,12580.0,,N,N,L,12,8,28000,0,0,0,0,0,0,0,0,8,28000
2287917,33778,3,2007,4,1,24,510,12580.0,,N,N,L,13,44,395000,0,0,0,0,1,3000,0,0,44,395000
2287918,33778,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2287919,33778,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2372505,34733,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2372506,34733,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2372507,34733,3,2007,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2372508,34733,3,2007,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2372509,34733,3,2007,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2372510,34733,3,2007,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2372511,34733,3,2007,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2372512,34733,3,2007,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
2372513,34733,3,2007,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,2,1885000,2,1885000,0,0,2,1885000
2372514,34733,3,2007,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2372515,34733,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2372516,34733,3,2007,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2372517,34733,3,2007,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2372518,34733,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2372519,34733,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2375419,34780,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2375420,34780,3,2007,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2375421,34780,3,2007,4,1,24,510,12580.0,,N,N,L,3,2,20000,0,0,0,0,2,20000,0,0,2,20000
2375422,34780,3,2007,4,1,24,510,12580.0,,N,N,L,4,4,35000,0,0,0,0,0,0,0,0,4,35000
2375423,34780,3,2007,4,1,24,510,12580.0,,N,N,L,5,2,55000,0,0,0,0,0,0,0,0,2,55000
2375424,34780,3,2007,4,1,24,510,12580.0,,N,N,L,6,6,47000,0,0,0,0,1,5000,0,0,6,47000
2375425,34780,3,2007,4,1,24,510,12580.0,,N,N,L,7,2,28000,0,0,0,0,1,3000,0,0,2,28000
2375426,34780,3,2007,4,1,24,510,12580.0,,N,N,L,8,13,193000,0,0,0,0,2,10000,0,0,13,193000
2375427,34780,3,2007,4,1,24,510,12580.0,,N,N,L,9,12,146000,0,0,0,0,5,70000,0,0,12,146000
2375428,34780,3,2007,4,1,24,510,12580.0,,N,N,L,10,1,20000,0,0,0,0,1,20000,0,0,1,20000
2375429,34780,3,2007,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2375430,34780,3,2007,4,1,24,510,12580.0,,N,N,L,12,1,10000,0,0,0,0,1,10000,0,0,1,10000
2375431,34780,3,2007,4,1,24,510,12580.0,,N,N,L,13,10,172000,0,0,0,0,7,82000,0,0,10,172000
2375432,34780,3,2007,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2375433,34780,3,2007,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2402000,35575,3,2007,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2402001,35575,3,2007,4,1,24,510,12580.0,,N,N,L,2,1,5000,0,0,0,0,0,0,0,0,1,5000
2402002,35575,3,2007,4,1,24,510,12580.0,,N,N,L,3,6,150000,0,0,0,0,0,0,0,0,6,150000
2402003,35575,3,2007,4,1,24,510,12580.0,,N,N,L,4,21,412000,0,0,0,0,0,0,0,0,21,412000
2402004,35575,3,2007,4,1,24,510,12580.0,,N,N,L,5,23,368000,0,0,0,0,0,0,0,0,23,368000
2402005,35575,3,2007,4,1,24,510,12580.0,,N,N,L,6,31,795000,0,0,0,0,0,0,0,0,31,795000
2402006,35575,3,2007,4,1,24,510,12580.0,,N,N,L,7,43,788000,0,0,1,420000,0,0,1,420000,44,1208000
2402007,35575,3,2007,4,1,24,510,12580.0,,N,N,L,8,52,1229000,0,0,1,750000,0,0,1,750000,53,1979000
2402008,35575,3,2007,4,1,24,510,12580.0,,N,N,L,9,35,783000,0,0,0,0,0,0,0,0,35,783000
