census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
908,2015,5,45,"$703,000 ",3,"$600,000 ",1,"$300,000 ",23,"$212,000 ",49,"$1,603,000 "
909,2015,3,13,"$115,000 ",0,$0 ,0,$0 ,9,"$74,000 ",13,"$115,000 "
1001,2015,4,9,"$76,000 ",0,$0 ,0,$0 ,5,"$68,000 ",9,"$76,000 "
1002,2015,3,2,"$3,000 ",1,"$132,000 ",0,$0 ,2,"$3,000 ",3,"$135,000 "
1003,2015,14,1,"$1,000 ",0,$0 ,0,$0 ,1,"$1,000 ",1,"$1,000 "
1101,2015,7,108,"$1,567,000 ",2,"$347,000 ",3,"$1,507,000 ",54,"$772,000 ",113,"$3,421,000 "
1102,2015,11,171,"$2,627,000 ",9,"$1,444,000 ",7,"$3,914,000 ",78,"$3,261,000 ",187,"$7,985,000 "
1201,2015,13,41,"$621,000 ",0,$0 ,1,"$255,000 ",26,"$492,000 ",42,"$876,000 "
1202.01,2015,13,23,"$190,000 ",0,$0 ,0,$0 ,15,"$142,000 ",23,"$190,000 "
1202.02,2015,8,38,"$629,000 ",0,$0 ,1,"$380,000 ",24,"$696,000 ",39,"$1,009,000 "
1203,2015,8,44,"$326,000 ",0,$0 ,0,$0 ,27,"$198,000 ",44,"$326,000 "
1204,2015,4,22,"$277,000 ",0,$0 ,0,$0 ,9,"$73,000 ",22,"$277,000 "
1205,2015,8,44,"$833,000 ",2,"$340,000 ",2,"$1,288,000 ",24,"$235,000 ",48,"$2,461,000 "
1206,2015,5,105,"$1,218,000 ",6,"$1,105,000 ",3,"$1,378,000 ",65,"$1,434,000 ",114,"$3,701,000 "
1207,2015,6,34,"$568,000 ",4,"$745,000 ",0,$0 ,13,"$258,000 ",38,"$1,313,000 "
1301,2015,5,6,"$16,000 ",0,$0 ,2,"$930,000 ",6,"$944,000 ",8,"$946,000 "
1302,2015,4,17,"$154,000 ",0,$0 ,0,$0 ,9,"$73,000 ",17,"$154,000 "
1303,2015,5,22,"$246,000 ",0,$0 ,0,$0 ,11,"$79,000 ",22,"$246,000 "
1304,2015,5,11,"$42,000 ",0,$0 ,0,$0 ,7,"$35,000 ",11,"$42,000 "
1306,2015,8,137,"$1,989,000 ",3,"$615,000 ",7,"$3,445,000 ",71,"$2,747,000 ",147,"$6,049,000 "
1307,2015,10,73,"$971,000 ",7,"$1,190,000 ",6,"$3,200,000 ",45,"$1,474,000 ",86,"$5,361,000 "
1308.03,2015,7,19,"$127,000 ",1,"$103,000 ",0,$0 ,14,"$195,000 ",20,"$230,000 "
1308.04,2015,9,61,"$931,000 ",0,$0 ,0,$0 ,30,"$337,000 ",61,"$931,000 "
1308.05,2015,12,13,"$223,000 ",0,$0 ,0,$0 ,7,"$141,000 ",13,"$223,000 "
1308.06,2015,10,57,"$584,000 ",2,"$351,000 ",2,"$900,000 ",27,"$913,000 ",61,"$1,835,000 "
1401,2015,13,47,"$381,000 ",2,"$285,000 ",0,$0 ,28,"$471,000 ",49,"$666,000 "
1402,2015,2,10,"$64,000 ",0,$0 ,0,$0 ,5,"$35,000 ",10,"$64,000 "
1403,2015,5,27,"$241,000 ",0,$0 ,0,$0 ,19,"$118,000 ",27,"$241,000 "
1501,2015,4,17,"$86,000 ",0,$0 ,0,$0 ,12,"$44,000 ",17,"$86,000 "
1502,2015,4,10,"$67,000 ",0,$0 ,0,$0 ,6,"$49,000 ",10,"$67,000 "
1503,2015,5,10,"$54,000 ",1,"$150,000 ",0,$0 ,3,"$27,000 ",11,"$204,000 "
1504,2015,5,33,"$529,000 ",0,$0 ,0,$0 ,10,"$68,000 ",33,"$529,000 "
1505,2015,5,40,"$665,000 ",0,$0 ,1,"$350,000 ",16,"$198,000 ",41,"$1,015,000 "
1506,2015,6,9,"$167,000 ",0,$0 ,1,"$260,000 ",4,"$330,000 ",10,"$427,000 "
1507.01,2015,7,6,"$50,000 ",0,$0 ,0,$0 ,5,"$49,000 ",6,"$50,000 "
1507.02,2015,7,3,"$3,000 ",0,$0 ,0,$0 ,1,"$1,000 ",3,"$3,000 "
1508,2015,5,34,"$231,000 ",0,$0 ,0,$0 ,17,"$144,000 ",34,"$231,000 "
1509,2015,6,10,"$55,000 ",1,"$250,000 ",0,$0 ,7,"$35,000 ",11,"$305,000 "
1510,2015,5,27,"$149,000 ",0,$0 ,1,"$462,000 ",19,"$547,000 ",28,"$611,000 "
1511,2015,7,34,"$347,000 ",0,$0 ,0,$0 ,23,"$242,000 ",34,"$347,000 "
1512,2015,4,4,"$7,000 ",0,$0 ,0,$0 ,3,"$7,000 ",4,"$7,000 "
1513,2015,5,14,"$39,000 ",1,"$200,000 ",5,"$3,028,000 ",5,"$903,000 ",20,"$3,267,000 "
1601,2015,4,10,"$89,000 ",0,$0 ,0,$0 ,7,"$64,000 ",10,"$89,000 "
1602,2015,4,5,"$60,000 ",0,$0 ,0,$0 ,4,"$56,000 ",5,"$60,000 "
1603,2015,4,3,"$14,000 ",1,"$200,000 ",0,$0 ,3,"$14,000 ",4,"$214,000 "
1604,2015,4,7,"$51,000 ",0,$0 ,0,$0 ,6,"$47,000 ",7,"$51,000 "
1605,2015,4,21,"$206,000 ",0,$0 ,1,"$818,000 ",13,"$104,000 ",22,"$1,024,000 "
1606,2015,6,19,"$242,000 ",0,$0 ,0,$0 ,12,"$50,000 ",19,"$242,000 "
1607,2015,4,20,"$125,000 ",0,$0 ,0,$0 ,14,"$97,000 ",20,"$125,000 "
1608.01,2015,7,17,"$73,000 ",0,$0 ,0,$0 ,14,"$56,000 ",17,"$73,000 "
1608.02,2015,5,3,"$6,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$6,000 "
1701,2015,3,35,"$509,000 ",0,$0 ,0,$0 ,25,"$406,000 ",35,"$509,000 "
1702,2015,1,2,"$2,000 ",0,$0 ,0,$0 ,1,"$2,000 ",2,"$2,000 "
1703,2015,3,1,"$2,000 ",0,$0 ,0,$0 ,1,"$2,000 ",1,"$2,000 "
1801,2015,3,2,"$12,000 ",0,$0 ,0,$0 ,2,"$12,000 ",2,"$12,000 "
1802,2015,4,5,"$9,000 ",1,"$148,000 ",1,"$865,000 ",5,"$1,020,000 ",7,"$1,022,000 "
1803,2015,5,28,"$292,000 ",1,"$150,000 ",0,$0 ,14,"$101,000 ",29,"$442,000 "
1901,2015,3,10,"$110,000 ",0,$0 ,0,$0 ,5,"$21,000 ",10,"$110,000 "
1902,2015,5,15,"$169,000 ",0,$0 ,0,$0 ,10,"$53,000 ",15,"$169,000 "
1903,2015,4,16,"$88,000 ",0,$0 ,1,"$713,000 ",10,"$60,000 ",17,"$801,000 "
2001,2015,5,3,"$11,000 ",0,$0 ,0,$0 ,1,"$1,000 ",3,"$11,000 "
2002,2015,6,28,"$370,000 ",0,$0 ,2,"$600,000 ",13,"$69,000 ",30,"$970,000 "
2003,2015,3,13,"$67,000 ",0,$0 ,1,"$378,000 ",4,"$37,000 ",14,"$445,000 "
2004,2015,4,9,"$117,000 ",0,$0 ,1,"$500,000 ",5,"$65,000 ",10,"$617,000 "
2005,2015,4,37,"$370,000 ",1,"$150,000 ",0,$0 ,19,"$286,000 ",38,"$520,000 "
2006,2015,4,25,"$509,000 ",2,"$323,000 ",2,"$999,000 ",10,"$550,000 ",29,"$1,831,000 "
2007.01,2015,6,12,"$67,000 ",0,$0 ,0,$0 ,10,"$25,000 ",12,"$67,000 "
2007.02,2015,6,8,"$11,000 ",0,$0 ,1,"$317,000 ",6,"$326,000 ",9,"$328,000 "
2008,2015,6,25,"$292,000 ",2,"$302,000 ",1,"$500,000 ",17,"$325,000 ",28,"$1,094,000 "
2101,2015,5,79,"$903,000 ",3,"$550,000 ",4,"$2,265,000 ",40,"$533,000 ",86,"$3,718,000 "
2102,2015,6,65,"$918,000 ",1,"$250,000 ",3,"$2,040,000 ",11,"$934,000 ",69,"$3,208,000 "
2201,2015,13,112,"$2,155,000 ",10,"$2,110,000 ",8,"$3,756,000 ",59,"$2,120,000 ",130,"$8,021,000 "
2301,2015,6,64,"$696,000 ",2,"$252,000 ",7,"$3,572,000 ",41,"$2,585,000 ",73,"$4,520,000 "
2302,2015,13,56,"$640,000 ",1,"$150,000 ",2,"$1,468,000 ",38,"$1,107,000 ",59,"$2,258,000 "
2303,2015,5,28,"$568,000 ",1,"$250,000 ",0,$0 ,11,"$362,000 ",29,"$818,000 "
2401,2015,11,81,"$669,000 ",1,"$200,000 ",3,"$1,575,000 ",38,"$573,000 ",85,"$2,444,000 "
2402,2015,13,71,"$1,140,000 ",3,"$628,000 ",2,"$1,500,000 ",46,"$1,492,000 ",76,"$3,268,000 "
2403,2015,13,39,"$615,000 ",0,$0 ,3,"$1,688,000 ",26,"$1,974,000 ",42,"$2,303,000 "
2404,2015,9,61,"$839,000 ",0,$0 ,1,"$280,000 ",30,"$692,000 ",62,"$1,119,000 "
2501.01,2015,8,22,"$76,000 ",0,$0 ,0,$0 ,18,"$68,000 ",22,"$76,000 "
2501.02,2015,5,11,"$107,000 ",0,$0 ,0,$0 ,5,"$18,000 ",11,"$107,000 "
2501.03,2015,7,70,"$1,242,000 ",3,"$700,000 ",3,"$1,805,000 ",35,"$2,666,000 ",76,"$3,747,000 "
2502.03,2015,5,17,"$158,000 ",0,$0 ,0,$0 ,13,"$104,000 ",17,"$158,000 "
2502.04,2015,2,3,"$6,000 ",0,$0 ,0,$0 ,2,"$4,000 ",3,"$6,000 "
2502.05,2015,5,69,"$806,000 ",1,"$125,000 ",5,"$4,100,000 ",30,"$214,000 ",75,"$5,031,000 "
2502.06,2015,7,82,"$1,608,000 ",6,"$1,004,000 ",10,"$4,502,000 ",26,"$264,000 ",98,"$7,114,000 "
2502.07,2015,4,11,"$51,000 ",0,$0 ,2,"$1,700,000 ",7,"$1,726,000 ",13,"$1,751,000 "
2503.01,2015,4,27,"$183,000 ",1,"$130,000 ",3,"$1,850,000 ",8,"$33,000 ",31,"$2,163,000 "
2503.03,2015,6,21,"$292,000 ",0,$0 ,1,"$500,000 ",7,"$29,000 ",22,"$792,000 "
2504.01,2015,5,50,"$361,000 ",0,$0 ,0,$0 ,30,"$181,000 ",50,"$361,000 "
2504.02,2015,4,9,"$30,000 ",0,$0 ,1,"$718,000 ",7,"$734,000 ",10,"$748,000 "
2505,2015,4,80,"$1,879,000 ",6,"$1,137,000 ",5,"$2,553,000 ",26,"$1,005,000 ",91,"$5,569,000 "
2506,2015,14,23,"$408,000 ",4,"$633,000 ",5,"$2,958,000 ",3,"$123,000 ",32,"$3,999,000 "
2601.01,2015,6,51,"$414,000 ",1,"$104,000 ",1,"$417,000 ",38,"$810,000 ",53,"$935,000 "
2601.02,2015,7,22,"$285,000 ",0,$0 ,0,$0 ,11,"$183,000 ",22,"$285,000 "
2602.01,2015,6,26,"$259,000 ",2,"$301,000 ",1,"$572,000 ",14,"$727,000 ",29,"$1,132,000 "
2602.02,2015,5,10,"$101,000 ",0,$0 ,0,$0 ,7,"$79,000 ",10,"$101,000 "
2602.03,2015,5,18,"$120,000 ",1,"$102,000 ",1,"$860,000 ",9,"$1,007,000 ",20,"$1,082,000 "
2603.01,2015,6,12,"$138,000 ",2,"$286,000 ",3,"$1,363,000 ",12,"$1,567,000 ",17,"$1,787,000 "
2603.02,2015,6,15,"$130,000 ",1,"$225,000 ",0,$0 ,11,"$293,000 ",16,"$355,000 "
2603.03,2015,5,26,"$280,000 ",1,"$200,000 ",5,"$2,583,000 ",10,"$76,000 ",32,"$3,063,000 "
2604.01,2015,6,16,"$150,000 ",1,"$250,000 ",2,"$550,000 ",10,"$326,000 ",19,"$950,000 "
2604.02,2015,6,48,"$585,000 ",1,"$123,000 ",5,"$2,900,000 ",18,"$751,000 ",54,"$3,608,000 "
2604.03,2015,5,24,"$386,000 ",3,"$470,000 ",1,"$596,000 ",11,"$293,000 ",28,"$1,452,000 "
2604.04,2015,6,104,"$1,849,000 ",8,"$1,517,000 ",20,"$11,140,000 ",36,"$1,109,000 ",132,"$14,506,000 "
2605.01,2015,6,58,"$644,000 ",5,"$917,000 ",5,"$2,565,000 ",33,"$407,000 ",68,"$4,126,000 "
2606.04,2015,3,4,"$17,000 ",0,$0 ,0,$0 ,2,"$10,000 ",4,"$17,000 "
2606.05,2015,6,158,"$2,623,000 ",6,"$1,091,000 ",12,"$6,424,000 ",80,"$1,542,000 ",176,"$10,138,000 "
2607,2015,5,80,"$900,000 ",1,"$101,000 ",5,"$2,665,000 ",35,"$288,000 ",86,"$3,666,000 "
2608,2015,5,44,"$434,000 ",1,"$225,000 ",0,$0 ,19,"$163,000 ",45,"$659,000 "
2609,2015,11,94,"$1,028,000 ",4,"$690,000 ",5,"$2,728,000 ",58,"$1,348,000 ",103,"$4,446,000 "
2610,2015,5,22,"$107,000 ",0,$0 ,2,"$1,000,000 ",12,"$556,000 ",24,"$1,107,000 "
2611,2015,13,50,"$776,000 ",1,"$185,000 ",0,$0 ,31,"$734,000 ",51,"$961,000 "
2701.01,2015,8,12,"$109,000 ",0,$0 ,0,$0 ,7,"$64,000 ",12,"$109,000 "
2701.02,2015,8,25,"$226,000 ",0,$0 ,0,$0 ,16,"$76,000 ",25,"$226,000 "
2702,2015,9,22,"$361,000 ",2,"$363,000 ",0,$0 ,12,"$68,000 ",24,"$724,000 "
2703.01,2015,8,21,"$124,000 ",0,$0 ,0,$0 ,10,"$64,000 ",21,"$124,000 "
2703.02,2015,8,11,"$175,000 ",1,"$200,000 ",2,"$750,000 ",6,"$734,000 ",14,"$1,125,000 "
2704.01,2015,8,49,"$302,000 ",2,"$300,000 ",3,"$1,497,000 ",34,"$275,000 ",54,"$2,099,000 "
2704.02,2015,8,41,"$536,000 ",0,$0 ,2,"$999,000 ",22,"$1,150,000 ",43,"$1,535,000 "
2705.01,2015,8,48,"$390,000 ",2,"$252,000 ",0,$0 ,26,"$213,000 ",50,"$642,000 "
2705.02,2015,10,40,"$513,000 ",1,"$226,000 ",1,"$597,000 ",27,"$1,132,000 ",42,"$1,336,000 "
2706,2015,10,42,"$408,000 ",0,$0 ,0,$0 ,26,"$230,000 ",42,"$408,000 "
2707.01,2015,4,3,"$6,000 ",0,$0 ,0,$0 ,3,"$6,000 ",3,"$6,000 "
2707.02,2015,6,12,"$80,000 ",0,$0 ,0,$0 ,7,"$26,000 ",12,"$80,000 "
2707.03,2015,9,25,"$203,000 ",0,$0 ,0,$0 ,15,"$160,000 ",25,"$203,000 "
2708.01,2015,8,21,"$110,000 ",0,$0 ,0,$0 ,13,"$65,000 ",21,"$110,000 "
2708.02,2015,7,19,"$96,000 ",0,$0 ,1,"$907,000 ",14,"$985,000 ",20,"$1,003,000 "
2708.03,2015,8,27,"$205,000 ",0,$0 ,0,$0 ,17,"$118,000 ",27,"$205,000 "
2708.04,2015,9,20,"$202,000 ",0,$0 ,0,$0 ,13,"$180,000 ",20,"$202,000 "
2708.05,2015,8,42,"$501,000 ",0,$0 ,2,"$1,455,000 ",20,"$260,000 ",44,"$1,956,000 "
2709.01,2015,7,6,"$8,000 ",0,$0 ,0,$0 ,2,"$2,000 ",6,"$8,000 "
2709.02,2015,7,19,"$211,000 ",0,$0 ,0,$0 ,9,"$129,000 ",19,"$211,000 "
2709.03,2015,8,12,"$77,000 ",2,"$436,000 ",0,$0 ,7,"$237,000 ",14,"$513,000 "
2710.01,2015,5,6,"$18,000 ",1,"$119,000 ",0,$0 ,3,"$125,000 ",7,"$137,000 "
2710.02,2015,6,12,"$47,000 ",0,$0 ,0,$0 ,8,"$26,000 ",12,"$47,000 "
2711.01,2015,7,15,"$47,000 ",0,$0 ,0,$0 ,9,"$31,000 ",15,"$47,000 "
2711.02,2015,13,26,"$505,000 ",0,$0 ,0,$0 ,13,"$170,000 ",26,"$505,000 "
2712,2015,13,115,"$1,245,000 ",1,"$250,000 ",5,"$2,790,000 ",66,"$685,000 ",121,"$4,285,000 "
2713,2015,13,57,"$676,000 ",2,"$219,000 ",4,"$1,573,000 ",28,"$1,010,000 ",63,"$2,468,000 "
2714,2015,13,80,"$1,223,000 ",1,"$150,000 ",4,"$2,450,000 ",41,"$1,650,000 ",85,"$3,823,000 "
2715.01,2015,13,163,"$2,715,000 ",2,"$315,000 ",3,"$1,102,000 ",104,"$2,516,000 ",168,"$4,132,000 "
2715.03,2015,13,37,"$1,031,000 ",0,$0 ,1,"$300,000 ",18,"$403,000 ",38,"$1,331,000 "
2716,2015,6,22,"$182,000 ",0,$0 ,0,$0 ,13,"$94,000 ",22,"$182,000 "
2717,2015,6,32,"$396,000 ",0,$0 ,0,$0 ,18,"$200,000 ",32,"$396,000 "
2718.01,2015,5,13,"$67,000 ",0,$0 ,1,"$390,000 ",10,"$57,000 ",14,"$457,000 "
2718.02,2015,5,8,"$46,000 ",0,$0 ,0,$0 ,5,"$44,000 ",8,"$46,000 "
2719,2015,8,52,"$540,000 ",0,$0 ,2,"$1,374,000 ",32,"$703,000 ",54,"$1,914,000 "
2720.03,2015,10,205,"$1,909,000 ",1,"$195,000 ",0,$0 ,144,"$1,197,000 ",206,"$2,104,000 "
2720.04,2015,7,152,"$1,376,000 ",1,"$166,000 ",0,$0 ,81,"$742,000 ",153,"$1,542,000 "
2720.05,2015,7,123,"$1,066,000 ",0,$0 ,0,$0 ,71,"$566,000 ",123,"$1,066,000 "
2720.06,2015,4,147,"$1,083,000 ",1,"$150,000 ",0,$0 ,63,"$435,000 ",148,"$1,233,000 "
2720.07,2015,6,107,"$881,000 ",0,$0 ,1,"$750,000 ",64,"$514,000 ",108,"$1,631,000 "
2801.01,2015,7,127,"$2,050,000 ",3,"$615,000 ",2,"$1,075,000 ",56,"$1,316,000 ",132,"$3,740,000 "
2801.02,2015,5,49,"$515,000 ",0,$0 ,1,"$750,000 ",18,"$163,000 ",50,"$1,265,000 "
2802,2015,8,17,"$215,000 ",0,$0 ,0,$0 ,14,"$113,000 ",17,"$215,000 "
2803.01,2015,6,15,"$200,000 ",0,$0 ,0,$0 ,6,"$49,000 ",15,"$200,000 "
2803.02,2015,6,11,"$40,000 ",0,$0 ,0,$0 ,9,"$29,000 ",11,"$40,000 "
2804.01,2015,8,32,"$225,000 ",0,$0 ,0,$0 ,16,"$125,000 ",32,"$225,000 "
2804.02,2015,7,6,"$99,000 ",0,$0 ,0,$0 ,4,"$97,000 ",6,"$99,000 "
2804.03,2015,8,33,"$307,000 ",0,$0 ,0,$0 ,18,"$112,000 ",33,"$307,000 "
2804.04,2015,6,8,"$31,000 ",0,$0 ,0,$0 ,6,"$19,000 ",8,"$31,000 "
2805,2015,2,25,"$240,000 ",3,"$501,000 ",2,"$605,000 ",11,"$602,000 ",30,"$1,346,000 "
101,2014,10,62,"$798,000 ",3,"$405,000 ",2,"$1,225,000 ",34,"$768,000 ",67,"$2,428,000 "
102,2014,9,30,"$396,000 ",0,$0 ,1,"$350,000 ",19,"$287,000 ",31,"$746,000 "
103,2014,13,34,"$329,000 ",0,$0 ,0,$0 ,14,"$113,000 ",34,"$329,000 "
104,2014,13,97,"$1,567,000 ",7,"$1,506,000 ",9,"$4,699,000 ",53,"$3,368,000 ",113,"$7,772,000 "
105,2014,13,22,"$293,000 ",1,"$150,000 ",0,$0 ,14,"$175,000 ",23,"$443,000 "
201,2014,10,19,"$131,000 ",0,$0 ,0,$0 ,5,"$38,000 ",19,"$131,000 "
202,2014,7,36,"$418,000 ",0,$0 ,1,"$261,000 ",21,"$496,000 ",37,"$679,000 "
203,2014,12,147,"$2,162,000 ",8,"$1,655,000 ",3,"$1,927,000 ",67,"$2,212,000 ",158,"$5,744,000 "
301,2014,3,50,"$393,000 ",4,"$724,000 ",0,$0 ,18,"$297,000 ",54,"$1,117,000 "
302,2014,6,137,"$1,789,000 ",9,"$1,445,000 ",8,"$3,927,000 ",55,"$1,510,000 ",154,"$7,161,000 "
401,2014,9,396,"$6,126,000 ",18,"$3,322,000 ",36,"$20,419,000 ",207,"$6,012,000 ",450,"$29,867,000 "
402,2014,5,38,"$387,000 ",0,$0 ,2,"$742,000 ",14,"$566,000 ",40,"$1,129,000 "
601,2014,6,10,"$55,000 ",0,$0 ,1,"$500,000 ",6,"$40,000 ",11,"$555,000 "
602,2014,5,30,"$289,000 ",0,$0 ,0,$0 ,14,"$225,000 ",30,"$289,000 "
603,2014,7,25,"$282,000 ",1,"$135,000 ",0,$0 ,15,"$316,000 ",26,"$417,000 "
604,2014,8,12,"$144,000 ",0,$0 ,0,$0 ,2,"$7,000 ",12,"$144,000 "
701,2014,5,8,"$57,000 ",0,$0 ,0,$0 ,1,"$1,000 ",8,"$57,000 "
702,2014,5,23,"$79,000 ",0,$0 ,0,$0 ,15,"$71,000 ",23,"$79,000 "
703,2014,3,32,"$291,000 ",0,$0 ,0,$0 ,19,"$169,000 ",32,"$291,000 "
704,2014,3,11,"$48,000 ",0,$0 ,0,$0 ,5,"$25,000 ",11,"$48,000 "
801.01,2014,8,17,"$200,000 ",0,$0 ,1,"$491,000 ",8,"$579,000 ",18,"$691,000 "
801.02,2014,4,15,"$101,000 ",2,"$449,000 ",0,$0 ,7,"$65,000 ",17,"$550,000 "
802,2014,5,6,"$135,000 ",1,"$159,000 ",0,$0 ,2,"$160,000 ",7,"$294,000 "
803.01,2014,5,2,"$16,000 ",0,$0 ,1,"$550,000 ",3,"$566,000 ",3,"$566,000 "
803.02,2014,4,7,"$7,000 ",0,$0 ,0,$0 ,5,"$5,000 ",7,"$7,000 "
805,2014,5,8,"$118,000 ",0,$0 ,0,$0 ,7,"$117,000 ",8,"$118,000 "
806,2014,5,9,"$54,000 ",2,"$258,000 ",1,"$350,000 ",6,"$300,000 ",12,"$662,000 "
807,2014,4,6,"$22,000 ",0,$0 ,0,$0 ,3,"$11,000 ",6,"$22,000 "
808,2014,3,12,"$175,000 ",0,$0 ,1,"$400,000 ",4,"$77,000 ",13,"$575,000 "
901,2014,6,15,"$64,000 ",0,$0 ,0,$0 ,9,"$24,000 ",15,"$64,000 "
902,2014,9,36,"$320,000 ",1,"$111,000 ",0,$0 ,25,"$392,000 ",37,"$431,000 "
903,2014,9,28,"$302,000 ",0,$0 ,1,"$286,000 ",21,"$188,000 ",29,"$588,000 "
904,2014,3,21,"$250,000 ",1,"$150,000 ",3,"$2,050,000 ",6,"$59,000 ",25,"$2,450,000 "
905,2014,5,22,"$319,000 ",1,"$206,000 ",0,$0 ,11,"$78,000 ",23,"$525,000 "
906,2014,6,6,"$21,000 ",0,$0 ,0,$0 ,3,"$16,000 ",6,"$21,000 "
907,2014,4,7,"$89,000 ",0,$0 ,0,$0 ,3,"$81,000 ",7,"$89,000 "
908,2014,5,60,"$664,000 ",1,"$250,000 ",1,"$950,000 ",28,"$282,000 ",62,"$1,864,000 "
909,2014,3,6,"$60,000 ",0,$0 ,0,$0 ,5,"$56,000 ",6,"$60,000 "
1001,2014,4,10,"$101,000 ",0,$0 ,0,$0 ,5,"$31,000 ",10,"$101,000 "
1002,2014,3,1,"$25,000 ",2,"$374,000 ",0,$0 ,1,"$25,000 ",3,"$399,000 "
1101,2014,7,93,"$1,556,000 ",2,"$463,000 ",3,"$1,101,000 ",56,"$1,430,000 ",98,"$3,120,000 "
1102,2014,11,175,"$2,556,000 ",12,"$2,150,000 ",9,"$5,490,000 ",95,"$4,090,000 ",196,"$10,196,000 "
1201,2014,13,46,"$511,000 ",0,$0 ,0,$0 ,17,"$194,000 ",46,"$511,000 "
1202.01,2014,13,34,"$373,000 ",2,"$383,000 ",0,$0 ,20,"$361,000 ",36,"$756,000 "
1202.02,2014,8,28,"$436,000 ",1,"$135,000 ",0,$0 ,18,"$210,000 ",29,"$571,000 "
1203,2014,8,35,"$249,000 ",0,$0 ,1,"$661,000 ",20,"$829,000 ",36,"$910,000 "
1204,2014,4,16,"$94,000 ",0,$0 ,0,$0 ,8,"$60,000 ",16,"$94,000 "
1205,2014,8,41,"$799,000 ",1,"$200,000 ",0,$0 ,19,"$444,000 ",42,"$999,000 "
1206,2014,5,84,"$1,086,000 ",4,"$674,000 ",4,"$1,408,000 ",56,"$2,390,000 ",92,"$3,168,000 "
1207,2014,6,44,"$751,000 ",1,"$150,000 ",4,"$2,237,000 ",18,"$1,102,000 ",49,"$3,138,000 "
1301,2014,5,5,"$10,000 ",0,$0 ,0,$0 ,1,"$4,000 ",5,"$10,000 "
1302,2014,4,18,"$116,000 ",0,$0 ,0,$0 ,8,"$52,000 ",18,"$116,000 "
1303,2014,5,13,"$172,000 ",0,$0 ,2,"$960,000 ",6,"$513,000 ",15,"$1,132,000 "
1304,2014,5,14,"$186,000 ",0,$0 ,0,$0 ,7,"$154,000 ",14,"$186,000 "
1306,2014,8,103,"$1,510,000 ",7,"$1,332,000 ",5,"$2,217,000 ",59,"$1,374,000 ",115,"$5,059,000 "
1307,2014,10,81,"$801,000 ",4,"$672,000 ",3,"$1,324,000 ",42,"$975,000 ",88,"$2,797,000 "
1308.03,2014,7,20,"$246,000 ",0,$0 ,1,"$344,000 ",9,"$62,000 ",21,"$590,000 "
1308.04,2014,9,52,"$922,000 ",0,$0 ,3,"$1,300,000 ",28,"$1,815,000 ",55,"$2,222,000 "
1308.05,2014,12,14,"$212,000 ",0,$0 ,0,$0 ,5,"$39,000 ",14,"$212,000 "
1308.06,2014,10,51,"$671,000 ",1,"$200,000 ",1,"$300,000 ",26,"$313,000 ",53,"$1,171,000 "
1401,2014,13,34,"$587,000 ",0,$0 ,0,$0 ,21,"$306,000 ",34,"$587,000 "
1402,2014,2,12,"$36,000 ",0,$0 ,0,$0 ,7,"$29,000 ",12,"$36,000 "
1403,2014,5,20,"$78,000 ",0,$0 ,1,"$680,000 ",11,"$60,000 ",21,"$758,000 "
1501,2014,4,7,"$14,000 ",0,$0 ,1,"$315,000 ",5,"$326,000 ",8,"$329,000 "
1502,2014,4,7,"$68,000 ",1,"$175,000 ",0,$0 ,6,"$239,000 ",8,"$243,000 "
1503,2014,5,7,"$31,000 ",0,$0 ,0,$0 ,4,"$29,000 ",7,"$31,000 "
1504,2014,5,25,"$359,000 ",5,"$845,000 ",0,$0 ,7,"$385,000 ",30,"$1,204,000 "
1505,2014,5,23,"$463,000 ",0,$0 ,2,"$750,000 ",10,"$156,000 ",25,"$1,213,000 "
1506,2014,6,14,"$230,000 ",1,"$250,000 ",0,$0 ,8,"$143,000 ",15,"$480,000 "
1507.01,2014,7,5,"$37,000 ",0,$0 ,0,$0 ,2,"$20,000 ",5,"$37,000 "
1507.02,2014,7,4,"$13,000 ",0,$0 ,0,$0 ,2,"$5,000 ",4,"$13,000 "
1508,2014,5,38,"$439,000 ",0,$0 ,1,"$384,000 ",19,"$532,000 ",39,"$823,000 "
1509,2014,6,8,"$34,000 ",0,$0 ,0,$0 ,5,"$18,000 ",8,"$34,000 "
1510,2014,5,22,"$148,000 ",1,"$140,000 ",0,$0 ,13,"$203,000 ",23,"$288,000 "
1511,2014,7,46,"$423,000 ",0,$0 ,1,"$360,000 ",31,"$628,000 ",47,"$783,000 "
1512,2014,4,7,"$21,000 ",0,$0 ,0,$0 ,5,"$9,000 ",7,"$21,000 "
1513,2014,5,22,"$429,000 ",0,$0 ,2,"$796,000 ",12,"$349,000 ",24,"$1,225,000 "
1601,2014,4,6,"$28,000 ",0,$0 ,0,$0 ,3,"$23,000 ",6,"$28,000 "
1602,2014,4,3,"$7,000 ",0,$0 ,0,$0 ,1,"$3,000 ",3,"$7,000 "
1603,2014,4,5,"$69,000 ",0,$0 ,0,$0 ,4,"$68,000 ",5,"$69,000 "
1604,2014,4,3,"$29,000 ",0,$0 ,0,$0 ,2,"$26,000 ",3,"$29,000 "
