census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
2506,2013,14,27,"$463,000 ",3,"$555,000 ",3,"$1,461,000 ",3,"$139,000 ",33,"$2,479,000 "
2601.01,2013,6,32,"$248,000 ",1,"$104,000 ",0,$0 ,19,"$258,000 ",33,"$352,000 "
2601.02,2013,7,20,"$272,000 ",0,$0 ,0,$0 ,15,"$227,000 ",20,"$272,000 "
2602.01,2013,6,16,"$181,000 ",1,"$150,000 ",0,$0 ,9,"$74,000 ",17,"$331,000 "
2602.02,2013,5,12,"$79,000 ",0,$0 ,0,$0 ,8,"$66,000 ",12,"$79,000 "
2602.03,2013,5,4,"$35,000 ",0,$0 ,0,$0 ,3,"$30,000 ",4,"$35,000 "
2603.01,2013,6,3,"$12,000 ",2,"$227,000 ",1,"$563,000 ",4,"$114,000 ",6,"$802,000 "
2603.02,2013,6,7,"$93,000 ",0,$0 ,0,$0 ,3,"$8,000 ",7,"$93,000 "
2603.03,2013,5,15,"$442,000 ",0,$0 ,7,"$3,520,000 ",3,"$144,000 ",22,"$3,962,000 "
2604.01,2013,6,8,"$68,000 ",0,$0 ,2,"$775,000 ",2,"$43,000 ",10,"$843,000 "
2604.02,2013,6,23,"$427,000 ",0,$0 ,3,"$1,544,000 ",12,"$121,000 ",26,"$1,971,000 "
2604.03,2013,5,11,"$330,000 ",1,"$125,000 ",2,"$999,000 ",2,"$76,000 ",14,"$1,454,000 "
2604.04,2013,6,73,"$1,346,000 ",7,"$1,246,000 ",3,"$1,477,000 ",22,"$619,000 ",83,"$4,069,000 "
2605.01,2013,6,49,"$594,000 ",3,"$650,000 ",3,"$2,150,000 ",27,"$190,000 ",55,"$3,394,000 "
2606.04,2013,3,2,"$7,000 ",0,$0 ,0,$0 ,2,"$7,000 ",2,"$7,000 "
2606.05,2013,6,106,"$2,025,000 ",8,"$1,230,000 ",9,"$5,030,000 ",30,"$890,000 ",123,"$8,285,000 "
2607,2013,5,52,"$772,000 ",1,"$177,000 ",3,"$1,097,000 ",23,"$469,000 ",56,"$2,046,000 "
2608,2013,5,44,"$897,000 ",1,"$225,000 ",2,"$1,200,000 ",19,"$321,000 ",47,"$2,322,000 "
2609,2013,11,75,"$813,000 ",1,"$160,000 ",5,"$2,664,000 ",41,"$1,425,000 ",81,"$3,637,000 "
2610,2013,5,15,"$116,000 ",0,$0 ,0,$0 ,12,"$102,000 ",15,"$116,000 "
2611,2013,13,39,"$556,000 ",2,"$335,000 ",1,"$300,000 ",23,"$585,000 ",42,"$1,191,000 "
2701.01,2013,8,8,"$84,000 ",0,$0 ,0,$0 ,5,"$41,000 ",8,"$84,000 "
2701.02,2013,8,16,"$94,000 ",1,"$136,000 ",0,$0 ,11,"$175,000 ",17,"$230,000 "
2702,2013,9,24,"$314,000 ",1,"$200,000 ",0,$0 ,9,"$128,000 ",25,"$514,000 "
2703.01,2013,8,28,"$258,000 ",0,$0 ,0,$0 ,20,"$222,000 ",28,"$258,000 "
2703.02,2013,8,8,"$176,000 ",0,$0 ,3,"$979,000 ",5,"$414,000 ",11,"$1,155,000 "
2704.01,2013,8,33,"$160,000 ",2,"$322,000 ",2,"$1,000,000 ",23,"$399,000 ",37,"$1,482,000 "
2704.02,2013,8,23,"$262,000 ",1,"$125,000 ",0,$0 ,9,"$117,000 ",24,"$387,000 "
2705.01,2013,8,27,"$361,000 ",1,"$249,000 ",0,$0 ,19,"$467,000 ",28,"$610,000 "
2705.02,2013,10,36,"$404,000 ",1,"$250,000 ",0,$0 ,23,"$284,000 ",37,"$654,000 "
2706,2013,10,23,"$139,000 ",1,"$175,000 ",0,$0 ,15,"$267,000 ",24,"$314,000 "
2707.01,2013,4,4,"$10,000 ",0,$0 ,0,$0 ,2,"$9,000 ",4,"$10,000 "
2707.02,2013,6,19,"$281,000 ",0,$0 ,0,$0 ,12,"$212,000 ",19,"$281,000 "
2707.03,2013,9,34,"$459,000 ",1,"$236,000 ",0,$0 ,21,"$498,000 ",35,"$695,000 "
2708.01,2013,8,25,"$96,000 ",0,$0 ,0,$0 ,17,"$58,000 ",25,"$96,000 "
2708.02,2013,7,10,"$64,000 ",0,$0 ,1,"$832,000 ",8,"$53,000 ",11,"$896,000 "
2708.03,2013,8,21,"$321,000 ",0,$0 ,1,"$300,000 ",16,"$303,000 ",22,"$621,000 "
2708.04,2013,9,15,"$186,000 ",0,$0 ,0,$0 ,11,"$166,000 ",15,"$186,000 "
2708.05,2013,8,19,"$327,000 ",1,"$203,000 ",1,"$500,000 ",12,"$464,000 ",21,"$1,030,000 "
2709.01,2013,7,3,"$27,000 ",1,"$250,000 ",0,$0 ,3,"$27,000 ",4,"$277,000 "
2709.02,2013,7,9,"$87,000 ",0,$0 ,0,$0 ,8,"$79,000 ",9,"$87,000 "
2709.03,2013,8,20,"$149,000 ",0,$0 ,0,$0 ,8,"$68,000 ",20,"$149,000 "
2710.01,2013,5,6,"$107,000 ",0,$0 ,0,$0 ,4,"$71,000 ",6,"$107,000 "
2710.02,2013,6,19,"$123,000 ",1,"$245,000 ",0,$0 ,8,"$294,000 ",20,"$368,000 "
2711.01,2013,7,10,"$49,000 ",0,$0 ,0,$0 ,3,"$23,000 ",10,"$49,000 "
2711.02,2013,13,15,"$335,000 ",0,$0 ,0,$0 ,12,"$222,000 ",15,"$335,000 "
2712,2013,13,84,"$1,004,000 ",4,"$729,000 ",5,"$3,306,000 ",48,"$1,260,000 ",93,"$5,039,000 "
2713,2013,13,54,"$903,000 ",1,"$199,000 ",2,"$555,000 ",27,"$589,000 ",57,"$1,657,000 "
2714,2013,13,81,"$912,000 ",2,"$402,000 ",2,"$1,020,000 ",52,"$1,733,000 ",85,"$2,334,000 "
2715.01,2013,13,107,"$1,667,000 ",1,"$169,000 ",4,"$1,750,000 ",69,"$900,000 ",112,"$3,586,000 "
2715.03,2013,13,26,"$507,000 ",0,$0 ,0,$0 ,11,"$148,000 ",26,"$507,000 "
2716,2013,6,9,"$185,000 ",1,"$191,000 ",0,$0 ,4,"$218,000 ",10,"$376,000 "
2717,2013,6,26,"$248,000 ",1,"$250,000 ",0,$0 ,23,"$447,000 ",27,"$498,000 "
2718.01,2013,5,11,"$78,000 ",0,$0 ,0,$0 ,5,"$38,000 ",11,"$78,000 "
2718.02,2013,5,11,"$104,000 ",0,$0 ,0,$0 ,5,"$27,000 ",11,"$104,000 "
2719,2013,8,39,"$439,000 ",3,"$570,000 ",3,"$1,125,000 ",25,"$528,000 ",45,"$2,134,000 "
2720.03,2013,10,145,"$1,454,000 ",0,$0 ,0,$0 ,91,"$911,000 ",145,"$1,454,000 "
2720.04,2013,7,133,"$1,043,000 ",1,"$125,000 ",1,"$455,000 ",65,"$545,000 ",135,"$1,623,000 "
2720.05,2013,7,85,"$714,000 ",2,"$243,000 ",0,$0 ,50,"$396,000 ",87,"$957,000 "
2720.06,2013,4,121,"$1,241,000 ",2,"$225,000 ",0,$0 ,63,"$884,000 ",123,"$1,466,000 "
2720.07,2013,6,88,"$713,000 ",2,"$420,000 ",1,"$750,000 ",58,"$632,000 ",91,"$1,883,000 "
2801.01,2013,7,97,"$1,783,000 ",7,"$1,278,000 ",3,"$1,599,000 ",42,"$971,000 ",107,"$4,660,000 "
2801.02,2013,5,56,"$449,000 ",3,"$700,000 ",3,"$911,000 ",27,"$390,000 ",62,"$2,060,000 "
2802,2013,8,25,"$245,000 ",0,$0 ,1,"$350,000 ",17,"$470,000 ",26,"$595,000 "
2803.01,2013,6,23,"$259,000 ",0,$0 ,0,$0 ,15,"$191,000 ",23,"$259,000 "
2803.02,2013,6,6,"$62,000 ",0,$0 ,0,$0 ,2,"$28,000 ",6,"$62,000 "
2804.01,2013,8,23,"$80,000 ",0,$0 ,0,$0 ,16,"$54,000 ",23,"$80,000 "
2804.02,2013,7,6,"$13,000 ",0,$0 ,0,$0 ,2,"$9,000 ",6,"$13,000 "
2804.03,2013,8,28,"$142,000 ",0,$0 ,0,$0 ,17,"$80,000 ",28,"$142,000 "
2804.04,2013,6,3,"$5,000 ",0,$0 ,0,$0 ,1,"$3,000 ",3,"$5,000 "
2805,2013,2,12,"$30,000 ",1,"$231,000 ",0,$0 ,4,"$240,000 ",13,"$261,000 "
101,2012,10,49,"$584,000 ",1,"$129,000 ",3,"$1,468,000 ",28,"$775,000 ",53,"$2,181,000 "
102,2012,9,35,"$138,000 ",0,$0 ,0,$0 ,24,"$94,000 ",35,"$138,000 "
103,2012,13,27,"$264,000 ",0,$0 ,2,"$641,000 ",23,"$842,000 ",29,"$905,000 "
104,2012,13,121,"$1,537,000 ",4,"$856,000 ",4,"$1,595,000 ",63,"$2,211,000 ",129,"$3,988,000 "
105,2012,13,16,"$276,000 ",0,$0 ,0,$0 ,5,"$9,000 ",16,"$276,000 "
201,2012,10,13,"$54,000 ",0,$0 ,0,$0 ,7,"$41,000 ",13,"$54,000 "
202,2012,7,23,"$158,000 ",0,$0 ,0,$0 ,14,"$65,000 ",23,"$158,000 "
203,2012,12,121,"$1,306,000 ",4,"$704,000 ",9,"$4,662,000 ",60,"$4,289,000 ",134,"$6,672,000 "
301,2012,3,40,"$526,000 ",3,"$672,000 ",0,$0 ,24,"$627,000 ",43,"$1,198,000 "
302,2012,6,78,"$1,345,000 ",1,"$150,000 ",19,"$7,573,000 ",35,"$3,125,000 ",98,"$9,068,000 "
401,2012,9,410,"$5,221,000 ",23,"$4,261,000 ",25,"$15,095,000 ",165,"$3,264,000 ",458,"$24,577,000 "
402,2012,5,18,"$248,000 ",0,$0 ,0,$0 ,8,"$49,000 ",18,"$248,000 "
601,2012,6,5,"$51,000 ",2,"$415,000 ",0,$0 ,5,"$451,000 ",7,"$466,000 "
602,2012,5,8,"$45,000 ",0,$0 ,0,$0 ,5,"$30,000 ",8,"$45,000 "
603,2012,7,22,"$189,000 ",0,$0 ,0,$0 ,13,"$150,000 ",22,"$189,000 "
604,2012,8,8,"$63,000 ",0,$0 ,0,$0 ,2,"$33,000 ",8,"$63,000 "
701,2012,5,3,"$24,000 ",0,$0 ,0,$0 ,1,"$16,000 ",3,"$24,000 "
702,2012,5,13,"$132,000 ",1,"$228,000 ",0,$0 ,7,"$105,000 ",14,"$360,000 "
703,2012,3,22,"$245,000 ",0,$0 ,0,$0 ,13,"$125,000 ",22,"$245,000 "
704,2012,3,10,"$156,000 ",0,$0 ,0,$0 ,6,"$66,000 ",10,"$156,000 "
801.01,2012,8,16,"$136,000 ",0,$0 ,0,$0 ,6,"$20,000 ",16,"$136,000 "
801.02,2012,4,5,"$22,000 ",0,$0 ,1,"$300,000 ",4,"$18,000 ",6,"$322,000 "
802,2012,5,12,"$149,000 ",2,"$409,000 ",0,$0 ,9,"$267,000 ",14,"$558,000 "
803.01,2012,5,1,"$19,000 ",0,$0 ,0,$0 ,1,"$19,000 ",1,"$19,000 "
803.02,2012,4,4,"$77,000 ",0,$0 ,0,$0 ,2,"$21,000 ",4,"$77,000 "
804,2012,4,1,"$5,000 ",0,$0 ,0,$0 ,1,"$5,000 ",1,"$5,000 "
805,2012,5,6,"$144,000 ",0,$0 ,0,$0 ,3,"$70,000 ",6,"$144,000 "
806,2012,5,5,"$3,000 ",1,"$165,000 ",0,$0 ,1,"$1,000 ",6,"$168,000 "
807,2012,4,3,"$41,000 ",0,$0 ,0,$0 ,3,"$41,000 ",3,"$41,000 "
808,2012,3,7,"$129,000 ",0,$0 ,0,$0 ,2,"$70,000 ",7,"$129,000 "
901,2012,6,15,"$48,000 ",0,$0 ,0,$0 ,6,"$21,000 ",15,"$48,000 "
902,2012,9,17,"$224,000 ",0,$0 ,0,$0 ,11,"$201,000 ",17,"$224,000 "
903,2012,9,17,"$344,000 ",0,$0 ,0,$0 ,13,"$168,000 ",17,"$344,000 "
904,2012,3,14,"$74,000 ",3,"$573,000 ",2,"$1,050,000 ",7,"$41,000 ",19,"$1,697,000 "
905,2012,5,10,"$241,000 ",0,$0 ,0,$0 ,1,"$3,000 ",10,"$241,000 "
906,2012,6,2,"$2,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$2,000 "
907,2012,4,9,"$77,000 ",0,$0 ,0,$0 ,7,"$74,000 ",9,"$77,000 "
908,2012,5,33,"$339,000 ",3,"$581,000 ",2,"$1,050,000 ",10,"$160,000 ",38,"$1,970,000 "
909,2012,3,6,"$61,000 ",0,$0 ,0,$0 ,3,"$32,000 ",6,"$61,000 "
1001,2012,4,11,"$74,000 ",0,$0 ,0,$0 ,7,"$56,000 ",11,"$74,000 "
1002,2012,3,2,"$50,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$50,000 "
1101,2012,7,65,"$1,068,000 ",0,$0 ,0,$0 ,32,"$526,000 ",65,"$1,068,000 "
1102,2012,11,132,"$2,113,000 ",4,"$709,000 ",3,"$1,585,000 ",43,"$1,683,000 ",139,"$4,407,000 "
1201,2012,13,52,"$640,000 ",1,"$110,000 ",0,$0 ,23,"$193,000 ",53,"$750,000 "
1202.01,2012,13,34,"$155,000 ",1,"$250,000 ",1,"$725,000 ",13,"$64,000 ",36,"$1,130,000 "
1202.02,2012,8,40,"$633,000 ",0,$0 ,1,"$350,000 ",21,"$236,000 ",41,"$983,000 "
1203,2012,8,40,"$310,000 ",3,"$560,000 ",3,"$1,264,000 ",28,"$1,319,000 ",46,"$2,134,000 "
1204,2012,4,12,"$115,000 ",0,$0 ,0,$0 ,4,"$10,000 ",12,"$115,000 "
1205,2012,8,37,"$462,000 ",0,$0 ,1,"$301,000 ",22,"$193,000 ",38,"$763,000 "
1206,2012,5,89,"$1,153,000 ",4,"$758,000 ",4,"$1,836,000 ",36,"$1,815,000 ",97,"$3,747,000 "
1207,2012,6,41,"$945,000 ",5,"$781,000 ",1,"$300,000 ",5,"$211,000 ",47,"$2,026,000 "
1301,2012,5,7,"$21,000 ",0,$0 ,0,$0 ,4,"$7,000 ",7,"$21,000 "
1302,2012,4,6,"$83,000 ",0,$0 ,0,$0 ,4,"$77,000 ",6,"$83,000 "
1303,2012,5,13,"$86,000 ",0,$0 ,1,"$360,000 ",9,"$442,000 ",14,"$446,000 "
1304,2012,5,17,"$256,000 ",0,$0 ,0,$0 ,7,"$110,000 ",17,"$256,000 "
1306,2012,8,104,"$1,307,000 ",2,"$262,000 ",5,"$2,321,000 ",56,"$1,631,000 ",111,"$3,890,000 "
1307,2012,10,50,"$562,000 ",1,"$200,000 ",3,"$1,915,000 ",25,"$1,136,000 ",54,"$2,677,000 "
1308.03,2012,7,19,"$95,000 ",0,$0 ,0,$0 ,5,"$35,000 ",19,"$95,000 "
1308.04,2012,9,44,"$587,000 ",2,"$331,000 ",1,"$272,000 ",16,"$501,000 ",47,"$1,190,000 "
1308.05,2012,12,19,"$338,000 ",1,"$150,000 ",1,"$800,000 ",6,"$856,000 ",21,"$1,288,000 "
1308.06,2012,10,58,"$828,000 ",3,"$642,000 ",2,"$925,000 ",31,"$343,000 ",63,"$2,395,000 "
1401,2012,13,41,"$437,000 ",0,$0 ,0,$0 ,22,"$166,000 ",41,"$437,000 "
1402,2012,2,7,"$20,000 ",0,$0 ,0,$0 ,3,"$13,000 ",7,"$20,000 "
1403,2012,5,18,"$114,000 ",1,"$133,000 ",0,$0 ,8,"$192,000 ",19,"$247,000 "
1501,2012,4,6,"$29,000 ",0,$0 ,0,$0 ,1,"$2,000 ",6,"$29,000 "
1502,2012,4,5,"$45,000 ",0,$0 ,0,$0 ,5,"$45,000 ",5,"$45,000 "
1503,2012,5,3,"$7,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$7,000 "
1504,2012,5,21,"$337,000 ",3,"$480,000 ",0,$0 ,4,"$44,000 ",24,"$817,000 "
1505,2012,5,14,"$285,000 ",1,"$150,000 ",0,$0 ,4,"$54,000 ",15,"$435,000 "
1506,2012,6,13,"$273,000 ",0,$0 ,0,$0 ,7,"$112,000 ",13,"$273,000 "
1507.01,2012,7,6,"$14,000 ",0,$0 ,0,$0 ,6,"$14,000 ",6,"$14,000 "
1507.02,2012,7,7,"$34,000 ",0,$0 ,0,$0 ,5,"$28,000 ",7,"$34,000 "
1508,2012,5,25,"$291,000 ",1,"$150,000 ",0,$0 ,6,"$75,000 ",26,"$441,000 "
1509,2012,6,4,"$3,000 ",0,$0 ,0,$0 ,3,"$2,000 ",4,"$3,000 "
1510,2012,5,13,"$45,000 ",0,$0 ,1,"$402,000 ",7,"$32,000 ",14,"$447,000 "
1511,2012,7,16,"$162,000 ",0,$0 ,0,$0 ,10,"$107,000 ",16,"$162,000 "
1512,2012,4,7,"$7,000 ",0,$0 ,0,$0 ,3,"$2,000 ",7,"$7,000 "
1513,2012,5,19,"$140,000 ",1,"$250,000 ",1,"$500,000 ",3,"$47,000 ",21,"$890,000 "
1601,2012,4,4,"$4,000 ",0,$0 ,0,$0 ,2,"$2,000 ",4,"$4,000 "
1602,2012,4,3,"$7,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$7,000 "
1603,2012,4,3,"$26,000 ",0,$0 ,0,$0 ,3,"$26,000 ",3,"$26,000 "
1604,2012,4,7,"$96,000 ",0,$0 ,0,$0 ,3,"$4,000 ",7,"$96,000 "
1605,2012,4,14,"$277,000 ",0,$0 ,1,"$516,000 ",8,"$193,000 ",15,"$793,000 "
1606,2012,6,7,"$91,000 ",3,"$650,000 ",0,$0 ,3,"$24,000 ",10,"$741,000 "
1607,2012,4,8,"$19,000 ",0,$0 ,0,$0 ,5,"$4,000 ",8,"$19,000 "
1608.01,2012,7,5,"$18,000 ",0,$0 ,0,$0 ,1,"$5,000 ",5,"$18,000 "
1608.02,2012,5,2,"$2,000 ",0,$0 ,0,$0 ,1,"$1,000 ",2,"$2,000 "
1701,2012,3,16,"$280,000 ",1,"$135,000 ",0,$0 ,6,"$56,000 ",17,"$415,000 "
1702,2012,1,11,"$94,000 ",0,$0 ,0,$0 ,5,"$77,000 ",11,"$94,000 "
1703,2012,3,3,"$18,000 ",1,"$103,000 ",0,$0 ,1,"$2,000 ",4,"$121,000 "
1801,2012,3,2,"$32,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$32,000 "
1802,2012,4,3,"$13,000 ",0,$0 ,1,"$775,000 ",3,"$781,000 ",4,"$788,000 "
1803,2012,5,30,"$324,000 ",1,"$131,000 ",1,"$350,000 ",10,"$244,000 ",32,"$805,000 "
1901,2012,3,8,"$68,000 ",0,$0 ,0,$0 ,4,"$15,000 ",8,"$68,000 "
1902,2012,5,4,"$124,000 ",0,$0 ,0,$0 ,2,"$21,000 ",4,"$124,000 "
1903,2012,4,6,"$61,000 ",0,$0 ,0,$0 ,2,"$24,000 ",6,"$61,000 "
2001,2012,5,5,"$5,000 ",0,$0 ,0,$0 ,4,"$4,000 ",5,"$5,000 "
2002,2012,6,14,"$106,000 ",0,$0 ,0,$0 ,1,"$18,000 ",14,"$106,000 "
2003,2012,3,10,"$69,000 ",0,$0 ,0,$0 ,8,"$51,000 ",10,"$69,000 "
2004,2012,4,3,"$54,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$54,000 "
2005,2012,4,33,"$1,221,000 ",2,"$218,000 ",0,$0 ,3,"$109,000 ",35,"$1,439,000 "
2006,2012,4,17,"$367,000 ",1,"$103,000 ",2,"$700,000 ",7,"$131,000 ",20,"$1,170,000 "
2007.01,2012,6,6,"$97,000 ",0,$0 ,0,$0 ,4,"$88,000 ",6,"$97,000 "
2007.02,2012,6,5,"$5,000 ",0,$0 ,0,$0 ,0,$0 ,5,"$5,000 "
2008,2012,6,12,"$266,000 ",0,$0 ,0,$0 ,8,"$204,000 ",12,"$266,000 "
2101,2012,5,60,"$702,000 ",1,"$200,000 ",3,"$1,350,000 ",26,"$550,000 ",64,"$2,252,000 "
2102,2012,6,47,"$1,059,000 ",5,"$1,081,000 ",3,"$1,405,000 ",15,"$170,000 ",55,"$3,545,000 "
2201,2012,13,104,"$1,374,000 ",3,"$502,000 ",5,"$2,705,000 ",45,"$1,082,000 ",112,"$4,581,000 "
2301,2012,6,39,"$367,000 ",2,"$252,000 ",2,"$1,100,000 ",20,"$320,000 ",43,"$1,719,000 "
2302,2012,13,54,"$717,000 ",4,"$884,000 ",5,"$2,513,000 ",30,"$1,297,000 ",63,"$4,114,000 "
2303,2012,5,24,"$333,000 ",0,$0 ,0,$0 ,17,"$136,000 ",24,"$333,000 "
2401,2012,11,49,"$621,000 ",1,"$250,000 ",0,$0 ,20,"$383,000 ",50,"$871,000 "
2402,2012,13,67,"$811,000 ",1,"$250,000 ",2,"$682,000 ",39,"$1,266,000 ",70,"$1,743,000 "
2403,2012,13,17,"$237,000 ",0,$0 ,2,"$1,125,000 ",13,"$664,000 ",19,"$1,362,000 "
2404,2012,9,68,"$808,000 ",2,"$243,000 ",1,"$366,000 ",39,"$839,000 ",71,"$1,417,000 "
2501.01,2012,8,9,"$14,000 ",0,$0 ,0,$0 ,4,"$6,000 ",9,"$14,000 "
2501.02,2012,5,6,"$79,000 ",0,$0 ,0,$0 ,2,"$12,000 ",6,"$79,000 "
2501.03,2012,7,52,"$1,111,000 ",4,"$668,000 ",3,"$2,415,000 ",18,"$488,000 ",59,"$4,194,000 "
2502.03,2012,5,2,"$53,000 ",0,$0 ,1,"$1,000,000 ",1,"$50,000 ",3,"$1,053,000 "
2502.05,2012,5,50,"$683,000 ",1,"$232,000 ",7,"$3,832,000 ",13,"$89,000 ",58,"$4,747,000 "
2502.06,2012,7,77,"$1,270,000 ",8,"$1,393,000 ",9,"$6,064,000 ",22,"$973,000 ",94,"$8,727,000 "
2502.07,2012,4,6,"$8,000 ",2,"$396,000 ",0,$0 ,2,"$2,000 ",8,"$404,000 "
2503.01,2012,4,13,"$143,000 ",1,"$130,000 ",1,"$750,000 ",7,"$62,000 ",15,"$1,023,000 "
2503.03,2012,6,21,"$339,000 ",1,"$250,000 ",4,"$2,700,000 ",7,"$33,000 ",26,"$3,289,000 "
2504.01,2012,5,31,"$357,000 ",1,"$150,000 ",0,$0 ,10,"$147,000 ",32,"$507,000 "
2504.02,2012,4,10,"$52,000 ",0,$0 ,0,$0 ,1,"$6,000 ",10,"$52,000 "
2505,2012,4,33,"$882,000 ",6,"$1,366,000 ",6,"$2,555,000 ",12,"$425,000 ",45,"$4,803,000 "
2506,2012,14,34,"$321,000 ",1,"$225,000 ",4,"$1,890,000 ",6,"$104,000 ",39,"$2,436,000 "
2601.01,2012,6,40,"$289,000 ",1,"$104,000 ",0,$0 ,24,"$332,000 ",41,"$393,000 "
2601.02,2012,7,19,"$197,000 ",0,$0 ,0,$0 ,13,"$183,000 ",19,"$197,000 "
2602.01,2012,6,13,"$173,000 ",2,"$277,000 ",0,$0 ,5,"$17,000 ",15,"$450,000 "
2602.02,2012,5,14,"$219,000 ",0,$0 ,0,$0 ,12,"$216,000 ",14,"$219,000 "
2602.03,2012,5,7,"$28,000 ",0,$0 ,0,$0 ,4,"$22,000 ",7,"$28,000 "
2603.01,2012,6,5,"$56,000 ",1,"$102,000 ",0,$0 ,4,"$105,000 ",6,"$158,000 "
2603.02,2012,6,4,"$63,000 ",1,"$200,000 ",0,$0 ,3,"$38,000 ",5,"$263,000 "
2603.03,2012,5,23,"$247,000 ",0,$0 ,0,$0 ,5,"$17,000 ",23,"$247,000 "
2604.01,2012,6,15,"$163,000 ",0,$0 ,1,"$275,000 ",4,"$308,000 ",16,"$438,000 "
2604.02,2012,6,37,"$682,000 ",0,$0 ,3,"$1,300,000 ",16,"$651,000 ",40,"$1,982,000 "
2604.03,2012,5,11,"$157,000 ",1,"$150,000 ",0,$0 ,3,"$24,000 ",12,"$307,000 "
2604.04,2012,6,76,"$1,047,000 ",7,"$1,136,000 ",8,"$4,472,000 ",27,"$1,976,000 ",91,"$6,655,000 "
2605.01,2012,6,70,"$759,000 ",2,"$450,000 ",1,"$263,000 ",39,"$778,000 ",73,"$1,472,000 "
2606.04,2012,3,0,$0 ,0,$0 ,0,$0 ,0,$0 ,0,$0 
2606.05,2012,6,134,"$2,404,000 ",8,"$1,424,000 ",9,"$5,178,000 ",56,"$2,554,000 ",151,"$9,006,000 "
2607,2012,5,41,"$713,000 ",1,"$200,000 ",2,"$716,000 ",10,"$825,000 ",44,"$1,629,000 "
2608,2012,5,42,"$579,000 ",2,"$446,000 ",0,$0 ,22,"$598,000 ",44,"$1,025,000 "
2609,2012,11,74,"$537,000 ",0,$0 ,2,"$1,500,000 ",28,"$267,000 ",76,"$2,037,000 "
2610,2012,5,21,"$161,000 ",0,$0 ,0,$0 ,16,"$56,000 ",21,"$161,000 "
2611,2012,13,39,"$451,000 ",2,"$330,000 ",0,$0 ,18,"$668,000 ",41,"$781,000 "
2701.01,2012,8,6,"$105,000 ",0,$0 ,0,$0 ,5,"$80,000 ",6,"$105,000 "
2701.02,2012,8,21,"$154,000 ",0,$0 ,0,$0 ,10,"$52,000 ",21,"$154,000 "
2702,2012,9,15,"$269,000 ",1,"$200,000 ",0,$0 ,7,"$130,000 ",16,"$469,000 "
2703.01,2012,8,17,"$164,000 ",0,$0 ,0,$0 ,10,"$151,000 ",17,"$164,000 "
2703.02,2012,8,18,"$203,000 ",1,"$150,000 ",2,"$781,000 ",8,"$436,000 ",21,"$1,134,000 "
2704.01,2012,8,19,"$67,000 ",1,"$103,000 ",3,"$1,532,000 ",9,"$125,000 ",23,"$1,702,000 "
2704.02,2012,8,25,"$219,000 ",0,$0 ,0,$0 ,15,"$111,000 ",25,"$219,000 "
2705.01,2012,8,37,"$495,000 ",0,$0 ,1,"$637,000 ",18,"$810,000 ",38,"$1,132,000 "
2705.02,2012,10,33,"$389,000 ",0,$0 ,0,$0 ,17,"$235,000 ",33,"$389,000 "
2706,2012,10,35,"$164,000 ",0,$0 ,0,$0 ,22,"$77,000 ",35,"$164,000 "
2707.01,2012,4,3,"$16,000 ",0,$0 ,0,$0 ,2,"$8,000 ",3,"$16,000 "
2707.02,2012,6,7,"$103,000 ",0,$0 ,0,$0 ,1,"$2,000 ",7,"$103,000 "
2707.03,2012,9,30,"$511,000 ",0,$0 ,0,$0 ,13,"$204,000 ",30,"$511,000 "
2708.01,2012,8,17,"$158,000 ",0,$0 ,0,$0 ,12,"$139,000 ",17,"$158,000 "
2708.02,2012,7,19,"$137,000 ",0,$0 ,0,$0 ,14,"$59,000 ",19,"$137,000 "
2708.03,2012,8,43,"$558,000 ",0,$0 ,1,"$300,000 ",26,"$308,000 ",44,"$858,000 "
2708.04,2012,9,17,"$170,000 ",0,$0 ,0,$0 ,13,"$159,000 ",17,"$170,000 "
2708.05,2012,8,26,"$321,000 ",0,$0 ,3,"$1,795,000 ",14,"$215,000 ",29,"$2,116,000 "
2709.01,2012,7,5,"$9,000 ",0,$0 ,0,$0 ,3,"$2,000 ",5,"$9,000 "
2709.02,2012,7,8,"$72,000 ",0,$0 ,0,$0 ,4,"$55,000 ",8,"$72,000 "
2709.03,2012,8,20,"$86,000 ",0,$0 ,0,$0 ,11,"$41,000 ",20,"$86,000 "
2710.01,2012,5,6,"$67,000 ",0,$0 ,1,"$350,000 ",6,"$416,000 ",7,"$417,000 "
2710.02,2012,6,22,"$116,000 ",0,$0 ,0,$0 ,18,"$66,000 ",22,"$116,000 "
2711.01,2012,7,12,"$67,000 ",0,$0 ,0,$0 ,2,"$12,000 ",12,"$67,000 "
2711.02,2012,13,17,"$271,000 ",1,"$171,000 ",0,$0 ,11,"$260,000 ",18,"$442,000 "
2712,2012,13,103,"$760,000 ",1,"$150,000 ",3,"$2,250,000 ",51,"$475,000 ",107,"$3,160,000 "
2713,2012,13,46,"$621,000 ",2,"$361,000 ",0,$0 ,20,"$547,000 ",48,"$982,000 "
