,STUSAB,LOGRECNO,B01001_001,B02001_002,B02001_003,B11001_006,B11001A_006,B11001B_006,B15002_011,B15002_028,C15002A_004,C15002A_009,C15002B_004,C15002B_009,B17001_002,B17001A_002,B17001B_002,B19113_001,B19113A_001,B19113B_001,B23025_005,B25003_002,B25003A_002,B25003B_002,B25035_001,B25077_001
2453,md,3780,1510,1385,0,4,4,0,127,141,,,,,,,,150694.0,,,49,482,440,0,1987.0,420300.0
2454,md,3781,1215,1133,49,50,25,25,183,178,,,,,,,,105909.0,,,40,435,403,25,1977.0,339700.0
2455,md,3782,1487,1424,43,36,36,0,246,199,,,,,,,,90556.0,,,23,441,437,0,1944.0,285700.0
2456,md,3783,1553,1408,17,67,67,0,193,209,,,,,,,,85750.0,,,33,351,351,0,1965.0,271500.0
2457,md,3784,1259,1223,5,51,51,0,182,206,,,,,,,,98194.0,,,44,420,420,0,1980.0,319100.0
2458,md,3785,900,876,0,7,7,0,161,117,,,,,,,,82222.0,,,12,274,270,0,1986.0,268600.0
2459,md,3786,866,759,78,84,52,30,173,145,,,,,,,,60000.0,,,31,172,151,19,1939.0,197700.0
2460,md,3787,576,576,0,21,21,0,69,78,,,,,,,,84583.0,,,7,199,199,0,1971.0,279500.0
2461,md,3788,2784,2562,87,71,71,0,140,279,,,,,,,,136484.0,,,64,752,717,0,1989.0,445900.0
2462,md,3789,549,531,9,17,17,0,52,49,,,,,,,,117875.0,,,22,160,160,0,1979.0,412800.0
2463,md,3790,1448,1360,21,61,61,0,112,209,,,,,,,,114531.0,,,33,526,518,8,1982.0,297700.0
2464,md,3791,1622,1509,0,43,43,0,65,104,,,,,,,,147381.0,,,75,483,439,0,1996.0,581500.0
2465,md,3792,1567,1447,65,89,76,13,128,172,,,,,,,,84750.0,,,22,457,434,0,2001.0,306000.0
2466,md,3793,2331,2194,26,9,9,0,196,138,,,,,,,,151607.0,,,71,701,675,4,1999.0,478200.0
2467,md,3794,1420,1346,27,10,10,0,187,132,,,,,,,,132361.0,,,7,431,402,12,1979.0,374200.0
2468,md,3795,610,605,4,18,18,0,89,88,,,,,,,,114583.0,,,0,176,176,0,1977.0,372200.0
2469,md,3796,1625,1519,26,19,19,0,74,130,,,,,,,,137625.0,,,25,546,536,4,1980.0,386900.0
2470,md,3797,1315,1194,25,42,42,0,99,269,,,,,,,,81477.0,,,19,467,441,7,1977.0,372000.0
2471,md,3798,2428,2326,94,95,95,0,217,214,,,,,,,,105972.0,,,16,820,786,26,1980.0,367000.0
2472,md,3799,1362,1312,13,27,27,0,198,203,,,,,,,,140278.0,,,31,363,363,0,1980.0,380100.0
2473,md,3800,1990,1920,7,53,53,0,155,100,,,,,,,,153958.0,,,72,715,687,0,1985.0,519500.0
2474,md,3801,1538,1394,99,64,64,0,165,225,,,,,,,,88500.0,,,62,346,327,11,1972.0,336800.0
2475,md,3802,1088,1082,6,79,79,0,237,87,,,,,,,,104107.0,,,0,434,434,0,1964.0,292200.0
2476,md,3803,1634,1503,85,42,30,12,187,319,,,,,,,,73603.0,,,56,429,391,26,1970.0,238300.0
2477,md,3804,2016,1940,23,104,104,0,352,446,,,,,,,,77869.0,,,0,709,692,0,1974.0,245500.0
2478,md,3805,921,876,13,101,101,0,138,84,,,,,,,,,,,0,361,345,0,1972.0,245100.0
2479,md,3806,1257,1251,4,27,27,0,205,187,,,,,,,,82039.0,,,77,392,390,0,1983.0,267600.0
2480,md,3807,1567,1544,6,90,88,2,150,70,,,,,,,,82000.0,,,13,321,317,2,1973.0,286900.0
2481,md,3808,547,544,0,10,10,0,51,62,,,,,,,,121250.0,,,8,198,198,0,1981.0,223500.0
2482,md,3809,560,554,6,0,0,0,100,73,,,,,,,,146364.0,,,11,237,237,0,1982.0,400900.0
2483,md,3810,1197,1042,12,80,80,0,157,172,,,,,,,,81806.0,,,55,181,160,0,1959.0,182200.0
2484,md,3811,1367,843,356,25,19,6,227,168,,,,,,,,38803.0,,,175,205,151,54,1970.0,142000.0
2485,md,3812,1726,1452,170,224,198,0,165,123,,,,,,,,16823.0,,,70,35,35,0,1951.0,57900.0
2486,md,3813,1002,856,138,40,33,0,218,187,,,,,,,,38137.0,,,7,115,107,8,1939.0,170100.0
2487,md,3814,1815,1761,44,58,49,9,293,329,,,,,,,,80481.0,,,74,574,555,9,1977.0,240900.0
2488,md,3815,2380,2298,42,87,75,12,283,358,,,,,,,,88527.0,,,51,680,666,0,1979.0,241500.0
2489,md,3816,1245,1185,0,63,63,0,75,261,,,,,,,,52958.0,,,17,480,480,0,1993.0,164000.0
2490,md,3817,1527,1299,152,126,86,17,161,229,,,,,,,,64526.0,,,36,281,258,0,1994.0,207900.0
2491,md,3818,1571,1272,68,138,76,16,116,172,,,,,,,,74110.0,,,66,292,266,26,1984.0,124000.0
2492,md,3819,794,789,3,13,13,0,114,193,,,,,,,,,,,73,176,176,0,1977.0,286200.0
2493,md,3820,2561,2229,219,189,126,63,269,318,,,,,,,,64375.0,,,29,739,671,37,1998.0,222600.0
2494,md,3821,1609,1073,404,150,45,78,157,287,,,,,,,,59464.0,,,97,257,257,0,1978.0,194000.0
2495,md,3822,2526,1656,820,86,66,20,290,148,,,,,,,,116793.0,,,125,596,422,124,1996.0,229300.0
2496,md,3823,2851,2166,356,178,145,33,168,338,,,,,,,,63111.0,,,0,459,366,84,1997.0,264000.0
2497,md,3824,2581,1955,101,85,85,0,391,262,,,,,,,,68868.0,,,22,765,613,45,1979.0,174900.0
2498,md,3825,1260,1151,109,39,39,0,219,181,,,,,,,,130658.0,,,65,401,401,0,1983.0,356000.0
2499,md,3826,1786,1774,0,38,38,0,218,179,,,,,,,,88036.0,,,18,576,570,0,1977.0,237100.0
2500,md,3827,870,869,1,49,49,0,89,101,,,,,,,,89355.0,,,12,180,180,0,1972.0,226400.0
2501,md,3828,1836,1821,15,57,57,0,202,133,,,,,,,,128631.0,,,19,621,621,0,1979.0,288100.0
2502,md,3829,3162,1797,1081,163,19,122,320,163,,,,,,,,65192.0,,,89,499,385,82,1996.0,215400.0
2503,md,3830,1634,1547,79,29,29,0,264,218,,,,,,,,98712.0,,,30,435,405,30,1972.0,273500.0
2504,md,3831,1997,1941,17,40,40,0,302,193,,,,,,,,108914.0,,,86,612,590,10,1986.0,288400.0
2505,md,3832,1551,1540,0,28,28,0,213,119,,,,,,,,85078.0,,,34,461,461,0,1988.0,286600.0
2506,md,3833,1933,1465,417,96,56,26,209,282,,,,,,,,64416.0,,,106,440,427,13,1957.0,168500.0
2507,md,3834,3913,3123,389,154,154,0,482,620,,,,,,,,76250.0,,,60,974,873,47,1992.0,178900.0
2508,md,3835,697,677,0,0,0,0,64,132,,,,,,,,,,,0,354,344,0,1970.0,288600.0
2509,md,3836,1187,1187,0,18,18,0,332,247,,,,,,,,84773.0,,,0,395,395,0,1977.0,286400.0
2510,md,3837,2029,1980,3,73,73,0,201,204,,,,,,,,99726.0,,,51,690,681,0,1990.0,286200.0
2511,md,3838,1229,1153,0,31,31,0,68,127,,,,,,,,119818.0,,,14,466,466,0,1980.0,364100.0
2512,md,3839,1969,1850,65,0,0,0,149,235,,,,,,,,127083.0,,,38,615,600,15,2000.0,301200.0
2513,md,3840,1191,1182,9,53,53,0,138,53,,,,,,,,100859.0,,,56,310,310,0,1988.0,276700.0
2514,md,3841,1787,1718,28,62,62,0,231,258,,,,,,,,89444.0,,,75,543,543,0,1989.0,207000.0
2515,md,3842,4370,3948,225,270,230,28,402,399,,,,,,,,82917.0,,,70,1100,1063,31,1994.0,243500.0
2516,md,3843,928,928,0,54,54,0,122,184,,,,,,,,49181.0,,,17,407,407,0,1988.0,94200.0
2517,md,3844,3753,3046,169,67,67,0,261,346,,,,,,,,88403.0,,,135,900,824,46,2001.0,241700.0
2518,md,3845,1101,1032,69,73,73,0,114,208,,,,,,,,50625.0,,,92,117,117,0,1986.0,179900.0
2519,md,3846,1807,1664,93,41,41,0,331,228,,,,,,,,111964.0,,,155,524,494,30,1995.0,292500.0
2520,md,3847,2160,2022,56,112,94,18,294,314,,,,,,,,59925.0,,,197,700,648,33,1985.0,182900.0
2521,md,3848,1976,1780,164,91,64,13,233,273,,,,,,,,78750.0,,,34,456,420,20,1975.0,228900.0
2522,md,3849,1623,1151,257,20,9,0,143,140,,,,,,,,97207.0,,,50,533,410,67,1993.0,253000.0
2523,md,3850,1730,1482,127,118,34,51,152,385,,,,,,,,92683.0,,,63,335,335,0,1988.0,185600.0
2524,md,3851,2111,1643,366,106,65,41,344,221,,,,,,,,116250.0,,,17,420,394,0,1994.0,220600.0
2525,md,3852,1791,1780,0,57,57,0,266,304,,,,,,,,90313.0,,,67,570,559,0,1984.0,241200.0
2526,md,3853,1703,1487,138,0,0,0,231,151,,,,,,,,103906.0,,,45,478,463,15,1986.0,289000.0
2527,md,3854,3039,2810,39,191,191,0,374,397,,,,,,,,88583.0,,,104,590,581,0,1983.0,225300.0
2528,md,3855,1730,1584,3,62,62,0,295,213,,,,,,,,80000.0,,,80,561,552,0,1983.0,224700.0
2529,md,3856,2201,2186,0,72,72,0,437,239,,,,,,,,93953.0,,,85,705,690,0,1979.0,235500.0
2530,md,3857,1934,1873,0,85,77,0,397,287,,,,,,,,84773.0,,,44,672,640,0,1991.0,228600.0
2531,md,3858,2086,2061,25,41,41,0,366,250,,,,,,,,90385.0,,,51,554,554,0,1990.0,215400.0
2532,md,3859,2881,900,1737,259,65,194,285,313,,,,,,,,86413.0,,,61,968,275,636,1994.0,266400.0
2533,md,3860,2978,790,1513,66,0,53,395,408,,,,,,,,127596.0,,,19,872,299,505,1982.0,268000.0
2534,md,3861,1464,740,519,123,36,67,150,221,,,,,,,,74231.0,,,55,459,278,113,1978.0,207500.0
2535,md,3862,929,321,596,39,0,34,182,130,,,,,,,,94375.0,,,27,317,118,194,1971.0,269500.0
2536,md,3863,1222,812,206,28,0,6,74,52,,,,,,,,58500.0,,,3,71,13,41,2004.0,230100.0
2537,md,3864,1792,604,868,221,28,125,95,158,,,,,,,,51131.0,,,70,474,202,204,1983.0,197900.0
2538,md,3865,1291,1178,42,140,140,0,235,296,,,,,,,,47857.0,,,14,508,480,0,1948.0,102300.0
2539,md,3866,1685,416,1061,111,11,94,270,176,,,,,,,,76607.0,,,59,492,149,295,1988.0,183900.0
2540,md,3867,1176,604,416,73,13,54,152,219,,,,,,,,69196.0,,,82,316,172,112,1969.0,223300.0
2541,md,3868,974,571,285,11,11,0,150,70,,,,,,,,101150.0,,,43,297,175,88,1977.0,309100.0
2542,md,3869,425,286,113,25,0,13,76,38,,,,,,,,105694.0,,,32,150,114,31,1977.0,311100.0
2543,md,3870,1713,934,460,38,23,15,270,305,,,,,,,,91922.0,,,21,482,362,101,1973.0,238400.0
2544,md,3871,1479,873,606,33,0,33,310,229,,,,,,,,76367.0,,,98,572,378,194,1976.0,350000.0
2545,md,3872,1364,942,327,21,11,10,183,149,,,,,,,,122639.0,,,68,391,329,55,1984.0,322700.0
2546,md,3873,1434,1317,27,52,30,0,176,116,,,,,,,,139219.0,,,27,434,428,6,1982.0,370300.0
2547,md,3874,1619,489,1033,53,11,42,139,127,,,,,,,,103375.0,,,44,435,154,254,2002.0,345700.0
2548,md,3875,1239,607,587,8,8,0,103,57,,,,,,,,147917.0,,,70,378,203,175,1995.0,423900.0
2549,md,3876,2069,1687,168,102,70,0,231,240,,,,,,,,128313.0,,,43,712,590,70,1979.0,332900.0
2550,md,3877,3883,1236,2210,168,14,154,155,202,,,,,,,,132794.0,,,68,1079,433,502,1996.0,322000.0
2551,md,3878,1327,421,738,44,2,42,152,142,,,,,,,,147917.0,,,0,373,155,189,1995.0,340100.0
2552,md,3879,2290,817,1266,101,41,60,280,251,,,,,,,,93125.0,,,107,611,245,346,1985.0,249100.0
2553,md,3880,3063,1016,1571,52,37,15,321,319,,,,,,,,147125.0,,,41,851,291,474,2000.0,319600.0
2554,md,3881,3142,331,2487,266,24,242,444,209,,,,,,,,115360.0,,,110,1007,128,677,1990.0,249700.0
2555,md,3882,1084,741,295,27,0,0,202,139,,,,,,,,101019.0,,,0,326,238,67,1990.0,241200.0
2556,md,3883,2551,272,2004,259,25,234,155,218,,,,,,,,85805.0,,,50,208,93,103,1991.0,317900.0
2557,md,3884,2718,890,1497,111,33,57,141,137,,,,,,,,143167.0,,,91,825,326,430,2001.0,316500.0
2558,md,3885,2870,1178,1464,254,37,217,251,226,,,,,,,,99595.0,,,100,571,257,301,1988.0,255900.0
2559,md,3886,2511,838,1566,164,55,109,148,338,,,,,,,,80000.0,,,18,615,181,414,1987.0,162100.0
2560,md,3887,818,157,604,119,0,110,65,57,,,,,,,,92273.0,,,1,220,46,165,1987.0,229200.0
2561,md,3888,1786,245,1132,96,17,18,53,190,,,,,,,,124531.0,,,72,542,104,360,2003.0,341700.0
2562,md,3889,2967,1437,1302,130,44,69,346,225,,,,,,,,114083.0,,,67,958,463,441,1992.0,295200.0
2563,md,3890,3058,1102,1696,109,30,70,225,250,,,,,,,,134554.0,,,55,920,357,485,1997.0,344800.0
2564,md,3891,4336,1488,2475,177,29,148,282,321,,,,,,,,133438.0,,,62,1241,453,691,1997.0,342100.0
2565,md,3892,3469,1724,1564,110,99,11,272,346,,,,,,,,163516.0,,,138,1184,683,464,1994.0,380000.0
2566,md,3893,885,408,427,66,23,43,60,111,,,,,,,,,,,29,249,144,105,1974.0,238300.0
2567,md,3894,885,454,230,61,9,30,75,164,,,,,,,,112538.0,,,28,262,193,39,,248800.0
2568,md,3895,1087,627,368,28,10,8,169,102,,,,,,,,130511.0,,,22,332,237,73,,264700.0
2569,md,3896,2037,1127,753,47,0,31,172,210,,,,,,,,129107.0,,,20,641,369,244,1980.0,268300.0
2570,md,3897,2148,700,1151,111,23,88,224,151,,,,,,,,108717.0,,,12,717,228,377,1987.0,207500.0
2571,md,3898,1520,516,992,226,86,140,69,167,,,,,,,,40804.0,,,38,166,17,149,1985.0,170000.0
2572,md,3899,1031,753,238,34,34,0,201,123,,,,,,,,89554.0,,,0,305,255,50,1975.0,283200.0
2573,md,3900,2087,1331,673,196,102,94,256,290,,,,,,,,57833.0,,,23,412,313,99,1969.0,217600.0
2574,md,3901,1785,298,1437,310,0,310,165,300,,,,,,,,45051.0,,,135,460,63,397,1994.0,174500.0
2575,md,3902,1507,318,951,270,20,215,246,173,,,,,,,,50368.0,,,0,348,179,130,1985.0,170700.0
2576,md,3903,1950,597,1115,108,23,85,299,185,,,,,,,,87692.0,,,55,565,293,263,1976.0,228100.0
2577,md,3904,2500,1270,734,145,62,76,356,467,,,,,,,,99868.0,,,68,498,286,192,1969.0,221500.0
2578,md,3905,1491,618,517,108,10,49,274,171,,,,,,,,94227.0,,,26,314,188,126,1971.0,221500.0
2579,md,3906,7275,1434,4941,497,53,418,533,659,,,,,,,,107696.0,,,132,2062,501,1431,2008.0,325100.0
2580,md,3907,1247,949,238,51,17,34,171,144,,,,,,,,127969.0,,,36,381,322,44,1993.0,442400.0
2581,md,3908,2181,794,1103,157,59,80,185,168,,,,,,,,104185.0,,,88,713,343,326,1986.0,251100.0
2582,md,3909,2132,933,1052,141,102,39,315,226,,,,,,,,92925.0,,,42,721,306,387,1982.0,192600.0
2583,md,3910,1392,616,743,95,29,66,85,166,,,,,,,,,,,91,226,108,118,1977.0,235700.0
2584,md,3911,1258,192,1066,61,13,48,186,172,,,,,,,,62125.0,,,117,258,82,176,1974.0,243200.0
2585,md,3912,1817,565,995,244,78,166,225,268,,,,,,,,63951.0,,,76,261,183,78,1976.0,201800.0
2586,md,3913,1087,750,310,61,32,29,155,193,,,,,,,,69662.0,,,35,312,226,86,1972.0,333700.0
2587,md,3914,2724,1898,646,115,110,5,322,261,,,,,,,,127105.0,,,20,648,585,41,1989.0,331500.0
2588,md,3915,475,449,26,33,33,0,75,139,,,,,,,,81875.0,,,44,166,154,12,1966.0,259800.0
2589,md,3916,2204,1168,718,125,44,81,138,243,,,,,,,,99408.0,,,103,401,247,84,1999.0,341500.0
2590,md,3917,857,543,314,120,51,69,13,140,,,,,,,,,,,0,146,133,13,1975.0,327700.0
2591,md,3918,1349,827,466,15,0,15,130,159,,,,,,,,94957.0,,,0,243,225,0,1987.0,298800.0
2592,md,3919,1436,1256,94,33,10,23,101,142,,,,,,,,90500.0,,,0,416,381,14,1976.0,347000.0
2593,md,3920,2717,2275,166,63,63,0,331,352,,,,,,,,144345.0,,,74,874,761,69,1992.0,387600.0
2594,md,3921,838,722,34,29,29,0,208,176,,,,,,,,80000.0,,,18,232,232,0,1975.0,269200.0
2595,md,3922,2033,1630,265,67,59,0,304,124,,,,,,,,93438.0,,,11,562,483,39,1982.0,366700.0
2596,md,3923,1517,1323,146,22,22,0,174,123,,,,,,,,134632.0,,,28,442,365,64,1994.0,358400.0
2597,md,3924,657,591,55,10,10,0,96,165,,,,,,,,84224.0,,,8,245,217,24,1963.0,301500.0
2598,md,3925,1338,776,467,103,25,64,177,200,,,,,,,,85375.0,,,28,282,232,31,1980.0,205100.0
2599,md,3926,1511,1317,176,67,44,23,327,153,,,,,,,,83281.0,,,15,422,360,62,1962.0,359600.0
2600,md,3927,1637,1344,232,32,32,0,190,174,,,,,,,,81094.0,,,26,424,359,46,1995.0,402600.0
2601,md,3928,3120,2578,144,45,45,0,379,407,,,,,,,,136635.0,,,57,1031,902,41,1994.0,403800.0
2602,md,3929,579,77,472,0,0,0,208,2,,,,,,,,,,,0,0,0,0,,
2603,md,3930,1240,976,215,91,47,44,222,188,,,,,,,,114191.0,,,0,339,319,0,1976.0,338400.0
2604,md,3931,2952,2254,288,67,48,19,331,316,,,,,,,,127000.0,,,46,942,779,104,1987.0,388700.0
2605,md,3932,2165,1415,650,56,14,42,229,206,,,,,,,,123333.0,,,55,624,448,176,1986.0,351900.0
2606,md,3933,3218,1582,1028,68,20,48,320,293,,,,,,,,131455.0,,,62,1052,557,326,1999.0,400300.0
2607,md,3934,960,713,247,0,0,0,107,70,,,,,,,,133239.0,,,73,289,236,53,1989.0,357900.0
2608,md,3935,2482,1820,368,58,58,0,234,297,,,,,,,,139063.0,,,23,718,521,98,1998.0,421700.0
2609,md,3936,2045,359,1550,289,16,260,163,289,,,,,,,,91296.0,,,87,390,126,234,1997.0,205200.0
2610,md,3937,2765,528,1833,289,39,234,139,135,,,,,,,,93611.0,,,55,673,154,438,1997.0,289300.0
2611,md,3938,4293,1316,2282,379,62,217,209,275,,,,,,,,109167.0,,,16,882,288,485,1998.0,263900.0
2612,md,3939,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,
2613,md,3940,902,686,138,54,35,19,123,135,,,,,,,,74000.0,,,26,245,203,24,1991.0,197800.0
2614,md,3941,737,650,56,37,36,1,189,111,,,,,,,,107778.0,,,16,279,260,14,1971.0,194600.0
2615,md,3942,1090,478,561,80,30,50,117,96,,,,,,,,56250.0,,,61,288,183,103,1962.0,150000.0
2616,md,3943,1131,602,467,107,20,87,256,114,,,,,,,,64865.0,,,55,338,224,114,1992.0,140500.0
2617,md,3944,2324,1908,231,35,26,9,400,203,,,,,,,,81019.0,,,43,694,637,36,1991.0,164600.0
2618,md,3945,1397,848,500,114,43,62,130,162,,,,,,,,58165.0,,,91,408,293,102,1969.0,158300.0
2619,md,3946,790,455,287,91,11,80,115,92,,,,,,,,53684.0,,,34,184,147,32,1987.0,156300.0
2620,md,3947,1343,1151,6,41,41,0,159,175,,,,,,,,67335.0,,,20,431,431,0,1977.0,183300.0
2621,md,3948,1096,845,204,50,33,17,169,110,,,,,,,,96875.0,,,54,319,261,58,1980.0,164200.0
2622,md,3949,967,946,0,36,36,0,112,121,,,,,,,,70938.0,,,66,334,320,0,1981.0,242300.0
2623,md,3950,901,692,209,80,59,21,117,163,,,,,,,,86181.0,,,14,323,254,69,1995.0,221800.0
2624,md,3951,749,569,180,32,17,15,86,117,,,,,,,,44018.0,,,42,146,140,6,1960.0,261600.0
2625,md,3952,1218,789,160,82,38,44,158,93,,,,,,,,63409.0,,,32,122,122,0,1983.0,211700.0
2626,md,3953,612,445,167,62,12,50,70,66,,,,,,,,77708.0,,,32,160,160,0,1939.0,236700.0
2627,md,3954,848,718,82,54,46,8,28,26,,,,,,,,86071.0,,,11,258,249,0,1943.0,179600.0
2628,md,3955,317,43,269,0,0,0,60,41,,,,,,,,,,,0,18,0,18,1962.0,
2629,md,3956,2048,919,1018,228,56,161,354,336,,,,,,,,38800.0,,,109,280,191,78,1980.0,151600.0
2630,md,3957,1653,40,1235,355,0,251,107,266,,,,,,,,12031.0,,,127,65,0,65,1969.0,87300.0
2631,md,3958,2242,1087,946,171,75,96,340,348,,,,,,,,61645.0,,,135,430,303,106,1978.0,128700.0
2632,md,3959,1096,366,730,89,18,71,164,217,,,,,,,,67882.0,,,71,207,109,98,1974.0,90300.0
2633,md,3960,1268,211,1007,166,0,166,98,207,,,,,,,,46929.0,,,21,234,81,151,1975.0,187000.0
2634,md,3961,966,850,70,88,88,0,151,142,,,,,,,,42619.0,,,43,218,218,0,1976.0,111800.0
2635,md,3962,433,343,18,55,13,0,48,72,,,,,,,,46667.0,,,49,210,145,4,1972.0,340000.0
2636,md,3963,797,778,13,6,6,0,119,129,,,,,,,,98906.0,,,7,356,356,0,1966.0,442700.0
2637,md,3964,1770,1595,90,15,15,0,234,203,,,,,,,,91250.0,,,51,642,622,13,1968.0,220100.0
2638,md,3965,901,879,5,29,29,0,161,101,,,,,,,,57065.0,,,20,312,312,0,1971.0,287500.0
2639,md,3966,1237,1090,92,22,7,15,175,167,,,,,,,,91250.0,,,80,398,361,35,1974.0,261100.0
2640,md,3967,722,566,156,33,33,0,165,92,,,,,,,,86250.0,,,50,240,196,44,1964.0,210500.0
2641,md,3968,831,796,4,34,34,0,184,162,,,,,,,,55885.0,,,13,379,375,4,1963.0,148700.0
2642,md,3969,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,
2643,md,3970,432,432,0,0,0,0,52,31,,,,,,,,95378.0,,,0,208,208,0,1974.0,255600.0
2644,md,3971,1408,1252,128,34,34,0,97,119,,,,,,,,104844.0,,,9,308,255,45,2002.0,325200.0
2645,md,3972,1637,1513,71,31,18,13,102,146,,,,,,,,95313.0,,,18,465,422,26,1964.0,273100.0
2646,md,3973,1306,1032,163,57,16,31,65,107,,,,,,,,113611.0,,,18,390,344,13,1983.0,287000.0
2647,md,3974,725,532,125,21,8,13,68,76,,,,,,,,78661.0,,,36,122,94,28,1939.0,238900.0
2648,md,3975,750,658,30,75,68,0,25,37,,,,,,,,61172.0,,,30,229,201,13,1939.0,227900.0
2649,md,3976,533,527,0,35,35,0,8,13,,,,,,,,110078.0,,,20,110,110,0,1939.0,551000.0
2650,md,3977,1245,1072,70,33,33,0,49,52,,,,,,,,107188.0,,,27,229,229,0,1939.0,401200.0
2651,md,3978,955,633,301,97,65,22,146,97,,,,,,,,62969.0,,,52,151,120,31,1939.0,217900.0
2652,md,3979,681,416,230,90,50,31,55,89,,,,,,,,46875.0,,,0,141,115,17,1939.0,243100.0
2653,md,3980,1923,785,712,85,24,61,99,121,,,,,,,,104464.0,,,60,324,209,73,1978.0,255500.0
2654,md,3981,1380,1135,215,211,211,0,65,32,,,,,,,,,,,78,101,52,49,1983.0,117300.0
2655,md,3982,913,774,109,17,0,0,0,15,,,,,,,,53791.0,,,0,17,0,0,1988.0,
2656,md,3983,351,139,79,0,0,0,53,49,,,,,,,,,,,32,8,8,0,1982.0,
2657,md,3984,2955,1749,918,272,72,186,366,283,,,,,,,,56950.0,,,70,212,147,65,1996.0,206800.0
2658,md,3985,1495,773,484,31,19,12,126,95,,,,,,,,86250.0,,,64,202,90,88,1994.0,236600.0
2659,md,3986,1212,808,217,22,0,22,8,23,,,,,,,,80921.0,,,61,172,151,21,1991.0,249000.0
2660,md,3987,2158,977,532,141,21,68,199,59,,,,,,,,53281.0,,,125,505,281,125,1992.0,262700.0
2661,md,3988,371,95,219,0,0,0,93,20,,,,,,,,,,,19,80,28,52,1978.0,210000.0
2662,md,3989,2976,1462,438,144,117,14,333,331,,,,,,,,49395.0,,,24,515,350,30,1989.0,171900.0
2663,md,3990,1570,930,299,14,14,0,110,53,,,,,,,,67130.0,,,110,469,337,62,1998.0,229600.0
2664,md,3991,2968,1634,599,199,105,76,226,192,,,,,,,,49236.0,,,155,332,68,61,1985.0,180500.0
2665,md,3992,1565,913,280,17,9,8,56,27,,,,,,,,123889.0,,,24,402,265,54,1997.0,347400.0
2666,md,3993,1471,720,256,78,55,23,98,70,,,,,,,,74286.0,,,124,305,170,9,1985.0,248800.0
2667,md,3994,1420,1207,75,33,33,0,95,151,,,,,,,,86638.0,,,6,393,340,36,1977.0,265500.0
2668,md,3995,1310,1066,87,16,16,0,30,30,,,,,,,,129471.0,,,35,269,252,0,1939.0,401500.0
2669,md,3996,519,501,0,0,0,0,21,28,,,,,,,,127500.0,,,6,226,226,0,1939.0,540000.0
2670,md,3997,750,699,42,44,33,11,56,110,,,,,,,,77917.0,,,19,218,218,0,1966.0,381500.0
2671,md,3998,2521,1903,381,109,61,48,142,129,,,,,,,,123512.0,,,94,619,414,113,1998.0,277000.0
2672,md,3999,1898,1262,379,59,59,0,111,184,,,,,,,,88194.0,,,100,480,342,88,1977.0,170200.0
2673,md,4000,1084,771,166,55,37,0,118,90,,,,,,,,89875.0,,,28,425,312,73,1982.0,282500.0
2674,md,4001,1959,1354,372,73,25,29,235,250,,,,,,,,51516.0,,,88,347,293,22,1977.0,159400.0
2675,md,4002,918,173,591,82,6,76,175,110,,,,,,,,45724.0,,,114,0,0,0,1965.0,
2676,md,4003,1018,918,50,101,90,11,53,74,,,,,,,,94271.0,,,33,271,264,0,1949.0,300400.0
2677,md,4004,662,525,108,44,44,0,97,77,,,,,,,,83214.0,,,12,174,174,0,1950.0,276400.0
2678,md,4005,1762,1401,262,89,78,11,165,77,,,,,,,,71714.0,,,65,112,112,0,1981.0,211100.0
2679,md,4006,604,594,10,20,20,0,62,74,,,,,,,,111768.0,,,21,192,192,0,1955.0,286500.0
2680,md,4007,1964,1626,187,90,60,30,181,170,,,,,,,,105000.0,,,44,626,575,13,2000.0,318800.0
2681,md,4008,781,637,79,38,38,0,16,35,,,,,,,,102667.0,,,21,330,296,19,2003.0,322800.0
2682,md,4009,2097,1666,300,69,50,19,161,194,,,,,,,,118333.0,,,56,718,680,28,1993.0,284200.0
2683,md,4010,2062,1445,357,107,27,50,146,165,,,,,,,,84000.0,,,59,536,408,128,1988.0,218300.0
2684,md,4011,1337,1058,155,38,16,22,122,163,,,,,,,,95688.0,,,54,467,382,54,1983.0,268400.0
2685,md,4012,2919,2136,468,191,101,35,98,144,,,,,,,,113516.0,,,35,849,565,127,2003.0,302200.0
2686,md,4013,1016,680,177,27,19,8,68,56,,,,,,,,96023.0,,,31,246,159,37,1998.0,240400.0
2687,md,4014,1858,1619,0,28,28,0,191,189,,,,,,,,102848.0,,,0,648,572,0,1990.0,259800.0
2688,md,4015,685,588,80,15,15,0,43,87,,,,,,,,107241.0,,,0,288,273,15,1990.0,304200.0
2689,md,4016,1814,1432,284,145,122,23,116,92,,,,,,,,108056.0,,,75,387,317,50,1995.0,286100.0
2690,md,4017,1043,551,299,155,80,75,178,198,,,,,,,,52781.0,,,101,274,217,0,1985.0,178100.0
2691,md,4018,2277,1206,458,233,174,14,232,231,,,,,,,,86223.0,,,21,401,203,28,1991.0,219500.0
2692,md,4019,2736,1192,898,160,30,115,164,182,,,,,,,,77589.0,,,78,462,319,63,1997.0,199700.0
2693,md,4020,1120,1100,0,23,23,0,25,168,,,,,,,,71611.0,,,0,277,277,0,1989.0,265900.0
2694,md,4021,773,660,69,17,0,0,78,94,,,,,,,,102100.0,,,35,323,297,9,1979.0,347000.0
