,STUSAB,LOGRECNO,B01001_001,B02001_002,B02001_003,B11001_006,B11001A_006,B11001B_006,B15002_011,B15002_028,C15002A_004,C15002A_009,C15002B_004,C15002B_009,B17001_002,B17001A_002,B17001B_002,B19113_001,B19113A_001,B19113B_001,B23025_005,B25003_002,B25003A_002,B25003B_002,B25035_001,B25077_001
0,md,1327,3520,3364,66,71,48,8,722,609,705.0,589.0,17.0,0.0,414.0,382.0,0.0,60354.0,60833.0,,150,1275,1260,8,1974.0,147100.0
1,md,1328,4076,2947,871,51,51,0,1090,350,665.0,343.0,301.0,0.0,346.0,314.0,2.0,60065.0,60065.0,,99,941,941,0,1964.0,150300.0
2,md,1329,2622,2537,36,145,141,4,435,317,422.0,300.0,9.0,9.0,418.0,406.0,5.0,51298.0,52115.0,,192,868,837,13,1948.0,99200.0
3,md,1330,2782,2438,229,192,156,36,369,382,304.0,326.0,43.0,47.0,477.0,310.0,97.0,67727.0,69091.0,2499.0,48,751,741,10,1951.0,125100.0
4,md,1331,2324,1743,410,90,63,18,399,333,320.0,282.0,33.0,32.0,682.0,547.0,52.0,44412.0,55417.0,40139.0,144,462,425,18,1950.0,78900.0
5,md,1332,2789,2648,96,185,185,0,335,410,320.0,405.0,15.0,0.0,424.0,377.0,40.0,53833.0,54000.0,,119,714,704,10,1953.0,108200.0
6,md,1333,3655,3225,283,317,272,45,497,552,489.0,538.0,3.0,14.0,1161.0,860.0,217.0,37260.0,40720.0,23029.0,265,739,733,0,1951.0,78200.0
7,md,1334,2232,1988,75,216,205,11,345,272,341.0,267.0,4.0,5.0,908.0,809.0,31.0,25929.0,26442.0,,144,461,444,12,1939.0,64000.0
8,md,1335,2480,2262,169,153,149,4,318,426,298.0,404.0,20.0,22.0,531.0,439.0,92.0,39669.0,39522.0,,150,392,392,0,1939.0,70900.0
9,md,1336,1266,1174,71,44,39,5,169,178,169.0,163.0,0.0,15.0,240.0,178.0,43.0,66544.0,66912.0,,28,238,235,3,1939.0,146400.0
10,md,1337,3095,2956,36,83,71,8,324,290,324.0,286.0,0.0,0.0,231.0,209.0,1.0,78519.0,77917.0,,54,891,856,0,1956.0,200700.0
11,md,1338,5196,2654,2257,85,85,0,1612,262,567.0,245.0,925.0,0.0,205.0,199.0,0.0,62311.0,62197.0,,59,713,703,0,1959.0,104000.0
12,md,1339,3802,3645,6,182,173,0,450,330,427.0,328.0,0.0,2.0,313.0,312.0,1.0,88500.0,89000.0,,83,1476,1438,0,1966.0,173600.0
13,md,1340,1517,1433,44,66,66,0,223,166,197.0,166.0,15.0,0.0,171.0,171.0,0.0,61591.0,62885.0,,44,545,544,1,1951.0,126300.0
14,md,1341,1902,1848,35,78,78,0,339,341,336.0,312.0,0.0,29.0,233.0,227.0,6.0,50905.0,50905.0,,67,637,637,0,1959.0,118500.0
15,md,1342,1882,1849,8,53,53,0,342,300,342.0,300.0,0.0,0.0,91.0,81.0,0.0,56875.0,56563.0,,126,662,662,0,1939.0,104700.0
16,md,1343,1706,1671,7,52,52,0,235,245,235.0,241.0,0.0,0.0,214.0,210.0,0.0,76875.0,76875.0,,41,534,524,2,1960.0,152500.0
17,md,1344,5364,5059,68,286,270,0,697,732,656.0,732.0,0.0,0.0,1023.0,987.0,0.0,70583.0,71028.0,,188,1232,1232,0,1972.0,147300.0
18,md,1345,4650,3250,1099,104,104,0,233,265,226.0,265.0,0.0,0.0,731.0,534.0,111.0,61750.0,61500.0,,222,577,564,3,1957.0,116700.0
19,md,1346,2884,2825,7,94,91,0,532,509,529.0,509.0,0.0,0.0,379.0,361.0,0.0,67708.0,68333.0,,118,928,925,0,1967.0,98200.0
20,md,1347,5792,5689,23,352,336,0,820,887,793.0,880.0,9.0,7.0,832.0,832.0,0.0,52170.0,52413.0,,190,1883,1867,16,1968.0,147800.0
21,md,1348,3183,3127,0,73,73,0,663,482,662.0,482.0,0.0,0.0,469.0,461.0,0.0,60270.0,60270.0,,170,956,956,0,1941.0,81900.0
22,md,1349,3872,3832,3,143,143,0,670,613,663.0,613.0,0.0,0.0,423.0,420.0,0.0,56000.0,56000.0,,152,1235,1232,0,1950.0,83500.0
23,md,1350,4059,3926,73,108,85,0,299,170,299.0,170.0,0.0,0.0,174.0,174.0,0.0,155612.0,142260.0,185972.0,105,1289,1246,25,1981.0,501400.0
24,md,1351,8296,7245,455,302,280,22,994,776,994.0,754.0,0.0,10.0,546.0,528.0,18.0,99211.0,94360.0,,368,2561,2258,178,1986.0,335600.0
25,md,1352,8656,8400,121,201,189,0,863,788,863.0,762.0,0.0,26.0,119.0,104.0,0.0,145298.0,147083.0,,156,2918,2888,0,1970.0,445800.0
26,md,1353,7790,6424,902,249,152,59,622,695,575.0,547.0,20.0,139.0,485.0,249.0,73.0,136674.0,137857.0,,204,2418,2170,191,1984.0,509300.0
27,md,1354,3515,3091,367,142,83,59,255,344,231.0,302.0,24.0,42.0,320.0,195.0,116.0,117337.0,123911.0,,162,1020,936,84,1978.0,709800.0
28,md,1355,7148,6247,453,211,180,31,488,501,391.0,463.0,41.0,38.0,530.0,356.0,174.0,135742.0,134406.0,24583.0,331,2286,2175,43,1976.0,399700.0
29,md,1356,4236,3669,171,75,63,12,160,171,103.0,150.0,18.0,10.0,55.0,45.0,0.0,151250.0,155750.0,149444.0,143,1332,1163,65,1977.0,466700.0
30,md,1357,5746,4448,956,340,164,176,308,278,265.0,278.0,43.0,0.0,155.0,84.0,71.0,116287.0,119375.0,95347.0,113,1545,1421,110,1974.0,404400.0
31,md,1358,6694,4532,1093,309,176,133,250,479,179.0,360.0,24.0,119.0,52.0,52.0,0.0,121554.0,123077.0,111216.0,140,1986,1546,248,1979.0,287000.0
32,md,1359,7139,4714,1307,232,145,12,342,333,250.0,257.0,51.0,52.0,136.0,57.0,0.0,121767.0,130523.0,131429.0,100,2000,1483,348,1993.0,315200.0
33,md,1360,4467,3870,322,126,117,0,168,76,159.0,65.0,9.0,11.0,83.0,61.0,0.0,165909.0,158816.0,250001.0,61,1252,1181,13,1994.0,483700.0
34,md,1361,5626,5092,124,142,124,0,344,318,323.0,284.0,0.0,0.0,100.0,81.0,19.0,138594.0,137969.0,96735.0,104,1821,1700,19,1978.0,592200.0
35,md,1362,6341,5788,174,236,199,22,296,374,246.0,318.0,30.0,0.0,237.0,213.0,24.0,134241.0,142981.0,,133,1976,1843,38,1989.0,512100.0
36,md,1363,5949,3075,1942,539,79,343,594,657,165.0,191.0,279.0,369.0,784.0,133.0,399.0,87279.0,166563.0,54900.0,232,1067,699,311,1987.0,509400.0
37,md,1364,5470,4466,729,268,125,128,92,244,92.0,173.0,0.0,71.0,253.0,167.0,86.0,121976.0,129057.0,31615.0,141,1568,1438,80,1979.0,384800.0
38,md,1365,5784,4693,571,70,68,2,181,205,167.0,173.0,14.0,32.0,154.0,140.0,14.0,146944.0,159531.0,141083.0,134,2065,1776,267,1984.0,618100.0
39,md,1366,4617,3572,640,143,114,29,354,181,277.0,129.0,70.0,34.0,87.0,68.0,0.0,126654.0,138226.0,103000.0,102,1089,916,56,1994.0,296900.0
40,md,1367,3715,3360,321,67,67,0,143,229,59.0,132.0,84.0,86.0,90.0,90.0,0.0,187321.0,198125.0,107800.0,41,1321,1271,41,1978.0,683100.0
41,md,1368,3686,2817,825,172,55,117,184,218,87.0,54.0,97.0,164.0,348.0,130.0,216.0,115833.0,134931.0,,127,747,657,90,1939.0,706800.0
42,md,1369,4233,2902,1204,262,138,124,286,190,252.0,146.0,34.0,44.0,207.0,71.0,136.0,84567.0,117750.0,70579.0,83,1057,960,78,1986.0,311800.0
43,md,1370,3145,2660,132,55,25,30,34,104,32.0,84.0,2.0,20.0,199.0,98.0,4.0,128657.0,137938.0,68333.0,82,869,821,36,1965.0,710100.0
44,md,1371,7855,4203,1060,314,97,164,942,539,570.0,221.0,192.0,296.0,776.0,471.0,43.0,68816.0,104237.0,60391.0,192,1111,810,249,1973.0,254200.0
45,md,1372,3099,1762,999,239,48,163,258,238,153.0,71.0,54.0,141.0,536.0,55.0,397.0,79625.0,116458.0,,68,789,608,146,1970.0,363300.0
46,md,1373,5295,3608,1222,181,121,60,636,397,175.0,225.0,428.0,120.0,276.0,172.0,58.0,112193.0,144766.0,83750.0,143,1124,756,322,1972.0,422300.0
47,md,1374,5398,4130,775,334,113,151,133,210,99.0,85.0,26.0,53.0,474.0,138.0,218.0,118839.0,131250.0,,42,1329,1242,62,1961.0,466900.0
48,md,1375,5873,4265,513,31,13,4,4,19,0.0,19.0,4.0,0.0,10.0,4.0,0.0,94375.0,96389.0,94688.0,2,0,0,0,1939.0,
49,md,1376,6242,5481,604,324,219,82,635,800,565.0,613.0,70.0,133.0,281.0,280.0,1.0,103245.0,108906.0,82609.0,213,1957,1780,154,1983.0,308400.0
50,md,1377,4900,4398,248,142,125,17,541,432,511.0,404.0,30.0,17.0,365.0,343.0,9.0,101536.0,102026.0,101645.0,88,1610,1503,76,1975.0,341200.0
51,md,1378,3787,3538,73,93,72,10,392,534,377.0,495.0,15.0,24.0,263.0,152.0,23.0,124583.0,124762.0,,135,1348,1311,10,1973.0,452100.0
52,md,1379,5996,4467,957,328,286,0,737,712,441.0,566.0,296.0,131.0,926.0,440.0,332.0,72132.0,74976.0,,111,1959,1666,166,1992.0,
53,md,1380,10861,8400,1478,220,160,29,985,1327,901.0,1181.0,24.0,97.0,115.0,85.0,1.0,119286.0,103158.0,153864.0,165,3558,2861,462,1999.0,300700.0
54,md,1381,5538,3513,1508,403,234,151,602,851,356.0,519.0,196.0,231.0,706.0,404.0,274.0,60443.0,65469.0,38701.0,308,873,767,38,1981.0,257000.0
55,md,1382,6162,3663,1635,422,137,214,741,819,488.0,559.0,151.0,234.0,575.0,169.0,319.0,73369.0,80484.0,50536.0,237,1627,1095,350,1978.0,254400.0
56,md,1383,3470,2854,322,115,91,13,485,391,448.0,365.0,37.0,0.0,240.0,240.0,0.0,93281.0,89702.0,165139.0,64,979,849,74,1951.0,229800.0
57,md,1384,5341,3217,1350,360,207,128,753,662,556.0,490.0,91.0,65.0,416.0,149.0,255.0,89444.0,79280.0,122800.0,253,1433,970,225,1975.0,239300.0
58,md,1385,6199,4105,1230,411,225,136,993,736,691.0,548.0,285.0,128.0,773.0,606.0,6.0,66224.0,70893.0,70125.0,233,1172,1034,60,1965.0,213400.0
59,md,1386,5953,3847,1487,311,159,141,549,492,359.0,349.0,159.0,115.0,577.0,288.0,277.0,94100.0,113310.0,55481.0,255,1433,1136,161,1979.0,291600.0
60,md,1387,7430,4459,2326,379,77,302,634,526,431.0,395.0,185.0,131.0,384.0,322.0,0.0,92620.0,94167.0,89205.0,154,1977,1417,465,1978.0,270200.0
61,md,1388,4673,1518,2356,568,187,315,263,272,170.0,139.0,93.0,114.0,201.0,67.0,134.0,51793.0,36815.0,52149.0,148,589,267,273,1982.0,189200.0
62,md,1389,3416,1194,1814,272,30,230,276,378,137.0,127.0,123.0,223.0,578.0,167.0,299.0,54648.0,58387.0,50641.0,181,240,170,39,1978.0,214600.0
63,md,1390,6993,6379,0,184,184,0,152,240,140.0,208.0,0.0,0.0,75.0,55.0,0.0,189102.0,186735.0,,62,2207,2112,0,1984.0,599800.0
64,md,1391,3054,2522,113,54,34,0,297,235,278.0,212.0,19.0,7.0,113.0,110.0,3.0,132278.0,137833.0,,86,904,774,37,1976.0,463400.0
65,md,1392,7372,6529,396,181,142,15,172,345,101.0,302.0,54.0,27.0,210.0,178.0,32.0,157639.0,158851.0,,64,2206,1935,144,1979.0,524300.0
66,md,1393,7487,6743,344,281,239,0,235,253,229.0,234.0,6.0,19.0,372.0,361.0,11.0,127961.0,132540.0,88958.0,187,2317,2162,58,1964.0,503800.0
67,md,1394,2477,2395,13,36,36,0,30,72,30.0,72.0,0.0,0.0,72.0,72.0,0.0,171538.0,171346.0,,67,829,804,3,1969.0,696300.0
68,md,1395,2604,2159,304,66,42,24,130,84,64.0,55.0,59.0,29.0,20.0,15.0,5.0,161750.0,182917.0,87679.0,72,743,656,70,1971.0,666500.0
69,md,1396,4156,3789,178,50,50,0,185,250,105.0,185.0,80.0,54.0,119.0,119.0,0.0,182941.0,188750.0,169321.0,67,1336,1216,81,1979.0,668700.0
70,md,1397,3571,2843,303,144,134,0,218,204,129.0,181.0,50.0,23.0,158.0,140.0,2.0,118580.0,129306.0,100714.0,66,1148,1011,75,1988.0,373800.0
71,md,1398,4166,3905,48,140,140,0,243,204,234.0,204.0,1.0,0.0,68.0,67.0,1.0,110781.0,113583.0,,70,1481,1417,6,1978.0,364100.0
72,md,1399,4408,4156,61,191,191,0,321,292,308.0,243.0,13.0,36.0,195.0,175.0,20.0,126406.0,121544.0,,152,1363,1330,19,1980.0,373800.0
73,md,1400,7658,7288,157,383,362,21,271,187,217.0,152.0,54.0,21.0,269.0,269.0,0.0,137872.0,137568.0,,152,2361,2263,33,1982.0,434400.0
74,md,1401,5300,4475,411,206,164,17,384,365,313.0,297.0,39.0,44.0,531.0,339.0,60.0,122386.0,127837.0,120781.0,123,1583,1433,98,1982.0,404500.0
75,md,1402,4336,3701,256,107,93,14,260,422,181.0,347.0,79.0,59.0,67.0,64.0,3.0,117092.0,116224.0,78438.0,76,1347,1151,94,1978.0,376900.0
76,md,1403,3574,3222,123,167,161,6,229,222,200.0,183.0,22.0,33.0,157.0,62.0,25.0,115238.0,115060.0,91364.0,105,1101,1026,23,1976.0,389700.0
77,md,1404,6454,6170,2,279,279,0,203,336,203.0,316.0,0.0,0.0,249.0,201.0,2.0,138158.0,138158.0,,139,2038,2038,0,1972.0,513900.0
78,md,1405,7920,7419,298,226,212,14,920,725,920.0,725.0,0.0,0.0,152.0,149.0,2.0,116915.0,116732.0,250001.0,225,2615,2472,109,1973.0,370700.0
79,md,1406,7132,6700,205,168,156,12,367,512,353.0,482.0,14.0,30.0,165.0,137.0,28.0,131757.0,130690.0,132670.0,116,2334,2148,100,1977.0,440700.0
80,md,1407,6284,5380,325,229,221,8,764,748,727.0,613.0,25.0,119.0,616.0,590.0,0.0,102804.0,105013.0,,190,1884,1719,69,1985.0,354600.0
81,md,1408,6838,6498,39,157,157,0,680,769,657.0,755.0,0.0,0.0,202.0,202.0,0.0,126742.0,126591.0,,372,2372,2265,39,1971.0,433700.0
82,md,1409,5904,5565,90,133,133,0,786,751,770.0,751.0,0.0,0.0,179.0,179.0,0.0,117188.0,115625.0,,251,1828,1773,0,1973.0,444200.0
83,md,1410,6530,5930,336,358,337,14,562,787,562.0,697.0,0.0,83.0,389.0,349.0,40.0,103500.0,98125.0,157868.0,155,1974,1748,122,1985.0,283100.0
84,md,1411,3898,3623,69,143,143,0,564,570,564.0,570.0,0.0,0.0,176.0,176.0,0.0,100435.0,100598.0,,87,1217,1194,23,1959.0,256000.0
85,md,1412,5912,5316,473,217,181,36,668,754,590.0,738.0,55.0,14.0,850.0,656.0,158.0,89811.0,96801.0,67778.0,245,1634,1550,84,1983.0,260700.0
86,md,1413,5612,4926,460,238,219,19,585,682,516.0,669.0,36.0,0.0,306.0,291.0,1.0,96136.0,95250.0,126827.0,222,1570,1469,45,1982.0,272700.0
87,md,1414,8123,6340,544,356,293,63,743,723,666.0,592.0,64.0,29.0,162.0,157.0,5.0,101559.0,100500.0,106316.0,177,2210,1756,212,1985.0,257900.0
88,md,1415,10522,5758,2099,337,75,262,689,712,517.0,517.0,95.0,45.0,478.0,405.0,0.0,125588.0,121892.0,121198.0,262,2652,1711,318,2006.0,356500.0
89,md,1416,8677,4483,2621,229,143,86,556,622,401.0,476.0,103.0,76.0,593.0,136.0,230.0,119367.0,118927.0,128264.0,164,2881,1747,756,1986.0,327300.0
90,md,1417,8549,3342,4085,572,131,413,361,427,137.0,105.0,204.0,213.0,671.0,37.0,569.0,105417.0,119808.0,89832.0,343,2087,980,794,1994.0,327100.0
91,md,1418,3769,917,2438,359,71,264,272,329,72.0,75.0,175.0,205.0,400.0,119.0,240.0,72700.0,89946.0,62791.0,233,418,152,196,1977.0,318600.0
92,md,1419,7474,4661,1487,365,202,75,728,909,511.0,662.0,191.0,205.0,349.0,246.0,40.0,83125.0,88092.0,,170,1654,1185,312,1971.0,269200.0
93,md,1420,6395,4757,901,155,135,12,577,517,452.0,464.0,98.0,9.0,331.0,265.0,23.0,128491.0,130128.0,132273.0,146,1936,1557,226,1991.0,409800.0
94,md,1421,4579,3536,490,140,140,0,455,573,355.0,448.0,22.0,77.0,457.0,443.0,2.0,110037.0,102344.0,130583.0,145,1317,1073,99,1994.0,326000.0
95,md,1422,5158,3469,1114,123,86,37,399,499,268.0,362.0,88.0,94.0,230.0,147.0,0.0,114694.0,119265.0,113529.0,124,1181,943,149,1997.0,353300.0
96,md,1423,11647,3602,6870,732,132,548,543,616,186.0,231.0,333.0,325.0,848.0,65.0,724.0,95559.0,101583.0,86563.0,512,2104,875,1155,1996.0,284300.0
97,md,1424,5849,1605,3923,0,0,0,1960,291,493.0,149.0,1359.0,104.0,0.0,0.0,0.0,,,,0,0,0,0,,
98,md,1425,10675,2720,6662,758,141,583,573,496,33.0,74.0,506.0,267.0,244.0,61.0,136.0,121545.0,144507.0,105742.0,297,3082,1165,1639,1997.0,323600.0
99,md,1426,3981,2423,856,84,55,9,51,171,43.0,112.0,8.0,17.0,93.0,21.0,42.0,76273.0,72650.0,78906.0,94,29,29,0,1992.0,238200.0
100,md,1427,3213,1674,970,122,53,44,215,61,89.0,55.0,121.0,0.0,519.0,308.0,177.0,64403.0,53393.0,63664.0,101,32,32,0,1992.0,
101,md,1428,2926,2094,403,42,25,17,128,80,91.0,53.0,33.0,20.0,53.0,29.0,0.0,60536.0,59063.0,153352.0,80,8,0,0,1998.0,
102,md,1429,5737,4160,1003,431,227,169,186,394,84.0,282.0,102.0,93.0,225.0,144.0,17.0,102837.0,110559.0,74893.0,230,2030,1630,264,1998.0,282700.0
103,md,1430,9811,7210,1268,344,124,150,515,799,421.0,677.0,51.0,87.0,227.0,182.0,29.0,124740.0,132712.0,97099.0,126,2946,2514,253,2002.0,342500.0
104,md,1431,4610,3836,355,135,100,9,495,446,396.0,327.0,39.0,75.0,259.0,140.0,12.0,118462.0,118654.0,83750.0,129,1431,1272,77,1975.0,376000.0
105,md,1432,7851,5714,1253,406,271,81,564,574,459.0,353.0,30.0,221.0,484.0,342.0,36.0,96448.0,103380.0,95945.0,184,2175,1546,417,1975.0,323100.0
106,md,1433,2438,1993,156,64,53,7,204,208,175.0,174.0,0.0,12.0,25.0,25.0,0.0,158750.0,159107.0,178625.0,48,766,674,44,1983.0,439900.0
107,md,1434,4294,2995,661,240,163,57,608,589,456.0,482.0,126.0,84.0,896.0,506.0,112.0,54659.0,61587.0,,160,1105,963,71,1953.0,198300.0
108,md,1435,2892,1906,606,248,123,102,380,414,313.0,325.0,18.0,55.0,563.0,380.0,91.0,63466.0,71053.0,55950.0,109,651,506,101,1947.0,146500.0
109,md,1436,3154,1667,852,227,123,54,540,416,335.0,207.0,174.0,142.0,474.0,203.0,211.0,53482.0,42875.0,74028.0,158,968,602,262,1980.0,194000.0
110,md,1437,3394,2523,290,130,116,0,430,488,410.0,418.0,20.0,0.0,290.0,240.0,50.0,87027.0,92656.0,91635.0,227,933,799,58,1958.0,221300.0
111,md,1438,1099,976,58,45,45,0,71,204,65.0,204.0,6.0,0.0,48.0,48.0,0.0,86161.0,81250.0,,77,399,367,25,1955.0,226200.0
112,md,1439,2953,2419,97,101,101,0,247,335,237.0,320.0,10.0,2.0,245.0,234.0,5.0,105179.0,94773.0,,90,752,711,9,1957.0,252600.0
113,md,1440,3947,3482,128,228,175,8,312,579,306.0,511.0,6.0,16.0,157.0,156.0,1.0,108188.0,108625.0,,99,1395,1341,16,1960.0,315700.0
114,md,1441,6391,5243,517,247,196,21,736,752,599.0,738.0,90.0,0.0,186.0,157.0,29.0,94391.0,90956.0,164436.0,288,1907,1656,155,1965.0,256500.0
115,md,1442,7645,3666,2440,432,193,208,638,675,398.0,364.0,143.0,196.0,1102.0,595.0,172.0,65868.0,57969.0,73605.0,419,1024,673,227,1978.0,181500.0
116,md,1443,3591,2857,295,201,165,17,632,544,508.0,433.0,53.0,21.0,444.0,342.0,48.0,66694.0,67077.0,59821.0,203,969,860,76,1959.0,238600.0
117,md,1444,2949,2357,185,106,86,11,391,316,314.0,303.0,39.0,0.0,251.0,170.0,36.0,74191.0,72386.0,99125.0,34,746,645,32,1956.0,242300.0
118,md,1445,4232,3222,464,246,124,91,661,677,560.0,525.0,101.0,106.0,225.0,193.0,21.0,72250.0,82610.0,,94,1248,1005,130,1956.0,225600.0
119,md,1446,4159,2658,1064,241,149,92,524,579,339.0,359.0,166.0,191.0,454.0,324.0,123.0,73618.0,72697.0,68036.0,81,1120,773,256,1985.0,184800.0
120,md,1447,5194,4379,471,363,245,79,910,832,837.0,753.0,24.0,79.0,426.0,284.0,131.0,62826.0,74297.0,31383.0,165,1536,1443,37,1966.0,267100.0
121,md,1448,4254,3912,144,96,88,0,536,396,459.0,374.0,66.0,0.0,325.0,289.0,34.0,108625.0,107396.0,211250.0,73,1245,1168,57,1957.0,318000.0
122,md,1449,3935,2464,953,106,23,65,389,494,239.0,333.0,103.0,100.0,299.0,171.0,78.0,118000.0,129844.0,71964.0,158,1394,946,319,1975.0,357300.0
123,md,1450,7021,3590,2543,245,138,107,861,871,466.0,433.0,319.0,382.0,585.0,533.0,52.0,75208.0,68536.0,82763.0,312,1290,972,187,1969.0,256200.0
124,md,1451,5197,4849,168,165,143,0,355,500,230.0,479.0,69.0,0.0,280.0,200.0,75.0,109107.0,112578.0,,107,2373,2280,38,1988.0,373500.0
125,md,1452,2866,2403,284,60,60,0,251,164,171.0,130.0,80.0,34.0,52.0,24.0,27.0,203036.0,202679.0,101964.0,67,895,768,79,1988.0,668800.0
126,md,1453,9,3,6,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,0,,
127,md,1454,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0,,
128,md,1455,4610,3337,684,73,73,0,219,649,187.0,575.0,17.0,38.0,617.0,338.0,279.0,93083.0,73493.0,,58,1043,788,110,1984.0,242200.0
129,md,1456,2278,1805,301,132,103,29,166,165,136.0,106.0,30.0,41.0,273.0,249.0,24.0,94306.0,95526.0,71369.0,55,589,542,40,1953.0,209200.0
130,md,1457,5683,4757,426,109,88,15,358,393,318.0,327.0,16.0,0.0,282.0,248.0,34.0,118521.0,119857.0,118476.0,47,1856,1642,110,1955.0,386600.0
131,md,1458,2525,2376,97,37,32,5,82,139,75.0,135.0,0.0,4.0,75.0,67.0,8.0,174044.0,173542.0,145313.0,69,820,775,27,1965.0,485600.0
132,md,1459,2965,2022,784,127,60,67,290,226,155.0,188.0,86.0,38.0,251.0,151.0,91.0,93750.0,101667.0,91500.0,68,767,617,141,1943.0,241300.0
133,md,1460,2905,1640,927,271,131,128,219,249,106.0,125.0,102.0,99.0,145.0,115.0,4.0,84271.0,69828.0,,32,518,424,58,1962.0,249500.0
134,md,1461,2052,1343,475,93,50,43,123,209,99.0,132.0,6.0,77.0,29.0,28.0,1.0,112578.0,110375.0,126944.0,25,487,363,107,1939.0,224000.0
135,md,1462,2545,1474,660,149,84,32,270,214,139.0,125.0,60.0,71.0,116.0,36.0,68.0,93621.0,110521.0,91250.0,100,603,369,196,1959.0,273600.0
136,md,1463,2044,1490,381,107,51,49,120,158,85.0,90.0,17.0,61.0,297.0,221.0,13.0,87250.0,94886.0,80278.0,78,493,371,93,1953.0,324000.0
137,md,1464,2564,2171,253,94,76,18,105,165,79.0,111.0,26.0,54.0,109.0,80.0,29.0,126705.0,132188.0,,52,549,493,39,1939.0,399600.0
138,md,1465,5942,1420,3889,374,79,279,888,531,195.0,213.0,607.0,247.0,558.0,80.0,478.0,79274.0,62664.0,89403.0,281,1496,442,898,1972.0,209100.0
139,md,1466,1010,103,733,72,4,65,113,108,13.0,16.0,89.0,83.0,119.0,10.0,84.0,78594.0,106071.0,78047.0,47,141,17,93,1971.0,188400.0
140,md,1467,2883,588,2131,252,11,206,334,219,52.0,42.0,249.0,164.0,254.0,52.0,168.0,75694.0,85313.0,70150.0,81,954,205,696,1952.0,185500.0
141,md,1468,3626,557,2784,351,57,281,368,426,46.0,84.0,290.0,286.0,308.0,81.0,139.0,73182.0,85417.0,69702.0,298,992,228,680,1957.0,162700.0
142,md,1469,2728,384,2281,343,21,314,306,258,91.0,46.0,215.0,212.0,214.0,9.0,205.0,63958.0,74000.0,57258.0,94,721,146,558,1958.0,156500.0
143,md,1470,1718,1575,29,47,47,0,86,92,86.0,92.0,0.0,0.0,39.0,39.0,0.0,130625.0,132500.0,,29,577,563,6,1956.0,361400.0
144,md,1471,6492,5770,142,200,157,0,560,509,522.0,500.0,0.0,9.0,145.0,130.0,1.0,131581.0,134911.0,,193,2290,2161,10,1966.0,346100.0
145,md,1472,6455,2441,2175,303,90,181,426,437,229.0,200.0,149.0,177.0,440.0,48.0,31.0,92803.0,89792.0,105547.0,249,1659,678,661,1977.0,287300.0
146,md,1473,4477,1518,1972,165,46,111,342,396,79.0,187.0,202.0,163.0,460.0,123.0,218.0,90962.0,89507.0,105473.0,130,1169,460,474,1967.0,250100.0
147,md,1474,5207,935,3370,431,85,340,247,528,36.0,84.0,211.0,400.0,117.0,31.0,30.0,88795.0,77639.0,92664.0,78,1179,332,700,1994.0,189500.0
148,md,1475,6124,942,3511,402,58,269,896,657,234.0,210.0,501.0,370.0,323.0,138.0,43.0,53802.0,65884.0,83125.0,221,636,70,419,1982.0,177800.0
149,md,1476,3763,2001,1541,115,61,54,407,292,254.0,133.0,147.0,159.0,531.0,171.0,287.0,100388.0,100216.0,121346.0,133,1007,687,302,1978.0,322000.0
150,md,1477,1520,908,423,67,28,28,151,127,80.0,99.0,45.0,12.0,12.0,7.0,2.0,151667.0,139750.0,198250.0,34,519,369,142,1996.0,418800.0
151,md,1478,5525,619,4487,437,10,382,532,740,58.0,62.0,407.0,565.0,420.0,81.0,339.0,94349.0,66932.0,94980.0,185,1159,184,945,1970.0,240500.0
152,md,1479,6705,492,5897,699,19,664,713,673,90.0,52.0,623.0,591.0,525.0,54.0,371.0,81750.0,,81838.0,272,1637,136,1430,1968.0,173300.0
153,md,1480,3655,189,3424,422,11,402,250,334,0.0,14.0,250.0,320.0,231.0,37.0,194.0,76969.0,,76750.0,199,1089,59,1014,1958.0,175500.0
154,md,1481,2131,562,1500,144,14,126,186,161,6.0,33.0,167.0,128.0,238.0,29.0,209.0,60978.0,93750.0,58864.0,139,381,139,242,1964.0,213400.0
155,md,1482,3960,296,3362,350,8,333,299,445,13.0,46.0,237.0,325.0,571.0,81.0,445.0,65568.0,67031.0,64344.0,114,587,127,397,1978.0,204200.0
156,md,1483,6348,484,5568,922,87,814,616,865,4.0,49.0,546.0,727.0,968.0,27.0,941.0,61571.0,116111.0,59477.0,194,694,104,552,1979.0,193200.0
157,md,1484,1975,123,1780,173,0,168,191,189,12.0,39.0,168.0,150.0,203.0,26.0,156.0,83776.0,48750.0,84089.0,92,772,46,683,1957.0,171300.0
158,md,1485,5294,458,4589,517,63,410,737,516,21.0,29.0,673.0,487.0,703.0,250.0,283.0,72133.0,,75000.0,104,925,24,889,1968.0,187800.0
159,md,1486,3517,571,2726,248,0,248,433,443,27.0,63.0,399.0,352.0,273.0,33.0,221.0,69727.0,73000.0,70058.0,136,717,115,572,1966.0,189600.0
160,md,1487,6092,578,5078,858,0,844,553,728,108.0,74.0,429.0,639.0,673.0,56.0,578.0,65108.0,109375.0,62414.0,150,721,43,627,1993.0,191000.0
