,COUNTYFP,NAME,year,city_name,msa,loan_type,action_taken_type,income_group_code,income_group,cra_level,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoans,amtLoans,avgSmallLoan,nWorkingLoans,amtWorkingLoans,total_jobs,sb_jobs,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,nLoans1_per_totaljob,amtLoans1_per_totaljob,nLoans100k_per_totaljob,amtLoans100k_per_totaljob,nLoans250k_per_totaljob,amtLoans250k_per_totaljob,nLoansToSmallest_per_totaljob,amtLoansToSmallest_per_totaljob,nLoans_per_totaljob,amtLoans_per_totaljob,nWorkingLoans_per_totaljob,amtWorkingLoans_per_totaljob,nLoans1_per_sbjob,amtLoans1_per_sbjob,nLoans100k_per_sbjob,amtLoans100k_per_sbjob,nLoans250k_per_sbjob,amtLoans250k_per_sbjob,nLoansToSmallest_per_sbjob,amtLoansToSmallest_per_sbjob,nLoans_per_sbjob,amtLoans_per_sbjob,nWorkingLoans_per_sbjob,amtWorkingLoans_per_sbjob,pop_total,pop_white,pop_black,total_households,white_householders,black_householders,female_householders,total_housing_units,occupied_housing_units,vacant_housing_units,educated,unemployed_16plus,poverty_past_12_months,mfi,travel_time_to_work,owner_occ_housing_units,median_home_value,median_year_built,pop_25plus,labor_force_16plus,poverty_status_known,pop_total_err,pop_white_err,pop_black_err,total_households_err,white_householders_err,black_householders_err,female_householders_err,total_housing_units_err,occupied_housing_units_err,vacant_housing_units_err,educated_serr,unemployed_16plus_err,poverty_past_12_months_err,mfi_err,travel_time_to_work_err,owner_occ_housing_units_err,median_home_value_err,pop_25plus_err,labor_force_16plus_err,poverty_status_known_err,pct_white,pct_black,pct_white_householders,pct_black_householders,pct_female_householders,peducated,pct_unemployed,pct_poverty,pct_vacant,pct_white_serr,pct_black_serr,pct_white_householders_serr,pct_black_householders_serr,pct_female_householders_serr,peducated_serr,pct_unemployed_serr,pct_poverty_serr,pct_vacant_serr,amtLoans1_adj,amtLoans100k_adj,amtLoans250k_adj,amtLoansToSmallest_adj,avgSmallLoan_adj,amtLoans_adj,amtWorkingLoans_adj,amtLoans1_per_totaljob_adj,amtLoans100k_per_totaljob_adj,amtLoans250k_per_totaljob_adj,amtLoansToSmallest_per_totaljob_adj,amtLoans_per_totaljob_adj,amtWorkingLoans_per_totaljob_adj,amtLoans1_per_sbjob_adj,amtLoans100k_per_sbjob_adj,amtLoans250k_per_sbjob_adj,amtLoansToSmallest_per_sbjob_adj,amtLoans_per_sbjob_adj,amtWorkingLoans_per_sbjob_adj,mfi_adj,median_home_value_adj,mfi_err_adj,median_home_value_err_adj,STATEFP,TRACTCE,GEOID_data,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,split_county_indicator,population_classification
661,510,1172.0,2014,St. Louis,41180.0,4.0,1.0,102.0,unknown,moderate,57.0,437000.0,2.0,350000.0,0.0,0.0,33.0,427000.0,59.0,787000.0,7666.666666666667,2.0,350000.0,6328,88,6328,2040,3032,1256,1824,2472,2032,0,0,0,112,176,16,240,64,32,0,48,184,0,1824,560,1856,8,1144,64,0,3864,2152,96,120,0,96,6088,240,616,1232,1568,872,1888,4440,54,13,69,13,239,88,159,10,4,127,0.009007585335018964,69.05815423514538,0.0003160556257901391,55.309734513274336,0.0,0.0,0.005214917825537294,67.47787610619469,0.009323640960809102,124.36788874841972,0.0003160556257901391,55.309734513274336,0.6477272727272727,4965.909090909091,0.022727272727272728,3977.2727272727275,0.0,0.0,0.375,4852.272727272727,0.6704545454545454,8943.181818181818,0.022727272727272728,3977.2727272727275,5479,3156,1952,2639,1789,805,248,2838,2639,199,2105.0,262.0,1406.0,53906.0,64500,1281,171100.0,1939,4025.0,3394.0,5437.0,5479,3156,1952,2639,805,1789,248,2838,2639,199,825.3808206738189,262.0,1406.0,53906.0,64500,1281,171100.0,4025.0,3394.0,5437.0,0.5760175214455192,0.35626939222485854,0.6779082985979538,0.3050397877984085,0.09397499052671467,0.5229813664596273,0.07719505008839128,0.25859849181533934,0.07011980267794221,4.788482010079435e-09,0.0,0.45190073575760975,0.45190073575760975,0.45190073575760975,0.3414880143875968,0.0,0.0,0.0,489744.6115317279,392243.96804600634,0.0,478537.6410161277,8592.010728626805,881988.5795777342,392243.96804600634,77.3932698375044,61.98545639159392,0.0,75.62225679774458,139.37872622909833,61.98545639159392,5565.279676496908,4457.317818704618,0.0,5437.927738819633,10022.597495201526,4457.317818704618,60412.295261394334,191751.2655219191,60412.295261394334,191751.2655219191,29,117200,29510117200,Census Tract 1172,G5020,S,1267634,0,+38.6139802,-090.2509458,N,S
662,510,1172.0,2015,St. Louis,41180.0,4.0,1.0,102.0,unknown,moderate,55.0,665000.0,2.0,325000.0,1.0,350000.0,26.0,628000.0,58.0,1340000.0,12090.90909090909,58.0,1340000.0,6280,111,6280,2200,2740,1340,1820,2732,1728,0,0,0,144,144,0,224,48,112,0,32,128,0,1696,528,2032,0,1072,120,0,3892,2140,56,72,0,120,5920,360,584,1176,1364,956,1724,4556,39,65,10,44,237,111,150,11,3,120,0.00875796178343949,105.89171974522293,0.0003184713375796178,51.7515923566879,0.0001592356687898089,55.732484076433124,0.004140127388535032,100.0,0.009235668789808917,213.37579617834396,0.009235668789808917,213.37579617834396,0.4954954954954955,5990.990990990991,0.018018018018018018,2927.927927927928,0.009009009009009009,3153.153153153153,0.23423423423423423,5657.657657657658,0.5225225225225225,12072.072072072073,0.5225225225225225,12072.072072072073,5566,2719,2470,2527,1523,962,191,2832,2527,305,2040.0,177.0,1326.0,60223.0,60985,1304,167700.0,1939,4102.0,3334.0,5523.0,5566,2719,2470,2527,962,1523,191,2832,2527,305,814.8287087450443,177.0,1326.0,60223.0,60985,1304,167700.0,4102.0,3334.0,5523.0,0.48850161696011496,0.44376572044556234,0.6026909378709933,0.3806885635140483,0.07558369608231104,0.49731838127742567,0.053089382123575286,0.2400869092884302,0.10769774011299435,3.3330433390089854e-09,0.0,0.4333456082767968,0.4333456082767968,0.4333456082767968,0.32554547546018825,0.0,0.20640374666500727,0.0,745263.5392874121,364226.5417570059,392243.96804600634,703797.7483796914,13550.246168862035,1501734.0490904243,1501734.0490904243,118.67253810309109,57.9978569676761,62.45923058057426,112.0697051560018,239.12962565134146,239.12962565134146,6714.085939526235,3281.3201960090623,3533.729441855913,6340.5202556728955,13529.135577391211,13529.135577391211,67491.73853609897,187940.89554661504,67491.73853609897,187940.89554661504,29,117200,29510117200,Census Tract 1172,G5020,S,1267634,0,+38.6139802,-090.2509458,N,S
663,510,1172.0,2016,St. Louis,41180.0,4.0,1.0,102.0,unknown,moderate,68.0,925000.0,6.0,934000.0,1.0,350000.0,39.0,919000.0,75.0,2209000.0,13602.941176470587,75.0,2209000.0,6440,148,6440,2096,3124,1220,1952,2592,1896,0,0,0,128,168,0,208,48,16,0,48,928,0,1648,488,1840,0,728,192,0,3912,2272,32,120,0,104,6160,280,660,1148,1168,1368,2048,4392,37,92,11,43,229,148,129,9,2,124,0.010559006211180125,143.6335403726708,0.0009316770186335404,145.0310559006211,0.00015527950310559007,54.34782608695652,0.006055900621118012,142.70186335403727,0.011645962732919254,343.0124223602484,0.011645962732919254,343.0124223602484,0.4594594594594595,6250.0,0.04054054054054054,6310.810810810811,0.006756756756756757,2364.864864864865,0.2635135135135135,6209.459459459459,0.5067567567567568,14925.675675675675,0.5067567567567568,14925.675675675675,5171,2715,2133,2368,1493,831,197,2834,2368,466,2152.0,167.0,1239.0,75217.0,61405,1228,177800.0,1939,4020.0,3283.0,5159.0,5171,2715,2133,2368,831,1493,197,2834,2368,466,862.3168336505885,167.0,1239.0,75217.0,61405,1228,177800.0,4020.0,3283.0,5159.0,0.5250435118932508,0.4124927480177915,0.6304898648648649,0.35092905405405406,0.08319256756756757,0.5353233830845772,0.050868108437404816,0.24016282225237448,0.16443189837685251,0.0,0.0,0.43864665400229635,0.43864665400229635,0.43864665400229635,0.3505782181247024,0.0,1.7979956604888556e-09,0.14136280897951328,1036644.7726930167,1046731.0461570569,392243.96804600634,1029920.5903836567,15244.776069014952,2475619.78689608,2475619.78689608,160.969685200779,162.53587673246224,60.90744845434881,159.92555751299017,384.41301038759,384.41301038759,7004.3565722501135,7072.507068628763,2650.2970813919346,6958.922907997679,16727.160722270808,16727.160722270808,84295.47012718988,199259.9357673712,84295.47012718988,199259.9357673712,29,117200,29510117200,Census Tract 1172,G5020,S,1267634,0,+38.6139802,-090.2509458,N,S
664,510,1172.0,2017,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,77.0,865000.0,1.0,150000.0,1.0,920000.0,49.0,582000.0,79.0,1935000.0,11233.766233766233,79.0,1935000.0,6524,135,6524,2000,3372,1152,1640,2988,1896,0,0,0,176,384,0,168,96,16,0,16,400,0,1392,500,2104,0,1048,224,0,4004,2272,0,184,0,64,6308,216,552,1276,1380,1316,2116,4408,21,56,63,60,206,135,168,11,0,92,0.011802575107296138,132.58736971183322,0.00015328019619865113,22.99202942979767,0.00015328019619865113,141.01778050275905,0.0075107296137339056,89.20907418761496,0.01210913549969344,296.59717964438994,0.01210913549969344,296.59717964438994,0.5703703703703704,6407.407407407408,0.007407407407407408,1111.111111111111,0.007407407407407408,6814.814814814815,0.362962962962963,4311.111111111111,0.5851851851851851,14333.333333333334,0.5851851851851851,14333.333333333334,5110,3107,1846,2329,1586,709,143,2829,2329,500,2330.0,64.0,739.0,93173.0,55840,1190,192900.0,1939,4064.0,3262.0,5092.0,5110,3107,1846,2329,709,1586,143,2829,2329,500,900.5413756540457,64.0,739.0,93173.0,55840,1190,192900.0,4064.0,3262.0,5092.0,0.6080234833659491,0.361252446183953,0.6809789609274367,0.3044224989265779,0.061399742378703305,0.5733267716535433,0.019619865113427344,0.14512961508248232,0.17674089784376104,0.0,0.0,0.4534503767135815,0.4534503767135815,0.4534503767135815,0.37365288110977796,0.0,1.2881035414977033e-09,0.0,969402.9495994156,168104.5577340027,1031041.2874352166,652245.6840079306,12589.648696096307,2168548.794768635,2168548.794768635,148.59027431014954,25.767099591355414,158.03821082697988,99.976346414459,332.39558472848483,332.39558472848483,7180.762589625301,1245.2189461777978,7637.342869890494,4831.449511169856,16063.324405693593,16063.324405693593,104418.70638500157,216182.4612459275,104418.70638500157,216182.4612459275,29,117200,29510117200,Census Tract 1172,G5020,S,1267491,0,+38.6139797,-090.2509460,N,S
665,510,1172.0,2018,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,86.0,1099000.0,5.0,826000.0,3.0,1614000.0,59.0,2586000.0,94.0,3539000.0,12779.06976744186,94.0,3539000.0,488,30,488,128,232,128,352,40,96,0,0,0,0,0,0,0,0,0,0,112,80,0,128,0,88,0,0,80,0,368,104,0,16,0,0,472,16,24,64,120,152,256,232,4,5,1,8,14,30,0,0,0,2,0.1762295081967213,2252.0491803278687,0.010245901639344262,1692.622950819672,0.006147540983606557,3307.377049180328,0.12090163934426229,5299.180327868852,0.19262295081967212,7252.049180327869,0.19262295081967212,7252.049180327869,2.8666666666666667,36633.333333333336,0.16666666666666666,27533.333333333332,0.1,53800.0,1.9666666666666666,86200.0,3.1333333333333333,117966.66666666667,3.1333333333333333,117966.66666666667,5184,3357,1719,2422,1671,718,147,2908,2422,486,2528.0,55.0,592.0,111116.0,59005,1363,230500.0,0,4106.0,3432.0,5184.0,5184,3357,1719,2422,718,1671,147,2908,2422,486,943.003913879962,55.0,592.0,111116.0,59005,1363,230500.0,4106.0,3432.0,5184.0,0.6475694444444444,0.3315972222222222,0.6899256812551611,0.29644921552436004,0.06069364161849711,0.6156843643448612,0.016025641025641024,0.11419753086419752,0.1671251719394773,5.0609747170573344e-09,2.5304873585286672e-09,0.45648581081561185,0.45648581081561185,0.45648581081561185,0.39946804747786574,0.0,8.946623854612274e-10,1.127755026359406e-09,1231646.05966446,925695.764588575,1808805.0412178691,2898122.5753342067,14321.465810051859,3966146.865470904,3966146.865470904,2523.864876361598,1896.917550386424,3706.5677074136665,5938.775769127473,8127.350134161689,8127.350134161689,41054.868655482,30856.52548628583,60293.50137392897,96604.08584447356,132204.89551569681,132204.89551569681,124527.37358114297,258320.67038458417,124527.37358114297,258320.67038458417,29,117200,29510117200,Census Tract 1172,G5020,S,1267491,0,+38.6139797,-090.2509460,N,S
666,510,1174.0,2010,St. Louis,41180.0,4.0,1.0,102.0,unknown,moderate,25.0,351000.0,1.0,134000.0,1.0,300000.0,14.0,266000.0,27.0,785000.0,14040.0,27.0,785000.0,10048,0,10048,2368,5856,1824,2888,5256,1904,0,0,0,640,80,344,448,0,32,184,88,424,16,296,1520,4912,32,792,224,16,5104,4424,64,344,32,80,9928,120,928,1928,3152,1672,3280,6768,0,0,0,0,0,0,0,0,0,0,0.002488057324840764,34.93232484076433,9.952229299363058e-05,13.335987261146498,9.952229299363058e-05,29.856687898089174,0.001393312101910828,26.472929936305732,0.0026871019108280253,78.125,0.0026871019108280253,78.125,,,,,,,,,,,,,4503,2082,1836,1866,927,728,288,2393,1866,527,,,640.0,75189.0,52735,912,215700.0,1939,,,4503.0,4503,2082,1836,1866,728,927,288,2393,1866,527,,,640.0,75189.0,52735,912,215700.0,,,4503.0,0.46235842771485675,0.40772818121252496,0.4967845659163987,0.39013933547695606,0.15434083601286175,,,0.1421274705751721,0.22022565816966153,0.0,0.0,0.3839922931710357,0.3839922931710357,0.3839922931710357,,,0.0,0.0,393364.6650975663,150173.40490904244,336209.1154680054,298105.4157149648,15734.586603902653,879747.1854746141,879747.1854746141,39.148553453181364,14.945601603208841,33.460302096736214,29.66813452577277,87.5544571531264,87.5544571531264,,,,,,,84264.0906097462,241734.3540214959,84264.0906097462,241734.3540214959,29,117400,29510117400,Census Tract 1174,G5020,S,1146089,0,+38.6095244,-090.2373976,N,S
667,510,1174.0,2011,St. Louis,41180.0,4.0,1.0,102.0,unknown,moderate,46.0,593000.0,6.0,805000.0,1.0,255000.0,26.0,894000.0,53.0,1653000.0,12891.304347826086,53.0,1653000.0,9316,114,9316,2016,5512,1788,2940,4608,1768,0,0,0,480,32,48,456,0,16,248,728,144,0,304,1060,4880,32,680,144,64,4312,4644,32,272,0,56,9188,128,1104,1828,2756,1612,2840,6476,4,222,11,45,250,114,64,265,1,88,0.00493774151996565,63.65392872477458,0.0006440532417346501,86.41047659939889,0.00010734220695577502,27.37226277372263,0.00279089738085015,95.96393301846285,0.0056891369686560755,177.4366680978961,0.0056891369686560755,177.4366680978961,0.40350877192982454,5201.754385964912,0.05263157894736842,7061.403508771929,0.008771929824561403,2236.842105263158,0.22807017543859648,7842.105263157895,0.4649122807017544,14500.0,0.4649122807017544,14500.0,4732,2056,1910,1813,840,736,210,2351,1813,538,,280.0,535.0,78500.0,42340,914,239300.0,1939,,2589.0,4511.0,4732,2056,1910,1813,736,840,210,2351,1813,538,,280.0,535.0,78500.0,42340,914,239300.0,,2589.0,4511.0,0.4344885883347422,0.4036348267117498,0.46332046332046334,0.4059569773855488,0.11583011583011583,,0.10814986481266899,0.11859898027045002,0.22883879200340282,0.0,0.0,0.3744734729112956,0.3744734729112956,0.3744734729112956,,0.0,0.0,0.19673369194424803,664573.3515750908,902161.1265058146,285777.74814780464,1001903.1640946561,14447.246773371537,1852512.2262287098,1852512.2262287098,71.33677024206641,96.83996634884228,30.67601418503699,107.54649678989439,198.85275077594568,198.85275077594568,5829.59080329027,7913.694092156267,2506.8223521737245,8788.624246444353,16250.107247620263,16250.107247620263,87974.71854746142,268182.8044383123,87974.71854746142,268182.8044383123,29,117400,29510117400,Census Tract 1174,G5020,S,1146089,0,+38.6095244,-090.2373976,N,S
668,510,1174.0,2012,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,51.0,506000.0,2.0,229000.0,2.0,754000.0,28.0,1151000.0,55.0,1489000.0,9921.56862745098,4.0,983000.0,9752,149,9752,1968,5588,2196,2920,5304,1528,0,0,0,544,16,32,360,0,64,128,680,208,16,408,1120,5152,48,784,168,24,4380,4948,48,264,0,112,9640,112,1064,2212,2936,1572,3088,6664,7,15,228,43,272,149,67,250,6,93,0.005229696472518457,51.886792452830186,0.00020508613617719443,23.482362592288762,0.00020508613617719443,77.3174733388023,0.002871205906480722,118.02707136997539,0.005639868744872847,152.68662838392126,0.00041017227235438887,100.79983593109105,0.3422818791946309,3395.973154362416,0.013422818791946308,1536.9127516778524,0.013422818791946308,5060.402684563758,0.18791946308724833,7724.832214765101,0.3691275167785235,9993.288590604026,0.026845637583892617,6597.315436241611,4615,2021,1939,1915,965,732,167,2345,1915,430,1237.0,264.0,482.0,63188.0,43600,918,212200.0,1939,2992.0,2569.0,4399.0,4615,2021,1939,1915,732,965,167,2345,1915,430,449.2039256428479,264.0,482.0,63188.0,43600,918,212200.0,2992.0,2569.0,4399.0,0.437919826652221,0.4201516793066089,0.5039164490861618,0.3822454308093995,0.08720626631853785,0.41343582887700536,0.10276372129233165,0.1095703568992953,0.18336886993603413,0.0,0.3612062025101748,0.38449228440736205,0.38449228440736205,0.38449228440736205,0.2673871797872985,0.0,0.0,0.0,567072.7080893691,256639.62480724414,845005.5768762536,1289922.3063455808,11119.07270763469,1668717.9097728669,1101645.2016834978,58.14937531679339,26.316614520841277,86.64946440486605,132.27259088859523,171.11545424250073,112.96607892570731,3805.857101270934,1722.4135893103635,5671.178368297004,8657.196686883093,11199.449058878301,7393.5919576073675,70814.60529397443,237811.91434103585,70814.60529397443,237811.91434103585,29,117400,29510117400,Census Tract 1174,G5020,S,1146089,0,+38.6095244,-090.2373976,N,S
669,510,1174.0,2013,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,48.0,433000.0,1.0,204000.0,1.0,477000.0,30.0,953000.0,50.0,1114000.0,9020.833333333334,2.0,681000.0,9864,152,9864,2056,5568,2240,3048,5360,1456,0,0,0,576,0,80,344,0,0,64,680,160,16,360,1448,5288,64,608,176,0,4560,4992,16,192,16,88,9680,184,1160,2524,2484,1640,2988,6876,15,11,211,52,287,152,110,229,2,83,0.004866180048661801,43.89699918896999,0.00010137875101378751,20.68126520681265,0.00010137875101378751,48.35766423357664,0.0030413625304136255,96.6139497161395,0.005068937550689375,112.93592862935928,0.00020275750202757503,69.0389294403893,0.3157894736842105,2848.684210526316,0.006578947368421052,1342.1052631578948,0.006578947368421052,3138.157894736842,0.19736842105263158,6269.736842105263,0.32894736842105265,7328.9473684210525,0.013157894736842105,4480.263157894737,4533,2179,1614,1930,1056,657,141,2297,1930,367,1493.0,299.0,709.0,61859.0,39770,876,209100.0,1939,3240.0,2642.0,4318.0,4533,2179,1614,1930,657,1056,141,2297,1930,367,552.0054756766152,299.0,709.0,61859.0,39770,876,209100.0,3240.0,2642.0,4318.0,0.48069711008162364,0.3560555923229649,0.5471502590673575,0.3404145077720207,0.07305699481865285,0.4608024691358025,0.11317183951551854,0.16419638721630384,0.15977361776229865,0.0,0.0,0.3917344487127379,0.3917344487127379,0.3917344487127379,0.298656343426165,0.0,1.5189956538458326e-09,0.0,485261.82332548784,228622.19851824368,534572.4935941286,1068024.2901366972,10109.621319280997,1248456.51543786,763194.6921123724,49.195237563411176,23.177432939805726,54.19429172689868,108.27496858644538,126.56696223011558,77.37172466670441,3192.51199556242,1504.093411304235,3516.9242999613725,7026.475593004588,8213.529706828027,5021.017711265607,69325.19891245116,234337.7534811998,69325.19891245116,234337.7534811998,29,117400,29510117400,Census Tract 1174,G5020,S,1146089,0,+38.6095244,-090.2373976,N,S
670,510,1174.0,2014,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,53.0,474000.0,1.0,123000.0,1.0,994000.0,35.0,1467000.0,55.0,1591000.0,8943.396226415094,2.0,1117000.0,9140,155,9140,2084,5184,1872,3012,4696,1432,0,0,0,408,176,32,336,16,72,128,816,232,0,312,1796,3864,16,800,96,40,3832,4964,0,232,16,96,9004,136,964,2196,2532,1364,3048,6092,7,28,19,204,245,155,46,208,2,92,0.0057986870897155365,51.85995623632385,0.00010940919037199125,13.457330415754923,0.00010940919037199125,108.7527352297593,0.0038293216630196935,160.50328227571117,0.006017505470459519,174.07002188183807,0.0002188183807439825,122.21006564551422,0.3419354838709677,3058.064516129032,0.0064516129032258064,793.5483870967741,0.0064516129032258064,6412.903225806452,0.22580645161290322,9464.516129032258,0.3548387096774194,10264.516129032258,0.012903225806451613,7206.451612903225,4294,2385,1176,1948,1189,540,136,2319,1948,371,1625.0,196.0,612.0,68944.0,40120,909,195600.0,1939,3199.0,2511.0,4079.0,4294,2385,1176,1948,540,1189,136,2319,1948,371,618.5006297342181,196.0,612.0,68944.0,40120,909,195600.0,3199.0,2511.0,4079.0,0.5554261760596181,0.2738705170004658,0.6103696098562629,0.27720739219712526,0.06981519507186858,0.5079712410128165,0.07805655117483075,0.15003677371904878,0.15998275118585598,0.0,0.0,0.40751933155288694,0.40751933155288694,0.40751933155288694,0.33040833974388123,0.0,1.1370261844155436e-09,0.0,531210.4024394485,137845.73734188222,1113972.869250658,1644062.5746385464,10022.837781876387,1783029.0090319887,1251818.6065925402,58.119300048079715,15.081590518805495,121.87886972107854,179.8755552120948,195.07976028796375,136.96046023988404,3427.1638867061197,889.3273376895627,7186.921737101019,10606.855320248687,11503.4129614967,8076.249074790581,77265.33752275389,219208.34328513953,77265.33752275389,219208.34328513953,29,117400,29510117400,Census Tract 1174,G5020,S,1146088,0,+38.6095244,-090.2373976,N,S
671,510,1174.0,2015,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,53.0,563000.0,1.0,199000.0,3.0,1014000.0,31.0,777000.0,57.0,1776000.0,10622.641509433963,57.0,1776000.0,9420,173,9420,2084,5192,2144,3036,4520,1864,0,0,0,352,176,48,280,16,0,64,848,384,0,232,1716,4192,16,920,176,0,4160,4924,16,208,32,80,9172,248,1192,2172,2372,1600,3136,6284,37,30,8,211,249,173,53,198,1,110,0.005626326963906581,59.76645435244161,0.00010615711252653928,21.125265392781316,0.0003184713375796178,107.64331210191082,0.0032908704883227178,82.48407643312102,0.006050955414012739,188.53503184713375,0.006050955414012739,188.53503184713375,0.3063583815028902,3254.335260115607,0.005780346820809248,1150.2890173410406,0.017341040462427744,5861.271676300578,0.1791907514450867,4491.329479768786,0.32947976878612717,10265.895953757225,0.32947976878612717,10265.895953757225,4307,2604,1338,1958,1245,570,207,2335,1958,377,1655.0,190.0,615.0,64669.0,41660,928,201000.0,1939,3212.0,2419.0,4100.0,4307,2604,1338,1958,570,1245,207,2335,1958,377,625.9187498905187,190.0,615.0,64669.0,41660,928,201000.0,3212.0,2419.0,4100.0,0.6045971674019038,0.3106570698862317,0.63585291113381,0.29111338100102147,0.10572012257405516,0.5152552926525529,0.07854485324514263,0.15,0.1614561027837259,4.307341357075461e-09,0.0,0.425121784638867,0.425121784638867,0.425121784638867,0.3348776580932777,0.0,0.0,0.0,630952.4400282901,223018.7132604436,1136386.8102818583,870781.609062134,11904.763019401702,1990357.9635705922,1990357.9635705922,66.98008917497772,23.675022639112907,120.63554249276628,92.4396612592499,211.2906543068569,211.2906543068569,3647.1239307993656,1289.1255101759746,6568.709886022303,5033.419705561469,11504.959326997641,11504.959326997641,72474.35762733482,225260.10736356364,72474.35762733482,225260.10736356364,29,117400,29510117400,Census Tract 1174,G5020,S,1146088,0,+38.6095244,-090.2373976,N,S
672,510,1174.0,2016,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,43.0,284000.0,2.0,340000.0,2.0,1170000.0,23.0,504000.0,47.0,1794000.0,6604.6511627906975,4.0,1510000.0,8628,197,8628,1944,4596,2088,3020,3928,1680,0,0,0,440,224,32,288,16,32,48,120,320,0,240,1700,3664,32,1192,280,0,4124,4104,0,216,0,184,8452,176,960,2136,2192,1396,3508,5120,35,24,28,199,203,197,28,201,4,59,0.0049837737598516455,32.91608715808994,0.0002318034306907742,39.40658321743162,0.0002318034306907742,135.60500695410292,0.0026657394529439036,58.4144645340751,0.005447380621233194,207.9276773296245,0.0004636068613815484,175.01159017153455,0.2182741116751269,1441.6243654822335,0.01015228426395939,1725.8883248730965,0.01015228426395939,5939.086294416244,0.116751269035533,2558.3756345177667,0.23857868020304568,9106.598984771574,0.02030456852791878,7664.97461928934,4635,2921,1344,1997,1307,560,231,2307,1997,310,1795.0,116.0,609.0,68367.0,46865,904,212000.0,1939,3336.0,2471.0,4420.0,4635,2921,1344,1997,560,1307,231,2307,1997,310,662.7391755910688,116.0,609.0,68367.0,46865,904,212000.0,3336.0,2471.0,4420.0,0.6302049622437972,0.28996763754045307,0.6544817225838758,0.2804206309464196,0.1156735102653981,0.5380695443645084,0.046944556859571024,0.13778280542986426,0.13437364542696142,0.0,0.0,0.4328429932134242,0.4328429932134242,0.4328429932134242,0.3486764713472706,0.0,0.11845246936214429,0.11552159987132052,318277.9626430451,381036.99753040617,1311215.5503252211,564831.3139862492,7401.81308472198,2010530.5104986725,1692252.5478556273,36.888961826963964,44.162841623830104,151.97213147023888,65.4649181717952,233.02393492103297,196.134973094069,1615.6241758530211,1934.1979570071378,6655.916499112797,2867.1640303870518,10205.738631972956,8590.114456119936,76618.69532400375,237587.77493072383,76618.69532400375,237587.77493072383,29,117400,29510117400,Census Tract 1174,G5020,S,1146088,0,+38.6095244,-090.2373976,N,S
673,510,1174.0,2017,St. Louis,41180.0,4.0,1.0,103.0,unknown,middle,47.0,491000.0,0.0,0.0,3.0,1285000.0,28.0,742000.0,50.0,1776000.0,10446.808510638299,50.0,1776000.0,9580,194,9580,1888,5556,2136,2980,4160,2440,0,0,0,416,216,752,712,16,32,64,32,304,0,144,1312,3424,524,1432,200,0,4652,4560,0,232,0,136,9364,216,1016,2308,2424,1944,3444,6136,14,48,40,200,257,194,35,194,7,129,0.004906054279749478,51.25260960334029,0.0,0.0,0.00031315240083507306,134.13361169102296,0.0029227557411273487,77.45302713987473,0.005219206680584551,185.38622129436325,0.005219206680584551,185.38622129436325,0.2422680412371134,2530.9278350515465,0.0,0.0,0.015463917525773196,6623.711340206186,0.14432989690721648,3824.742268041237,0.25773195876288657,9154.639175257733,0.25773195876288657,9154.639175257733,4662,2963,1411,1995,1342,542,300,2253,1995,258,1841.0,142.0,535.0,71302.0,51425,865,217900.0,1939,3342.0,2689.0,4447.0,4662,2963,1411,1995,542,1342,300,2253,1995,258,701.4705012918956,142.0,535.0,71302.0,51425,865,217900.0,3342.0,2689.0,4447.0,0.6355641355641356,0.30265980265980263,0.6726817042606517,0.27167919799498746,0.15037593984962405,0.5508677438659485,0.05280773521755299,0.12030582415111311,0.11451398135818908,0.0,2.8138237809121862e-09,0.4410166811320507,0.4410166811320507,0.4410166811320507,0.3583592346969694,0.0,0.0,0.0,550262.2523159689,0.0,1440095.7112546233,831557.2122575335,11707.707496084446,1990357.9635705922,1990357.9635705922,57.43864846722013,0.0,150.3231431372258,86.80137915005568,207.76179160444593,207.76179160444593,2836.403362453448,0.0,7423.173769353729,4286.377382770791,10259.577131807177,10259.577131807177,79907.94117033241,244199.88753492796,79907.94117033241,244199.88753492796,29,117400,29510117400,Census Tract 1174,G5020,S,1146088,0,+38.6095244,-090.2373976,N,S
